GEO_ID,B08103_001E,B08103_001M,B08103_002E,B08103_002M,B08103_003E,B08103_003M,B08103_004E,B08103_004M,B08103_005E,B08103_005M,B08103_006E,B08103_006M,B08103_007E,B08103_007M,NAME,B08103_001MA,B08103_001EA,B08103_002MA,B08103_002EA,B08103_003MA,B08103_003EA,B08103_004EA,B08103_004MA,B08103_005MA,B08103_005EA,B08103_006MA,B08103_006EA,B08103_007MA,B08103_007EA,state
0400000US01,41.9,0.3,42.2,0.2,37.3,1.1,37.3,5.8,31.5,4.7,37.1,4.0,47.7,1.5,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,39.6,0.4,39.6,0.5,37.3,1.3,34.7,4.8,39.8,2.4,41.2,3.3,47.6,2.8,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,40.8,0.2,41.1,0.3,37.0,0.6,35.8,2.4,30.8,2.0,38.5,1.7,48.8,0.7,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,41.6,0.4,42.1,0.4,36.4,0.9,40.5,7.6,33.0,2.9,43.3,2.5,49.6,2.3,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,41.0,0.2,41.2,0.1,39.5,0.3,37.5,0.4,32.9,0.6,36.3,0.6,48.4,0.3,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,40.5,0.2,40.8,0.2,36.4,0.6,37.5,1.0,30.2,1.0,36.0,1.7,46.1,0.5,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,44.5,0.2,45.1,0.2,39.8,1.2,41.7,1.5,30.0,1.7,36.0,3.5,49.6,1.2,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,43.5,0.5,43.5,0.6,39.2,2.3,39.6,8.7,32.5,4.2,33.5,6.7,51.0,1.6,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,36.0,0.4,39.8,0.8,35.9,1.0,35.0,0.5,31.7,0.9,32.8,1.3,40.7,3.2,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,42.9,0.1,43.0,0.2,39.5,0.5,40.2,1.7,37.2,1.3,40.0,1.3,48.8,0.6,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,41.6,0.2,42.1,0.3,37.8,0.6,36.9,1.3,28.1,1.4,37.4,1.1,47.0,0.7,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,41.7,0.4,42.1,0.4,41.6,1.6,40.2,1.8,30.8,3.3,37.1,1.9,50.9,2.0,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,40.8,0.3,40.9,0.4,38.6,1.2,40.2,5.0,34.7,5.6,39.2,2.6,49.0,2.3,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,41.9,0.1,42.8,0.2,39.4,0.6,36.7,0.5,32.5,1.1,36.6,1.1,47.6,0.5,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,41.9,0.2,42.6,0.3,37.2,0.7,36.3,2.0,26.8,1.3,37.3,2.3,46.1,1.0,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,41.8,0.2,42.4,0.3,38.3,0.9,32.8,3.1,27.4,3.0,38.9,2.6,46.4,1.1,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,41.3,0.3,41.7,0.4,36.9,1.0,36.5,5.2,28.3,1.3,39.3,4.4,48.1,1.3,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,41.5,0.2,42.1,0.3,37.1,0.8,37.1,2.9,30.4,3.3,39.4,3.2,47.0,1.3,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
