GEO_ID,B25079_001E,B25079_001M,B25079_002E,B25079_002M,B25079_003E,B25079_003M,B25079_004E,B25079_004M,B25079_005E,B25079_005M,NAME,B25079_001EA,B25079_001MA,B25079_002EA,B25079_002MA,B25079_003EA,B25079_003MA,B25079_004MA,B25079_004EA,B25079_005MA,B25079_005EA,state
0400000US01,227799324200,5109821292,1611875600,425033582,17945331300,1265576390,133061145500,4160377729,75180971800,2820776116,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,45192786000,1413256276,231703000,122732000,4090072700,585301300,29428184100,1151140270,11442826200,667577187,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,445170517600,6292738687,2823158500,576928606,33954497400,1789465354,254011617100,4817677082,154381244600,3534170431,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,120206168300,2816974852,1058362500,204196757,11232037000,1112477792,69660961200,2291251944,38254807600,1423324694,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4711847425700,35273325553,17144491500,2518811579,270422413900,7099645826,2896347475500,26270752104,1527933044800,22839188712,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,556257298500,6989184977,2985387000,484814161,49424377200,2115290271,352037499200,5628154582,151810035000,3842480093,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,339273409100,7030114198,794783500,256806746,19971675300,1500110470,215510683900,5238942012,102996266300,4983655729,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,73344503100,2021533059,246335200,120308381,5210974200,678759636,41377084600,1636722587,26510109100,1224668587,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,86946026300,4291212689,244687500,280412745,8365029400,1090422014,52235173700,3503293111,26101135700,2437428386,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,1405655196300,13126163230,6465957900,2095432724,76558911400,3168586173,766945904800,10574357915,555684422200,9381449343,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,548765170700,8606140143,2839651900,533896411,44593795200,2710950697,350526683400,6931873526,150805040200,3852325013,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,185761357800,5320393737,369299000,207691102,8716639400,1157263848,99628662800,4402113524,77046756500,3292478529,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,106185720700,3161120212,687423000,187369761,9330487900,749447284,61810506600,2339943740,34357303300,1984284573,Idaho,null,null,null,null,null,null,null,null,null,null,16
