GEO_ID,C08406_001E,C08406_001M,C08406_002E,C08406_002M,C08406_003E,C08406_003M,C08406_004E,C08406_004M,C08406_005E,C08406_005M,C08406_006E,C08406_006M,C08406_007E,C08406_007M,C08406_008E,C08406_008M,C08406_009E,C08406_009M,C08406_010E,C08406_010M,C08406_011E,C08406_011M,C08406_012E,C08406_012M,C08406_013E,C08406_013M,C08406_014E,C08406_014M,C08406_015E,C08406_015M,C08406_016E,C08406_016M,C08406_017E,C08406_017M,C08406_018E,C08406_018M,C08406_019E,C08406_019M,C08406_020E,C08406_020M,C08406_021E,C08406_021M,C08406_022E,C08406_022M,C08406_023E,C08406_023M,C08406_024E,C08406_024M,C08406_025E,C08406_025M,C08406_026E,C08406_026M,C08406_027E,C08406_027M,C08406_028E,C08406_028M,C08406_029E,C08406_029M,C08406_030E,C08406_030M,C08406_031E,C08406_031M,C08406_032E,C08406_032M,C08406_033E,C08406_033M,NAME,C08406_001EA,C08406_001MA,C08406_002MA,C08406_002EA,C08406_003MA,C08406_003EA,C08406_004EA,C08406_004MA,C08406_005EA,C08406_005MA,C08406_006EA,C08406_006MA,C08406_007EA,C08406_007MA,C08406_008MA,C08406_008EA,C08406_009EA,C08406_009MA,C08406_010EA,C08406_010MA,C08406_011EA,C08406_011MA,C08406_012EA,C08406_012MA,C08406_013MA,C08406_013EA,C08406_014MA,C08406_014EA,C08406_015EA,C08406_015MA,C08406_016EA,C08406_016MA,C08406_017EA,C08406_017MA,C08406_018EA,C08406_018MA,C08406_019MA,C08406_019EA,C08406_020MA,C08406_020EA,C08406_021EA,C08406_021MA,C08406_022EA,C08406_022MA,C08406_023EA,C08406_023MA,C08406_024MA,C08406_024EA,C08406_025MA,C08406_025EA,C08406_026EA,C08406_026MA,C08406_027EA,C08406_027MA,C08406_028EA,C08406_028MA,C08406_029MA,C08406_029EA,C08406_030MA,C08406_030EA,C08406_031EA,C08406_031MA,C08406_032EA,C08406_032MA,C08406_033EA,C08406_033MA,state
0400000US01,1998361,17735,1881544,18416,1714031,19366,167513,7476,132687,7103,21740,2770,13086,2555,7109,1483,23537,3467,17299,2716,68872,5117,1042715,11771,982393,11655,895381,11753,87012,5272,68925,4806,10414,1775,7673,1962,3503,914,11785,1907,10711,1819,34323,3559,955646,11661,899151,12128,818650,12347,80501,4805,63762,4464,11326,1747,5413,1038,3606,1106,11752,2829,6588,1586,34549,2977,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357793,6276,287132,6738,244976,6359,42156,4237,28476,3401,7304,2158,6376,2095,6095,1567,26312,2388,22270,1943,15984,2030,199797,4757,157524,5512,134933,5186,22591,2704,15047,2239,4030,1584,3514,1091,3648,1287,15543,1838,15873,1694,7209,1469,157996,3534,129608,3433,110043,3680,19565,2494,13429,1881,3274,984,2862,1415,2447,841,10769,1424,6397,1214,8775,1113,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3058066,17683,2677631,18680,2342418,18961,335213,10743,254739,9719,48908,4137,31566,3908,54740,5185,60711,4013,71069,5076,193915,7427,1643266,12471,1442309,12598,1259884,13935,182425,7907,137872,6829,26034,3192,18519,3430,28508,3402,30951,3113,49232,4181,92266,4737,1414800,15229,1235322,14568,1082534,14460,152788,6176,116867,5669,22874,2373,13047,1791,26232,3205,29760,2885,21837,2359,101649,4875,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1279217,13273,1192070,12666,1065999,12780,126071,6447,96265,5996,18632,2757,11174,2033,3835,1032,22585,3067,13571,2381,47156,3936,669514,9412,622531,8639,561113,8181,61418,4009,48242,4014,8346,1579,4830,1358,1668,714,12060,2068,9914,1991,23341,2435,609703,8283,569539,8472,504886,8756,64653,4457,48023,3827,10286,1902,6344,1231,2167,956,10525,1903,3657,992,23815,2503,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18327531,48960,15385088,51189,13544216,56744,1840872,27432,1347921,20626,284505,11003,208446,11232,918989,16819,471968,12825,458599,12672,1092887,19780,10001577,31843,8434432,32189,7465163,33985,969269,18005,702058,14584,152722,7696,114489,7985,474113,11871,251001,9728,298556,9630,543475,13282,8325954,32437,6950656,34755,6079053,34937,871603,16803,645863,13461,131783,6193,93957,5533,444876,10356,220967,7782,160043,7193,549412,11467,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2877189,17960,2404542,17120,2158675,16124,245867,8636,187658,8432,35115,3740,23094,3093,91772,5885,77203,4887,59569,4090,244103,8996,1554669,11734,1300498,12632,1165003,11559,135495,6958,104841,5965,17871,2641,12783,2294,48786,4302,43394,3482,40281,3494,121710,6003,1322520,11140,1104044,11342,993672,11522,110372,4859,82817,4692,17244,2319,10311,1696,42986,3111,33809,3483,19288,1940,122393,5791,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1739235,16004,1523844,14658,1384005,15380,139839,7585,110126,6262,15548,2526,14165,2205,53225,4477,49117,4150,21875,3104,91174,4559,887295,11216,782576,10526,710236,11035,72340,5103,55901,4308,8729,1782,7710,1467,21853,2581,24214,3008,12070,2222,46582,3403,851940,11671,741268,10422,673769,9824,67499,4641,54225,3863,6819,1567,6455,1580,31372,3676,24903,2688,9805,1777,44592,2955,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437567,7390,392230,7510,361055,7691,31175,3436,23337,2445,5515,1744,2323,731,8022,1567,9542,1492,5546,1521,22227,2459,222117,5219,198509,5832,183907,5646,14602,2144,11347,1726,1734,738,1521,672,3947,1176,5005,1219,3697,1187,10959,1907,215450,5109,193721,4881,177148,5094,16573,2222,11990,1626,3781,1458,802,390,4075,1007,4537,966,1849,716,11268,1513,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,844345,11107,430544,10055,358317,10218,72227,5042,46134,4386,16246,1939,9847,1834,299423,7322,47868,3864,38843,3654,27667,2948,437682,7190,233559,7251,195380,6650,38179,3277,22959,2676,8791,1399,6429,1707,144857,5068,22341,2731,24803,2883,12122,1790,406663,8427,196985,6782,162937,7011,34048,2847,23175,2553,7455,1216,3418,928,154566,5091,25527,2356,14040,2038,15545,2606,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9300635,36915,8238886,39504,7392830,40790,846056,20556,650362,17939,122653,7965,73041,6516,160963,8893,129359,8353,196921,10175,574506,15223,4885364,21985,4302022,25258,3861752,27886,440270,15409,330224,13157,67321,5882,42725,4725,80543,6327,69521,5534,133573,8683,299705,10270,4415271,22159,3936864,24711,3531078,24777,405786,10946,320138,10168,55332,4212,30316,3227,80420,6156,59838,5668,63348,4522,274801,9220,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
