GEO_ID,B17002_001E,B17002_001M,B17002_002E,B17002_002M,B17002_003E,B17002_003M,B17002_004E,B17002_004M,B17002_005E,B17002_005M,B17002_006E,B17002_006M,B17002_007E,B17002_007M,B17002_008E,B17002_008M,B17002_009E,B17002_009M,B17002_010E,B17002_010M,B17002_011E,B17002_011M,B17002_012E,B17002_012M,B17002_013E,B17002_013M,NAME,B17002_001EA,B17002_001MA,B17002_002EA,B17002_002MA,B17002_003MA,B17002_003EA,B17002_004EA,B17002_004MA,B17002_005MA,B17002_005EA,B17002_006EA,B17002_006MA,B17002_007EA,B17002_007MA,B17002_008MA,B17002_008EA,B17002_009EA,B17002_009MA,B17002_010MA,B17002_010EA,B17002_011MA,B17002_011EA,B17002_012EA,B17002_012MA,B17002_013MA,B17002_013EA,state
0400000US01,4752560,2493,352069,17765,213202,14334,237385,12186,261989,13920,218451,14840,253198,17084,100342,9149,131987,10977,798070,22233,670359,20113,486612,19210,1028896,22646,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,720472,1555,41036,3678,18794,5309,20182,3153,24520,3221,27657,5144,29623,4499,10606,2492,15782,4867,112109,9481,104110,7921,77361,7273,238692,9782,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6856067,3981,468888,19143,257625,15316,292422,17904,338034,19075,325991,22360,343957,22111,137792,12434,188205,12524,1170334,33463,983957,27697,692985,23344,1655877,29216,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2916321,2511,199669,12396,130269,10377,148427,8365,167089,12014,170569,11465,173562,13833,65853,7332,89164,8080,551307,17454,390883,18206,284419,15805,545110,18836,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38793027,8845,2250522,45736,1226953,33087,1682733,42635,1767695,50669,1632590,42751,1779429,45262,651510,26226,1012153,34540,5924639,84384,4856259,59791,3614338,53823,12394206,70737,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5483104,3121,261234,12567,135461,10029,167617,11216,196673,13054,181796,13359,228812,14390,88256,8175,140574,10832,839248,21516,785498,22852,622078,19103,1835857,23133,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3482584,1446,160256,10790,83330,7993,90542,8442,106362,10868,110132,9827,126406,9850,44659,6194,60788,8245,463209,19813,443037,19598,374321,16283,1419542,24185,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,934947,1486,64714,5519,25120,5122,37152,5700,39887,6889,31033,5970,37560,5783,13151,3554,17943,3377,135569,10725,127579,9670,105733,8634,299506,11573,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660642,544,59021,6123,28533,5664,22366,4312,25110,4700,14235,3082,21976,5401,7682,2601,11004,2805,62316,7531,59983,6831,54405,6018,294011,8524,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20569920,5871,1278075,38634,700485,27987,910946,33781,1044925,35495,1012057,28503,1108997,31717,431090,23750,637921,25241,3700040,56252,2843187,50354,2002507,39038,4899690,51192,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10154747,5504,684349,28168,371134,22623,462219,27066,513248,22582,487324,22461,510933,22250,188514,14258,293341,15299,1679730,50629,1350131,30095,1021001,30254,2592823,37195,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1388550,1566,66658,6356,32399,4602,33492,3766,31676,4965,43353,6004,47377,6006,20107,5229,27499,4811,212502,13799,220428,14200,184046,14299,469013,15205,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1686491,1808,92767,8711,45351,7086,78191,8436,80655,8582,88735,9437,94510,8502,35135,6755,58916,8907,347470,16361,255170,15104,160106,12025,349485,14911,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12503720,3612,724307,22542,390195,18766,455251,21349,518305,25199,468545,23167,529546,23564,191736,12753,319134,15425,1969838,39336,1667508,32508,1356201,30035,3913154,36733,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6463636,3761,402895,19196,220361,16750,247991,13602,285667,14121,279355,16381,302553,12471,122898,12459,172585,11745,1172671,29172,1000447,26491,726460,21470,1529753,25163,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3044685,1941,143191,8139,88710,8159,94735,7422,123250,8819,118916,8532,146006,9258,48351,5173,81264,6332,530545,16284,493107,15479,364663,14063,811947,18106,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2827376,2621,152553,9904,75734,8074,108200,8487,123470,8443,124811,9804,143298,10866,47676,5655,75308,6978,498064,17329,441590,17637,315398,13601,721274,16209,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4316917,3015,335188,15015,187022,10621,222029,13432,221288,13261,194827,10883,210309,11412,82373,9320,120291,9975,750896,21389,632414,20702,432908,17194,927372,19812,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4553037,2611,420630,18563,232022,16521,246387,14108,265520,17397,231499,13341,228165,16270,87454,10518,132407,10495,694626,23137,560934,21905,436065,16723,1017328,23920,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1301216,1023,56941,5051,39711,4485,47360,4373,58975,6034,57384,5612,56057,5253,18726,2582,35590,4273,226967,10318,198770,10948,165141,10628,339594,12385,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5915309,2385,269670,15581,127260,11485,152241,11271,168747,13228,195031,15888,205920,13042,83514,9944,115107,10612,748713,24231,738429,25645,653414,24676,2457263,32701,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6622444,3515,335511,15459,147899,10806,208791,15140,203198,14558,198858,12574,202102,12798,79503,9154,119215,9991,802732,26715,790701,23583,714407,23953,2819527,30170,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9730205,4206,603543,16203,373989,16367,400234,18093,429073,11343,406999,18041,432255,16739,170682,9633,264683,10837,1636298,29359,1430507,26073,1037195,24713,2544747,33796,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5450582,2783,219109,10216,130775,9757,167592,9778,188319,10826,173412,10439,203308,10951,74470,6006,119230,7701,831406,19123,800162,19035,666764,16918,1876035,26021,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2889851,1968,263238,14839,152225,9379,155756,8831,174627,12165,150713,9321,169772,14123,58383,7803,85888,8940,512988,15961,395168,17459,271419,12395,499674,17762,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5928516,4473,340742,15044,217348,12598,237642,14042,286330,14174,253787,14570,282605,15206,109627,10224,172520,9621,1026027,26774,910891,24485,643236,19887,1447761,23162,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1024513,1940,56550,5893,27079,4599,44148,4417,53315,5553,40517,5195,50491,5178,20599,3510,35951,4325,187129,11577,154266,8218,109331,7888,245137,10045,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1865038,1585,85719,7365,46925,5874,68265,6538,79013,6887,79197,7936,82572,7484,37258,4832,52481,4778,330530,12720,292678,9849,220747,9675,489653,12006,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2954279,2075,178057,12479,93604,11711,112459,11725,135143,11259,126633,9567,146179,10512,58440,7067,88768,7846,544948,20418,458936,16830,320268,14188,690844,17128,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1298898,1427,49029,6305,24654,3312,26283,4182,37584,5083,38167,5607,38536,5163,17062,3144,28942,4609,180091,10495,191939,11619,172278,11266,494333,14570,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8831200,2566,387543,17230,216325,13701,278805,18257,282851,18495,258701,15816,298971,16389,129926,12648,168118,13974,1126521,34023,1008845,30216,938926,28179,3735668,38202,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2044187,1832,182379,13160,87254,7879,132122,11717,113596,10880,113242,11033,109983,9674,44206,7082,61886,7257,337428,15075,273223,15631,189436,11015,399432,15294,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19337685,4757,1243212,29538,656479,26374,822566,33384,833746,28225,770343,26519,770132,27376,276240,15339,464553,18883,2702861,49449,2310556,42068,1951623,41970,6535374,50588,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10009042,3839,651533,22599,352553,18599,467253,18339,505636,19622,453306,20615,488740,20561,191515,13132,291928,15541,1732474,34025,1389413,30594,1014047,24592,2470644,33185,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,729355,1188,39968,3596,16875,3228,18436,2781,27593,4038,23897,3445,24289,3347,12612,3301,19071,3432,118587,8390,115619,8512,88065,6534,224343,8217,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11330762,4496,712712,23646,416060,17272,454159,18919,470045,19185,465935,17338,509851,18066,207195,13931,295177,13602,1943776,33041,1687873,31897,1289247,25446,2878732,28458,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3814990,2186,254821,10603,160007,9781,189036,10171,203679,10564,212957,11331,212904,12146,83150,7566,116740,9562,686936,19400,525814,14406,373488,14043,795458,17257,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4064467,2475,235473,11586,130142,9834,172359,12646,179957,12576,173424,13156,172968,13388,74924,8435,113600,11132,672567,21245,584612,21033,431438,16295,1123003,20922,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12398112,4585,743558,22833,388040,19682,417122,16564,477131,17681,461558,17579,510540,17050,201021,10985,310209,11836,1977396,32323,1812697,32863,1383370,32208,3715470,38172,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1018556,943,43222,6015,36190,5537,38955,5477,39204,6438,35025,5187,45070,5537,13908,3121,23133,5371,152771,10172,129674,8278,111444,10092,349960,11194,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4882720,2812,334715,17093,187061,13504,230131,12264,264687,17009,236601,14258,254844,16339,96799,10023,153157,11123,848308,26638,681056,22610,483796,17445,1111565,23815,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,838991,1814,51063,4763,27506,4380,30530,3824,32186,4624,35186,4378,36988,5177,11533,1922,25680,4067,154885,10135,136034,8543,95645,6942,201755,8732,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6555389,3060,404675,19158,247730,14941,327879,16606,339954,17363,317682,18645,327712,15520,118428,10390,192290,11688,1180828,28846,949116,27586,662155,19977,1486940,30236,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27676343,7676,1775415,48340,1068118,37439,1233372,37717,1453400,42954,1338903,43548,1367591,40863,535129,24918,783366,31804,4550111,69840,3791983,55847,2637383,59098,7141572,71342,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3052633,2684,132148,9362,73174,8327,91235,8312,113225,9084,118590,10071,142133,10006,54682,8166,88273,10422,613630,22400,509175,21002,383263,16369,733105,22154,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,599862,654,27688,3227,18014,3647,22139,2896,24745,3447,23525,3418,28856,3907,9690,2621,17274,3086,98119,7331,88810,7332,73442,5801,167560,7619,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8221024,3096,414209,18230,219735,13845,240539,13594,298426,14960,259263,16680,303496,17444,128107,10755,180799,12569,1179567,26108,1106337,28754,903122,22158,2987424,31912,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7273713,3235,368952,20225,195881,14014,237326,13348,249567,13423,259049,15077,261176,13201,116030,11831,170755,11850,1106434,30138,1003014,24491,811201,23203,2494328,31922,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
