GEO_ID,B17013_001E,B17013_001M,B17013_002E,B17013_002M,B17013_003E,B17013_003M,B17013_004E,B17013_004M,B17013_005E,B17013_005M,B17013_006E,B17013_006M,B17013_007E,B17013_007M,B17013_008E,B17013_008M,B17013_009E,B17013_009M,B17013_010E,B17013_010M,B17013_011E,B17013_011M,B17013_012E,B17013_012M,B17013_013E,B17013_013M,B17013_014E,B17013_014M,B17013_015E,B17013_015M,B17013_016E,B17013_016M,B17013_017E,B17013_017M,B17013_018E,B17013_018M,B17013_019E,B17013_019M,B17013_020E,B17013_020M,B17013_021E,B17013_021M,B17013_022E,B17013_022M,B17013_023E,B17013_023M,B17013_024E,B17013_024M,B17013_025E,B17013_025M,B17013_026E,B17013_026M,B17013_027E,B17013_027M,B17013_028E,B17013_028M,B17013_029E,B17013_029M,B17013_030E,B17013_030M,B17013_031E,B17013_031M,B17013_032E,B17013_032M,B17013_033E,B17013_033M,B17013_034E,B17013_034M,B17013_035E,B17013_035M,NAME,B17013_001EA,B17013_001MA,B17013_002EA,B17013_002MA,B17013_003EA,B17013_003MA,B17013_004MA,B17013_004EA,B17013_005MA,B17013_005EA,B17013_006MA,B17013_006EA,B17013_007MA,B17013_007EA,B17013_008MA,B17013_008EA,B17013_009MA,B17013_009EA,B17013_010MA,B17013_010EA,B17013_011MA,B17013_011EA,B17013_012MA,B17013_012EA,B17013_013MA,B17013_013EA,B17013_014MA,B17013_014EA,B17013_015MA,B17013_015EA,B17013_016MA,B17013_016EA,B17013_017MA,B17013_017EA,B17013_018MA,B17013_018EA,B17013_019MA,B17013_019EA,B17013_020MA,B17013_020EA,B17013_021MA,B17013_021EA,B17013_022MA,B17013_022EA,B17013_023MA,B17013_023EA,B17013_024MA,B17013_024EA,B17013_025MA,B17013_025EA,B17013_026EA,B17013_026MA,B17013_027EA,B17013_027MA,B17013_028MA,B17013_028EA,B17013_029MA,B17013_029EA,B17013_030MA,B17013_030EA,B17013_031EA,B17013_031MA,B17013_032EA,B17013_032MA,B17013_033EA,B17013_033MA,B17013_034MA,B17013_034EA,B17013_035MA,B17013_035EA,state
0400000US13,2525783,17938,279748,11291,96992,7159,34508,3344,30955,3048,25557,3454,5972,1664,182756,8684,26728,3060,14248,2008,9265,2134,2997,1215,218,208,156028,8376,52722,4604,75404,6224,22339,3071,5563,1529,2246035,17534,1691763,17964,759915,12486,704008,13342,200445,7659,27395,2827,554272,11265,151063,7245,84886,5035,54659,5024,10128,2465,1390,792,403209,9506,203816,7931,167600,7177,27364,3677,4429,1379,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320336,5022,23547,2448,9084,1261,4872,866,2012,584,1739,926,461,346,14463,2094,2544,779,1791,641,611,423,142,125,0,187,11919,1823,4951,1190,5103,1158,1651,719,214,219,296789,5140,224289,4878,90674,4090,90507,4230,32691,2658,10417,1385,72500,3662,25977,2369,12609,1602,8895,1520,3506,1137,967,449,46523,3092,20853,2211,17747,1966,5598,1014,2325,734,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,419774,7037,36225,3347,17272,2316,6877,1229,4098,978,4734,1288,1563,772,18953,2379,2950,918,1119,572,1083,507,671,502,77,107,16003,2134,5198,1392,8743,1614,1468,720,594,391,383549,7091,321153,6567,156926,4836,108292,5124,46162,3787,9773,1855,62396,4543,23983,3061,13187,2206,9362,1752,1285,774,149,134,38413,2788,20102,2252,16253,2032,1670,672,388,264,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3083543,17333,277866,10016,95833,5247,36235,2870,30215,3088,22364,2613,7019,1347,182033,7742,29362,2857,15247,2197,10542,1670,2990,860,583,470,152671,7009,52916,4422,75151,4783,20864,2895,3740,1023,2805677,18153,2181444,16902,977101,12547,888635,12748,279954,7974,35754,3109,624233,10594,193673,7072,106286,5448,72003,4476,13208,2344,2176,914,430560,10165,218958,6347,175513,6756,30894,3168,5195,1129,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1660102,12057,153371,6313,48517,3520,19444,2076,13116,1944,11674,1985,4283,1049,104854,5649,18200,2251,10408,1741,6303,1170,1258,618,231,364,86654,4755,31852,2587,42897,4316,10297,2047,1608,654,1506731,12719,1184256,12173,587899,9578,442751,9529,135469,4543,18137,2028,322475,8029,107783,5414,66424,4085,37074,3093,3302,778,983,561,214692,5833,117340,4396,83584,4578,12380,1891,1388,557,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,794614,8064,53223,3390,21000,2024,9763,1195,5561,1164,4813,1084,863,376,32223,2721,5577,1211,2123,641,2871,915,429,324,154,194,26646,2528,11060,1581,12189,1628,3111,862,286,274,741391,7660,613509,7696,321515,5975,215039,6008,67549,3735,9406,1245,127882,5247,46567,3710,26733,2562,17668,2349,2028,760,138,133,81315,3714,42242,2821,34239,2615,4197,1141,637,354,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,733649,7787,58235,3251,22452,2048,8869,1436,7084,1146,4507,1059,1992,745,35783,2856,5538,1153,2605,748,2027,652,764,576,142,231,30245,2552,10798,1824,14591,1957,4274,1024,582,388,675414,7801,549941,7474,273162,6419,195986,5952,70306,3560,10487,1574,125473,5206,44449,3053,24498,2236,16773,1958,2623,741,555,367,81024,4280,43500,2919,31387,2711,5363,1290,774,445,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1129828,12032,145997,5304,59391,3950,24623,2542,19699,2281,11941,1738,3128,945,86606,4009,16044,2349,9472,1707,5015,1127,1442,727,115,143,70562,3747,28953,2662,33771,2836,7284,1303,554,350,983831,12470,778162,11143,376460,7604,307838,8297,83967,3945,9897,1555,205669,6936,65480,4213,40627,2800,21930,2781,2357,799,566,315,140189,5328,76360,4221,55318,3576,7026,1361,1485,635,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,163281,7082,44430,3552,16699,1980,15599,2077,9839,1986,2293,894,118851,5798,17965,2782,9853,2248,6108,1295,1456,810,548,486,100886,5815,34822,3488,48575,4179,15427,2053,2062,937,943964,13522,699581,11475,335139,7595,281752,8492,74849,4751,7841,1444,244383,8047,69374,4688,43216,3845,21944,2245,3979,1300,235,214,175009,6927,91515,5545,73323,4739,8507,1375,1664,702,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,20919,2229,8316,1205,4451,921,2580,782,970,421,315,280,12603,1860,3084,945,1703,649,1158,517,223,230,0,175,9519,1443,4631,1000,4205,933,593,519,90,146,309187,6042,255562,6083,143704,4275,92218,4251,18092,1824,1548,402,53625,3662,18392,1911,11192,1350,6724,1416,453,345,23,41,35233,2942,20734,2171,13215,1726,906,404,378,345,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,91780,3816,27300,2544,11534,1441,8931,1408,4878,1344,1957,793,64480,4082,10183,1806,5570,1505,3696,1031,846,500,71,90,54297,4002,20486,2239,25367,2879,7253,1360,1191,683,1378050,13235,1024997,11798,432833,6898,439966,9769,130623,5577,21575,2498,353053,9293,94516,5059,50893,3919,35763,3208,6458,1484,1402,662,258537,7658,130147,5074,109254,6249,16416,1914,2720,932,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1652214,13374,119694,5175,36380,3385,15897,1985,12418,2078,7096,1682,969,469,83314,4548,10362,2012,6485,1486,3489,1196,388,412,0,210,72952,4393,28001,2704,37638,3631,6372,1439,941,491,1532520,14082,1187021,12674,523311,10569,517132,10445,132582,5159,13996,1962,345499,11795,101296,6421,57814,4565,36778,4111,5607,1506,1097,574,244203,8978,132250,6362,96669,4934,13803,2121,1481,572,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2518003,14120,244660,6889,81980,4205,31412,2691,23638,2263,19575,2325,7355,1177,162680,5583,33846,2790,18011,1986,12048,1847,3458,1015,329,284,128834,4898,50351,3100,59653,4020,15459,2068,3371,871,2273343,14494,1774770,14794,876705,11351,677660,9716,197349,6211,23056,1944,498573,8701,155712,5326,93982,4214,53543,3358,6940,1379,1247,633,342861,8422,189085,5767,135034,6051,15764,1949,2978,834,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1388742,11141,80450,4362,29638,2573,10977,1472,8855,1390,7277,1251,2529,798,50812,3642,10039,1507,4930,1146,3570,800,1495,577,44,72,40773,3517,16506,2338,17328,2060,5742,1274,1197,539,1308292,10634,1077009,9459,529553,7092,402146,6762,127977,4118,17333,1900,231283,6393,79277,4001,43011,2836,31335,2664,4189,1079,742,423,152006,5336,77854,3993,64056,3817,8829,1267,1267,527,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,716451,10880,106921,5365,30033,2981,13562,2049,8725,1462,6711,1525,1035,833,76888,4418,11038,2219,5385,1435,4617,1426,895,541,141,127,65850,4236,22300,2652,33427,3180,8155,1813,1968,682,609530,9658,452651,10313,222126,6195,174500,6368,49596,3150,6429,1196,156879,6252,43843,3364,27344,3035,14832,2048,1495,684,172,211,113036,5603,56936,3831,47534,3596,7670,1763,896,398,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1527260,14698,140934,6046,48435,3620,21402,2380,13165,1741,9956,1576,3912,983,92499,5258,16348,2706,8784,2012,7137,1339,397,248,30,53,76151,4523,25158,2457,40961,3302,8455,1897,1577,650,1386326,14329,1089827,12582,553371,8535,403695,8310,118417,4828,14344,2342,296499,8893,93570,4856,57330,4482,32257,2894,3356,1169,627,404,202929,7124,111318,5723,80285,4271,10077,1706,1249,584,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,262726,5181,20328,2505,10012,1904,3883,975,3862,1296,1719,692,548,314,10316,1674,2448,712,1570,624,552,311,280,208,46,72,7868,1455,3248,909,3208,830,1189,576,223,139,242398,5204,203106,5915,114815,4192,67877,3633,17353,2154,3061,783,39292,3369,14671,1962,9276,1524,4766,1239,528,324,101,129,24621,2524,14519,1830,8623,1523,1293,578,186,170,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484989,6677,35128,3384,12905,1622,4817,879,3443,1029,3486,870,1159,573,22223,2517,3942,1022,1794,659,1301,556,833,554,14,17,18281,2258,6625,1341,8492,1305,2438,800,726,587,449861,6887,371440,6236,184377,4251,131389,4164,47594,2446,8080,1425,78421,3938,29528,2499,17540,2064,10109,1574,1469,536,410,401,48893,3315,25874,2331,18703,1943,3791,1166,525,350,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,700449,9375,63517,3984,23584,2297,9131,1450,6322,1157,6870,1550,1261,537,39933,3464,7771,1560,3639,1018,2718,913,1195,681,219,163,32162,3106,11031,1892,14201,1759,4884,1321,2046,992,636932,10213,467544,9445,216821,6374,177421,6401,63157,3950,10145,1612,169388,6597,59104,3984,33105,3141,20772,2330,4622,1085,605,337,110284,5457,55073,3549,44616,3772,8992,1807,1603,702,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,346213,5110,16962,2241,5864,1356,3213,875,1172,565,1448,713,31,48,11098,1690,2684,937,1433,709,979,533,272,263,0,192,8414,1490,3254,900,4560,1338,600,390,0,192,329251,5091,269661,5453,136766,4468,102789,3729,26838,2459,3268,912,59590,4293,23192,2415,13749,1850,8288,1510,980,553,175,235,36398,3293,19525,2342,14837,2032,1845,881,191,164,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2235231,15874,163127,6809,61272,4022,21210,2330,23446,2444,12897,1687,3719,962,101855,5470,16655,2488,8147,1848,5823,1552,1977,988,708,469,85200,5304,31361,2903,43317,3697,9235,1546,1287,683,2072104,16546,1592857,16490,617259,11596,736889,11241,210204,7146,28505,2779,479247,10989,146373,6051,83270,5281,53134,3875,8497,1543,1472,654,332874,8521,168642,6574,139257,6990,21354,2289,3621,981,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,479092,8736,72629,3999,27618,3200,11264,1888,9179,1737,5722,1335,1453,585,45011,3566,10511,1701,4025,1103,5074,1164,1382,687,30,40,34500,3030,12588,2091,16908,1955,3942,1187,1062,763,406463,8204,301970,7615,156907,5356,105949,4443,34479,2898,4635,1083,104493,4400,36095,3789,21911,2899,12060,2056,1752,533,372,302,68398,3676,36046,2505,27547,2784,4062,1049,743,409,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4620008,22062,481948,10308,174369,6526,63149,4240,55194,4240,40793,2720,15233,2276,307579,8013,48166,3748,24759,2598,18247,2475,4446,1349,714,399,259413,7426,97013,5467,124868,6403,30093,3456,7439,1570,4138060,21829,3036100,22077,1284984,14679,1299891,16590,388530,10121,62695,3816,1101960,15982,324749,10041,181007,7253,120631,5944,18557,2223,4554,1320,777211,13172,390040,10641,319761,7570,55986,3484,11424,1911,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
