GEO_ID,C08101_001E,C08101_001M,C08101_002E,C08101_002M,C08101_003E,C08101_003M,C08101_004E,C08101_004M,C08101_005E,C08101_005M,C08101_006E,C08101_006M,C08101_007E,C08101_007M,C08101_008E,C08101_008M,C08101_009E,C08101_009M,C08101_010E,C08101_010M,C08101_011E,C08101_011M,C08101_012E,C08101_012M,C08101_013E,C08101_013M,C08101_014E,C08101_014M,C08101_015E,C08101_015M,C08101_016E,C08101_016M,C08101_017E,C08101_017M,C08101_018E,C08101_018M,C08101_019E,C08101_019M,C08101_020E,C08101_020M,C08101_021E,C08101_021M,C08101_022E,C08101_022M,C08101_023E,C08101_023M,C08101_024E,C08101_024M,C08101_025E,C08101_025M,C08101_026E,C08101_026M,C08101_027E,C08101_027M,C08101_028E,C08101_028M,C08101_029E,C08101_029M,C08101_030E,C08101_030M,C08101_031E,C08101_031M,C08101_032E,C08101_032M,C08101_033E,C08101_033M,C08101_034E,C08101_034M,C08101_035E,C08101_035M,C08101_036E,C08101_036M,C08101_037E,C08101_037M,C08101_038E,C08101_038M,C08101_039E,C08101_039M,C08101_040E,C08101_040M,C08101_041E,C08101_041M,C08101_042E,C08101_042M,NAME,C08101_001EA,C08101_001MA,C08101_002MA,C08101_002EA,C08101_003MA,C08101_003EA,C08101_004MA,C08101_004EA,C08101_005MA,C08101_005EA,C08101_006MA,C08101_006EA,C08101_007MA,C08101_007EA,C08101_008MA,C08101_008EA,C08101_009EA,C08101_009MA,C08101_010EA,C08101_010MA,C08101_011EA,C08101_011MA,C08101_012MA,C08101_012EA,C08101_013MA,C08101_013EA,C08101_014MA,C08101_014EA,C08101_015MA,C08101_015EA,C08101_016MA,C08101_016EA,C08101_017MA,C08101_017EA,C08101_018MA,C08101_018EA,C08101_019EA,C08101_019MA,C08101_020EA,C08101_020MA,C08101_021EA,C08101_021MA,C08101_022MA,C08101_022EA,C08101_023MA,C08101_023EA,C08101_024MA,C08101_024EA,C08101_025MA,C08101_025EA,C08101_026MA,C08101_026EA,C08101_027MA,C08101_027EA,C08101_028MA,C08101_028EA,C08101_029MA,C08101_029EA,C08101_030MA,C08101_030EA,C08101_031MA,C08101_031EA,C08101_032EA,C08101_032MA,C08101_033EA,C08101_033MA,C08101_034MA,C08101_034EA,C08101_035MA,C08101_035EA,C08101_036MA,C08101_036EA,C08101_037EA,C08101_037MA,C08101_038EA,C08101_038MA,C08101_039MA,C08101_039EA,C08101_040MA,C08101_040EA,C08101_041MA,C08101_041EA,C08101_042EA,C08101_042MA,state
0400000US01,2041619,17993,71439,4273,203623,6075,877911,10383,444882,6432,190155,6671,253609,8134,1748949,19969,56257,3899,168273,6370,751009,11557,389942,6745,164761,5917,218707,7585,173508,7679,9518,1743,23322,2832,81129,5227,31783,3150,12871,1518,14885,1862,7234,1504,174,215,1282,712,3113,996,1414,570,591,359,660,339,43056,4195,3548,1004,8388,2588,16007,2545,6555,1308,3693,991,4865,979,68872,5117,1942,977,2358,591,26653,3017,15188,2085,8239,1647,14492,1770,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,351282,6043,13381,1988,38211,2550,159825,3836,65587,2666,32490,2188,41788,2817,243466,6186,8743,1590,26406,2788,112479,3605,46620,2270,21308,1782,27910,2463,41554,4193,2167,676,5285,1468,20640,2682,5858,1212,3609,1083,3995,802,5827,1561,201,297,822,583,2663,885,602,364,1121,647,418,170,44451,3204,1947,611,5347,1182,18058,1743,9014,1257,4628,877,5457,1211,15984,2030,323,228,351,204,5985,1362,3493,1026,1824,550,4008,905,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3086150,17384,123792,6166,322330,7025,1359740,9425,627237,7394,281245,6646,371806,7941,2362162,18831,82410,5493,238771,6872,1052478,10645,487169,8068,222862,6408,278472,7618,339590,10803,20393,2233,46486,3728,159693,7850,63994,4511,22836,1968,26188,2658,55495,5174,3251,806,8070,1832,25068,3763,8727,1740,4075,913,6304,1249,134988,6006,14161,2094,21008,2614,54381,4421,20162,2310,8239,1343,17037,2091,193915,7427,3577,985,7995,1548,68120,4567,47185,3170,23233,2542,43805,3142,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1281666,13086,49878,4018,129591,5316,550799,9523,270669,5290,120974,4774,159755,5176,1068253,12584,36055,3243,106274,5249,456774,9273,229342,5500,105055,4756,134753,4700,126414,6651,9534,2124,15138,2196,61628,4403,22913,2928,7814,1389,9387,1448,3788,1046,101,139,451,465,1482,606,1014,562,439,361,301,167,36055,3923,3606,1041,5958,1357,13665,2567,6232,1528,2739,763,3855,916,47156,3936,582,278,1770,668,17250,2961,11168,1864,4927,983,11459,1893,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18320629,48194,481524,9899,1735321,17706,8445622,29833,3831304,17158,1680475,18020,2146383,20686,13541563,56126,284683,8771,1230786,18572,6312268,35698,2879818,16964,1272585,17241,1561423,18818,1837270,27936,79989,4634,206444,8401,852584,17486,386844,10715,146709,5945,164700,7023,919579,16698,29173,3005,105624,6104,461373,11388,159891,5981,70468,4499,93050,4346,929330,18716,70355,4268,148044,7449,417774,13107,143433,6865,62373,5039,87351,4579,1092887,19780,17324,3394,44423,3087,401623,11746,261318,8975,128340,6328,239859,7602,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2886978,17103,113882,4844,279087,6296,1310420,9412,571231,6769,264604,6261,347754,8778,2161670,15648,75053,3950,199991,6169,986299,9824,434476,7293,207435,6048,258416,6784,246847,8470,19422,2423,30364,3563,119490,6224,42794,3300,15957,1978,18820,2306,92878,5937,3792,1126,12537,2158,44396,3670,15768,2123,8121,1584,8264,1465,141480,5875,11827,1638,27161,2660,58799,4045,21309,2260,8551,1363,13833,1593,244103,8996,3788,1059,9034,1952,101436,5887,56884,4090,24540,2164,48421,3358,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1778000,14686,60614,3581,161085,4707,684648,6889,403311,5144,199334,6026,269008,7174,1391813,14671,35160,2562,115395,4858,540790,7876,322110,5783,163151,5731,215207,6246,139660,7956,9787,1862,15728,2082,57603,4860,29698,3146,12280,2016,14564,1984,83460,4978,4278,1468,9158,2024,34484,3556,18621,2014,7304,1203,9615,1428,71893,4999,8404,1334,14878,2248,26328,3047,10381,1889,4443,1102,7459,1527,91174,4559,2985,743,5926,1278,25443,2640,22501,1929,12156,1402,22163,2326,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,430780,6838,13211,1707,35174,2785,179337,4054,95885,2940,44385,3086,62788,3740,353445,7749,9806,1606,26618,2589,150690,4274,79108,3173,35811,2610,51412,3118,30680,3402,1708,509,3169,1005,13599,2321,6050,1025,2609,942,3545,1109,9598,1594,233,170,871,440,3989,1029,2304,851,1078,470,1123,408,14830,1922,1225,550,3436,1165,5117,1273,1658,737,1490,608,1904,592,22227,2459,239,194,1080,595,5942,1494,6765,1322,3397,913,4804,1093,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,375380,6102,5877,1159,31427,2124,220513,3264,55786,2165,22341,2337,39436,2797,129051,5201,785,387,6000,1097,71416,4131,23925,2036,10125,1310,16800,1874,19495,2415,382,262,1929,881,11824,2032,1975,813,1969,1002,1416,569,122643,5311,1401,523,11239,1580,76946,4088,15185,1827,6626,1354,11246,1646,76524,4218,2333,837,9398,1390,48603,3410,9410,1303,2144,675,4636,920,27667,2948,976,454,2861,1428,11724,1846,5291,1178,1477,593,5338,1097,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9355081,35950,265018,9288,832701,12770,3973319,21721,2066642,15500,951887,16138,1265514,17704,7423934,39897,180443,7459,642977,12950,3183958,22050,1651961,16536,762662,14306,1001933,19126,850429,21057,45465,4045,97324,6429,381309,13997,179081,7768,73497,4605,73753,5239,162401,8778,8916,1893,19977,3614,65913,5911,34751,3446,14046,2134,18798,2618,343811,13927,23413,3169,50170,5396,134328,8369,60941,4517,31966,3815,42993,3485,574506,15223,6781,1370,22253,3026,207811,9045,139908,7250,69716,5774,128037,6641,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
