GEO_ID,C08128_001E,C08128_001M,C08128_002E,C08128_002M,C08128_003E,C08128_003M,C08128_004E,C08128_004M,C08128_005E,C08128_005M,C08128_006E,C08128_006M,C08128_007E,C08128_007M,C08128_008E,C08128_008M,C08128_009E,C08128_009M,C08128_010E,C08128_010M,C08128_011E,C08128_011M,C08128_012E,C08128_012M,C08128_013E,C08128_013M,C08128_014E,C08128_014M,C08128_015E,C08128_015M,C08128_016E,C08128_016M,C08128_017E,C08128_017M,C08128_018E,C08128_018M,C08128_019E,C08128_019M,C08128_020E,C08128_020M,C08128_021E,C08128_021M,C08128_022E,C08128_022M,C08128_023E,C08128_023M,C08128_024E,C08128_024M,C08128_025E,C08128_025M,C08128_026E,C08128_026M,C08128_027E,C08128_027M,C08128_028E,C08128_028M,C08128_029E,C08128_029M,C08128_030E,C08128_030M,NAME,C08128_001MA,C08128_001EA,C08128_002EA,C08128_002MA,C08128_003EA,C08128_003MA,C08128_004EA,C08128_004MA,C08128_005EA,C08128_005MA,C08128_006MA,C08128_006EA,C08128_007EA,C08128_007MA,C08128_008MA,C08128_008EA,C08128_009MA,C08128_009EA,C08128_010MA,C08128_010EA,C08128_011MA,C08128_011EA,C08128_012MA,C08128_012EA,C08128_013EA,C08128_013MA,C08128_014EA,C08128_014MA,C08128_015EA,C08128_015MA,C08128_016MA,C08128_016EA,C08128_017MA,C08128_017EA,C08128_018MA,C08128_018EA,C08128_019MA,C08128_019EA,C08128_020MA,C08128_020EA,C08128_021MA,C08128_021EA,C08128_022MA,C08128_022EA,C08128_023MA,C08128_023EA,C08128_024EA,C08128_024MA,C08128_025EA,C08128_025MA,C08128_026MA,C08128_026EA,C08128_027MA,C08128_027EA,C08128_028MA,C08128_028EA,C08128_029EA,C08128_029MA,C08128_030EA,C08128_030MA,state
0400000US01,2041619,17993,1623098,18001,310395,9196,105260,5963,2866,750,1748949,19969,1395882,18880,276717,8431,74269,4484,2081,708,173508,7679,140251,6779,22299,2367,10499,2436,459,301,7234,1504,5946,1349,1082,468,206,250,0,200,43056,4195,32698,3729,6971,1483,3248,846,139,165,68872,5117,48321,3854,3326,934,17038,2995,187,194,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,351282,6043,230947,5597,99726,4731,20356,2118,253,218,243466,6186,161021,6060,72060,4129,10330,1599,55,64,41554,4193,28025,3336,12041,2033,1488,556,0,153,5827,1561,4591,1444,1030,497,206,220,0,153,44451,3204,29140,2925,13124,1438,2151,609,36,40,15984,2030,8170,1477,1471,582,6181,960,162,198,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3086150,17384,2481164,17453,419599,11038,181358,7458,4029,1007,2362162,18831,1911776,18801,338711,10805,110085,5928,1590,517,339590,10803,275370,10046,42241,3284,20905,3064,1074,544,55495,5174,44202,4615,9736,1708,1557,700,0,208,134988,6006,108752,5545,19316,2191,6518,1356,402,254,193915,7427,141064,5810,9595,1678,42293,3728,963,664,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1281666,13086,1005891,12966,197465,6901,75339,4705,2971,857,1068253,12584,843278,11465,173035,6045,50480,4124,1460,593,126414,6651,99992,5940,18347,2511,7510,1536,565,343,3788,1046,2671,852,950,687,167,134,0,201,36055,3923,29715,3607,2835,810,3252,1222,253,301,47156,3936,30235,3249,2298,599,13930,1692,693,493,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18320629,48194,14280435,52156,2554112,28280,1455886,22687,30196,2718,13541563,56126,10719112,56525,1930922,25048,875360,15417,16169,1787,1837270,27936,1450819,26046,239307,8272,143135,6415,4009,888,919579,16698,749024,15780,122608,5649,47202,3352,745,428,929330,18716,724174,16413,141611,7346,60351,3948,3194,1076,1092887,19780,637306,13986,119664,7332,329838,10806,6079,1087,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2886978,17103,2296186,19379,413799,8644,171605,7066,5388,1260,2161670,15648,1741735,17232,321218,8489,96338,5444,2379,785,246847,8470,196230,7795,37529,3464,11642,2099,1446,722,92878,5937,77080,5036,13362,2148,2436,818,0,200,141480,5875,106130,5140,29494,2696,5419,968,437,236,244103,8996,175011,7519,12196,1890,55770,3566,1126,508,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1778000,14686,1429752,15121,228387,8176,116968,6650,2893,1030,1391813,14671,1118142,13473,194562,7723,78498,4892,611,337,139660,7956,114140,7076,14646,2059,10117,1879,757,489,83460,4978,74270,4641,6502,1391,2578,799,110,149,71893,4999,60495,4596,7248,1521,3941,1120,209,223,91174,4559,62705,3958,5429,1306,21834,2670,1206,727,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,430780,6838,349575,7189,61810,4311,18829,2360,566,573,353445,7749,288742,7200,52209,3875,11942,1815,552,569,30680,3402,23935,2912,5772,1722,973,407,0,198,9598,1594,8233,1427,1365,565,0,198,0,198,14830,1922,12702,1874,1727,624,401,299,0,198,22227,2459,15963,2057,737,472,5513,1291,14,25,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,375380,6102,261457,6008,96612,4297,16868,2330,443,337,129051,5201,86583,4581,36274,3005,6128,1483,66,111,19495,2415,12248,2079,6549,1244,698,446,0,208,122643,5311,85415,3927,34682,2858,2319,989,227,256,76524,4218,57917,3730,15728,1678,2879,970,0,208,27667,2948,19294,2386,3379,977,4844,1225,150,190,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9355081,35950,7702176,38091,1092285,18125,545366,15790,15254,2268,7423934,39897,6143774,41144,925017,17258,346258,12050,8885,1886,850429,21057,700755,18695,95178,6370,52148,4687,2348,940,162401,8778,139556,8161,14925,2576,7638,1689,282,286,343811,13927,288300,12294,30930,3388,23763,3938,818,593,574506,15223,429791,14043,26235,2601,115559,6841,2921,963,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,4782581,26117,3806262,26687,704386,14685,265728,10139,6205,1976,3765494,28187,3017207,25796,585396,14097,159388,7965,3503,1114,472742,13703,371271,12945,66438,5516,33606,3335,1427,1120,102295,7160,85245,6308,15206,2394,1736,664,108,189,165588,8333,131651,7237,22606,2737,11121,2447,210,183,276462,9732,200888,7850,14740,2544,59877,5198,957,524,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,703939,7810,483162,8334,177565,6405,42364,3550,848,501,475638,8015,326051,6737,128000,5681,21214,2193,373,321,93324,5482,64682,4499,22715,2656,5699,1475,228,272,43263,3269,36097,3254,6238,1519,928,549,0,187,61070,4617,39220,4192,18600,1804,3222,1003,28,51,30644,2673,17112,1742,2012,611,11301,1892,219,153,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,773999,10081,604223,10283,117525,6108,50235,3982,2016,718,612010,10878,487882,9661,93274,5298,29898,2975,956,476,78853,4534,61616,3930,12940,2265,4125,1300,172,132,4859,1065,2996,869,1837,645,26,46,0,201,34271,2806,26501,2645,5663,1294,1812,734,295,246,44006,3786,25228,2786,3811,1161,14374,2272,593,393,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6129046,25518,5123562,25666,717418,12606,278093,8814,9973,1389,4476740,24100,3738589,22401,573385,11112,158597,5692,6169,1240,476743,14276,406321,12961,47608,3535,21729,2227,1085,584,588347,12393,526015,11750,50674,4197,11567,1703,91,91,289004,9122,241167,8489,29988,3492,17237,2004,612,293,298212,9371,211470,7707,15763,1934,68963,4791,2016,622,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3126324,19561,2659490,20458,319237,9680,143070,6136,4527,1085,2577077,20992,2217182,20563,273031,8629,84469,4465,2395,792,273274,9697,234894,8840,24027,2565,13578,1911,775,521,29104,2905,24616,2462,4078,1263,383,328,27,49,112960,6111,92719,5867,12074,2179,7793,1543,374,369,133909,5688,90079,5338,6027,1517,36847,3619,956,427,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1597499,9307,1283344,10912,212406,6683,98899,4012,2850,674,1300546,11377,1064839,12859,177334,6288,57273,3042,1100,385,127722,6330,104852,5629,15508,1896,6709,1153,653,428,13667,1766,10413,1516,3021,760,233,242,0,163,73859,3833,55357,3541,12429,1565,5676,1026,397,239,81705,4337,47883,3273,4114,950,29008,2728,700,409,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1431057,8730,1100272,10558,241584,6511,86065,4443,3136,852,1179785,9578,919463,10946,204242,6502,53771,3623,2309,820,124688,6220,97344,5577,20912,2235,6109,1285,323,244,6101,1342,4710,1202,1228,538,163,216,0,177,52768,3057,37152,2695,11522,1574,3933,751,161,121,67715,3897,41603,2957,3680,978,22089,2251,343,232,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1948608,13560,1558469,11933,283346,8594,102865,4728,3928,1103,1597996,13828,1289288,12105,240381,7409,66558,3934,1769,587,182526,7333,147578,6613,24630,2462,9880,1750,438,308,20508,2766,17399,2512,2504,1110,605,308,0,195,70738,4175,51349,4220,12601,1911,6037,1449,751,617,76840,5192,52855,4145,3230,937,19785,2475,970,526,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2003496,18402,1571144,16752,309393,10963,119617,6733,3342,1141,1657080,19059,1311350,18464,266030,10102,77927,5168,1773,831,184808,9396,141297,7699,27574,3025,15409,2706,528,405,21422,3007,17706,2711,2719,931,997,604,0,214,73292,5464,58786,5211,10760,1495,3512,963,234,266,66894,4158,42005,3590,2310,709,21772,2435,807,484,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,657960,7348,517592,7123,84065,4515,55559,3466,744,412,516861,9042,410145,8384,71537,4089,34644,2744,535,329,61644,3915,50902,3836,6403,1040,4204,1035,135,209,3819,953,3094,953,455,238,270,226,0,175,36663,3676,29309,3163,3708,898,3619,976,27,46,38973,3086,24142,2416,1962,672,12822,1643,47,64,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3061440,14044,2231574,16195,673895,15434,152857,6109,3114,880,2257654,17828,1663267,17173,506226,13945,86691,4628,1470,574,278721,9898,204927,8741,57523,4342,16011,2023,260,179,259404,8653,177139,7393,76676,4434,5589,1405,0,203,115982,5943,91651,5353,19315,1712,4861,1142,155,152,149679,6644,94590,4810,14155,2087,39705,3640,1229,584,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
