GEO_ID,B10051A_001E,B10051A_001M,B10051A_002E,B10051A_002M,B10051A_003E,B10051A_003M,B10051A_004E,B10051A_004M,B10051A_005E,B10051A_005M,B10051A_006E,B10051A_006M,B10051A_007E,B10051A_007M,NAME,B10051A_001MA,B10051A_001EA,B10051A_002EA,B10051A_002MA,B10051A_003EA,B10051A_003MA,B10051A_004EA,B10051A_004MA,B10051A_005EA,B10051A_005MA,B10051A_006MA,B10051A_006EA,B10051A_007MA,B10051A_007EA,state
0400000US15,9503,1400,2491,809,881,377,1610,694,7012,1153,2246,671,4766,1109,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,25446,3063,8479,1827,5054,1441,3425,1222,16967,2561,7076,1668,9891,1959,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,145004,7613,44713,4116,24648,3150,20065,2277,100291,6419,42451,3964,57840,4663,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,96107,7006,43532,3628,26026,3081,17506,2308,52575,5367,26700,3526,25875,3189,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,28476,2941,11218,1798,6562,1249,4656,1021,17258,2209,8624,1519,8634,1617,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,34860,3387,13721,1856,7767,1465,5954,1291,21139,2733,8637,1683,12502,1938,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,97506,6088,46808,4363,28124,3391,18684,2384,50698,3767,28609,3111,22089,2506,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,55556,5665,26582,3852,14049,2703,12533,2115,28974,3547,13644,2372,15330,2396,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18941,2545,4930,1018,2716,730,2214,681,14011,2241,6189,1481,7822,1682,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,65559,4916,22954,3338,14101,2603,8853,1744,42605,3518,16257,2380,26348,2731,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,93065,6175,23426,3284,11446,2215,11980,2218,69639,5494,23370,3800,46269,4365,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,121094,6157,42673,3497,24894,2699,17779,2098,78421,4466,33687,3072,44734,3831,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,47090,3309,14752,1621,7212,1247,7540,1142,32338,3133,13994,2199,18344,2041,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,36561,3069,17968,2663,7199,1592,10769,2089,18593,2497,8173,1801,10420,1652,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,89067,6243,40778,4035,23889,2924,16889,2469,48289,4222,22984,2808,25305,3133,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,10797,2070,4910,1328,2374,1122,2536,753,5887,1438,2451,892,3436,919,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,22448,2431,8238,1482,4353,993,3885,1037,14210,1884,7135,1421,7075,1427,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,44449,3983,15190,2828,7814,2012,7376,1910,29259,3505,13444,2687,15815,2481,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,23915,3441,8004,1896,5161,1407,2843,886,15911,2605,5761,1481,10150,1900,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,110320,7096,32526,4192,16356,2446,16170,2941,77794,5521,26027,3580,51767,3957,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,38170,5024,18105,3959,9999,2925,8106,2099,20065,3373,9406,2486,10659,2009,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,193549,9041,52102,4142,26916,2804,25186,2719,141447,7857,42512,4245,98935,6220,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,127147,7661,56461,4498,29569,3356,26892,3048,70686,5451,30307,3422,40379,4072,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5013,1150,1819,542,980,396,839,376,3194,1032,1583,689,1611,785,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,165211,7796,74567,5403,42704,4101,31863,3208,90644,4813,38178,3623,52466,4138,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,62840,3768,27265,2306,14490,1661,12775,1288,35575,3050,14130,1984,21445,2469,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,61458,5068,19419,2815,9175,1879,10244,1827,42039,4020,16883,2813,25156,2728,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,166023,7582,56919,4135,30653,3010,26266,2567,109104,5587,46022,4315,63082,4076,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14916,2724,4417,1225,1957,822,2460,894,10499,2338,3966,1366,6533,1781,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,68049,4452,31776,3144,16741,2225,15035,2008,36273,3576,16894,2552,19379,2523,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5229,1287,2291,658,1486,568,805,310,2938,1013,1773,736,1165,667,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,116926,6940,59349,5015,31801,3343,27548,3202,57577,4986,28263,3655,29314,3031,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,550767,18021,204956,11122,119825,7823,85131,6754,345811,13877,168145,9035,177666,10107,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,51582,4271,13943,2306,7021,1894,6922,1207,37639,3406,15481,2352,22158,2431,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6630,1420,2677,1087,1675,851,1002,522,3953,936,1632,750,2321,661,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,112160,7198,40258,4340,22500,2937,17758,2299,71902,5232,27836,3860,44066,3408,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,97465,6817,33617,3366,17753,2590,15864,2146,63848,5296,27787,3846,36061,3352,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,41698,4447,19822,2517,10680,1663,9142,1928,21876,3045,10418,2207,11458,2167,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,54188,3694,19654,2284,12184,1797,7470,1245,34534,2396,14930,1480,19604,2135,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6328,1613,3213,1423,1144,589,2069,1183,3115,1047,1332,636,1783,878,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,50403,4899,18841,2733,10120,2092,8721,1726,31562,3922,11172,2288,20390,3033,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
