GEO_ID,B20017G_001E,B20017G_001M,B20017G_002E,B20017G_002M,B20017G_003E,B20017G_003M,B20017G_004E,B20017G_004M,B20017G_005E,B20017G_005M,B20017G_006E,B20017G_006M,B20017G_007E,B20017G_007M,NAME,B20017G_001EA,B20017G_001MA,B20017G_002EA,B20017G_002MA,B20017G_003EA,B20017G_003MA,B20017G_004MA,B20017G_004EA,B20017G_005EA,B20017G_005MA,B20017G_006EA,B20017G_006MA,B20017G_007EA,B20017G_007MA,state
0400000US01,18852,3452,22029,6296,40753,1898,7012,2540,16705,2185,31943,6658,9246,3426,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,29793,3925,30301,2933,41359,6286,17355,8267,27054,7286,46268,3885,15496,4628,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,25995,1278,29349,3308,40635,2449,7711,2386,22781,2093,34612,2276,8926,2422,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,27039,3312,29457,3796,40034,7032,11324,3593,22450,6115,32887,2498,9885,2201,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31360,516,35456,1143,55619,1551,11267,560,27436,1377,48340,2755,10895,433,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,30115,2099,32463,4566,48796,3172,10792,1138,24822,2805,41085,2194,10276,1347,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,23975,2544,26354,3490,48204,9112,7100,2809,21690,2242,46859,8955,10960,1453,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,27257,4390,29387,5598,41219,11043,8088,4541,21941,14169,35521,11343,6389,1991,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,51721,4125,49894,16227,72274,21602,16687,8205,55846,13134,85425,18642,11281,8930,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,25579,1243,27196,2048,39201,3054,10154,1291,23452,1910,37945,1883,10286,1068,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,26817,1856,32164,3902,43505,3344,9844,2021,21750,1727,34710,6048,8194,1320,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,34429,2002,40113,4663,50651,1759,12800,2109,31069,1012,41064,1005,10598,1625,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,18104,3662,21159,7132,50567,16741,4127,1535,16095,3894,31045,1627,7397,2756,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,27409,2047,31190,1364,46376,6125,9062,2088,23866,3650,41471,1604,10291,989,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,22611,2372,27014,3856,42473,4171,8752,2506,20461,2849,30555,1946,7146,988,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20776,3173,19192,5767,49107,11733,6520,3804,21536,3268,31564,2941,7645,2442,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,21119,2019,24445,3683,40092,5106,6556,1313,16526,4345,35272,6030,6287,1079,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,21743,5037,26552,6228,41957,6586,8022,2740,16752,6810,35792,3550,6855,989,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,24826,6237,35548,4872,46193,7694,9219,4868,17963,4636,31297,5464,7304,1493,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20887,3277,27517,9823,41297,7388,10502,3293,14129,5832,33726,11428,5561,1712,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,37239,3650,40419,4165,59392,7070,7316,2478,32345,5970,52187,8892,10990,1742,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,28178,2742,31586,1949,52428,6438,10846,1978,22901,3816,46721,5176,10235,1764,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,22130,1185,26867,1198,43750,4086,9535,1979,17054,1857,36829,2721,7034,984,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,26155,2859,30498,2108,45811,3705,9900,1730,21678,2665,41983,1592,11100,730,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,25529,2719,26597,5078,34240,7889,11558,13555,24462,3867,38294,9307,3483,2779,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25820,2246,30757,3823,44269,5403,6695,1625,20471,2272,35905,3969,6678,1530,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,20455,6503,26254,8911,35594,4666,10285,4861,16534,6662,31131,5157,6002,1928,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20998,1623,22282,7890,35225,8213,9014,4726,17667,6026,30190,5450,7460,1935,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,28364,3551,27302,6598,41462,3154,12844,3206,28931,2979,36724,3510,11923,2491,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,27882,4191,31877,12183,53681,17364,10593,7276,26460,4958,34065,6189,9482,8059,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,32607,2510,35814,3222,56887,3702,11356,1893,30301,3112,46826,4021,10164,1363,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,23565,3407,25410,2205,37462,10061,7828,2597,20191,4188,40000,9895,6995,1838,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,30878,786,33845,3545,50205,3390,10752,1483,27339,3192,44348,4124,10848,735,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,22477,2159,27434,3175,41810,3035,7468,1415,20148,3094,35444,4455,6531,690,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,26991,9373,31817,12254,51956,23848,5689,4790,25156,26084,38676,39143,10556,3526,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,22409,1131,23357,2422,37215,2482,8333,2098,21996,1149,32080,1713,7492,1760,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,24885,1316,27319,2464,41393,1355,6924,954,22765,1547,32498,2508,8698,1168,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,24253,2868,27139,4787,42606,5071,8773,1443,21659,2198,37737,4320,9797,1544,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,23530,1804,26544,3358,40840,3329,7172,1470,21431,1613,36506,3605,6738,619,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,16121,5862,17125,8689,46263,12469,10354,2297,14450,8203,33500,10922,7969,5355,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19246,3330,20308,3540,37327,7615,5195,1660,17861,4401,37470,3997,7383,2165,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,16452,1726,18304,13993,36350,8583,6263,673,15524,3817,30871,1879,10954,2918,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,23426,2586,25182,5857,41511,5327,6385,909,22161,2202,31672,4805,6315,1293,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26460,877,31047,1454,46822,2388,8509,1495,21724,987,40475,1702,7564,1037,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,25252,3901,27735,4863,41020,6281,4113,1089,21135,2441,36506,2432,7210,2954,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,22831,10961,20836,4541,47104,9532,4417,2336,30184,10878,41748,8357,9377,2625,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,29636,2476,32387,3501,54363,7203,9360,2310,21877,2383,41764,2240,7733,1047,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,31033,1427,32482,4245,51899,1840,10404,1485,28810,2842,45366,4463,10121,1225,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,13182,9097,19179,4932,40784,6864,5925,2645,6810,9681,35139,7585,3142,1628,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,19590,2828,21680,4044,41802,5184,8606,1435,17149,2669,38051,2842,7989,1503,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,22132,6968,26723,9102,47683,19585,9766,4100,16462,7147,37699,12020,9842,3022,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16564,897,15974,1187,21981,1984,7038,854,17256,1595,24040,2819,7998,1887,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
