GEO_ID,B21003_001E,B21003_001M,B21003_002E,B21003_002M,B21003_003E,B21003_003M,B21003_004E,B21003_004M,B21003_005E,B21003_005M,B21003_006E,B21003_006M,B21003_007E,B21003_007M,B21003_008E,B21003_008M,B21003_009E,B21003_009M,B21003_010E,B21003_010M,B21003_011E,B21003_011M,NAME,B21003_001MA,B21003_001EA,B21003_002EA,B21003_002MA,B21003_003EA,B21003_003MA,B21003_004EA,B21003_004MA,B21003_005EA,B21003_005MA,B21003_006EA,B21003_006MA,B21003_007MA,B21003_007EA,B21003_008MA,B21003_008EA,B21003_009MA,B21003_009EA,B21003_010EA,B21003_010MA,B21003_011EA,B21003_011MA,state
0400000US01,3299052,6349,330040,8607,22710,2738,92512,5087,120235,6355,94583,4009,2969012,9470,424233,10218,936171,14904,863323,12740,745285,12074,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,472529,2536,62074,3607,1820,463,15409,2098,28915,2932,15930,1889,410455,4447,38149,2958,116490,5152,136127,4644,119689,5420,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4698888,3194,476000,9682,23645,2495,100993,5227,199617,7827,151745,5890,4222888,10321,581203,14170,1034217,16718,1379470,15904,1227998,18089,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2004001,4623,201126,7261,15103,1775,66419,4374,73329,4048,46275,3537,1802875,8819,252439,8168,616553,12287,511329,10869,422554,10409,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26610192,7624,1537586,17205,78290,4246,303530,9100,648183,12315,507583,10889,25072606,16838,4371012,34487,5227497,36364,7031445,38603,8442652,43754,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3800190,4966,366838,8681,12297,1921,75006,4795,135779,6102,143756,5994,3433352,9454,307293,10453,738619,13658,966202,14388,1421238,13957,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2488736,2317,163687,5302,10642,1537,49960,3669,51112,3380,51973,3247,2325049,5354,228647,8689,626351,14142,558730,12955,911321,12281,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,671335,1727,63373,3731,3296,809,19926,2231,21235,2321,18916,2341,607962,4322,60255,5042,198246,7410,157034,5073,192427,6334,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,492222,700,27400,2509,1536,498,4720,917,7333,1482,13811,1958,464822,2555,46795,4117,80313,5172,69985,4224,267729,5908,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14986211,8296,1426563,18967,73530,4463,382731,8563,531382,12766,438920,11314,13559648,20626,1672385,27780,3942935,36993,3942367,31131,4001961,36189,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6866729,8644,612826,12739,30690,2465,161499,6391,229819,8473,190818,8312,6253903,13521,862652,17623,1769697,27053,1690477,21014,1931077,22130,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,970535,2867,103117,4258,3420,808,25858,1877,39021,2940,34818,3119,867418,4992,73711,4882,248954,7422,261200,7395,283553,7537,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1109322,3045,110186,5181,5356,1150,29714,2737,45358,3083,29758,2709,999136,5950,96383,6236,282840,8887,352690,9011,267223,8191,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8696223,4774,569298,10028,33546,2568,175813,6395,206934,6578,153005,5832,8126925,11525,916334,13757,2094884,22710,2274846,23874,2840861,21603,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4432128,5338,383485,9273,28983,2529,139025,5233,135801,6041,79676,5262,4048643,10151,475879,13054,1311450,16358,1153185,17117,1108129,17242,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2092443,4152,176707,4711,10909,1505,63353,2890,62693,3191,39752,2665,1915736,6069,154696,5781,575546,9026,619977,9184,565517,10101,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1894721,4967,172296,5458,10072,1800,47905,3033,63395,3090,50924,3118,1722425,6930,161104,6206,441396,8877,531870,9639,588055,8632,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3010745,4137,260609,6706,22015,2044,87273,4077,96445,5117,54876,3665,2750136,7789,390371,10252,908662,14012,785345,13451,665758,14327,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3110902,5220,232594,8090,14935,1831,76917,4801,87278,5280,53464,3439,2878308,9288,448841,12744,983309,16930,760923,14525,685235,13569,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,970621,1838,103478,3749,7781,1440,32226,2435,37585,2265,25886,2343,867143,3788,67006,4132,268369,7821,246590,6509,285178,7006,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4148319,3947,362397,8975,18337,1976,92449,5533,113054,5337,138557,6165,3785922,9803,401672,12805,926645,13484,953302,15822,1504303,17405,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4785131,2443,301630,7641,17567,2086,95801,5228,90084,4272,98178,5094,4483501,7543,424891,11943,1067004,16377,1012549,15939,1979057,16459,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6815857,4700,547375,9805,35456,2395,175154,5952,214479,5715,122286,4402,6268482,10886,584510,11790,1794376,18906,2027405,20130,1862191,18990,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3776495,3689,300358,6522,16374,1616,93255,3667,110489,4178,80240,3638,3476137,7615,245260,8154,845617,13041,1104633,12851,1280627,12548,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1953752,5885,162324,6336,12346,1498,47303,3510,66678,4304,35997,2878,1791428,8434,293622,10633,547246,12024,560214,11539,390346,12299,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4142238,6137,403790,9527,28646,2598,135212,5500,144000,6163,95932,4970,3738448,12060,398893,10473,1141789,18137,1092047,15549,1105719,16329,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,722396,2292,86024,4082,4760,999,26919,2255,31374,2606,22971,2469,636372,4141,45969,3202,176199,6026,203644,6550,210560,6370,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1255241,3044,115121,3976,5483,1001,35433,2420,42845,2757,31360,1838,1140120,5246,103940,5072,295429,6481,375567,7868,365184,7841,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2056658,2833,197230,7016,8772,1493,49074,3252,86043,5165,53341,3916,1859428,7383,264151,9999,543638,12375,594834,10713,456805,11496,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,956937,2139,91901,3695,4489,989,30514,1996,28484,2484,28414,2586,865036,4448,62071,3999,237778,6807,239938,7591,325249,8197,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6228321,3036,322095,7063,20835,1876,111208,4151,96579,3813,93473,4608,5906226,7979,607350,13209,1585515,19490,1332141,17051,2381220,20839,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1386381,3293,144680,5875,7393,1353,35281,2940,56570,4544,45436,3283,1241701,6637,186172,7289,335172,9685,391660,8015,328697,9353,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13806880,5322,690553,11466,52796,3691,226598,7082,228122,6879,183037,6784,13116327,12513,1802149,22140,3405883,25526,3117517,27141,4790778,28006,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6942483,8762,643271,11164,38485,3008,167050,7041,255521,7840,182215,6607,6299212,13274,815304,18013,1627753,20655,1866944,20202,1989211,21426,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,491797,2186,45520,2542,2795,636,12831,1236,18407,1942,11487,1658,446277,3627,32228,3184,117898,4042,157047,4886,139104,5016,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7974355,4868,706684,11124,50065,2988,262775,6520,242681,7120,151163,5694,7267671,11442,727623,14331,2398034,19179,2065877,19428,2076137,22339,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2576822,4082,265617,6933,18961,1804,73233,3378,103408,4944,70015,3869,2311205,7601,289965,7164,730004,11285,704838,9704,586398,8610,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2899161,4212,273284,7124,15362,2082,68165,4094,113629,4992,76128,3348,2625877,8473,247019,8571,605436,12885,872307,13379,901115,12985,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8955484,4648,736392,10043,51109,2868,301000,6693,214228,7027,170055,6455,8219092,10693,793137,14331,2833096,23255,1948376,20065,2644483,17923,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,734501,1786,51303,2988,4619,1155,16743,1899,14588,2087,15353,1750,683198,3448,81673,5008,203757,6056,168089,6885,229679,5901,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3429575,5645,354903,8029,20762,2266,100732,5428,133763,6293,99646,4934,3074672,8526,414023,10032,913815,16391,886725,14174,860109,13522,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,572893,1817,58441,3409,3230,736,18646,2003,20417,1733,16148,1620,514452,3747,44396,3171,157996,6134,167060,5752,145000,5257,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4574338,6603,424879,8896,32737,3133,129424,5499,152217,5958,110501,5373,4149459,10588,527147,12994,1356779,19202,1127432,15366,1138101,17150,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18101271,11195,1434710,19083,76188,4476,329789,8492,586284,13403,442449,9491,16666561,21179,2892508,30610,4218823,43208,4647073,40281,4908157,38268,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1824172,2993,122850,5396,5043,1173,24379,2240,51236,3344,42192,2862,1701322,5772,138492,6743,383508,11255,590187,10274,589135,10882,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,438750,1420,37197,2298,2174,578,13053,1586,11764,1363,10206,1336,401553,2834,30128,2536,114340,4417,99234,3881,157851,5569,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5703427,8308,672321,10794,31598,2814,137466,5563,228590,8057,274667,7054,5031106,13123,561152,12944,1250152,17790,1293722,18924,1926080,20769,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5073088,5211,527191,11012,18155,1836,118054,5979,226397,7214,164585,6016,4545897,11719,425808,11504,1006262,15610,1476835,21324,1636992,18815,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1277887,3277,126037,4760,10040,1285,54871,3736,38339,2780,22787,2143,1151850,5734,155221,8306,471611,8554,290197,9294,234821,7733,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3955922,3606,324009,5592,19579,1565,115088,3715,113344,3767,75998,3359,3631913,6186,282381,9222,1099556,12490,1124803,11822,1125173,14476,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,385391,2260,43876,2771,1697,584,12010,1718,17993,2247,12176,1604,341515,3402,25656,2763,102607,5682,119411,4885,93841,4568,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2341890,3842,70230,4591,8335,1488,19424,2291,18598,2564,23873,2647,2271660,5612,551238,10815,634205,14671,508089,13154,578128,14127,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
