GEO_ID,B12502_001E,B12502_001M,B12502_002E,B12502_002M,B12502_003E,B12502_003M,B12502_004E,B12502_004M,B12502_005E,B12502_005M,B12502_006E,B12502_006M,B12502_007E,B12502_007M,B12502_008E,B12502_008M,B12502_009E,B12502_009M,B12502_010E,B12502_010M,B12502_011E,B12502_011M,NAME,B12502_001EA,B12502_001MA,B12502_002MA,B12502_002EA,B12502_003MA,B12502_003EA,B12502_004MA,B12502_004EA,B12502_005EA,B12502_005MA,B12502_006MA,B12502_006EA,B12502_007EA,B12502_007MA,B12502_008MA,B12502_008EA,B12502_009MA,B12502_009EA,B12502_010MA,B12502_010EA,B12502_011EA,B12502_011MA,state
0400000US25,5738766,1372,2758162,1824,1095888,10574,1662274,10347,7970,1448,1654304,10422,2980604,1603,1024437,10034,1956167,9903,18603,1765,1937564,10370,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8180585,2787,3994283,3158,1456213,10587,2538070,10617,16125,1510,2521945,10838,4186302,3078,1276295,9605,2910007,9365,29974,2537,2880033,10037,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4493286,2695,2226162,3086,785172,8444,1440990,8568,6406,1209,1434584,8667,2267124,2493,657960,8101,1609164,8097,13709,1418,1595455,8163,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2393019,3295,1144988,3982,431084,9809,713904,9460,3367,1011,710537,9561,1248031,3951,401354,7793,846677,7845,11675,1857,835002,8396,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4963584,4544,2414301,4215,820053,11144,1594248,10539,9721,1484,1584527,10941,2549283,4634,703590,10442,1845693,10499,21753,2319,1823940,10281,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,859328,1534,428973,2134,138775,3985,290198,4379,1349,456,288849,4392,430355,1843,107702,3977,322653,3714,3006,1021,319647,3827,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1521245,1978,753862,2329,250410,4970,503452,5053,2434,522,501018,4966,767383,2148,208681,4605,558702,4644,4941,770,553761,4846,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2429800,1210,1214411,1666,449027,7800,765384,7835,3746,1065,761638,7949,1215389,1596,358076,5850,857313,5771,8835,1502,848478,6008,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1133744,1431,557566,1941,180342,4549,377224,4270,1584,713,375640,4493,576178,1707,154991,3678,421187,3620,2688,687,418499,3707,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7377448,1623,3566444,2282,1343357,12413,2223087,12286,13054,1811,2210033,12075,3811004,1827,1205625,15171,2605379,14869,25533,2312,2579846,15163,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1681966,2490,826549,3295,323388,6666,503161,7084,3292,889,499869,7082,855417,2485,274047,6903,581370,6344,6152,1430,575218,6669,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,16410547,3217,7879694,3758,3276777,20386,4602917,19912,23065,2206,4579852,19838,8530853,3537,3068890,21324,5461963,20876,54791,3733,5407172,21059,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8377139,4897,4026594,5095,1397131,14947,2629463,15158,14321,1956,2615142,15551,4350545,4723,1264733,14023,3085812,14111,30366,2644,3055446,14484,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,606716,1469,311799,1771,115490,3985,196309,3959,770,336,195539,3992,294917,1627,79553,3439,215364,3186,1773,544,213591,3287,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9515823,3065,4613739,4488,1647158,13843,2966581,13489,21178,1987,2945403,13554,4902084,4230,1454920,11935,3447164,12160,38909,2814,3408255,12570,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3129329,2729,1536080,3286,500161,6563,1035919,6849,7617,1106,1028302,6883,1593249,2604,406013,6497,1187236,6639,14323,1507,1172913,6776,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3416916,2848,1681085,3252,588866,9088,1092219,9049,5271,1254,1086948,8980,1735831,2733,481117,8596,1254714,7839,12497,1491,1242217,8231,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10611437,2642,5148815,3463,1908802,13193,3240013,12938,21999,2173,3218014,13343,5462622,3384,1701934,13910,3760688,13546,44723,3005,3715965,13689,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,890333,1149,426468,1684,166848,4976,259620,5225,951,506,258669,5224,463865,1712,162729,4091,301136,3974,2570,768,298566,4091,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4110098,3170,1971172,4325,723315,12287,1247857,11243,8351,1354,1239506,11416,2138926,3817,646109,9409,1492817,9040,17349,2108,1475468,9558,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,690282,1560,347676,2432,118435,3708,229241,3643,1256,445,227985,3627,342606,2181,92173,3259,250433,3539,2350,598,248083,3429,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5466987,4027,2637308,4973,874661,11674,1762647,11486,8642,1487,1754005,11549,2829679,4484,785847,11209,2043832,11947,23194,2635,2020638,11987,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22164607,5753,10923789,7085,3952095,24475,6971694,25244,33136,3265,6938558,25353,11240818,6691,3372702,22447,7868116,22682,77447,4445,7790669,23648,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2327933,1818,1164596,2326,388566,7315,776030,6859,3411,905,772619,6744,1163337,2309,317723,6924,845614,6988,6125,1012,839489,7297,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,526751,1115,257783,1020,91627,2806,166156,2842,1103,564,165053,2880,268968,1011,77049,2501,191919,2579,935,353,190984,2540,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6919620,4752,3370061,5433,1179996,13177,2190065,13551,10521,1458,2179544,13813,3549559,4332,1060259,13381,2489300,13494,24721,1933,2464579,13580,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6028802,2666,2996661,3241,1046481,12568,1950180,12046,8417,1186,1941763,11954,3032141,2884,828719,10726,2203422,10425,19052,2233,2184370,10488,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1505831,2112,736517,2714,235076,6801,501441,6444,4171,1058,497270,6750,769314,2631,190630,5470,578684,5058,7521,1380,571163,5192,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4739661,3007,2341660,3420,832075,8365,1509585,8722,8569,1199,1501016,8958,2398001,2880,702077,8451,1695924,8898,17599,1541,1678325,9097,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,462614,1705,235576,1982,73917,3646,161659,3284,580,376,161079,3264,227038,1685,52802,3314,174236,3352,2196,705,172040,3430,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2812219,1573,1314422,2998,583563,11113,730859,11063,4132,1168,726727,11237,1497797,2963,551459,11795,946338,11172,9822,1539,936516,11051,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
