GEO_ID,B23003_001E,B23003_001M,B23003_002E,B23003_002M,B23003_003E,B23003_003M,B23003_004E,B23003_004M,B23003_005E,B23003_005M,B23003_006E,B23003_006M,B23003_007E,B23003_007M,B23003_008E,B23003_008M,B23003_009E,B23003_009M,B23003_010E,B23003_010M,B23003_011E,B23003_011M,B23003_012E,B23003_012M,B23003_013E,B23003_013M,B23003_014E,B23003_014M,B23003_015E,B23003_015M,B23003_016E,B23003_016M,B23003_017E,B23003_017M,B23003_018E,B23003_018M,B23003_019E,B23003_019M,B23003_020E,B23003_020M,B23003_021E,B23003_021M,B23003_022E,B23003_022M,B23003_023E,B23003_023M,B23003_024E,B23003_024M,B23003_025E,B23003_025M,B23003_026E,B23003_026M,B23003_027E,B23003_027M,B23003_028E,B23003_028M,B23003_029E,B23003_029M,B23003_030E,B23003_030M,NAME,B23003_001MA,B23003_001EA,B23003_002MA,B23003_002EA,B23003_003EA,B23003_003MA,B23003_004EA,B23003_004MA,B23003_005EA,B23003_005MA,B23003_006MA,B23003_006EA,B23003_007MA,B23003_007EA,B23003_008EA,B23003_008MA,B23003_009EA,B23003_009MA,B23003_010EA,B23003_010MA,B23003_011EA,B23003_011MA,B23003_012EA,B23003_012MA,B23003_013MA,B23003_013EA,B23003_014MA,B23003_014EA,B23003_015EA,B23003_015MA,B23003_016EA,B23003_016MA,B23003_017EA,B23003_017MA,B23003_018EA,B23003_018MA,B23003_019EA,B23003_019MA,B23003_020EA,B23003_020MA,B23003_021EA,B23003_021MA,B23003_022EA,B23003_022MA,B23003_023MA,B23003_023EA,B23003_024MA,B23003_024EA,B23003_025EA,B23003_025MA,B23003_026EA,B23003_026MA,B23003_027EA,B23003_027MA,B23003_028EA,B23003_028MA,B23003_029EA,B23003_029MA,B23003_030MA,B23003_030EA,state
0400000US01,1434642,5359,496743,9127,105723,5573,71685,4451,480,367,71205,4471,66799,4233,4406,1059,34038,3323,95588,4623,61686,3687,106,169,61580,3701,56800,3780,4780,1345,33902,2741,295432,8041,224997,7179,191,203,224806,7223,212608,6910,12198,2170,70435,4290,937899,9723,594160,11586,1035,490,593125,11582,562027,11857,31098,2918,343739,8530,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,208437,1799,79562,3156,18256,2304,11632,1813,120,133,11512,1824,10980,1747,532,280,6624,1164,20559,2309,12627,1675,294,240,12333,1658,11646,1705,687,371,7932,1540,40747,2524,32597,2588,0,153,32597,2588,30552,2540,2045,877,8150,1268,128875,3802,96969,3602,1079,596,95890,3756,89656,3764,6234,1200,31906,2352,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1967820,3007,678149,9519,144694,5965,100685,4395,709,522,99976,4421,93673,4525,6303,1610,44009,3435,146101,6097,88222,4266,252,376,87970,4229,81628,4066,6342,1357,57879,4643,387354,8830,287118,8111,470,311,286648,8185,273228,7992,13420,1877,100236,5076,1289671,9585,907705,12018,2066,869,905639,11954,859740,12588,45899,3670,381966,8524,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,850750,4099,317015,8111,70707,4896,47881,3943,479,682,47402,3967,43521,3610,3881,1295,22826,2801,69188,4268,46375,3489,0,201,46375,3489,43927,3335,2448,1012,22813,2725,177120,5703,137226,5867,0,201,137226,5867,131345,5703,5881,1452,39894,2960,533735,7674,358365,8374,211,215,358154,8397,342455,8052,15699,2062,175370,6828,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,11758058,8106,4052886,27408,863465,12855,580919,11858,2464,806,578455,12120,543954,12112,34501,3658,282546,8208,847567,15411,526453,12194,1843,890,524610,12176,488613,12159,35997,3665,321114,11212,2341854,21045,1697089,19037,1167,509,1695922,18992,1605425,19256,90497,5070,644765,14471,7705172,28669,5573942,30727,6394,1522,5567548,30964,5268671,28037,298877,10220,2131230,25060,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1665306,3489,576753,7938,132385,5279,92723,4800,568,309,92155,4712,88531,4638,3624,1168,39662,3141,113829,6488,70477,4523,117,139,70360,4521,67562,4520,2798,968,43352,4171,330539,6444,259740,5946,709,500,259031,5926,251261,6018,7770,1289,70799,3958,1088553,8308,846298,9548,1607,684,844691,9544,812424,9806,32267,3588,242255,6489,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1064684,2814,361048,7463,78839,3427,59531,3182,83,133,59448,3186,56278,3071,3170,780,19308,2215,59321,4622,42331,3735,0,207,42331,3735,38292,3783,4039,1556,16990,2192,222888,6568,180904,6193,0,207,180904,6193,172087,6081,8817,1494,41984,3064,703636,7834,545210,9215,690,520,544520,9186,514442,9536,30078,2941,158426,5905,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,283599,1422,89527,3986,19743,2320,14756,2053,0,198,14756,2053,13775,1991,981,559,4987,1188,17088,2056,10565,1487,0,198,10565,1487,10166,1486,399,317,6523,1535,52696,3945,41062,2982,48,77,41014,2964,39228,2824,1786,785,11634,1984,194072,4039,134858,4504,205,260,134653,4508,128414,4761,6239,1472,59214,3780,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,232967,1591,51917,3622,16244,1925,13756,1778,82,135,13674,1748,12767,1728,907,469,2488,879,9074,1766,5964,1306,0,208,5964,1306,5230,1169,734,554,3110,1080,26599,2650,20209,2402,0,208,20209,2402,18113,2221,2096,845,6390,1440,181050,4009,148962,4877,283,254,148679,4877,140918,4860,7761,1613,32088,3183,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6056382,6376,1889405,19003,421268,12188,296023,10273,1194,640,294829,10147,273682,9921,21147,3306,125245,5498,363441,11249,235482,9056,510,362,234972,9038,216770,8692,18202,2713,127959,6856,1104696,17864,859706,15825,1406,810,858300,15886,816422,15193,41878,3860,244990,8935,4166977,20364,2955074,24723,3146,1106,2951928,24717,2804773,24953,147155,7315,1211903,17769,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
