GEO_ID,B27010_001E,B27010_001M,B27010_002E,B27010_002M,B27010_003E,B27010_003M,B27010_004E,B27010_004M,B27010_005E,B27010_005M,B27010_006E,B27010_006M,B27010_007E,B27010_007M,B27010_008E,B27010_008M,B27010_009E,B27010_009M,B27010_010E,B27010_010M,B27010_011E,B27010_011M,B27010_012E,B27010_012M,B27010_013E,B27010_013M,B27010_014E,B27010_014M,B27010_015E,B27010_015M,B27010_016E,B27010_016M,B27010_017E,B27010_017M,B27010_018E,B27010_018M,B27010_019E,B27010_019M,B27010_020E,B27010_020M,B27010_021E,B27010_021M,B27010_022E,B27010_022M,B27010_023E,B27010_023M,B27010_024E,B27010_024M,B27010_025E,B27010_025M,B27010_026E,B27010_026M,B27010_027E,B27010_027M,B27010_028E,B27010_028M,B27010_029E,B27010_029M,B27010_030E,B27010_030M,B27010_031E,B27010_031M,B27010_032E,B27010_032M,B27010_033E,B27010_033M,B27010_034E,B27010_034M,B27010_035E,B27010_035M,B27010_036E,B27010_036M,B27010_037E,B27010_037M,B27010_038E,B27010_038M,B27010_039E,B27010_039M,B27010_040E,B27010_040M,B27010_041E,B27010_041M,B27010_042E,B27010_042M,B27010_043E,B27010_043M,B27010_044E,B27010_044M,B27010_045E,B27010_045M,B27010_046E,B27010_046M,B27010_047E,B27010_047M,B27010_048E,B27010_048M,B27010_049E,B27010_049M,B27010_050E,B27010_050M,B27010_051E,B27010_051M,B27010_052E,B27010_052M,B27010_053E,B27010_053M,B27010_054E,B27010_054M,B27010_055E,B27010_055M,B27010_056E,B27010_056M,B27010_057E,B27010_057M,B27010_058E,B27010_058M,B27010_059E,B27010_059M,B27010_060E,B27010_060M,B27010_061E,B27010_061M,B27010_062E,B27010_062M,B27010_063E,B27010_063M,B27010_064E,B27010_064M,B27010_065E,B27010_065M,B27010_066E,B27010_066M,NAME,B27010_001MA,B27010_001EA,B27010_002MA,B27010_002EA,B27010_003MA,B27010_003EA,B27010_004EA,B27010_004MA,B27010_005EA,B27010_005MA,B27010_006MA,B27010_006EA,B27010_007MA,B27010_007EA,B27010_008MA,B27010_008EA,B27010_009EA,B27010_009MA,B27010_010EA,B27010_010MA,B27010_011EA,B27010_011MA,B27010_012MA,B27010_012EA,B27010_013MA,B27010_013EA,B27010_014MA,B27010_014EA,B27010_015EA,B27010_015MA,B27010_016EA,B27010_016MA,B27010_017MA,B27010_017EA,B27010_018MA,B27010_018EA,B27010_019MA,B27010_019EA,B27010_020EA,B27010_020MA,B27010_021EA,B27010_021MA,B27010_022EA,B27010_022MA,B27010_023MA,B27010_023EA,B27010_024MA,B27010_024EA,B27010_025MA,B27010_025EA,B27010_026EA,B27010_026MA,B27010_027EA,B27010_027MA,B27010_028MA,B27010_028EA,B27010_029MA,B27010_029EA,B27010_030MA,B27010_030EA,B27010_031EA,B27010_031MA,B27010_032EA,B27010_032MA,B27010_033EA,B27010_033MA,B27010_034MA,B27010_034EA,B27010_035MA,B27010_035EA,B27010_036MA,B27010_036EA,B27010_037EA,B27010_037MA,B27010_038EA,B27010_038MA,B27010_039MA,B27010_039EA,B27010_040MA,B27010_040EA,B27010_041MA,B27010_041EA,B27010_042MA,B27010_042EA,B27010_043EA,B27010_043MA,B27010_044EA,B27010_044MA,B27010_045MA,B27010_045EA,B27010_046MA,B27010_046EA,B27010_047EA,B27010_047MA,B27010_048EA,B27010_048MA,B27010_049EA,B27010_049MA,B27010_050MA,B27010_050EA,B27010_051MA,B27010_051EA,B27010_052MA,B27010_052EA,B27010_053EA,B27010_053MA,B27010_054EA,B27010_054MA,B27010_055EA,B27010_055MA,B27010_056MA,B27010_056EA,B27010_057MA,B27010_057EA,B27010_058MA,B27010_058EA,B27010_059EA,B27010_059MA,B27010_060EA,B27010_060MA,B27010_061MA,B27010_061EA,B27010_062MA,B27010_062EA,B27010_063MA,B27010_063EA,B27010_064EA,B27010_064MA,B27010_065EA,B27010_065MA,B27010_066EA,B27010_066MA,state
0400000US01,4793512,2005,1169489,4837,1065186,7800,496055,12032,55623,6075,2107,904,484421,12358,25615,4171,1365,1066,68254,6207,13803,2692,733,586,2355,910,6631,1680,320,316,44412,5136,36049,4266,994978,6979,735719,11580,536334,13226,82788,5819,4636,1406,95393,6436,13688,2104,2880,1127,70379,5162,22013,3183,1641,856,7668,1744,4689,1476,994,595,33374,3446,188880,9175,1846129,5936,1392760,11328,1024624,12554,150012,7115,60673,4354,113350,6289,31655,3420,12446,1876,232457,7861,38751,3532,17793,2037,15307,2372,58691,3835,15257,2448,7615,1480,79043,4430,220912,9144,782916,3004,223806,7399,11744,1651,2261,830,209076,6901,307,221,418,344,556025,7744,360,303,148244,5821,144794,6354,57477,4049,261,317,17588,2147,187301,5780,3085,925,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,194383,1506,156456,3879,67643,4551,6227,2121,12,20,65825,4791,16698,2731,51,86,19205,2978,2068,797,0,153,154,144,6327,2068,60,82,10596,2396,18722,3289,165661,3051,115491,4504,66576,4247,7809,2013,315,316,27052,2843,12393,2002,1346,713,14233,2404,1749,791,41,69,426,292,3368,1372,492,489,8157,1844,35937,3143,274622,2524,199746,4942,144663,5030,13803,1814,2339,854,29298,3029,6645,1170,2998,971,32721,3706,5455,1230,1199,474,74,81,4102,1178,4809,1215,1200,786,15882,2322,42155,3658,81512,1039,21880,2247,3127,848,502,327,18182,2070,0,153,69,81,58650,2352,177,187,22247,1994,6589,1171,8096,1369,76,128,3456,911,18009,1854,982,427,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,1729440,4779,1496193,12344,768627,17676,96213,6914,998,519,605758,15362,23677,3580,920,754,100103,6946,21034,3817,447,295,3143,1282,8545,1682,91,149,66843,5772,133144,8957,1479241,5808,1160572,11670,756293,12606,105976,6858,3490,1252,271161,10498,17808,2379,5844,1575,81323,5574,23202,2908,406,304,7361,1919,6371,1565,1530,645,42453,4179,237346,9333,2510418,3824,1984609,12110,1362442,15714,205403,8651,47541,3968,324668,12016,26669,3080,17886,2704,211080,7441,40547,3938,10531,1742,5795,1167,46407,3739,13719,1973,8114,1470,85967,4707,314729,9236,1189022,1729,423490,9447,22812,1990,7028,1318,392413,9550,347,334,890,391,755961,9417,1204,499,168699,6941,241401,7038,85706,4456,43,71,37668,3134,221240,6381,9571,1584,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,751794,3640,669555,7546,270483,9375,31730,3581,4034,1799,353092,11401,9984,2529,232,252,48839,5191,4560,1303,132,200,6067,2592,3817,1465,109,130,34154,4595,33400,4211,609451,5032,477201,7343,303719,9058,51838,4565,3508,1051,108310,6292,6733,1816,3093,1053,45547,4081,8196,1729,526,551,6478,1459,2819,956,789,486,26739,3123,86703,5521,1107741,4099,858292,9546,569440,10904,99357,4577,37140,3543,131186,6525,11172,2072,9997,1512,138997,6651,20743,2930,6865,1464,5748,1212,40887,3326,4754,1299,5245,1272,54755,4455,110452,6185,480319,2445,147861,6536,7466,1781,1379,618,138717,6377,27,42,272,275,331211,6513,129,144,53209,3918,109392,5134,40546,3183,8,14,20774,2044,107153,4508,1247,523,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,9567473,11581,8732004,22566,4273544,34943,573997,16297,60179,5657,3721974,34778,100998,7466,1312,669,534837,15677,91928,6015,3049,934,34333,5039,31707,4605,1284,632,372536,14308,300632,12391,9081098,13158,7595562,25165,4686773,37715,827945,16336,47712,5604,1938578,24881,71720,5392,22834,3197,442686,13800,138999,7310,5967,1529,38195,3797,25931,3426,8441,1656,225153,8555,1042850,19891,14988186,6979,12571786,27350,8347128,36102,1496689,23873,188227,7847,2412161,28334,78055,4379,49526,4353,1020867,16714,235482,7925,47253,3636,23108,2181,237804,10414,36187,3721,27697,2728,413336,10952,1395533,23070,5410078,4040,1891036,21033,195264,6896,38727,3951,1651993,20013,1241,514,3811,1074,3461468,21837,5578,1494,959023,15726,765056,14431,873247,13714,602,453,106639,5384,751323,13036,57574,4292,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,1334235,4186,1202609,8722,643726,15395,88870,6724,5473,1506,419480,14258,44526,6078,534,496,74143,5852,11870,2374,187,166,3849,1306,8139,2165,62,101,50036,4949,57483,5471,1272734,5074,1045117,9394,696156,10173,118617,5978,3729,1063,196016,8066,24759,3126,5840,1368,70685,4893,20358,2375,1277,798,3493,1026,7948,1661,1960,906,35649,3299,156932,7407,2148330,3785,1784146,10137,1272407,11941,217508,7310,25694,3240,219417,8198,39708,3294,9412,1636,170213,6374,32332,2767,7919,1703,4395,1123,27681,2728,13750,2196,6132,1319,78004,4381,193971,7683,758771,2088,266613,6392,22277,2016,3733,1363,239803,6417,179,192,621,485,486467,6753,789,409,123996,5522,144831,6400,45641,3107,56,93,22823,2103,148331,4698,5691,1558,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,792881,3386,724163,7477,436828,9571,40272,4211,966,700,239982,11118,6115,1482,0,207,44362,4901,8267,1720,467,372,1240,603,2428,873,0,207,31960,3979,24356,3787,729590,3896,623068,6819,424542,8445,61675,4473,3081,1176,127014,7184,4879,1403,1877,948,36975,3543,11180,1945,819,723,4135,1205,1956,829,329,301,18556,2774,69547,5518,1434565,2784,1238361,7825,922723,11415,120174,6225,18829,2485,170225,7233,3868,1031,2542,880,100354,5555,28005,2496,8208,1443,3246,1138,26048,2980,3409,1083,2057,904,29381,2831,95850,6917,579486,1389,186541,6136,20030,2607,2272,896,163571,5804,224,356,444,399,388902,6097,327,183,127492,4820,104588,5751,46180,3658,73,122,10238,1610,100004,4932,4043,1570,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,218473,1832,193664,3954,115980,5890,8548,1818,553,386,63540,5782,5043,1805,0,198,17164,2963,2243,947,27,32,1296,1369,1627,743,0,198,11971,2445,7645,2101,195083,2509,163686,3977,120181,4558,12938,2322,232,239,25349,2979,4256,1394,730,615,12429,2370,3430,1033,188,219,579,406,324,259,669,884,7239,1933,18968,3012,364572,2125,309331,4660,236093,5981,24418,3214,7713,1576,35860,3550,4367,1394,880,510,32213,3369,5886,1178,2636,858,1029,799,6350,1687,1891,908,527,428,13894,2117,23028,2804,169131,788,49493,3128,3132,821,360,239,46001,3110,0,198,0,198,118036,3292,11,18,40639,3041,29582,2828,6542,1225,0,198,2189,761,39073,2969,1602,774,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,133635,1598,121985,3846,50541,4137,12133,2579,533,512,56537,3743,2241,810,0,208,10075,3396,1167,659,0,208,1219,1302,1497,1664,0,208,6192,2454,1575,972,224229,1624,194430,4282,131881,4647,28003,3152,1095,703,31813,3133,1332,544,306,301,18605,3690,12339,3527,113,157,1356,846,1241,884,0,208,3556,970,11194,2064,244460,1046,203922,3919,136604,4771,16575,2441,2451,813,46001,3602,1409,520,882,574,27786,3108,7490,1910,599,500,237,230,7477,1635,1209,729,1120,433,9654,1979,12752,2590,81484,478,17429,1887,4356,1130,340,245,12670,1636,29,48,34,55,63565,1980,185,295,22899,1965,6604,1172,13612,1860,133,166,1550,540,18582,2381,490,389,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,4450443,8185,3907605,16633,1680035,26169,362234,16141,14890,3025,1760295,27050,88947,7672,1204,1095,217978,11306,33612,4061,1470,739,13650,2964,25919,3553,1286,916,142041,9907,324860,15379,4097550,10626,2957590,25102,1965468,28133,513126,16196,12632,2140,394891,12802,54044,4972,17429,3033,198995,9438,58113,5494,2775,1049,21471,2771,17196,2678,4150,1342,95290,7079,940965,21698,7983968,9056,5943489,32270,3989105,32334,1100145,22815,166457,7916,524834,14146,108504,7888,54444,4523,679485,15746,128927,8713,28483,2681,21313,2381,165475,8711,41973,4620,21441,2817,271873,10827,1360994,27158,4146743,5008,1582483,20187,81678,5581,36065,3833,1458634,20792,2048,637,4058,1270,2514932,20788,5068,1577,540306,11330,711456,15894,416421,12245,314,208,114085,6160,727282,13247,49328,4836,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
