GEO_ID,B19080_001E,B19080_001M,B19080_002E,B19080_002M,B19080_003E,B19080_003M,B19080_004E,B19080_004M,B19080_005E,B19080_005M,NAME,B19080_001EA,B19080_001MA,B19080_002EA,B19080_002MA,B19080_003MA,B19080_003EA,B19080_004MA,B19080_004EA,B19080_005EA,B19080_005MA,state
0400000US01,18873,386,37157,490,60771,532,99062,1382,175454,3031,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,31979,1592,59362,1928,91685,2380,135304,3266,223798,8618,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,24271,513,45071,535,70522,568,110272,969,203917,2570,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,19439,586,35976,590,57261,907,91821,1178,167952,3486,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,28576,286,55762,306,90812,288,147523,712,250001,-333333333,California,null,null,null,null,null,null,null,null,"250,000+",***,06
0400000US08,30825,385,55015,550,85289,806,131864,974,237798,3852,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,30921,629,57356,1038,92664,1369,150150,1901,250001,-333333333,Connecticut,null,null,null,null,null,null,null,null,"250,000+",***,09
0400000US10,25934,1193,50032,1574,78700,2143,124125,3109,218738,6815,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,24074,1765,62467,2177,105418,3012,180061,3645,250001,-333333333,District of Columbia,null,null,null,null,null,null,null,null,"250,000+",***,11
0400000US12,22820,228,41913,230,66038,366,105800,663,204867,2033,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,23213,398,44046,652,70663,624,112349,1033,210949,2994,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,32160,1177,61423,1208,94225,2183,144399,2882,243141,6652,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,24276,915,42655,1056,64095,1198,99663,2086,171575,6589,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,25332,262,50071,317,79553,611,126119,686,235073,2615,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,23416,430,42901,573,67161,574,103543,1223,181502,2685,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,25723,484,46695,581,71742,849,108142,1116,183552,3317,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,25332,456,45353,535,70223,737,108201,1723,193603,4775,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19333,500,37580,578,61049,646,98544,1196,173583,3377,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,17310,379,34638,695,59760,941,100397,809,182304,3501,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23111,1060,44221,1184,69023,1594,105177,1964,184860,7452,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,34110,584,63443,978,100246,678,154389,1368,250001,-333333333,Maryland,null,null,null,null,null,null,null,null,"250,000+",***,24
0400000US25,28433,625,60097,715,98367,1347,156270,1436,250001,-333333333,Massachusetts,null,null,null,null,null,null,null,null,"250,000+",***,25
0400000US26,23454,297,43459,417,68520,482,107864,667,196351,2734,Michigan,null,null,null,null,null,null,null,null,null,null,26
