GEO_ID,C27009_001E,C27009_001M,C27009_002E,C27009_002M,C27009_003E,C27009_003M,C27009_004E,C27009_004M,C27009_005E,C27009_005M,C27009_006E,C27009_006M,C27009_007E,C27009_007M,C27009_008E,C27009_008M,C27009_009E,C27009_009M,C27009_010E,C27009_010M,C27009_011E,C27009_011M,C27009_012E,C27009_012M,C27009_013E,C27009_013M,C27009_014E,C27009_014M,C27009_015E,C27009_015M,C27009_016E,C27009_016M,C27009_017E,C27009_017M,C27009_018E,C27009_018M,C27009_019E,C27009_019M,C27009_020E,C27009_020M,C27009_021E,C27009_021M,NAME,C27009_001MA,C27009_001EA,C27009_002EA,C27009_002MA,C27009_003EA,C27009_003MA,C27009_004EA,C27009_004MA,C27009_005MA,C27009_005EA,C27009_006MA,C27009_006EA,C27009_007EA,C27009_007MA,C27009_008MA,C27009_008EA,C27009_009EA,C27009_009MA,C27009_010EA,C27009_010MA,C27009_011MA,C27009_011EA,C27009_012MA,C27009_012EA,C27009_013EA,C27009_013MA,C27009_014EA,C27009_014MA,C27009_015EA,C27009_015MA,C27009_016MA,C27009_016EA,C27009_017MA,C27009_017EA,C27009_018EA,C27009_018MA,C27009_019MA,C27009_019EA,C27009_020EA,C27009_020MA,C27009_021EA,C27009_021MA,state
0400000US16,1695273,1260,846431,2702,243008,2581,705,528,242303,2613,481054,3212,19112,2513,461942,3957,122369,1302,26596,2244,95773,2588,848842,2797,228731,2451,705,582,228026,2528,483942,3101,4061,911,479881,3136,136169,1474,2297,525,133872,1574,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12620126,1888,6173024,4831,1567510,5020,1307,598,1566203,5046,3780427,5262,68219,3687,3712208,5530,825087,2607,116681,3917,708406,4398,6447102,4671,1501908,4833,827,460,1501081,4911,3888807,5441,13972,1648,3874835,5631,1056387,2578,8993,1180,1047394,2594,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6568434,898,3223272,5239,861532,5408,760,484,860772,5334,1923624,5306,53521,3891,1870103,6538,438116,2424,77204,3741,360912,4499,3345162,5188,808885,5046,444,288,808441,5021,1986730,5022,12108,1827,1974622,5216,549547,2637,6801,1281,542746,2795,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3102179,690,1537348,3690,397302,3739,215,247,397087,3811,914884,3653,21175,2095,893709,4352,225162,1423,44414,2516,180748,2707,1564831,3550,378627,3758,496,343,378131,3682,910883,3033,3879,749,907004,3013,275321,1553,4273,849,271048,1732,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2855454,1638,1411724,4183,387016,3366,435,354,386581,3392,831006,4237,30006,2812,801000,4886,193702,1334,36953,2182,156749,2473,1443730,3964,368425,3637,755,461,367670,3666,840815,3727,5619,1280,835196,3666,234490,1893,3432,743,231058,2134,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4370940,1538,2138621,4275,553423,5367,1231,741,552192,5376,1279563,4114,42379,3397,1237184,4847,305635,1937,65058,3859,240577,4049,2232319,3960,525419,4045,916,668,524503,4190,1327601,3710,10838,1590,1316763,4027,379299,1758,8862,1315,370437,2204,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4580258,1767,2209005,5998,602179,5723,417,497,601762,5742,1310229,4701,39814,4020,1270415,6266,296597,2327,46468,3193,250129,3657,2371253,5656,573021,5119,411,362,572610,5114,1419732,4078,10639,2041,1409093,4698,378500,2099,4443,1214,374057,2394,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1321649,577,646260,1882,138917,1895,266,275,138651,1971,388044,1974,16150,1842,371894,2111,119299,1188,25844,1936,93455,2167,675389,1856,132829,1936,275,244,132554,1945,401967,1995,2699,706,399268,2243,140593,896,2104,607,138489,1058,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5957871,2105,2866331,4274,726028,4081,510,447,725518,4242,1758947,4208,47453,3636,1711494,5518,381356,1675,52029,3365,329327,3681,3091540,3956,693512,3916,518,278,692994,3875,1900930,3384,12569,1780,1888361,3731,497098,1761,5576,1006,491522,2077,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6785622,1021,3288881,3288,754598,3433,486,336,754112,3448,2067267,3349,33235,3467,2034032,4292,467016,1694,58535,3372,408481,3263,3496741,3066,724363,3616,0,210,724363,3616,2167976,3342,6116,1302,2161860,3582,604402,1885,7379,1685,597023,2528,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9853156,970,4830752,4066,1181839,4813,744,324,1181095,4826,2918278,4443,68276,3271,2850002,5386,730635,2007,104394,3745,626241,3912,5022404,4066,1130853,3910,909,315,1129944,3905,2995582,3728,15017,1829,2980565,4193,895969,2200,11078,1508,884891,2816,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5519199,675,2746565,3827,701722,3668,604,353,701118,3695,1667054,3502,41958,3156,1625096,4858,377789,1679,83366,2924,294423,3126,2772634,3819,671266,3748,498,269,670768,3793,1650011,3485,7868,1131,1642143,3546,451357,1784,7303,1020,444054,2013,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2920808,1463,1398217,5846,394251,5342,1122,771,393129,5479,808422,4755,28926,3341,779496,5573,195544,2168,37737,2579,157807,3002,1522591,5669,369205,5465,1805,1126,367400,5384,897443,3857,7174,1420,890269,4282,255943,1882,4584,834,251359,1987,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6000326,1538,2926378,5137,749871,5560,1120,620,748751,5514,1744325,4524,57669,4161,1686656,6002,432182,2221,84050,4235,348132,4596,3073948,5070,714854,5615,1177,646,713677,5424,1817241,4493,12577,1735,1804664,4764,541853,2520,10376,1563,531477,3151,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1036245,559,516864,2153,121028,1599,191,172,120837,1613,306380,1907,14065,1885,292315,2694,89456,1122,23377,1792,66079,1999,519381,2172,119736,1900,475,539,119261,1999,304122,1888,2899,688,301223,1937,95523,1008,2011,773,93512,1345,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1891453,931,942886,2799,256943,2490,180,155,256763,2485,556641,2074,15329,1752,541312,2866,129302,1086,28530,1669,100772,1981,948567,2827,243061,2987,312,440,242749,2988,552511,2223,4303,987,548208,2255,152995,1240,2938,631,150057,1336,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2962236,1424,1477770,2694,367968,2613,758,829,367210,2824,894344,3214,30268,3275,864076,4299,215458,1238,41582,2301,173876,2401,1484466,2711,350868,2516,1087,965,349781,2629,894572,2406,7909,1407,886663,2861,239026,989,4059,1011,234967,1393,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1325016,952,654960,2444,142254,2144,23,39,142231,2144,407775,2516,10667,1757,397108,3130,104931,982,18611,1841,86320,2051,670056,2278,133723,1850,194,198,133529,1857,413885,2040,2205,674,411680,2121,122448,1156,1298,421,121150,1160,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8902432,1561,4327369,3265,1067648,4109,364,241,1067284,4126,2665324,4121,25377,2829,2639947,5276,594397,1892,59110,3180,535287,3744,4575063,2882,1026021,4132,70,116,1025951,4141,2766038,3639,5995,1131,2760043,3911,783004,1696,5541,1097,777463,1951,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2054301,1433,1007766,4136,264083,3700,228,255,263855,3695,586543,3711,24234,2978,562309,4651,157140,1385,31873,2909,125267,3075,1046535,3992,258737,4512,215,246,258522,4523,600097,2773,6869,1295,593228,2932,187701,1194,4886,1155,182815,1455,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19608066,2106,9476188,5651,2247049,6073,2003,838,2245046,6203,5910295,6772,82146,4329,5828149,8320,1318844,2424,148085,5172,1170759,5854,10131878,5438,2156095,6704,2174,1066,2153921,6722,6228095,5918,18098,2491,6209997,6777,1747688,3275,12068,1509,1735620,3383,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10070781,3392,4844279,7906,1251870,7967,2677,1633,1249193,8263,2892927,7633,108012,5875,2784915,8978,699482,2997,125549,5162,573933,5924,5226502,7234,1199041,6992,2179,863,1196862,6925,3137682,6934,29570,2829,3108112,7323,889779,4012,18456,1882,871323,4216,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,738177,1431,377790,2426,95163,1748,98,112,95065,1749,233576,2098,7743,1447,225833,2473,49051,476,9912,1137,39139,1085,360387,2049,88430,1763,0,161,88430,1763,214412,1730,1129,414,213283,1813,57545,858,1142,340,56403,889,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11485078,1447,5600497,6227,1409401,6328,1443,995,1407958,6306,3366236,5981,90526,4467,3275710,7485,824860,2396,147103,4914,677757,5224,5884581,5958,1349895,5408,1633,939,1348262,5361,3489358,4606,17620,2136,3471738,4997,1045328,3505,10313,1421,1035015,3547,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3851302,1847,1890297,4538,523982,3305,1305,839,522677,3507,1105205,3745,45460,3074,1059745,4719,261110,1725,57088,2245,204022,2960,1961005,3758,494771,3314,1134,534,493637,3306,1143063,3248,12551,1957,1130512,3702,323171,1962,7124,978,316047,2204,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4102901,1020,2024505,4244,476625,4586,593,403,476032,4625,1227026,3910,44544,2892,1182482,4990,320854,2276,63176,2858,257678,3323,2078396,4036,451490,4137,374,248,451116,4156,1250112,3341,8818,1650,1241294,3811,376794,2231,6766,1223,370028,2445,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12602472,1128,6139951,4643,1449891,4668,834,400,1449057,4624,3724054,5765,80543,4160,3643511,7465,966006,2850,153147,4340,812859,5117,6462521,4539,1385025,4270,761,431,1384264,4290,3846444,5216,16002,1845,3830442,5689,1231052,3132,12298,1523,1218754,3627,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1044111,858,504557,1863,113621,1519,0,217,113621,1519,316841,2127,6656,1411,310185,2769,74095,831,12237,1447,61858,1677,539554,1934,110387,1775,0,217,110387,1775,333204,2257,944,544,332260,2270,95963,924,1932,757,94031,1222,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4928260,2320,2364975,6595,593053,6906,832,641,592221,7083,1392816,5364,57030,3553,1335786,6070,379106,1829,76196,4102,302910,4274,2563285,6116,576310,6219,515,374,575795,6248,1517738,4609,13930,1867,1503808,4966,469237,1964,8242,1606,460995,2438,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,851826,955,427382,2875,115270,2445,83,82,115187,2475,248999,2174,11024,1596,237975,2671,63113,925,18294,1724,44819,1688,424444,2791,109144,2177,10,22,109134,2174,242665,1941,2257,622,240408,2095,72635,1060,1801,675,70834,1243,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6612552,2386,3199559,5840,812333,5810,2397,1007,809936,5831,1925113,5662,74275,4669,1850838,7279,462113,2384,77454,4051,384659,4320,3412993,6037,788089,5425,2497,1269,785592,5684,2045758,4766,14812,1752,2030946,5019,579146,2424,9351,1518,569795,2752,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27836924,4153,13704361,9643,3973937,9960,5602,1739,3968335,10000,8222437,9408,246312,7657,7976125,12127,1507987,3571,239504,6922,1268483,6813,14132563,9109,3807908,10419,6316,1745,3801592,10512,8462931,9453,63578,4677,8399353,10418,1861724,3805,29693,3006,1832031,4885,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3076318,925,1545177,3135,501537,2818,205,205,501332,2847,889392,2649,16757,1939,872635,3107,154248,1124,24534,2155,129714,2281,1531141,3167,471064,3481,492,391,470572,3487,884190,2590,2981,718,881209,2778,175887,1399,3055,872,172832,1563,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,617556,273,304204,1259,65580,1376,91,132,65489,1376,186409,1146,4531,1056,181878,1573,52215,592,9798,1026,42417,1134,313352,1189,61525,1172,87,127,61438,1196,190315,1165,1222,492,189093,1220,61512,631,1177,462,60335,763,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8256810,4827,3997118,7290,1008284,6063,3964,1360,1004320,5939,2433670,6812,97882,4885,2335788,8908,555164,2910,86276,3849,468888,4894,4259692,6007,974722,6503,4182,1192,970540,6638,2596171,5797,34416,2611,2561755,6472,688799,2842,10717,1462,678082,3114,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7299812,2782,3619124,4673,886817,4129,1095,865,885722,4271,2230726,4894,77372,5263,2153354,6647,501581,2246,84382,3874,417199,3941,3680688,4107,853015,3861,984,640,852031,3941,2231269,5057,18699,2261,2212570,5268,596404,2169,10601,1685,585803,2618,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1787126,719,877573,3347,203639,3383,154,172,203485,3398,519431,2523,18469,2324,500962,3320,154503,1110,31943,2468,122560,2591,909553,3271,195713,3490,270,257,195443,3491,526433,2365,4730,1219,521703,2582,187407,1463,4072,1024,183335,1846,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5723963,784,2832224,4246,692553,3838,475,285,692078,3894,1716999,4050,45192,2968,1671807,4677,422672,1821,73956,2748,348716,3015,2891739,4172,668955,3996,623,263,668332,3996,1717359,3619,8004,1107,1709355,3782,505425,2040,7619,1011,497806,2266,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,568891,1060,288544,2571,75059,2327,0,201,75059,2327,170668,1741,7280,1510,163388,2214,42817,819,10226,1335,32591,1613,280347,2527,70845,2308,100,163,70745,2316,164163,1880,1065,461,163098,1975,45339,705,807,371,44532,729,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3309977,1047,1569208,5008,370412,5848,48,81,370364,5853,916047,3234,14121,2006,901926,4110,282749,531,28647,2423,254102,2490,1740769,5004,334924,5891,537,527,334387,5862,1035318,2854,2926,997,1032392,2832,370527,698,2534,818,367993,1029,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
