GEO_ID,B17007_001E,B17007_001M,B17007_002E,B17007_002M,B17007_003E,B17007_003M,B17007_004E,B17007_004M,B17007_005E,B17007_005M,B17007_006E,B17007_006M,B17007_007E,B17007_007M,B17007_008E,B17007_008M,B17007_009E,B17007_009M,B17007_010E,B17007_010M,B17007_011E,B17007_011M,B17007_012E,B17007_012M,B17007_013E,B17007_013M,B17007_014E,B17007_014M,B17007_015E,B17007_015M,B17007_016E,B17007_016M,B17007_017E,B17007_017M,B17007_018E,B17007_018M,B17007_019E,B17007_019M,B17007_020E,B17007_020M,B17007_021E,B17007_021M,B17007_022E,B17007_022M,B17007_023E,B17007_023M,B17007_024E,B17007_024M,B17007_025E,B17007_025M,B17007_026E,B17007_026M,B17007_027E,B17007_027M,B17007_028E,B17007_028M,B17007_029E,B17007_029M,B17007_030E,B17007_030M,B17007_031E,B17007_031M,B17007_032E,B17007_032M,B17007_033E,B17007_033M,B17007_034E,B17007_034M,B17007_035E,B17007_035M,B17007_036E,B17007_036M,B17007_037E,B17007_037M,B17007_038E,B17007_038M,B17007_039E,B17007_039M,B17007_040E,B17007_040M,B17007_041E,B17007_041M,B17007_042E,B17007_042M,B17007_043E,B17007_043M,NAME,B17007_001EA,B17007_001MA,B17007_002EA,B17007_002MA,B17007_003MA,B17007_003EA,B17007_004EA,B17007_004MA,B17007_005EA,B17007_005MA,B17007_006MA,B17007_006EA,B17007_007EA,B17007_007MA,B17007_008MA,B17007_008EA,B17007_009EA,B17007_009MA,B17007_010EA,B17007_010MA,B17007_011MA,B17007_011EA,B17007_012EA,B17007_012MA,B17007_013MA,B17007_013EA,B17007_014MA,B17007_014EA,B17007_015EA,B17007_015MA,B17007_016MA,B17007_016EA,B17007_017MA,B17007_017EA,B17007_018MA,B17007_018EA,B17007_019MA,B17007_019EA,B17007_020EA,B17007_020MA,B17007_021MA,B17007_021EA,B17007_022MA,B17007_022EA,B17007_023EA,B17007_023MA,B17007_024EA,B17007_024MA,B17007_025EA,B17007_025MA,B17007_026MA,B17007_026EA,B17007_027MA,B17007_027EA,B17007_028MA,B17007_028EA,B17007_029EA,B17007_029MA,B17007_030EA,B17007_030MA,B17007_031MA,B17007_031EA,B17007_032MA,B17007_032EA,B17007_033MA,B17007_033EA,B17007_034EA,B17007_034MA,B17007_035EA,B17007_035MA,B17007_036EA,B17007_036MA,B17007_037MA,B17007_037EA,B17007_038MA,B17007_038EA,B17007_039MA,B17007_039EA,B17007_040EA,B17007_040MA,B17007_041EA,B17007_041MA,B17007_042MA,B17007_042EA,B17007_043EA,B17007_043MA,state
0400000US01,858782,16436,249552,8992,105482,5232,913,475,1215,568,24165,3340,16568,2431,11082,1990,17067,2268,21943,2384,8252,1289,4277,919,144070,6500,122,144,1219,597,32831,3300,18175,2488,11883,2054,16599,1779,28878,2846,18069,2133,16294,1792,609230,15220,306463,10141,0,200,0,200,25657,3660,67902,4530,47917,4377,48890,3577,52536,3544,37912,2657,25649,2143,302767,9934,0,200,0,200,20036,3342,46492,3644,23280,2748,35691,3310,53955,3531,58180,3643,65133,3229,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,149444,6420,31393,3481,16876,2091,265,200,526,510,4424,1406,2492,642,2345,642,2655,753,2922,917,676,403,571,408,14517,2383,142,186,319,257,2898,1021,3080,918,1244,591,2162,851,2242,687,933,579,1497,597,118051,5065,69580,3839,0,153,0,153,4880,1182,17503,1951,12695,1865,11198,1511,12773,1497,6979,907,3552,807,48471,2860,0,153,0,153,3970,818,9386,1533,6755,1544,6433,1363,10132,1375,7522,1099,4273,597,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1367499,21803,337048,11409,161525,7635,1292,618,1994,887,42530,4027,25268,3375,18513,2931,21895,2807,25796,2336,14919,1951,9318,1372,175523,8025,1078,538,1992,627,36545,3568,28673,2784,15538,2209,21048,2530,32660,3068,19225,2603,18764,2087,1030451,18068,527163,12929,0,208,586,593,46126,4374,129206,7321,78665,4462,82097,4524,81063,3800,65186,3212,44234,3116,503288,9519,0,208,59,94,40180,3454,84828,5117,49242,3459,64830,4524,81697,4137,87749,3848,94703,4136,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,545226,14481,167584,7758,76511,5520,173,158,1337,596,16671,3229,13051,2595,7853,1421,13043,2084,14629,1960,7168,1351,2586,893,91073,4849,269,406,1255,599,19806,2641,8527,1497,9836,2060,13446,1717,15634,2113,9486,1547,12814,1546,377642,11054,191316,7368,0,201,0,201,17769,2599,41277,3946,29336,2855,28627,2900,32297,2431,24561,2120,17449,1812,186326,6668,0,201,0,201,15217,2012,24320,2336,16443,2323,22697,2028,35017,2921,34922,2414,37710,2404,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6982736,46493,1778507,25998,783250,16617,5469,1388,13555,1906,171374,10291,150234,6626,91219,5714,112453,5723,133783,5798,63390,3720,41773,3385,995257,18880,5305,1347,13910,2481,207741,9000,167795,7055,98234,5211,121079,6087,145239,5971,113431,5409,122523,6065,5204229,38533,2725389,26969,72,118,734,358,165546,8454,813458,15976,475858,11523,425928,9090,387267,8600,270984,7334,185542,5627,2478840,26103,42,70,179,189,157792,8083,570653,11985,295588,9184,296527,7921,386264,9990,376127,8380,395668,9155,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1188697,14688,249921,7267,114420,5706,154,211,1270,531,35393,3598,20622,2523,12653,1705,13745,2213,16989,2281,10001,1481,3593,919,135501,5874,345,353,1875,595,39243,3176,22728,2760,10053,1801,13609,2174,21560,2408,13879,1644,12209,1769,938776,13423,495908,8683,0,200,81,104,50211,3919,154737,4417,80956,4855,65231,3416,73240,3660,45811,3203,25641,2100,442868,9137,0,200,50,82,41351,3821,111875,4531,47346,3924,50272,3269,67354,3032,65166,3369,59454,3101,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,689049,13517,138830,7113,62089,4569,410,287,659,376,11247,2567,10898,1743,7523,1723,9880,1675,13516,1866,5004,961,2952,768,76741,4728,213,215,744,437,14832,2296,10204,1705,6717,1571,10107,1842,13315,2046,10322,1454,10287,1268,550219,11715,269027,8876,0,207,0,207,17921,2380,66823,4391,36036,3401,45602,3104,48918,3517,31821,2147,21906,1945,281192,8049,0,207,38,66,15769,2273,47359,4153,26884,2915,36474,3051,48561,2942,47909,3188,58198,2883,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,179620,8340,47915,3564,18932,2278,0,198,40,65,4172,1125,3573,1325,2382,804,3440,977,3127,993,1532,517,666,347,28983,2821,285,277,148,168,5881,1382,3918,1288,3086,1028,4382,1075,5514,1268,3591,904,2178,700,131705,6858,63425,4455,0,198,0,198,3080,1007,15985,2352,8697,1505,10277,1688,11207,1623,8199,1328,5980,1072,68280,4191,0,198,0,198,3672,1060,12451,1923,5828,1215,9905,1715,12011,1562,12257,1376,12156,1320,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,255095,7167,49465,4389,22326,3240,0,208,77,97,3441,954,3962,1356,3142,1068,3318,1021,4368,1057,2633,1129,1385,586,27139,3090,0,208,3,7,5850,1221,6683,1613,2733,902,2924,888,4575,1242,2678,800,1693,553,205630,6487,99780,4739,0,208,0,208,6038,1284,40623,2631,17201,1769,13111,1625,11753,1514,6953,1186,4101,757,105850,4509,0,208,0,208,8537,1552,44686,2437,14287,1939,9422,1468,11251,1189,8965,1201,8702,1216,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4169903,40548,1037017,20873,458759,12551,2531,940,6631,1870,79269,5584,65978,4951,50390,4718,72531,5431,96658,6138,51692,4181,33079,2968,578258,15950,2600,961,5355,1617,87386,5751,83048,6200,48250,4027,77833,4822,108045,5924,78388,5651,87353,4326,3132886,32601,1581600,21661,575,465,1122,753,90201,5688,344090,11596,238387,10629,256264,9685,263831,9329,213606,7094,173524,5312,1551286,20414,0,226,86,150,90465,5274,239715,9266,146922,7559,191370,8589,267761,8091,286664,7427,328303,8154,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
