GEO_ID,B16005A_001E,B16005A_001M,B16005A_002E,B16005A_002M,B16005A_003E,B16005A_003M,B16005A_004E,B16005A_004M,B16005A_005E,B16005A_005M,B16005A_006E,B16005A_006M,B16005A_007E,B16005A_007M,B16005A_008E,B16005A_008M,B16005A_009E,B16005A_009M,B16005A_010E,B16005A_010M,B16005A_011E,B16005A_011M,NAME,B16005A_001MA,B16005A_001EA,B16005A_002EA,B16005A_002MA,B16005A_003EA,B16005A_003MA,B16005A_004MA,B16005A_004EA,B16005A_005MA,B16005A_005EA,B16005A_006MA,B16005A_006EA,B16005A_007EA,B16005A_007MA,B16005A_008EA,B16005A_008MA,B16005A_009MA,B16005A_009EA,B16005A_010MA,B16005A_010EA,B16005A_011MA,B16005A_011EA,state
0400000US23,1203720,1418,1179320,2970,1138031,4067,41289,3426,35262,3052,6027,1143,24400,2676,12530,1721,11870,2187,8185,1907,3685,1073,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3150903,11386,2912399,10094,2776458,10469,135941,7186,116365,6612,19576,2053,238504,11579,49870,4162,188634,10548,104136,7354,84498,6898,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5138182,14609,4641925,18581,4268779,18237,373146,14350,302284,12653,70862,6028,496257,15375,110381,5794,385876,13569,193945,7354,191931,10983,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7406435,8804,7034641,15620,6777462,17570,257179,10746,218644,10016,38535,3198,371794,14968,86240,4927,285554,13498,143693,8168,141861,8277,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4353404,6926,4230492,7213,4122003,8102,108489,5521,91322,5369,17167,2028,122912,6097,37467,2844,85445,5462,40976,3665,44469,4500,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1645253,4737,1617104,4876,1591405,4986,25699,3370,19413,2934,6286,1952,28149,3554,7512,1556,20637,3096,9440,1866,11197,2144,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4731280,7355,4629100,8157,4527170,10979,101930,7161,84804,6117,17126,2432,102180,6887,27800,3068,74380,5884,39654,4179,34726,3601,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,880056,2304,866422,2894,845918,3824,20504,2943,16040,2571,4464,1324,13634,2264,9412,1871,4222,1160,2716,877,1506,894,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1570914,4575,1493903,5108,1432454,4849,61449,3752,48773,3565,12676,1754,77011,4327,9562,1491,67449,4226,24194,3544,43255,3513,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1831537,15532,1595522,14384,1406895,11769,188627,10261,171404,9694,17223,2388,236015,11371,36430,3970,199585,10570,89417,6183,110168,7803,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1191675,2657,1147283,5075,1114083,5569,33200,3562,28196,3190,5004,1567,44392,4501,18182,2231,26210,3525,15376,2179,10834,2660,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,5790738,20331,4900338,19876,4304256,19613,596082,17060,499135,15995,96947,7399,890400,19157,132936,6135,757464,18234,328684,11856,428780,11956,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1489702,10686,1351540,11507,1045983,13874,305557,10202,265480,9750,40077,4397,138162,8187,19946,3230,118216,7775,42023,5257,76193,6061,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,11875823,32405,10377764,32997,9251104,30225,1126660,25983,908344,24462,218316,9416,1498059,27345,301283,11002,1196776,26697,532481,17270,664295,19117,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6701383,14927,6317157,13507,6043365,14986,273792,13323,233892,12238,39900,4175,384226,13295,80041,5470,304185,11576,126584,7536,177601,9326,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,612117,2235,600694,1966,586375,2715,14319,1749,11708,1793,2611,800,11423,1973,4874,934,6549,1883,5020,1766,1529,553,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8965925,7848,8751741,14288,8482000,18723,269741,10838,208146,10131,61595,5836,214184,11953,63514,4603,150670,10625,87401,7227,63269,6054,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2671067,6838,2563713,6868,2455156,7659,108557,6166,94711,5558,13846,1886,107354,5394,17458,2352,89896,4848,34429,2974,55467,4325,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3314384,12730,3108022,12937,2929014,12589,179008,9664,155717,8946,23291,2964,206362,12349,50484,4261,155878,10799,68910,6525,86968,7614,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9827580,14000,9462405,16256,9013528,18272,448877,13267,338581,11448,110296,7839,365175,13508,87234,5061,277941,12462,128758,7570,149183,8878,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,826223,6360,751035,6332,678253,7165,72782,5296,58443,5102,14339,2431,75188,6431,12338,1953,62850,5919,26162,3322,36688,4244,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3204030,8245,3077448,8413,2983296,9402,94152,6441,77779,6142,16373,2706,126582,7839,33957,3481,92625,6916,43627,4727,48998,5235,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,691102,2395,679241,2401,660775,3363,18466,2855,13385,2160,5081,1670,11861,2165,4912,1322,6949,1613,3102,937,3847,1385,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4933759,7848,4755481,9717,4641131,9823,114350,5891,88557,5898,25793,3148,178278,9470,40161,3836,138117,9104,52145,5470,85972,7354,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19481343,45563,16589122,46281,12614840,42895,3974282,41570,3226847,40136,747435,21177,2892221,43299,260360,10842,2631861,40515,885670,23994,1746191,29607,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2451744,8621,2338091,8157,2203409,10338,134682,8208,120444,7839,14238,2323,113653,5947,29377,2963,84276,5697,42354,4051,41922,4064,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,560482,1248,544514,2116,531504,2799,13010,1677,11637,1617,1373,470,15968,1967,7718,1277,8250,1801,6297,1459,1953,771,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5408840,13727,5005324,13522,4769739,15368,235585,9343,203037,8293,32548,4001,403516,15580,74728,4271,328788,15268,169462,9796,159326,10692,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5276506,12834,4896003,13481,4640534,14885,255469,10433,223050,9162,32419,3304,380503,12042,106781,5984,273722,12533,136910,6944,136812,8984,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1597377,3921,1583864,4288,1567350,4841,16514,2515,11999,2009,4515,1184,13513,2010,6088,1192,7425,1918,4745,1282,2680,1505,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4686592,9401,4566403,10546,4413118,10424,153285,6896,120869,6218,32416,3256,120189,7193,34272,3124,85917,6072,41100,3896,44817,4097,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,495481,2632,481486,2939,460917,3331,20569,2785,18711,2728,1858,767,13995,2629,4090,1161,9905,2445,3334,1055,6571,2183,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2112934,24079,2073890,24650,140245,8594,1933645,24571,401417,17000,1532228,22679,39044,4701,3014,758,36030,4757,7062,1928,28968,3841,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
