GEO_ID,B08528_001E,B08528_001M,B08528_002E,B08528_002M,B08528_003E,B08528_003M,B08528_004E,B08528_004M,B08528_005E,B08528_005M,B08528_006E,B08528_006M,B08528_007E,B08528_007M,B08528_008E,B08528_008M,B08528_009E,B08528_009M,B08528_010E,B08528_010M,B08528_011E,B08528_011M,B08528_012E,B08528_012M,B08528_013E,B08528_013M,B08528_014E,B08528_014M,B08528_015E,B08528_015M,B08528_016E,B08528_016M,B08528_017E,B08528_017M,B08528_018E,B08528_018M,B08528_019E,B08528_019M,B08528_020E,B08528_020M,B08528_021E,B08528_021M,B08528_022E,B08528_022M,B08528_023E,B08528_023M,B08528_024E,B08528_024M,B08528_025E,B08528_025M,B08528_026E,B08528_026M,B08528_027E,B08528_027M,B08528_028E,B08528_028M,B08528_029E,B08528_029M,B08528_030E,B08528_030M,B08528_031E,B08528_031M,B08528_032E,B08528_032M,B08528_033E,B08528_033M,B08528_034E,B08528_034M,B08528_035E,B08528_035M,B08528_036E,B08528_036M,B08528_037E,B08528_037M,B08528_038E,B08528_038M,B08528_039E,B08528_039M,B08528_040E,B08528_040M,B08528_041E,B08528_041M,B08528_042E,B08528_042M,B08528_043E,B08528_043M,B08528_044E,B08528_044M,B08528_045E,B08528_045M,B08528_046E,B08528_046M,B08528_047E,B08528_047M,B08528_048E,B08528_048M,B08528_049E,B08528_049M,B08528_050E,B08528_050M,B08528_051E,B08528_051M,B08528_052E,B08528_052M,B08528_053E,B08528_053M,B08528_054E,B08528_054M,B08528_055E,B08528_055M,B08528_056E,B08528_056M,B08528_057E,B08528_057M,B08528_058E,B08528_058M,B08528_059E,B08528_059M,B08528_060E,B08528_060M,B08528_061E,B08528_061M,B08528_062E,B08528_062M,B08528_063E,B08528_063M,B08528_064E,B08528_064M,B08528_065E,B08528_065M,B08528_066E,B08528_066M,B08528_067E,B08528_067M,B08528_068E,B08528_068M,B08528_069E,B08528_069M,B08528_070E,B08528_070M,NAME,B08528_001EA,B08528_001MA,B08528_002EA,B08528_002MA,B08528_003EA,B08528_003MA,B08528_004MA,B08528_004EA,B08528_005MA,B08528_005EA,B08528_006MA,B08528_006EA,B08528_007MA,B08528_007EA,B08528_008EA,B08528_008MA,B08528_009EA,B08528_009MA,B08528_010MA,B08528_010EA,B08528_011EA,B08528_011MA,B08528_012EA,B08528_012MA,B08528_013EA,B08528_013MA,B08528_014EA,B08528_014MA,B08528_015EA,B08528_015MA,B08528_016EA,B08528_016MA,B08528_017EA,B08528_017MA,B08528_018MA,B08528_018EA,B08528_019MA,B08528_019EA,B08528_020MA,B08528_020EA,B08528_021EA,B08528_021MA,B08528_022EA,B08528_022MA,B08528_023EA,B08528_023MA,B08528_024EA,B08528_024MA,B08528_025EA,B08528_025MA,B08528_026EA,B08528_026MA,B08528_027EA,B08528_027MA,B08528_028MA,B08528_028EA,B08528_029MA,B08528_029EA,B08528_030MA,B08528_030EA,B08528_031MA,B08528_031EA,B08528_032MA,B08528_032EA,B08528_033MA,B08528_033EA,B08528_034MA,B08528_034EA,B08528_035MA,B08528_035EA,B08528_036EA,B08528_036MA,B08528_037EA,B08528_037MA,B08528_038MA,B08528_038EA,B08528_039MA,B08528_039EA,B08528_040MA,B08528_040EA,B08528_041MA,B08528_041EA,B08528_042MA,B08528_042EA,B08528_043MA,B08528_043EA,B08528_044MA,B08528_044EA,B08528_045MA,B08528_045EA,B08528_046EA,B08528_046MA,B08528_047EA,B08528_047MA,B08528_048MA,B08528_048EA,B08528_049MA,B08528_049EA,B08528_050MA,B08528_050EA,B08528_051MA,B08528_051EA,B08528_052MA,B08528_052EA,B08528_053EA,B08528_053MA,B08528_054MA,B08528_054EA,B08528_055MA,B08528_055EA,B08528_056EA,B08528_056MA,B08528_057EA,B08528_057MA,B08528_058EA,B08528_058MA,B08528_059MA,B08528_059EA,B08528_060MA,B08528_060EA,B08528_061MA,B08528_061EA,B08528_062MA,B08528_062EA,B08528_063EA,B08528_063MA,B08528_064EA,B08528_064MA,B08528_065MA,B08528_065EA,B08528_066MA,B08528_066EA,B08528_067MA,B08528_067EA,B08528_068EA,B08528_068MA,B08528_069EA,B08528_069MA,B08528_070MA,B08528_070EA,state
0400000US01,1998361,17735,1456735,17175,1389631,16663,67104,4159,133452,6533,125099,6309,106408,5714,70987,3987,102917,5733,2763,740,1714031,19366,1255150,17452,1204284,17023,50866,3577,114362,6066,112556,5676,92526,5326,64405,4011,72959,4320,2073,706,167513,7476,123986,6787,118515,6960,5471,1506,11863,2161,8829,1520,8715,1276,4271,1119,9485,2096,364,261,7109,1483,5388,1286,5154,1194,234,350,394,432,574,393,339,244,208,190,206,250,0,198,23537,3467,14762,2627,13551,2405,1211,629,2177,698,1208,767,2495,1280,935,514,1857,765,103,157,17299,2716,12387,2300,11896,2287,491,283,1397,711,1002,565,760,376,345,300,1372,652,36,46,68872,5117,45062,3680,36231,3368,8831,1726,3259,946,930,504,1573,634,823,514,17038,2995,187,194,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,357793,6276,204023,6083,193511,5811,10512,1570,32657,2894,28681,2262,31764,2655,39120,3355,21309,2194,239,216,244976,6359,139949,6453,133149,6197,6800,1367,22550,2431,18695,1876,22592,2534,30622,3435,10527,1618,41,60,42156,4237,23697,3240,22905,3197,792,374,4793,1409,3676,804,4281,1247,4034,1113,1675,623,0,198,6095,1567,4600,1404,4557,1409,43,75,235,212,171,154,216,151,623,447,250,239,0,198,26312,2388,13901,2232,13466,2182,435,278,2545,666,3372,509,2557,579,2636,971,1290,482,11,19,22270,1943,14701,1830,14474,1816,227,130,1539,395,2312,370,1476,337,831,287,1386,524,25,34,15984,2030,7175,1365,4960,1034,2215,856,995,422,455,315,642,451,374,331,6181,960,162,198,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3058066,17683,2263284,17591,2147683,17474,115601,5916,192868,8341,195030,8396,131395,5650,91371,5028,180003,7397,4115,978,2342418,18961,1742043,17940,1666988,18765,75055,5101,151931,7192,160294,7898,101219,5643,76144,4620,109197,5937,1590,517,335213,10743,251185,9787,239817,9516,11368,1761,20617,2721,18967,2134,15139,2004,7594,1505,20637,3038,1074,544,54740,5185,41128,4488,40663,4423,465,382,2621,930,4724,1222,2964,885,1700,577,1517,699,86,142,60711,4013,43895,3582,42267,3589,1628,557,4640,1123,3393,961,3711,1137,1523,458,3315,953,234,161,71069,5076,52299,4204,50582,4164,1717,684,4729,1160,4011,1060,4473,1027,2345,867,3044,926,168,183,193915,7427,132734,5635,107366,5590,25368,2802,8330,1427,3641,987,3889,993,2065,794,42293,3728,963,664,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1279217,13273,912325,12378,869270,12277,43055,4047,92720,5875,64555,3968,99127,5113,32067,3377,75477,4567,2946,857,1065999,12780,763737,10754,733037,10404,30700,3231,78736,5072,56808,3635,86994,4668,27813,3268,50476,4050,1435,585,126071,6447,92763,5449,87857,5046,4906,1463,6793,1414,6440,1482,8689,1807,3171,1089,7650,1571,565,343,3835,1032,2291,807,2088,769,203,214,398,278,0,198,908,670,71,123,167,134,0,198,22585,3067,16291,2852,15410,2864,881,470,2585,827,279,186,896,508,258,202,2199,1114,77,133,13571,2381,10627,2151,9928,2048,699,585,589,383,276,207,650,327,198,187,1055,541,176,273,47156,3936,26616,2912,20950,2319,5666,1502,3619,1335,752,364,990,382,556,304,13930,1692,693,493,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18327531,48960,13137458,51886,12469788,47578,667670,14490,1153079,20613,1397494,24113,714258,13555,441762,10289,1453157,22818,30323,2714,13544216,56744,9881053,55715,9441746,52379,439307,10570,842334,17829,1103807,20640,503864,12121,323146,9494,873806,15362,16206,1782,1840872,27432,1342786,24227,1279649,22959,63137,4901,112150,5524,129428,5731,72633,4756,37157,2842,142655,6465,4063,876,918989,16819,681200,15007,670294,15123,10906,1592,67639,4892,59173,4387,41105,4010,21953,2569,47174,3366,745,428,471968,12825,309277,11109,295954,10642,13323,1909,50875,4297,25826,2062,29860,2938,27359,3772,27369,2957,1402,493,458599,12672,333751,11684,321463,11183,12288,1947,32166,3351,23503,2487,23342,2514,11694,2081,32315,3000,1828,925,1092887,19780,589391,13124,460682,11022,128709,6178,47915,3934,55757,4339,43454,3505,20453,3503,329838,10806,6079,1087,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2877189,17960,2069632,20116,1920815,18085,148817,5645,218688,6957,192750,6565,102503,5042,117044,5214,171239,7094,5333,1264,2158675,16124,1568055,18524,1478667,16956,89388,4564,171636,6225,158670,6214,73236,3685,88425,5310,96274,5406,2379,785,245867,8636,176302,7524,164305,7221,11997,1944,19212,2437,17260,1926,9888,1514,10262,1755,11497,2027,1446,722,91772,5885,69387,4848,68019,4701,1368,704,6786,1405,3833,811,6078,1375,3333,990,2355,814,0,198,77203,4887,48557,4134,45282,4050,3275,1051,5668,1127,5106,1230,5649,1133,8968,1376,2960,685,295,246,59569,4090,42733,3295,40685,3195,2048,625,4973,1008,3417,871,4153,891,1823,526,2383,721,87,144,244103,8996,164598,7267,123857,6288,40741,3341,10413,1699,4464,1077,3499,1007,4233,1281,55770,3566,1126,508,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1739235,16004,1232895,15448,1173323,15203,59572,3615,165429,7758,123166,5988,68596,4090,32648,3093,113507,6253,2994,1054,1384005,15380,982168,15000,939634,14922,42534,3154,131390,6762,109333,5636,58607,3938,25809,3096,75986,4673,712,390,139839,7585,102362,6122,98086,5918,4276,1028,12757,2192,6861,1357,4884,1201,2317,927,9901,1782,757,489,53225,4477,41101,3802,40543,3791,558,336,6002,1368,2159,832,1585,613,484,362,1784,807,110,149,49117,4150,32714,3533,31574,3465,1140,504,8117,1479,2505,893,1482,653,1571,975,2594,995,134,185,21875,3104,16015,2818,15563,2715,452,413,2993,1100,823,421,334,235,227,176,1408,613,75,127,91174,4559,58535,3800,47923,3477,10612,1545,4170,881,1485,576,1704,656,2240,1009,21834,2670,1206,727,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,437567,7390,318424,7644,301470,7994,16954,2388,38048,2798,12470,1910,37122,3261,12118,2074,18708,2296,677,597,361055,7691,264849,7642,254264,7761,10585,1832,31079,2496,10749,1889,32110,2818,9905,1659,11811,1654,552,569,31175,3436,21545,2599,20482,2517,1063,526,3351,1469,962,422,3314,1114,1065,919,938,388,0,198,8022,1567,6041,1405,5786,1346,255,223,854,438,339,282,649,464,139,153,0,198,0,198,9542,1492,6560,1300,5955,1273,605,288,1410,648,285,247,570,397,353,366,364,291,0,198,5546,1521,4206,1396,4056,1364,150,174,614,341,47,78,336,210,150,152,82,99,111,178,22227,2459,15223,1983,10927,1543,4296,1422,740,399,88,107,143,153,506,403,5513,1291,14,25,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,844345,11107,382056,10427,362628,10414,19428,2022,147569,6264,36715,3088,15369,2306,234888,6632,27426,2598,322,233,358317,10218,172992,8497,163529,8269,9463,1411,55749,3999,23295,2335,6919,1436,86404,4719,12892,1551,66,111,72227,5042,31581,3275,29689,3133,1892,682,10924,1696,2740,789,814,415,24530,2641,1532,587,106,127,299423,7322,120995,5442,118065,5392,2930,805,55843,3429,9213,1735,4904,1231,103636,4082,4832,1124,0,198,47868,3864,24260,2460,23101,2386,1159,528,12229,1864,551,371,508,358,8689,1433,1631,737,0,198,38843,3654,17739,2585,16132,2283,1607,837,8019,1694,808,423,1321,522,9261,1277,1695,811,0,198,27667,2948,14489,2301,12112,2125,2377,736,4805,1230,108,178,903,659,2368,784,4844,1225,150,190,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9300635,36915,7091267,39825,6554328,39874,536939,13891,567001,14760,594292,14088,264835,9988,228061,10494,540195,15407,14984,2248,7392830,40790,5658934,42372,5287738,40066,371196,12764,459461,13403,514437,13922,219345,8309,189378,9340,342430,11509,8845,1876,846056,20556,646586,18240,601694,17363,44892,4302,51269,3825,51049,4139,25596,3143,17578,2378,51580,4559,2398,932,160963,8893,127635,7792,125235,7845,2400,802,10766,2199,7030,1584,4352,1246,3297,1192,7601,1694,282,286,129359,8353,98361,7191,91641,7016,6720,1726,8442,1414,3799,1123,3427,1155,4955,1094,10224,2607,151,125,196921,10175,157990,8989,150768,9050,7222,1465,9033,1653,7058,1294,5393,1468,4259,1130,12801,2577,387,375,574506,15223,401761,13657,297252,12875,104509,6087,28030,2956,10919,1883,6722,1419,8594,1762,115559,6841,2921,963,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
