GEO_ID,B21005_001E,B21005_001M,B21005_002E,B21005_002M,B21005_003E,B21005_003M,B21005_004E,B21005_004M,B21005_005E,B21005_005M,B21005_006E,B21005_006M,B21005_007E,B21005_007M,B21005_008E,B21005_008M,B21005_009E,B21005_009M,B21005_010E,B21005_010M,B21005_011E,B21005_011M,B21005_012E,B21005_012M,B21005_013E,B21005_013M,B21005_014E,B21005_014M,B21005_015E,B21005_015M,B21005_016E,B21005_016M,B21005_017E,B21005_017M,B21005_018E,B21005_018M,B21005_019E,B21005_019M,B21005_020E,B21005_020M,B21005_021E,B21005_021M,B21005_022E,B21005_022M,B21005_023E,B21005_023M,B21005_024E,B21005_024M,B21005_025E,B21005_025M,B21005_026E,B21005_026M,B21005_027E,B21005_027M,B21005_028E,B21005_028M,B21005_029E,B21005_029M,B21005_030E,B21005_030M,B21005_031E,B21005_031M,B21005_032E,B21005_032M,B21005_033E,B21005_033M,B21005_034E,B21005_034M,NAME,B21005_001MA,B21005_001EA,B21005_002EA,B21005_002MA,B21005_003EA,B21005_003MA,B21005_004MA,B21005_004EA,B21005_005MA,B21005_005EA,B21005_006MA,B21005_006EA,B21005_007EA,B21005_007MA,B21005_008EA,B21005_008MA,B21005_009MA,B21005_009EA,B21005_010MA,B21005_010EA,B21005_011MA,B21005_011EA,B21005_012EA,B21005_012MA,B21005_013EA,B21005_013MA,B21005_014EA,B21005_014MA,B21005_015MA,B21005_015EA,B21005_016MA,B21005_016EA,B21005_017EA,B21005_017MA,B21005_018EA,B21005_018MA,B21005_019EA,B21005_019MA,B21005_020EA,B21005_020MA,B21005_021EA,B21005_021MA,B21005_022MA,B21005_022EA,B21005_023EA,B21005_023MA,B21005_024EA,B21005_024MA,B21005_025EA,B21005_025MA,B21005_026EA,B21005_026MA,B21005_027MA,B21005_027EA,B21005_028EA,B21005_028MA,B21005_029EA,B21005_029MA,B21005_030EA,B21005_030MA,B21005_031EA,B21005_031MA,B21005_032EA,B21005_032MA,B21005_033MA,B21005_033EA,B21005_034EA,B21005_034MA,state
0400000US01,2964449,3757,1092231,5331,26882,3197,20158,2868,19221,2805,937,448,6724,1587,1065349,6056,751814,8643,684753,8747,67061,5285,313535,9242,1221324,5419,86790,5166,68568,4324,66545,4291,2023,1029,18222,2942,1134534,6676,858257,10377,820542,10395,37715,3924,276277,7773,650894,2755,69714,4093,39373,3114,37518,3127,1855,720,30341,3361,581180,4836,308540,7647,299338,7641,9202,1445,272640,6934,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,454964,2654,178000,2843,10723,1883,8853,1787,8014,1786,839,443,1870,690,167277,3180,129906,4027,115472,3989,14434,2135,37371,2556,182769,2550,19227,2102,16439,2021,15310,1889,1129,620,2788,995,163542,3186,133534,3674,126044,3632,7490,1383,30008,2487,94195,1291,12662,1407,8572,1261,8336,1263,236,195,4090,911,81533,1670,53695,2437,51029,2483,2666,673,27838,2085,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4164122,2963,1612552,3480,43635,3336,34696,3216,32691,3090,2005,788,8939,1521,1568917,4984,1190043,11369,1094953,12404,95090,7182,378874,10286,1704283,3130,104110,5190,87427,4928,84614,4874,2813,990,16683,1777,1600173,6165,1264898,9453,1209298,10156,55600,4309,335275,8191,847287,1453,80985,4022,51570,3314,48077,2948,3493,960,29415,2228,766302,4284,462212,7604,444395,7944,17817,2047,304090,6908,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1793397,2896,666788,3855,18776,2595,14430,2400,12897,2268,1533,775,4346,1009,648012,4580,479427,8048,439406,8603,40021,3371,168585,7478,744904,3554,47416,3818,38364,3423,37207,3393,1157,564,9052,1785,697488,4929,530061,6823,507276,7268,22785,2899,167427,6342,381705,2381,37631,2525,20148,1885,19312,1950,836,523,17483,1910,344074,3231,198168,4599,193182,4399,4986,996,145906,4722,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,24846499,7168,9714585,7482,161689,7812,129893,6956,121485,7054,8408,1749,31796,3812,9552896,10154,7178219,28537,6599801,32979,578418,14667,2374677,25885,10368599,5975,339692,9731,286473,9096,273726,8568,12747,1969,53219,3908,10028907,10298,8075913,23213,7710848,24856,365065,9457,1952994,21328,4763315,3687,258882,7223,161784,5536,152929,5348,8855,1506,97098,4392,4504433,7781,2952830,18709,2824854,19471,127976,6515,1551603,16891,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3536360,3891,1364628,4287,40898,3908,32737,3727,30332,3497,2405,835,8161,1620,1323730,5263,1071251,8835,1013683,8789,57568,4126,252479,7941,1467523,3773,101976,5487,88995,5161,86381,5091,2614,929,12981,1775,1365547,7050,1146235,10794,1107889,10997,38346,3365,219312,7804,704209,2092,67494,3580,45699,3065,44075,2952,1624,572,21795,2196,636715,4013,438306,6918,424778,6746,13528,1595,198409,5678,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2235897,2143,789748,2474,12933,2207,10941,1995,10529,1971,412,387,1992,953,776815,2929,597081,6510,544203,7132,52878,3854,179734,5394,934477,2231,28966,2520,25595,2469,24705,2488,890,454,3371,857,905511,3120,766000,7136,726949,7721,39051,4064,139511,6234,511672,1423,22769,2240,16707,1950,16129,1955,578,320,6062,1228,488903,2634,350817,5446,336387,5684,14430,1902,138086,5249,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,581329,1354,212996,1776,4721,1322,4060,1157,3889,1122,171,208,661,530,208275,2009,150118,4044,139049,4338,11069,2242,58157,3544,234413,1954,15157,2095,13757,2053,13172,1997,585,410,1400,604,219256,2369,173034,3386,166771,3603,6263,1282,46222,2808,133920,841,10993,1708,7399,1507,6979,1457,420,298,3594,881,122927,1906,76034,2932,72605,2724,3429,958,46893,3115,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,481978,711,235113,369,3726,1172,3651,1161,3083,1044,568,675,75,107,231387,1218,183016,3532,172201,3432,10815,1651,48371,3371,177002,613,7300,1541,6302,1407,5692,1298,610,418,998,609,169702,1635,143862,2608,133847,3092,10015,1897,25840,2660,69863,6,4571,1222,2558,915,2437,880,121,143,2013,734,65292,1221,41254,2464,38329,2400,2925,942,24038,2276,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,12515890,6442,4433386,7778,103008,6955,83087,5733,77627,5580,5460,1673,19921,3149,4330378,10302,3250246,19412,3000074,19729,250172,10461,1080132,18841,5282709,7980,305658,8735,253064,8291,240967,8234,12097,2508,52594,3957,4977051,11550,3997686,20260,3827949,21917,169737,7506,979365,17525,2799795,5333,252125,8074,153723,7138,146767,6765,6956,1518,98402,5354,2547670,8853,1583226,16847,1517576,17497,65650,4410,964444,15527,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
