GEO_ID,B23006_001E,B23006_001M,B23006_002E,B23006_002M,B23006_003E,B23006_003M,B23006_004E,B23006_004M,B23006_005E,B23006_005M,B23006_006E,B23006_006M,B23006_007E,B23006_007M,B23006_008E,B23006_008M,B23006_009E,B23006_009M,B23006_010E,B23006_010M,B23006_011E,B23006_011M,B23006_012E,B23006_012M,B23006_013E,B23006_013M,B23006_014E,B23006_014M,B23006_015E,B23006_015M,B23006_016E,B23006_016M,B23006_017E,B23006_017M,B23006_018E,B23006_018M,B23006_019E,B23006_019M,B23006_020E,B23006_020M,B23006_021E,B23006_021M,B23006_022E,B23006_022M,B23006_023E,B23006_023M,B23006_024E,B23006_024M,B23006_025E,B23006_025M,B23006_026E,B23006_026M,B23006_027E,B23006_027M,B23006_028E,B23006_028M,B23006_029E,B23006_029M,NAME,B23006_001MA,B23006_001EA,B23006_002MA,B23006_002EA,B23006_003EA,B23006_003MA,B23006_004EA,B23006_004MA,B23006_005MA,B23006_005EA,B23006_006MA,B23006_006EA,B23006_007MA,B23006_007EA,B23006_008EA,B23006_008MA,B23006_009EA,B23006_009MA,B23006_010MA,B23006_010EA,B23006_011MA,B23006_011EA,B23006_012MA,B23006_012EA,B23006_013EA,B23006_013MA,B23006_014EA,B23006_014MA,B23006_015MA,B23006_015EA,B23006_016MA,B23006_016EA,B23006_017MA,B23006_017EA,B23006_018EA,B23006_018MA,B23006_019EA,B23006_019MA,B23006_020MA,B23006_020EA,B23006_021MA,B23006_021EA,B23006_022MA,B23006_022EA,B23006_023EA,B23006_023MA,B23006_024EA,B23006_024MA,B23006_025MA,B23006_025EA,B23006_026MA,B23006_026EA,B23006_027MA,B23006_027EA,B23006_028EA,B23006_028MA,B23006_029EA,B23006_029MA,state
0400000US01,2506391,6135,295017,8839,143054,6979,0,200,143054,6979,125178,6727,17876,2645,151963,7331,756553,13338,485182,12757,1299,688,483883,12779,455214,12653,28669,2862,271371,8531,787593,12168,582528,11904,4420,1092,578108,11797,552364,10870,25744,2939,205065,7200,667228,11029,555851,10477,4836,1129,551015,10337,539223,10373,11792,1967,111377,5162,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,398520,2503,29760,2661,17182,2291,67,111,17115,2290,14218,2187,2897,703,12578,1775,112788,4901,83516,4179,1233,650,82283,4251,74177,4141,8106,1308,29272,2624,142661,4444,113673,4191,4667,1229,109006,4318,102121,4191,6885,1278,28988,2611,113311,5311,97020,4794,3065,891,93955,4804,92095,4930,1860,882,16291,2081,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3510512,2912,458638,12023,274406,8755,50,83,274356,8760,254823,8267,19533,2513,184232,6732,823793,13425,577032,12886,1283,586,575749,12874,537981,12425,37768,3506,246761,7242,1198014,16173,918842,14261,7792,1852,911050,14176,867742,13314,43308,3824,279172,8684,1030067,16320,865798,14646,3349,711,862449,14483,840714,14429,21735,2398,164269,5987,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1511374,5078,179314,7432,97509,5640,0,201,97509,5640,90247,4984,7262,1730,81805,4885,504429,10405,337788,9570,313,248,337475,9596,321005,9258,16470,2484,166641,6872,458668,8410,345555,8417,2799,1160,342756,8459,327693,8527,15063,2062,113113,5555,368963,9579,312107,8623,1285,561,310822,8610,303035,8349,7787,1570,56856,4292,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,21174456,6667,3348498,31326,2164080,26566,0,210,2164080,26566,2011337,24092,152743,7346,1184418,20183,4412959,33841,3243187,33619,10155,1977,3233032,33584,3033501,33606,199531,7883,1169772,17979,6161241,40096,4813052,38039,32914,3509,4780138,37472,4548304,36381,231834,7515,1348189,18715,7251758,43328,6218072,40303,26012,2651,6192060,40387,5975915,38168,216145,6768,1033686,19773,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3048369,3983,249874,9424,163842,7243,46,70,163796,7254,156301,7046,7495,1457,86032,5075,630201,12277,472970,11700,1970,801,471000,11807,448400,11738,22600,2636,157231,6607,891392,13379,719006,12962,10159,1949,708847,13402,681416,12525,27431,3063,172386,7201,1276902,12596,1107607,11811,9703,1964,1097904,11641,1070831,11386,27073,2208,169295,6195,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1892760,2176,156123,7216,95797,5979,0,207,95797,5979,85933,5632,9864,1714,60326,4373,488667,13087,375047,11293,600,363,374447,11315,345452,11002,28995,2752,113620,6271,479439,11680,396468,10390,3205,897,393263,10482,371816,10186,21447,2887,82971,5339,768531,11845,673406,11001,1313,514,672093,10971,653469,10815,18624,2352,95125,4509,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,500469,1626,43875,4065,24765,3256,0,198,24765,3256,22592,3074,2173,815,19110,2378,157889,6736,101940,5655,137,176,101803,5686,95487,5782,6316,1465,55949,3546,136733,5250,110499,4647,1474,781,109025,4560,104250,4587,4775,1269,26234,3271,161972,5904,139286,5401,740,425,138546,5413,134761,5053,3785,1020,22686,2191,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,410622,337,33494,3695,21128,3036,0,208,21128,3036,18569,2895,2559,1045,12366,2042,66889,4477,42550,4172,0,208,42550,4172,36635,3809,5915,1211,24339,2637,63381,4462,48688,3942,413,217,48275,3947,43940,3719,4335,968,14693,2528,246858,5204,229726,5205,1979,630,227747,5188,220077,4930,7670,2027,17132,2378,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,10804945,9638,1143719,23194,685769,17343,18,37,685751,17348,630130,16673,55621,4056,457950,14579,3042602,30224,2179919,28015,4374,974,2175545,27935,2051661,28292,123884,8034,862683,17615,3366774,27438,2625861,24494,15963,1971,2609898,24646,2490137,24956,119761,7076,740913,15718,3251850,29662,2705974,26859,13611,1886,2692363,26728,2609212,26600,83151,5336,545876,14569,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
