GEO_ID,B25115_001E,B25115_001M,B25115_002E,B25115_002M,B25115_003E,B25115_003M,B25115_004E,B25115_004M,B25115_005E,B25115_005M,B25115_006E,B25115_006M,B25115_007E,B25115_007M,B25115_008E,B25115_008M,B25115_009E,B25115_009M,B25115_010E,B25115_010M,B25115_011E,B25115_011M,B25115_012E,B25115_012M,B25115_013E,B25115_013M,B25115_014E,B25115_014M,B25115_015E,B25115_015M,B25115_016E,B25115_016M,B25115_017E,B25115_017M,B25115_018E,B25115_018M,B25115_019E,B25115_019M,B25115_020E,B25115_020M,B25115_021E,B25115_021M,B25115_022E,B25115_022M,B25115_023E,B25115_023M,B25115_024E,B25115_024M,B25115_025E,B25115_025M,B25115_026E,B25115_026M,B25115_027E,B25115_027M,NAME,B25115_001MA,B25115_001EA,B25115_002EA,B25115_002MA,B25115_003EA,B25115_003MA,B25115_004EA,B25115_004MA,B25115_005MA,B25115_005EA,B25115_006MA,B25115_006EA,B25115_007MA,B25115_007EA,B25115_008EA,B25115_008MA,B25115_009MA,B25115_009EA,B25115_010MA,B25115_010EA,B25115_011EA,B25115_011MA,B25115_012MA,B25115_012EA,B25115_013EA,B25115_013MA,B25115_014MA,B25115_014EA,B25115_015MA,B25115_015EA,B25115_016EA,B25115_016MA,B25115_017MA,B25115_017EA,B25115_018MA,B25115_018EA,B25115_019MA,B25115_019EA,B25115_020MA,B25115_020EA,B25115_021MA,B25115_021EA,B25115_022MA,B25115_022EA,B25115_023MA,B25115_023EA,B25115_024EA,B25115_024MA,B25115_025MA,B25115_025EA,B25115_026MA,B25115_026EA,B25115_027MA,B25115_027EA,state
0400000US01,1841665,12421,1253199,12678,899486,12062,721439,11461,227563,7136,493876,8593,178047,6831,46902,3333,16820,2207,30082,2840,131145,6367,47423,4380,83722,4832,353713,8481,588466,10414,304203,8265,135535,6138,67862,5399,67673,4066,168668,6328,30654,2916,14713,2112,15941,2470,138014,5140,95956,4597,42058,3396,284263,8552,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250741,3074,159344,3559,117230,3386,93968,3365,37727,2458,56241,2890,23262,1957,8823,1292,3829,723,4994,1028,14439,1635,7069,1329,7370,1062,42114,3077,91397,3639,50171,2887,29857,2579,17696,2203,12161,1461,20314,2059,6179,1257,4321,1170,1858,646,14135,1746,9530,1400,4605,1330,41226,3121,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2552972,11005,1652321,12356,1175609,11567,957596,11187,303890,7926,653706,10010,218013,6796,73013,4874,27690,3030,45323,4147,145000,5357,50775,3459,94225,4375,476712,9966,900651,12842,476716,10222,248922,8306,131065,6580,117857,5470,227794,7889,65061,4904,37084,3809,27977,2741,162733,6417,112152,4969,50581,3522,423935,10628,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1153082,8560,752399,11287,542193,11020,448885,9321,148462,6466,300423,6610,93308,5356,30948,2783,13154,1989,17794,2058,62360,4270,22571,2721,39789,3149,210206,7184,400683,9039,212506,7741,103967,5878,55137,4420,48830,3096,108539,5886,22853,2528,13925,2319,8928,1654,85686,5023,58801,4416,26885,2994,188177,6483,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13005097,17539,7125090,26839,5396408,24682,4365808,25348,1626660,17066,2739148,19272,1030600,14716,344722,8913,114935,5346,229787,7454,685878,11893,194596,5671,491282,10986,1728682,17648,5880007,28546,3514209,27568,2081157,21484,1116754,16994,964403,14597,1433052,19663,428490,12912,219919,7359,208571,9174,1004562,14172,606967,12491,397595,10747,2365798,21113,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2139207,8774,1394824,10847,1013857,10020,857086,10946,321507,8232,535579,8078,156771,5216,55271,3921,26801,2618,28470,2893,101500,3994,40195,2756,61305,3089,380967,7642,744383,11664,352950,8487,205228,6542,107243,4733,97985,5148,147722,6111,45270,3516,25246,2567,20024,3073,102452,5121,67768,4779,34684,3202,391433,9342,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1356762,6513,898234,7622,655851,7198,542799,7939,196863,5700,345936,6592,113052,5498,36183,3084,14130,2168,22053,2631,76869,4414,26603,3047,50266,3409,242383,6706,458528,7656,221442,6882,106762,4787,51461,3104,55301,4265,114680,5523,25134,2878,13859,2372,11275,1940,89546,5483,58167,4137,31379,3847,237086,7299,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,357937,4266,253948,5292,183174,5488,151498,5072,46027,3074,105471,3904,31676,2618,8519,1494,3304,980,5215,1030,23157,2196,8247,1549,14910,1708,70774,4217,103989,4386,52621,3977,25449,2386,12032,1734,13417,1918,27172,3154,7997,1499,4693,1173,3304,1076,19175,2800,13481,2304,5694,1252,51368,3239,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281475,3302,118805,3235,64557,3058,45702,2966,17763,1717,27939,2295,18855,2037,4011,1022,1442,591,2569,778,14844,1760,4132,939,10712,1544,54248,2690,162670,3861,54800,3379,24874,2200,9237,1310,15637,1843,29926,2399,5980,1131,2437,671,3543,1076,23946,2298,13087,1594,10859,1689,107870,3992,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7689964,22835,5010187,26720,3453537,24582,2782848,24491,777938,15756,2004910,19545,670689,15398,198510,8708,75993,5453,122517,6547,472179,11669,144170,7338,328009,9605,1556650,20918,2679777,21534,1489969,19469,805447,15039,385853,11186,419594,12202,684522,14872,179118,7240,91875,5742,87243,6553,505404,12270,325489,10241,179915,6541,1189808,15595,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
