GEO_ID,B18105_001E,B18105_001M,B18105_002E,B18105_002M,B18105_003E,B18105_003M,B18105_004E,B18105_004M,B18105_005E,B18105_005M,B18105_006E,B18105_006M,B18105_007E,B18105_007M,B18105_008E,B18105_008M,B18105_009E,B18105_009M,B18105_010E,B18105_010M,B18105_011E,B18105_011M,B18105_012E,B18105_012M,B18105_013E,B18105_013M,B18105_014E,B18105_014M,B18105_015E,B18105_015M,B18105_016E,B18105_016M,B18105_017E,B18105_017M,B18105_018E,B18105_018M,B18105_019E,B18105_019M,B18105_020E,B18105_020M,B18105_021E,B18105_021M,B18105_022E,B18105_022M,B18105_023E,B18105_023M,B18105_024E,B18105_024M,B18105_025E,B18105_025M,B18105_026E,B18105_026M,B18105_027E,B18105_027M,B18105_028E,B18105_028M,B18105_029E,B18105_029M,B18105_030E,B18105_030M,B18105_031E,B18105_031M,B18105_032E,B18105_032M,B18105_033E,B18105_033M,NAME,B18105_001EA,B18105_001MA,B18105_002EA,B18105_002MA,B18105_003EA,B18105_003MA,B18105_004MA,B18105_004EA,B18105_005MA,B18105_005EA,B18105_006MA,B18105_006EA,B18105_007MA,B18105_007EA,B18105_008EA,B18105_008MA,B18105_009MA,B18105_009EA,B18105_010MA,B18105_010EA,B18105_011MA,B18105_011EA,B18105_012MA,B18105_012EA,B18105_013EA,B18105_013MA,B18105_014EA,B18105_014MA,B18105_015MA,B18105_015EA,B18105_016MA,B18105_016EA,B18105_017MA,B18105_017EA,B18105_018MA,B18105_018EA,B18105_019EA,B18105_019MA,B18105_020MA,B18105_020EA,B18105_021MA,B18105_021EA,B18105_022MA,B18105_022EA,B18105_023MA,B18105_023EA,B18105_024EA,B18105_024MA,B18105_025EA,B18105_025MA,B18105_026EA,B18105_026MA,B18105_027EA,B18105_027MA,B18105_028MA,B18105_028EA,B18105_029MA,B18105_029EA,B18105_030EA,B18105_030MA,B18105_031MA,B18105_031EA,B18105_032EA,B18105_032MA,B18105_033MA,B18105_033EA,state
0400000US01,4504615,3339,2153447,5213,411444,4217,3420,976,408024,4629,520215,3663,14480,2071,505735,4204,880682,3743,94811,5227,785871,6281,218704,2414,44660,2829,174044,2838,122402,1564,38471,2650,83931,2805,2351168,4762,392104,3455,2013,619,390091,3460,551807,4093,11415,2152,540392,4357,965447,4483,109708,5448,855739,6945,256376,2450,59063,3180,197313,3637,185434,2029,78111,2961,107323,3136,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,663261,2517,340050,2781,67704,1506,195,126,67509,1510,90812,2297,1618,741,89194,2409,140572,1986,8813,1613,131759,2536,29319,854,2987,768,26332,1135,11643,556,3850,683,7793,727,323211,2016,64201,1491,335,380,63866,1573,84410,1463,1508,805,82902,1532,134050,1486,11122,1753,122928,2341,27107,802,5360,893,21747,1155,13443,590,5055,767,8388,850,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6473181,2493,3175188,4063,607971,2408,2996,814,604975,2607,801629,3267,12786,2611,788843,3723,1217760,3046,81215,4366,1136545,5544,325812,1317,42578,3073,283234,3345,222016,1374,55968,3120,166048,3294,3297993,3251,587180,2122,2772,1143,584408,2308,776961,2401,10189,1938,766772,3220,1292658,2213,99297,5405,1193361,5560,370320,1497,56767,3946,313553,4197,270874,1364,89212,4017,181662,4150,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2762693,3073,1345493,4779,267738,3343,1636,701,266102,3375,328497,3191,7175,1662,321322,3467,533566,3046,58889,3530,474677,4385,134649,2156,25763,2061,108886,2675,81043,1222,25757,2026,55286,2249,1417200,4084,252140,3183,2041,806,250099,3149,326258,3131,6672,1668,319586,3504,574175,3255,73770,4838,500405,5025,153140,1870,35229,2750,117911,2926,111487,1662,45427,2458,66060,2547,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36586733,6047,18008850,7147,3361317,3959,21748,2888,3339569,5238,4873764,6552,57626,4644,4816138,8358,7369434,5871,359152,10406,7010282,12423,1468783,2641,185702,6417,1283081,7070,935552,2759,258901,8238,676651,7982,18577883,5994,3221186,3661,16156,2451,3205030,4029,4732202,3883,55706,4721,4676496,6381,7618752,4575,432769,11631,7185983,12559,1699022,3522,274484,7319,1424538,7685,1306721,3392,482706,7901,824015,7754,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5181477,3851,2578050,4723,475506,2746,2778,796,472728,2934,686806,3519,7649,1520,679157,3750,1067828,3179,50699,3969,1017129,4467,227526,1732,26535,1927,200991,2563,120384,1522,28276,2252,92108,2093,2603427,3157,451979,1973,2785,931,449194,2018,660085,2798,9143,1824,650942,2834,1080502,2392,63144,3561,1017358,4319,249596,1977,33957,2490,215639,3054,161265,1927,52849,2578,108416,2764,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3354328,1821,1622519,2993,284690,1612,1613,581,283077,1650,392743,2384,4844,1524,387899,2655,692210,2364,31004,2783,661206,3606,156934,1003,16184,1607,140750,1886,95942,1109,23535,2087,72407,2305,1731809,2274,274045,1267,1394,497,272651,1391,388799,1681,4122,1132,384677,2007,742355,1820,40802,3773,701553,3912,179212,1333,24023,2198,155189,2406,147398,1444,45167,2724,102231,2870,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,892352,1038,426390,1419,75704,950,262,283,75442,996,102435,1419,911,734,101524,1545,172625,1520,9157,1526,163468,2064,47492,714,4699,889,42793,1105,28134,688,5929,1037,22205,1145,465962,1206,73297,940,557,426,72740,973,107213,1070,1248,539,105965,1133,191947,1212,14091,1714,177856,2075,55971,477,6811,1234,49160,1223,37534,650,12440,1401,25094,1463,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,638743,609,298140,867,39874,488,134,158,39740,510,106974,777,1181,700,105793,903,118653,816,9002,1544,109651,1810,19989,540,3671,954,16318,1036,12650,484,3388,902,9262,936,340603,772,39433,646,534,536,38899,840,126518,291,1694,837,124824,863,125807,493,12683,1932,113124,2022,27099,384,7006,1042,20093,1138,21746,523,8575,1010,13171,1005,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19549382,5370,9450144,6973,1557335,4728,12011,2233,1545324,5284,2175658,6071,34090,4798,2141568,7573,3844548,6580,263845,8656,3580703,10752,1072077,3869,141399,6060,930678,5997,800526,3282,198225,7657,602301,7648,10099238,6648,1504557,4753,9448,1652,1495109,4874,2181121,4995,25811,3548,2155310,5777,4139420,5790,304756,10430,3834664,12038,1254343,3374,178663,6175,1075680,6228,1019797,3470,343021,8409,676776,8440,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
