GEO_ID,C07401_001E,C07401_001M,C07401_002E,C07401_002M,C07401_003E,C07401_003M,C07401_004E,C07401_004M,C07401_005E,C07401_005M,C07401_006E,C07401_006M,C07401_007E,C07401_007M,C07401_008E,C07401_008M,C07401_009E,C07401_009M,C07401_010E,C07401_010M,C07401_011E,C07401_011M,C07401_012E,C07401_012M,C07401_013E,C07401_013M,C07401_014E,C07401_014M,C07401_015E,C07401_015M,C07401_016E,C07401_016M,C07401_017E,C07401_017M,C07401_018E,C07401_018M,C07401_019E,C07401_019M,C07401_020E,C07401_020M,C07401_021E,C07401_021M,C07401_022E,C07401_022M,C07401_023E,C07401_023M,C07401_024E,C07401_024M,C07401_025E,C07401_025M,C07401_026E,C07401_026M,C07401_027E,C07401_027M,C07401_028E,C07401_028M,C07401_029E,C07401_029M,C07401_030E,C07401_030M,C07401_031E,C07401_031M,C07401_032E,C07401_032M,C07401_033E,C07401_033M,C07401_034E,C07401_034M,C07401_035E,C07401_035M,C07401_036E,C07401_036M,C07401_037E,C07401_037M,C07401_038E,C07401_038M,C07401_039E,C07401_039M,C07401_040E,C07401_040M,C07401_041E,C07401_041M,C07401_042E,C07401_042M,C07401_043E,C07401_043M,C07401_044E,C07401_044M,C07401_045E,C07401_045M,C07401_046E,C07401_046M,C07401_047E,C07401_047M,C07401_048E,C07401_048M,C07401_049E,C07401_049M,C07401_050E,C07401_050M,NAME,C07401_001EA,C07401_001MA,C07401_002EA,C07401_002MA,C07401_003EA,C07401_003MA,C07401_004MA,C07401_004EA,C07401_005MA,C07401_005EA,C07401_006MA,C07401_006EA,C07401_007EA,C07401_007MA,C07401_008EA,C07401_008MA,C07401_009MA,C07401_009EA,C07401_010MA,C07401_010EA,C07401_011MA,C07401_011EA,C07401_012EA,C07401_012MA,C07401_013EA,C07401_013MA,C07401_014MA,C07401_014EA,C07401_015MA,C07401_015EA,C07401_016MA,C07401_016EA,C07401_017EA,C07401_017MA,C07401_018EA,C07401_018MA,C07401_019MA,C07401_019EA,C07401_020MA,C07401_020EA,C07401_021MA,C07401_021EA,C07401_022EA,C07401_022MA,C07401_023EA,C07401_023MA,C07401_024EA,C07401_024MA,C07401_025EA,C07401_025MA,C07401_026MA,C07401_026EA,C07401_027EA,C07401_027MA,C07401_028EA,C07401_028MA,C07401_029EA,C07401_029MA,C07401_030EA,C07401_030MA,C07401_031MA,C07401_031EA,C07401_032EA,C07401_032MA,C07401_033EA,C07401_033MA,C07401_034EA,C07401_034MA,C07401_035EA,C07401_035MA,C07401_036EA,C07401_036MA,C07401_037EA,C07401_037MA,C07401_038EA,C07401_038MA,C07401_039EA,C07401_039MA,C07401_040EA,C07401_040MA,C07401_041EA,C07401_041MA,C07401_042MA,C07401_042EA,C07401_043MA,C07401_043EA,C07401_044MA,C07401_044EA,C07401_045EA,C07401_045MA,C07401_046EA,C07401_046MA,C07401_047EA,C07401_047MA,C07401_048MA,C07401_048EA,C07401_049MA,C07401_049EA,C07401_050MA,C07401_050EA,state
0400000US13,10218305,22113,519158,8293,1846502,9184,1009457,9894,1397439,11679,1373428,8024,1408863,8144,1263802,5661,871096,5905,528560,4943,8760762,36118,425301,8544,1617223,14447,739094,11950,1066636,11941,1174422,10914,1261441,9629,1166535,7550,815965,6533,494145,4951,723011,21638,48502,4611,130168,9860,110932,7274,164387,7999,102754,7408,76044,5343,46948,4796,25857,3137,17419,2372,479576,17845,31221,4541,63206,6979,107604,6654,109698,7099,63551,4861,49156,4074,30402,3673,14350,1667,10388,1887,254956,13533,14134,2014,35905,4134,51827,4312,56718,4909,32701,3795,22222,3552,19917,2610,14924,2529,6608,1571,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1413620,9025,73166,2061,219469,3085,124034,3391,207452,4264,179021,3022,172589,2347,181179,1791,146670,1553,110040,1203,1231340,10978,60345,2401,189413,3659,99482,2454,164044,3950,152349,3725,156446,2417,167639,2208,138164,1641,103458,1648,108377,9733,7783,2059,19266,3504,11459,1676,23698,2688,17852,2845,10933,1511,8790,1579,4336,1216,4260,1145,7306,1638,330,304,462,338,865,495,2193,864,1478,667,548,487,854,518,504,339,72,91,66597,6850,4708,1157,10328,2602,12228,1897,17517,2821,7342,1485,4662,1371,3896,956,3666,1181,2250,750,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1672608,9376,91328,2885,320284,3911,161595,4424,220506,4520,211001,4108,196283,3321,211016,2254,158520,2458,102075,1532,1405344,15502,70790,3870,275657,5437,102111,4035,160452,5652,180870,4783,176463,3384,195398,2838,148729,2380,94874,1807,156668,13499,12874,2957,29949,4423,28499,3314,36687,4560,18779,2642,12088,2125,8640,2008,4804,1192,4348,889,53642,6238,3793,1312,8113,2281,16198,2810,10642,1971,5709,1540,3590,1136,2920,883,1736,763,941,473,56954,5555,3871,1094,6565,1439,14787,2152,12725,2290,5643,1496,4142,1098,4058,1161,3251,971,1912,791,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12732252,16919,631224,6691,2131845,6828,1227418,7221,1765524,9285,1657506,6977,1686870,5149,1676952,4250,1130206,4688,824707,2659,11026895,37393,515559,7125,1891736,12382,900413,9647,1360131,13670,1427238,11401,1541055,8047,1559487,6774,1064277,4984,766999,3669,1031520,27905,75725,5131,162222,8953,162564,6689,248574,11441,138911,8337,93857,5626,69417,5026,40651,3339,39599,3166,334402,16902,21284,2984,38531,5113,80000,4823,81015,5400,46442,5119,24379,2935,23561,2619,9082,1444,10108,1620,339435,14683,18656,3540,39356,4897,84441,4757,75804,5993,44915,4536,27579,3260,24487,2665,16196,2299,8001,1402,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6557752,13562,341083,5177,1151821,5354,645636,7190,862921,5905,815095,5703,851487,5295,865508,3417,601115,4102,423086,2491,5633171,21965,276684,5511,1004667,9212,442010,7853,668291,7379,699290,7109,775268,6513,806711,4792,565613,3992,394637,2882,546402,17976,42124,3620,100102,7718,107824,5682,110394,5878,69210,4556,47954,3895,32917,2657,19751,2354,16126,1818,246085,11325,16549,2729,30212,3848,63421,4235,54691,3984,31639,3371,18039,2311,16313,2173,7350,1285,7871,1429,132094,8302,5726,1193,16840,3444,32381,3376,29545,2824,14956,2206,10226,1618,9567,1663,8401,2323,4452,1152,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3096929,9758,159344,4070,532394,4342,313081,4191,391126,5613,374123,4710,382127,3741,417881,2606,291553,1913,235300,1720,2654666,12669,131020,3246,468780,5967,196498,5821,295856,6079,325522,5689,349810,4330,390563,2978,277622,2229,218995,2025,251167,11089,16544,1916,38584,3837,61974,4578,51909,3933,28423,2726,18898,2443,16554,2070,8124,1375,10157,1333,111738,6644,6559,1257,12769,1962,38045,3547,24051,3376,10081,1610,8651,1770,6335,1113,2689,657,2558,753,79358,7701,5221,2019,12261,2871,16564,1868,19310,2677,10097,2218,4768,1127,4429,1300,3118,941,3590,1283,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2878948,11749,157294,3550,519226,4991,296854,5199,383146,5841,356567,4660,342719,3666,377563,3344,253889,2529,191690,1884,2413141,16713,126921,3378,449095,6027,182733,6022,284789,5939,302544,5164,306283,3911,345798,3504,239093,2869,175885,2603,260147,13342,16672,2468,42989,4471,59710,5666,52342,4011,30323,3435,22591,2335,16810,1931,9036,1576,9674,1321,106000,7217,6840,1499,13835,2046,32068,3744,22088,3036,10276,1856,7667,1136,6708,1132,3003,814,3515,932,99660,7863,6861,1562,13307,2580,22343,2966,23927,2929,13424,2108,6178,1366,8247,2205,2757,918,2616,864,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4384311,11383,225352,3978,734129,5169,416196,5284,568825,7154,552644,4697,582656,4446,594225,3413,424838,2352,285446,2205,3721100,18613,178163,4661,630055,6901,284411,6188,420999,7472,471105,6170,521566,5644,547542,4772,400672,3033,266587,2863,390671,14096,29718,3064,68950,5110,68792,4465,85511,5211,48802,4078,34725,3211,28193,3270,14470,2041,11510,1852,173050,9113,10688,1951,22941,3170,42036,3373,37520,3777,20952,2419,16685,2157,12112,1948,5662,1393,4454,894,99490,8060,6783,1606,12183,1959,20957,3103,24795,3488,11785,2026,9680,1890,6378,1450,4034,1242,2895,865,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4646562,12856,252110,6109,808973,4841,454310,5231,661405,8315,591274,6432,579184,5847,603822,3449,420564,3769,274920,3161,4030674,23379,206173,6119,701275,8642,345873,8461,517918,8993,509682,7590,524664,6499,563842,4826,399728,3811,261519,3489,349374,16701,27606,4223,69434,7112,52929,4605,77255,5833,47644,4819,30185,3601,22934,3262,12617,1970,8770,1301,164302,12115,12874,2714,23687,3543,36738,4366,39353,4202,20394,2641,13436,1895,9335,1917,5403,1123,3082,819,102212,8836,5457,1555,14577,3180,18770,2516,26879,3740,13554,2529,10899,1882,7711,1516,2816,902,1549,629,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1311747,5731,51009,2108,190292,1875,109576,2208,153760,2494,150054,2149,182503,2095,209011,1613,158803,1567,106739,1199,1140136,8998,42724,1922,167935,2782,74573,3267,116493,3169,131435,2740,166196,2489,193292,2451,148823,1897,98665,1749,99353,6301,4833,965,15026,2103,17008,2406,22279,2867,11421,2157,9606,1363,9042,1757,4948,1248,5190,1222,44833,4627,2240,658,4467,972,9643,1944,10850,1588,4143,1231,4755,1023,4064,1130,2764,867,1907,683,27425,3471,1212,984,2864,1050,8352,1469,4138,1206,3055,1017,1946,749,2613,599,2268,790,977,613,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5958135,13212,292164,3712,973114,5099,542669,5811,824171,6752,764571,5732,843481,5782,814109,3170,535479,2433,368377,2975,5168350,22507,243396,5209,849773,8693,420761,6745,629040,8718,656125,7438,762204,5222,756915,3820,505393,3064,344743,3080,440573,18974,30521,3567,83725,6692,50913,4534,104322,6476,62175,5254,49141,4352,32327,3020,14782,2013,12667,1774,165312,10738,10687,2230,20336,3366,28897,3403,47700,4077,22889,3375,14202,1939,9926,1665,5619,1272,5056,1045,183900,9130,7560,1395,19280,2685,42098,3445,43109,3549,23382,3655,17934,2736,14941,2221,9685,1546,5911,1301,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
