GEO_ID,C07401_001E,C07401_001M,C07401_002E,C07401_002M,C07401_003E,C07401_003M,C07401_004E,C07401_004M,C07401_005E,C07401_005M,C07401_006E,C07401_006M,C07401_007E,C07401_007M,C07401_008E,C07401_008M,C07401_009E,C07401_009M,C07401_010E,C07401_010M,C07401_011E,C07401_011M,C07401_012E,C07401_012M,C07401_013E,C07401_013M,C07401_014E,C07401_014M,C07401_015E,C07401_015M,C07401_016E,C07401_016M,C07401_017E,C07401_017M,C07401_018E,C07401_018M,C07401_019E,C07401_019M,C07401_020E,C07401_020M,C07401_021E,C07401_021M,C07401_022E,C07401_022M,C07401_023E,C07401_023M,C07401_024E,C07401_024M,C07401_025E,C07401_025M,C07401_026E,C07401_026M,C07401_027E,C07401_027M,C07401_028E,C07401_028M,C07401_029E,C07401_029M,C07401_030E,C07401_030M,C07401_031E,C07401_031M,C07401_032E,C07401_032M,C07401_033E,C07401_033M,C07401_034E,C07401_034M,C07401_035E,C07401_035M,C07401_036E,C07401_036M,C07401_037E,C07401_037M,C07401_038E,C07401_038M,C07401_039E,C07401_039M,C07401_040E,C07401_040M,C07401_041E,C07401_041M,C07401_042E,C07401_042M,C07401_043E,C07401_043M,C07401_044E,C07401_044M,C07401_045E,C07401_045M,C07401_046E,C07401_046M,C07401_047E,C07401_047M,C07401_048E,C07401_048M,C07401_049E,C07401_049M,C07401_050E,C07401_050M,NAME,C07401_001EA,C07401_001MA,C07401_002EA,C07401_002MA,C07401_003EA,C07401_003MA,C07401_004MA,C07401_004EA,C07401_005MA,C07401_005EA,C07401_006MA,C07401_006EA,C07401_007EA,C07401_007MA,C07401_008EA,C07401_008MA,C07401_009MA,C07401_009EA,C07401_010MA,C07401_010EA,C07401_011MA,C07401_011EA,C07401_012EA,C07401_012MA,C07401_013EA,C07401_013MA,C07401_014MA,C07401_014EA,C07401_015MA,C07401_015EA,C07401_016MA,C07401_016EA,C07401_017EA,C07401_017MA,C07401_018EA,C07401_018MA,C07401_019MA,C07401_019EA,C07401_020MA,C07401_020EA,C07401_021MA,C07401_021EA,C07401_022EA,C07401_022MA,C07401_023EA,C07401_023MA,C07401_024EA,C07401_024MA,C07401_025EA,C07401_025MA,C07401_026MA,C07401_026EA,C07401_027EA,C07401_027MA,C07401_028EA,C07401_028MA,C07401_029EA,C07401_029MA,C07401_030EA,C07401_030MA,C07401_031MA,C07401_031EA,C07401_032EA,C07401_032MA,C07401_033EA,C07401_033MA,C07401_034EA,C07401_034MA,C07401_035EA,C07401_035MA,C07401_036EA,C07401_036MA,C07401_037EA,C07401_037MA,C07401_038EA,C07401_038MA,C07401_039EA,C07401_039MA,C07401_040EA,C07401_040MA,C07401_041EA,C07401_041MA,C07401_042MA,C07401_042EA,C07401_043MA,C07401_043EA,C07401_044MA,C07401_044EA,C07401_045EA,C07401_045MA,C07401_046EA,C07401_046MA,C07401_047EA,C07401_047MA,C07401_048MA,C07401_048EA,C07401_049MA,C07401_049EA,C07401_050MA,C07401_050EA,state
0400000US01,4795339,12304,231330,4114,800434,5051,465835,6480,625802,8089,594225,5378,628220,5289,646538,3504,480876,3952,322079,2653,4158224,20321,188696,4323,693494,8156,345122,8813,490028,9438,509746,6888,568942,6577,602316,4803,457160,4142,302720,3131,387796,17237,30243,3204,74452,6357,62109,5346,79514,5670,50949,5146,35923,3614,28304,3419,14691,2124,11611,1959,147853,8260,7424,1476,19088,2897,37199,3703,32139,3209,19594,2620,13921,2254,8940,1977,4540,1010,5008,1615,101466,8690,4967,1388,13400,2342,21405,2788,24121,2976,13936,2840,9434,2016,6978,1564,4485,1574,2740,934,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,736944,7515,43673,1944,133364,2875,72987,3186,119483,3703,97305,2971,89555,2536,95744,1853,58386,1590,26447,1091,595804,9147,32365,2026,110800,3298,49100,2660,81680,3578,78697,3170,77910,2570,86511,1651,53779,1629,24962,918,81244,8051,6513,1398,14705,2918,12778,2096,22825,2979,11956,2425,6008,1406,3992,1005,1977,844,490,368,16924,2747,1797,843,2042,682,3336,1055,3836,1061,1500,445,2145,923,1236,626,685,406,347,308,42972,5364,2998,828,5817,1846,7773,1648,11142,1935,5152,1431,3492,1108,4005,1313,1945,815,648,357,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6791523,16060,347428,5275,1182081,6242,653826,5043,928105,6778,844548,6083,840585,5493,820160,5217,683139,4214,491651,3412,5717189,24333,271077,5800,1014617,9259,460001,8567,688805,9839,714798,7372,734457,6570,743599,6715,633408,5303,456427,3960,782513,20899,58492,4825,132125,8104,132377,7630,177470,8075,93368,5124,78176,4923,53380,4846,32664,3205,24461,3134,128607,9918,8716,2220,15130,3085,29315,3200,27973,3306,16198,2378,11101,1713,10276,1795,6486,1914,3412,1216,163214,11408,9143,1985,20209,3830,32133,2821,33857,3423,20184,2908,16851,2766,12905,2156,10581,1880,7351,1330,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949876,12055,149199,4063,516641,4304,281656,5268,383332,5875,367359,5332,374348,4770,378523,2806,291263,3131,207555,2274,2509717,16654,119747,4233,447993,6584,191766,6458,291152,6536,312038,6181,334416,4907,350268,3502,271021,3313,191316,2324,253819,13710,18960,2629,48242,6041,45871,4186,52956,4878,32442,4057,20667,2479,16382,2140,10018,1537,8281,1391,116490,8062,7302,1724,12121,2032,30235,3447,22511,2598,15268,2210,12392,2309,7454,1396,5014,1161,4193,911,69850,6892,3190,1078,8285,2011,13784,2326,16713,2542,7611,1697,6873,1856,4419,1065,5210,1607,3765,1431,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38905127,33782,2003831,12232,6569895,11466,3780786,12342,5934958,13641,5207689,11266,5147936,8702,4765048,7394,3193824,6333,2301160,4780,34009331,68358,1694094,14620,5887305,22351,2934498,17743,4711442,22636,4527091,17908,4682103,16637,4404072,12217,3010721,8882,2158005,7596,3153923,52596,210550,8944,496026,17235,469576,15671,790796,17440,449441,14910,316695,10611,220124,9763,106653,5962,94062,5701,1080847,29010,59173,5331,111552,9868,237056,8595,277757,10199,145973,8356,94426,6574,82643,6047,42076,3954,30191,3160,661026,18084,40014,4578,75012,7267,139656,6400,154963,7179,85184,5330,54712,4285,58209,4861,34374,3411,18902,2299,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5475207,19640,265134,4449,919290,6147,505281,7836,846401,8957,751471,6539,708614,5341,702986,3809,483015,3308,293015,2437,4546729,22932,212149,4633,794499,8180,326451,7664,601207,8855,625089,7653,629202,6701,638554,4991,451658,3151,267920,2849,456750,17287,29178,2837,72947,5587,83077,5975,114954,6298,64009,4814,39868,4186,28097,3199,11565,1589,13055,1950,277432,11203,13563,2279,29444,3824,57263,4250,81390,4959,36445,3443,23438,2955,20021,2625,9433,1542,6435,1332,194296,13350,10244,2069,22400,4010,38490,3460,48850,4885,25928,3461,16106,2433,16314,2243,10359,1745,5605,1175,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3547363,11779,148986,3526,556209,3368,357563,4054,439709,5516,418266,3211,511654,3309,514469,2214,339242,2101,261265,2031,3136666,16246,125233,3563,502299,5348,276798,5791,341250,5656,368166,4795,472565,4173,483162,3212,322867,2558,244326,2916,243216,12272,15859,2252,38549,4400,34789,3596,56308,4950,31838,3255,25244,2838,18506,2409,9838,1681,12285,2086,68510,6358,3137,1249,7288,1793,16758,2774,16173,2139,8908,1673,7993,1767,4067,978,2121,860,2065,937,98971,7408,4757,1506,8073,1866,29218,2861,25978,3275,9354,1778,5852,1505,8734,1923,4416,1044,2589,1234,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,945556,6876,45476,2193,149940,2176,80984,2860,131021,3446,111954,2983,124426,2068,130783,1641,102798,1240,68174,1219,830905,8792,37602,2417,132750,2727,59930,3305,106056,3560,96655,2833,113695,2658,122151,2107,98361,1336,63705,1264,68559,6552,5394,1489,10603,2312,11685,2623,14207,2171,9096,1566,6772,1478,5981,1761,2427,839,2394,726,10439,3028,573,479,2001,1149,1887,684,2561,1203,1070,1113,1060,629,433,386,516,287,338,373,35653,4776,1907,868,4586,1552,7482,1261,8197,1670,5133,1817,2899,1068,2218,778,1494,654,1737,625,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683256,7079,37180,1902,83510,2227,63830,2960,161963,4154,103964,2430,78242,1508,69974,1391,48662,1153,35931,773,554225,7670,31385,1943,72273,1877,40672,2840,114169,3607,86883,2161,68151,1505,63272,1428,43875,1161,33545,938,64013,6510,2819,1273,4663,1558,11147,2361,23392,2831,8658,1423,5237,1210,3754,1136,2922,980,1421,591,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,0,198,65018,5748,2976,933,6574,2041,12011,1728,24402,2912,8423,1794,4854,1384,2948,959,1865,744,965,441,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20404315,30465,903466,10387,3023544,10367,1738619,11311,2658060,14445,2488249,10940,2718708,10019,2738909,8214,2286406,9537,1848354,6744,17554348,46036,736096,12277,2611024,16012,1320400,15290,2048995,16211,2110116,15075,2403940,13942,2484164,11821,2128996,11092,1710617,7991,1746306,41479,109914,7434,282777,14221,218321,10605,363829,12205,231720,11327,203574,8820,158830,8997,91366,6459,85975,4948,656075,21858,32579,3849,74944,6668,122214,6867,146647,9338,88129,6595,68975,7513,59655,5656,37983,3431,24949,3652,447586,18829,24877,3800,54799,5684,77684,4918,98589,6527,58284,5198,42219,4147,36260,3471,28061,3345,26813,3429,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
