GEO_ID,B22007_001E,B22007_001M,B22007_002E,B22007_002M,B22007_003E,B22007_003M,B22007_004E,B22007_004M,B22007_005E,B22007_005M,B22007_006E,B22007_006M,B22007_007E,B22007_007M,B22007_008E,B22007_008M,B22007_009E,B22007_009M,B22007_010E,B22007_010M,B22007_011E,B22007_011M,B22007_012E,B22007_012M,B22007_013E,B22007_013M,B22007_014E,B22007_014M,B22007_015E,B22007_015M,B22007_016E,B22007_016M,B22007_017E,B22007_017M,B22007_018E,B22007_018M,B22007_019E,B22007_019M,B22007_020E,B22007_020M,B22007_021E,B22007_021M,B22007_022E,B22007_022M,B22007_023E,B22007_023M,B22007_024E,B22007_024M,B22007_025E,B22007_025M,B22007_026E,B22007_026M,B22007_027E,B22007_027M,B22007_028E,B22007_028M,B22007_029E,B22007_029M,B22007_030E,B22007_030M,B22007_031E,B22007_031M,B22007_032E,B22007_032M,B22007_033E,B22007_033M,B22007_034E,B22007_034M,B22007_035E,B22007_035M,B22007_036E,B22007_036M,B22007_037E,B22007_037M,B22007_038E,B22007_038M,B22007_039E,B22007_039M,B22007_040E,B22007_040M,B22007_041E,B22007_041M,B22007_042E,B22007_042M,B22007_043E,B22007_043M,NAME,B22007_001EA,B22007_001MA,B22007_002EA,B22007_002MA,B22007_003EA,B22007_003MA,B22007_004EA,B22007_004MA,B22007_005EA,B22007_005MA,B22007_006MA,B22007_006EA,B22007_007EA,B22007_007MA,B22007_008EA,B22007_008MA,B22007_009EA,B22007_009MA,B22007_010EA,B22007_010MA,B22007_011MA,B22007_011EA,B22007_012EA,B22007_012MA,B22007_013EA,B22007_013MA,B22007_014EA,B22007_014MA,B22007_015EA,B22007_015MA,B22007_016MA,B22007_016EA,B22007_017MA,B22007_017EA,B22007_018EA,B22007_018MA,B22007_019EA,B22007_019MA,B22007_020EA,B22007_020MA,B22007_021MA,B22007_021EA,B22007_022MA,B22007_022EA,B22007_023MA,B22007_023EA,B22007_024EA,B22007_024MA,B22007_025EA,B22007_025MA,B22007_026EA,B22007_026MA,B22007_027MA,B22007_027EA,B22007_028MA,B22007_028EA,B22007_029EA,B22007_029MA,B22007_030EA,B22007_030MA,B22007_031EA,B22007_031MA,B22007_032MA,B22007_032EA,B22007_033MA,B22007_033EA,B22007_034MA,B22007_034EA,B22007_035EA,B22007_035MA,B22007_036EA,B22007_036MA,B22007_037MA,B22007_037EA,B22007_038MA,B22007_038EA,B22007_039MA,B22007_039EA,B22007_040EA,B22007_040MA,B22007_041EA,B22007_041MA,B22007_042MA,B22007_042EA,B22007_043MA,B22007_043EA,state
0400000US01,1203689,13513,173790,6210,52510,3877,12187,1634,20883,2667,15896,2288,12227,2132,3669,1050,3544,822,2880,747,664,313,121280,5299,16594,2293,4914,1340,10148,1755,1318,531,214,172,104686,4876,31238,2746,57398,4022,12262,1838,3788,1300,1029899,13472,804464,11260,150383,5311,223039,6612,357816,9764,327257,9494,30559,2589,73226,4139,67488,4006,5738,1040,225435,8150,60962,3732,9310,1445,30961,2640,16970,2537,3721,1172,164473,6960,27959,2967,89931,5451,39438,3102,7145,1347,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,18185,1902,7297,1343,888,493,2738,976,2330,626,1731,531,599,280,1341,671,844,486,497,491,10888,1344,3167,692,496,275,1517,415,912,441,242,144,7721,1296,1108,365,4646,1042,1430,682,537,243,149216,3711,116528,3896,12207,1441,29027,1927,62455,3655,57505,3512,4950,945,12839,1768,11131,1573,1708,653,32688,2456,11835,1722,561,311,6841,1341,3333,725,1100,474,20853,2078,1712,591,12052,1770,5799,1341,1290,604,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,203823,6383,81977,4424,13046,1654,29833,2871,27733,2542,20315,2650,7418,1290,11365,2021,8261,1949,3104,832,121846,4979,26859,2603,5073,1177,15745,2141,4512,917,1529,667,94987,4766,22035,2519,49899,3631,17719,2229,5334,1211,1448502,14455,1124541,14760,243677,5403,286538,8911,469752,9251,425048,8983,44704,3668,124574,6357,109396,5610,15178,1921,323961,8967,111215,6172,9793,1658,60088,4955,34214,2899,7120,1703,212746,6651,23410,2728,106679,5138,63246,4805,19411,2434,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,89680,6026,31884,3064,6326,1086,12431,2080,10318,1658,8879,1546,1439,551,2809,832,2126,680,683,453,57796,4744,10052,1585,2393,761,6302,1259,1084,579,273,252,47744,4128,16070,2143,26244,2901,4372,1034,1058,465,665019,12123,520968,9749,95144,3053,136321,5850,245139,7756,228146,7053,16993,1904,44364,2984,40822,2656,3542,943,144051,6526,43749,3619,5585,1300,25140,2974,10109,1665,2915,1033,100302,4867,14723,1821,55701,4556,24768,2281,5110,1136,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,944980,17144,410376,10551,40825,3663,150327,6249,138453,6046,93933,4747,44520,3425,80771,5084,56193,4015,24578,2622,534604,13507,114743,5754,17369,2004,64090,4098,22888,2931,10396,1495,419861,12172,95852,4896,212723,9641,79425,4547,31861,3035,7965637,27473,6036589,27837,755508,11094,1537616,19034,2790596,25713,2449574,24688,341022,9096,952869,16556,787442,14633,165427,6548,1929048,20872,658469,14964,52870,4646,336350,10266,191943,8099,77306,4706,1270579,17748,146254,6274,614377,12954,369003,10581,140945,6639,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,107259,5467,43524,3263,5356,1064,13983,2318,16786,2331,13476,2176,3310,1030,7399,1393,6327,1324,1072,462,63735,4362,12994,1816,1739,819,7307,1415,3387,1149,561,343,50741,4110,9034,1516,29471,3225,9688,1768,2548,778,1259548,10466,1018790,11454,133652,4295,238149,7147,524755,10138,490354,10238,34401,2390,122234,5449,111295,5414,10939,1605,240758,6104,87547,4191,4591,976,45521,3000,29794,2899,7641,1364,153211,5577,12156,1552,79589,4771,48682,3076,12784,1663,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,92165,5049,27489,2835,5615,1239,9601,1783,8253,1667,6152,1438,2101,718,4020,1000,3238,919,782,390,64676,4020,11710,1898,3422,861,6229,1464,1756,808,303,210,52966,3817,13048,2259,29932,3016,8658,1929,1328,477,785128,8722,622072,8410,78384,3476,141942,5417,309406,6336,285502,6541,23904,2453,92340,5133,84818,4924,7522,1354,163056,6502,49607,3581,3235,896,26229,2883,17178,2061,2965,856,113449,5308,8558,1553,56590,3870,37534,3428,10767,1741,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,26448,2466,8877,1650,935,465,4074,1282,1986,626,1673,543,313,275,1882,621,1467,567,415,231,17571,1863,3002,735,846,524,1252,499,697,386,207,216,14569,1905,3770,1069,7424,1355,2774,935,601,395,209347,5256,168070,4914,33987,2234,45381,3262,69983,3564,63422,3490,6561,1200,18719,1987,17498,1929,1221,481,41277,3367,13514,1781,1231,692,8303,1487,3491,1000,489,264,27763,2707,3886,1058,16534,2148,5803,992,1540,534,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,22384,2601,4027,1075,792,521,1354,731,1297,619,943,540,354,261,584,407,413,314,171,247,18357,2238,2574,810,965,485,875,544,504,308,230,191,15783,2024,6244,1119,7471,1540,1490,550,578,304,96973,3559,66549,3115,4880,811,12150,1606,44862,2561,43601,2605,1261,426,4657,971,3873,895,784,395,30424,2633,7417,1266,444,350,3722,884,1901,795,1350,725,23007,2302,2705,906,11488,1600,7446,1357,1368,694,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,746830,15161,303552,9794,50947,3562,97710,5670,112984,6199,88916,5405,24068,2742,41911,3432,34021,3267,7890,1511,443278,10927,87076,5223,19414,2318,48020,4428,15154,2349,4488,1320,356202,9961,82348,5040,192120,8285,62371,4679,19363,2463,4196676,26861,3284743,26432,752066,12062,817556,13377,1379994,18105,1267167,16815,112827,5302,335127,10006,301768,9663,33359,3118,911933,17530,290552,10374,28745,3140,159902,7604,79915,5506,21990,3009,621381,14268,75015,3996,322144,8607,176452,7777,47770,4055,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
