GEO_ID,B19326_001E,B19326_001M,B19326_002E,B19326_002M,B19326_003E,B19326_003M,B19326_004E,B19326_004M,B19326_005E,B19326_005M,B19326_006E,B19326_006M,B19326_007E,B19326_007M,NAME,B19326_001MA,B19326_001EA,B19326_002MA,B19326_002EA,B19326_003EA,B19326_003MA,B19326_004EA,B19326_004MA,B19326_005EA,B19326_005MA,B19326_006EA,B19326_006MA,B19326_007MA,B19326_007EA,state
0400000US01,25055,318,31749,324,50016,631,16169,276,19939,335,36394,470,12287,155,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,31686,614,39859,2060,60453,2441,19619,1709,26085,1028,49174,2372,13137,935,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,29182,390,34344,619,48058,802,19427,350,24093,420,40581,370,14380,273,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24778,422,30501,394,45260,818,15945,417,20429,333,35217,549,12118,178,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31136,90,36845,165,54729,553,17783,212,25435,166,47871,439,13964,112,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,34945,386,41577,305,56644,709,20733,392,27937,576,45985,538,15168,266,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,36009,408,44982,787,65964,746,20795,419,29575,726,54078,1427,16244,365,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,32130,576,39066,2029,56166,1675,21328,1049,27495,1059,48858,1755,15587,693,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,49075,2327,51986,1145,76346,2345,16040,1717,45181,2047,67932,2928,14868,1326,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,26667,128,31781,173,44090,705,19069,245,22270,130,37702,460,13990,161,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,28415,377,34409,523,48620,797,16233,244,23241,340,40071,365,12683,196,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,35177,586,41691,639,53184,1621,21680,865,29595,800,42587,1470,16057,516,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,25688,490,32336,833,47998,1669,17574,970,19717,643,35543,749,12554,428,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,31666,151,40287,220,56905,460,19179,285,25508,186,45089,443,14269,210,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,28756,368,36366,295,51516,309,17811,401,22098,249,38297,514,12898,240,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30974,259,37914,681,51059,335,18388,502,24595,481,40639,391,13900,264,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,30124,289,36924,436,50628,450,17490,596,23377,449,39655,878,13555,345,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,25791,294,31776,279,47453,796,16366,327,20919,266,37388,599,12081,144,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,24871,377,31804,494,51257,460,15512,392,20124,331,35830,699,11663,171,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,27980,691,33212,1075,50729,679,17879,697,23382,756,41533,496,13989,381,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,38296,499,45123,623,62343,728,19121,646,32070,327,54505,960,16108,249,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,36349,278,45064,586,67705,1397,19161,438,30146,285,56303,664,15490,225,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,28747,259,36176,244,52451,441,19358,321,22405,181,41158,241,13672,166,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,34709,373,41466,248,57124,505,20594,306,28206,438,46766,377,15595,234,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,24020,453,30387,391,45023,1322,14804,451,19746,407,33810,960,11572,154,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,28152,399,34345,544,49593,817,17744,418,22989,331,39064,768,13317,209,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
