GEO_ID,B11002G_001E,B11002G_001M,B11002G_002E,B11002G_002M,B11002G_003E,B11002G_003M,B11002G_004E,B11002G_004M,B11002G_005E,B11002G_005M,B11002G_006E,B11002G_006M,B11002G_007E,B11002G_007M,B11002G_008E,B11002G_008M,B11002G_009E,B11002G_009M,B11002G_010E,B11002G_010M,B11002G_011E,B11002G_011M,B11002G_012E,B11002G_012M,NAME,B11002G_001MA,B11002G_001EA,B11002G_002EA,B11002G_002MA,B11002G_003EA,B11002G_003MA,B11002G_004MA,B11002G_004EA,B11002G_005MA,B11002G_005EA,B11002G_006EA,B11002G_006MA,B11002G_007MA,B11002G_007EA,B11002G_008EA,B11002G_008MA,B11002G_009EA,B11002G_009MA,B11002G_010MA,B11002G_010EA,B11002G_011MA,B11002G_011EA,B11002G_012MA,B11002G_012EA,state
0400000US31,27768,4133,20316,3429,13169,2809,13033,2769,136,168,1928,1114,1570,870,358,322,5219,1821,4895,1702,324,283,7452,1731,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,92474,8579,74025,8646,50060,6977,49753,6985,307,231,6485,2745,5520,2290,965,778,17480,4325,16178,4095,1302,696,18449,3188,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15931,2850,11465,2299,7087,1782,7087,1782,0,192,2369,1098,2124,950,245,245,2009,967,1822,874,187,160,4466,1118,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,150489,10142,129556,10195,86414,8213,84936,8086,1478,965,9221,2714,8061,2345,1160,629,33921,5589,31926,5310,1995,962,20933,3023,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,45103,6045,37115,5421,24833,4394,24334,4384,499,378,3890,2118,3338,1764,552,536,8392,2465,8018,2375,374,203,7988,1737,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,433178,19665,346240,19461,201157,14235,197350,14021,3807,1414,31682,5750,28692,5339,2990,1083,113401,12035,106259,11381,7142,1967,86938,7158,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,153376,12059,125487,11010,77246,7321,76883,7284,363,261,14657,4679,11903,3689,2754,1297,33584,6270,31928,5941,1656,796,27889,4058,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7187,1974,5335,1873,4195,1686,4195,1686,0,161,594,560,466,436,128,148,546,488,519,478,27,36,1852,914,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,191985,13950,149944,12796,81072,8310,80077,8209,995,708,18940,4463,16459,3863,2481,929,49932,7943,48217,7822,1715,736,42041,4627,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,223206,8713,183768,8120,118090,7999,116573,7803,1517,752,15414,3075,13513,2660,1901,650,50264,5144,46642,4952,3622,870,39438,3782,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,141235,11235,109124,10453,71757,8244,70222,8262,1535,741,8415,2886,7362,2565,1053,603,28952,5317,25961,4832,2991,1268,32111,4352,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,176366,11221,140434,10663,79998,9624,78822,9499,1176,778,16506,4747,15025,4342,1481,677,43930,6514,41726,6268,2204,858,35932,4311,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,16188,4130,11808,3663,5586,1913,5586,1913,0,217,1676,1444,1531,1335,145,202,4546,2304,4318,2216,228,251,4380,1411,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,60972,8122,50906,7541,30492,5968,30149,5907,343,489,3000,1238,2629,1073,371,332,17414,4320,16308,3990,1106,648,10066,2268,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,13711,4450,11707,4485,6754,3384,6584,3246,170,208,1703,1076,1619,1055,84,97,3250,2525,3051,2271,199,300,2004,780,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,82868,8865,62609,8856,42854,6851,42390,6819,464,369,4632,2076,4311,2027,321,246,15123,4400,14320,4277,803,506,20259,2827,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,496403,25451,407213,25199,293710,21920,290278,21496,3432,1354,32084,6839,27451,5758,4633,1652,81419,8739,76497,8166,4922,1538,89190,7611,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,55279,7203,45272,6390,31094,5438,30785,5328,309,311,4907,2791,4175,2317,732,573,9271,3481,8584,3170,687,449,10007,2372,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7290,1709,5595,1544,4078,1465,4078,1465,0,157,424,299,401,278,23,38,1093,633,1061,611,32,53,1695,739,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,206521,14110,171040,12600,112977,10617,111999,10443,978,623,19226,5434,16527,4674,2699,1530,38837,7463,34677,6451,4160,1934,35481,4599,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,257109,14158,193849,13572,131972,10466,130220,10242,1752,736,19094,5092,16470,4280,2624,1191,42783,6584,39805,6364,2978,756,63260,5745,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,14007,3202,11528,2998,8550,2674,8478,2630,72,124,1150,984,1036,894,114,204,1828,918,1665,886,163,180,2479,1068,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,73394,6729,56627,6689,31139,4556,30880,4545,259,255,6077,1851,4928,1387,1149,618,19411,3846,18497,3796,914,380,16767,2202,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,12206,3021,9726,2786,6645,2214,6645,2214,0,201,1425,1092,1186,843,239,354,1656,1118,1501,999,155,176,2480,1061,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,177232,12964,152239,12394,72509,8256,72215,8168,294,471,19336,5104,16411,4058,2925,1308,60394,9504,57150,8945,3244,1148,24993,3035,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
