GEO_ID,B20017I_001E,B20017I_001M,B20017I_002E,B20017I_002M,B20017I_003E,B20017I_003M,B20017I_004E,B20017I_004M,B20017I_005E,B20017I_005M,B20017I_006E,B20017I_006M,B20017I_007E,B20017I_007M,NAME,B20017I_001MA,B20017I_001EA,B20017I_002EA,B20017I_002MA,B20017I_003EA,B20017I_003MA,B20017I_004EA,B20017I_004MA,B20017I_005EA,B20017I_005MA,B20017I_006MA,B20017I_006EA,B20017I_007MA,B20017I_007EA,state
0400000US01,22492,1543,25489,1832,30457,2088,11314,1070,17468,3438,27135,4876,9974,1844,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,32105,4575,36156,5237,43351,6350,16813,10590,28479,4139,40126,4267,16525,2356,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,25441,387,28122,832,35028,1161,11589,407,22112,306,30657,449,10398,364,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24036,1180,26787,1401,30746,1122,11797,1249,21116,659,25316,1672,10169,1877,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26281,141,30397,140,37097,196,13347,335,21832,150,32276,231,11213,112,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,29024,873,31696,541,39704,1494,11856,811,24420,1149,33656,1335,9995,602,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,26776,739,30251,1267,41330,1541,12447,1848,23447,1659,35926,1401,11797,891,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28729,3170,29025,5462,37204,3800,14615,8166,28465,4117,34855,3035,10402,2279,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,45779,5660,50194,5451,51563,2525,25808,7105,41383,6709,60649,13572,15358,7814,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,25993,249,29109,804,35123,668,13338,679,22368,328,30889,378,11165,231,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,25126,522,27479,976,31379,644,13631,2236,20193,700,26708,1114,10276,776,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,31817,1149,40161,3462,49950,3372,12249,3622,25443,2379,36516,2315,11269,1623,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,25270,1567,30101,1847,34117,1702,10816,1823,16557,2107,28946,4321,8548,1672,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,27081,309,31161,337,36905,500,13026,1013,22384,417,31144,520,11347,371,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25683,811,31014,914,37592,3148,12638,2256,20460,1022,29963,1514,8349,781,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,27031,1668,30365,1883,36969,1930,11257,1686,22611,2075,32582,1590,10456,1569,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,25170,915,29707,1432,36132,1013,9821,1232,20280,1076,28374,1891,8555,890,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,25236,1108,29991,3283,32488,2383,10992,1214,18985,2650,30401,3165,9111,2453,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,25404,1153,30718,1369,35285,2654,11658,2480,18335,2045,30496,2501,9053,1806,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,21818,6319,28052,8468,31499,1568,4540,5882,16800,4272,35008,13803,6221,1669,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,29817,1092,34780,1551,39594,1258,14286,2056,23140,1304,32476,2405,11373,682,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,26758,711,30587,758,40828,1100,11127,656,22735,1230,36925,1214,11624,540,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,25612,824,30236,1047,37158,1394,11017,651,21119,1012,31047,746,10199,661,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,25765,1018,29266,1408,36604,879,12249,1315,20948,1045,32503,1575,10805,854,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,24691,3939,28026,3884,35266,6276,7498,6095,17129,2722,30675,2494,6843,2190,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25505,920,29057,3420,37492,2933,11084,705,21285,996,29258,2418,8413,1443,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,22484,2025,24395,3081,31330,2981,11903,6576,17209,5852,31836,6980,6935,2112,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26180,672,29751,1871,35903,1303,10994,1535,22137,1170,28109,2472,10347,1036,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,27413,664,31301,668,36054,864,12182,935,23698,1169,30293,711,11879,750,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,30761,3238,40938,3239,44134,7214,15317,10776,22466,4485,39921,12760,11526,2992,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,27897,1036,31854,553,40050,941,13812,1186,22234,393,32922,1188,11444,343,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,25420,679,27634,1727,36728,1210,10336,803,21871,722,31653,763,10024,796,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,28025,706,31801,360,39944,974,13644,921,23069,792,35921,616,11447,247,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,23219,611,26322,585,30685,591,12376,1104,18748,888,26442,946,9302,1228,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,22940,4168,27564,3868,30203,4344,18125,14392,16677,5725,35246,6921,11840,1726,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,25138,749,27395,1217,37754,2799,11518,1023,21051,742,31927,1402,9915,860,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,24211,1327,27615,1411,34416,1898,12083,1268,20207,1036,26603,957,10139,694,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,23979,1014,27712,1780,35246,1838,11651,1122,20110,1006,31645,1317,10594,789,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,24450,933,27966,1858,36874,1002,9960,1145,20542,701,31619,801,8946,680,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,24644,2899,30103,2834,36868,4308,15355,2198,20569,1356,30393,2297,8835,2235,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,23909,1067,26074,951,30230,1130,14291,4344,19516,2418,30302,1995,9205,688,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,30437,1337,31346,1414,32499,3771,11680,5436,22380,6023,30836,2940,15699,2524,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,23384,794,25419,1131,30688,745,13863,1807,19312,1562,26720,1308,8659,1346,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26080,170,30619,180,36394,248,11731,252,20923,212,29775,523,9674,208,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,26222,680,30524,613,34403,1465,10862,1434,21192,754,29280,1755,10119,1260,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,17330,6922,21836,12241,35847,14641,9617,3283,14410,4229,30767,3515,11557,2939,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,29403,1292,34782,1982,40628,1194,13679,2032,22348,834,31896,1054,10669,550,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,26729,690,31808,760,40695,1066,15774,838,21093,717,32233,1427,11260,563,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22451,6189,27213,6676,36245,6493,7536,6040,19021,4013,31374,15639,8503,4546,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,25503,864,29103,1249,35341,957,11353,707,20634,957,31343,1195,9109,1207,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,27337,5472,32168,4337,40782,3460,12343,2818,22343,5839,34502,6226,6964,1766,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,16917,236,16808,297,23005,663,7591,385,17077,394,23705,507,7709,267,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
