GEO_ID,B24021_001E,B24021_001M,B24021_002E,B24021_002M,B24021_003E,B24021_003M,B24021_004E,B24021_004M,B24021_005E,B24021_005M,B24021_006E,B24021_006M,B24021_007E,B24021_007M,B24021_008E,B24021_008M,B24021_009E,B24021_009M,B24021_010E,B24021_010M,B24021_011E,B24021_011M,B24021_012E,B24021_012M,B24021_013E,B24021_013M,B24021_014E,B24021_014M,B24021_015E,B24021_015M,B24021_016E,B24021_016M,B24021_017E,B24021_017M,B24021_018E,B24021_018M,B24021_019E,B24021_019M,B24021_020E,B24021_020M,B24021_021E,B24021_021M,B24021_022E,B24021_022M,B24021_023E,B24021_023M,B24021_024E,B24021_024M,B24021_025E,B24021_025M,B24021_026E,B24021_026M,B24021_027E,B24021_027M,B24021_028E,B24021_028M,B24021_029E,B24021_029M,B24021_030E,B24021_030M,B24021_031E,B24021_031M,B24021_032E,B24021_032M,B24021_033E,B24021_033M,B24021_034E,B24021_034M,B24021_035E,B24021_035M,B24021_036E,B24021_036M,NAME,B24021_001EA,B24021_001MA,B24021_002MA,B24021_002EA,B24021_003MA,B24021_003EA,B24021_004EA,B24021_004MA,B24021_005EA,B24021_005MA,B24021_006EA,B24021_006MA,B24021_007MA,B24021_007EA,B24021_008MA,B24021_008EA,B24021_009MA,B24021_009EA,B24021_010EA,B24021_010MA,B24021_011MA,B24021_011EA,B24021_012MA,B24021_012EA,B24021_013MA,B24021_013EA,B24021_014MA,B24021_014EA,B24021_015EA,B24021_015MA,B24021_016EA,B24021_016MA,B24021_017MA,B24021_017EA,B24021_018MA,B24021_018EA,B24021_019MA,B24021_019EA,B24021_020MA,B24021_020EA,B24021_021EA,B24021_021MA,B24021_022MA,B24021_022EA,B24021_023MA,B24021_023EA,B24021_024MA,B24021_024EA,B24021_025MA,B24021_025EA,B24021_026EA,B24021_026MA,B24021_027EA,B24021_027MA,B24021_028MA,B24021_028EA,B24021_029MA,B24021_029EA,B24021_030MA,B24021_030EA,B24021_031MA,B24021_031EA,B24021_032EA,B24021_032MA,B24021_033MA,B24021_033EA,B24021_034MA,B24021_034EA,B24021_035MA,B24021_035EA,B24021_036MA,B24021_036EA,state
0400000US01,41407,323,56207,606,62499,1727,67367,3094,56207,3128,75394,2964,73893,5360,78121,4356,60749,12105,48186,1399,45425,2802,76966,22060,48020,1354,41807,6525,51869,996,61034,1343,36610,1311,25698,765,27178,1282,41346,3113,32357,7523,46937,4773,19786,1076,25245,1358,22304,2139,33348,1123,38425,2613,31768,351,41188,636,27382,7662,36401,1887,49759,2591,35679,996,35936,1179,42210,2517,27577,1790,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,53433,2576,70042,2562,67193,3823,71269,3179,61165,2187,81260,2927,73508,12480,100080,12798,66092,5121,61100,2640,52140,8241,100289,16150,61949,4624,52472,4882,76143,8252,90452,6611,56434,3698,35153,3154,37666,3974,66567,3467,57899,20321,67309,8001,27383,3689,30552,7688,28378,1886,42456,3111,42869,3094,42313,4460,65115,5438,35777,14179,65255,9672,66124,2478,45072,5248,45423,6009,52105,8170,35843,6624,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,42461,409,61340,574,65369,1221,71260,1612,56252,1347,79844,3424,77338,4248,85171,5747,57138,7586,44192,1432,41864,1649,81237,4913,41433,625,49425,4321,64769,3096,75635,1525,40942,2259,27253,525,29206,1140,44364,1839,37160,2167,51255,2837,21871,414,24901,930,25748,1381,37442,620,44324,2928,35323,421,39326,1839,29854,3109,36923,1014,42370,1758,35433,1044,35761,1226,41395,1524,27357,1982,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,39192,815,51975,668,60330,2072,61057,1575,56450,3780,65015,3491,67661,2969,62892,4540,53611,4954,43394,2463,39750,4151,73989,13110,42843,2555,41885,5617,50992,1142,61314,1826,39184,2678,24722,835,25643,1531,41942,2101,44363,4858,40872,2920,19333,1577,25365,1483,23390,1292,34842,1164,41486,2105,31994,729,38791,2429,29064,3620,34427,2202,46347,2729,34209,1349,32176,611,40805,1640,29772,2608,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,50943,125,80253,278,81492,418,87265,1193,72145,794,99488,1715,101397,396,100053,1775,77274,3728,62638,1074,51501,690,105812,8083,60704,669,65102,2703,77422,2930,95289,2488,46476,1070,30767,182,33954,1260,65125,3608,40693,748,83038,4216,26196,337,28826,794,26965,465,42252,173,47375,1014,41116,193,41538,297,25796,530,42189,431,48498,1362,35571,341,35534,479,41749,456,28976,1007,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,50670,264,67172,788,71244,1107,74208,3078,66469,1739,85426,1410,87116,1881,89617,4451,64588,5219,50537,733,46776,1737,79003,5921,47409,1359,50574,1645,63799,2130,75603,2327,42229,2459,30841,389,31762,753,58010,4778,44385,5241,63001,2808,25484,938,28191,1005,29094,2382,41959,436,47912,1912,40411,430,42692,1536,30271,3192,42253,898,49992,2237,40679,669,39802,1507,47186,1869,32117,953,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,58880,1427,80339,703,86063,1481,91759,2270,76844,1854,86968,1975,85521,2384,90309,1860,84575,8390,65531,1434,55355,3080,115253,15538,63165,3016,62699,4597,74350,4407,87281,4899,49598,3063,35447,1074,34070,1423,70512,4670,52155,8213,80109,3923,29976,1733,32285,2656,34724,2188,48970,1878,55771,2038,45377,951,51264,756,35594,4776,50737,1230,52273,2019,43749,2090,46203,1369,47044,2704,32166,2682,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,50914,763,69655,2629,70818,2754,71147,3075,69513,6610,84875,4898,87055,9783,86817,13127,81244,6308,55927,4134,44386,9084,72453,10779,58701,4895,53785,5456,76553,3692,82016,3653,60650,8292,33322,2848,32395,2926,47057,2610,41335,1514,58603,12004,26766,2127,30543,5491,26373,4194,40946,939,45079,3823,39457,2913,47897,3349,55333,38467,44300,4292,51592,3452,37457,3475,34954,12266,45233,10597,30828,3046,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,70725,855,85891,2180,89537,4678,97175,6209,77060,4535,86404,4687,86208,5814,92188,19159,84407,12656,81059,3614,56661,2629,127370,11608,66934,7062,68154,6938,85057,14009,90246,7430,60628,25200,34248,3868,35415,6220,55468,9837,51260,9918,95095,31874,31313,3560,32063,3304,31110,4060,53805,2069,55695,7354,53425,2162,38433,8244,-666666666,-222222222,40792,4379,31573,11387,41326,3212,55701,24447,45051,8579,30760,6302,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,40450,145,56863,437,61936,488,65654,941,55656,1285,70266,1246,71590,1372,71606,1528,52472,2434,44411,833,41293,612,65594,4585,42039,351,44731,2022,59214,2469,69350,1991,40207,1216,26467,306,27315,734,41891,845,35064,2474,51874,2634,24383,728,23653,507,25454,811,35502,291,40123,684,32514,469,35548,461,22459,2082,33765,1319,40512,600,32056,428,32355,796,35968,905,27111,654,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
