GEO_ID,B19082_001E,B19082_001M,B19082_002E,B19082_002M,B19082_003E,B19082_003M,B19082_004E,B19082_004M,B19082_005E,B19082_005M,B19082_006E,B19082_006M,NAME,B19082_001EA,B19082_001MA,B19082_002EA,B19082_002MA,B19082_003MA,B19082_003EA,B19082_004MA,B19082_004EA,B19082_005EA,B19082_005MA,B19082_006EA,B19082_006MA,state
0400000US01,3.09,0.07,8.31,0.12,14.52,0.18,23.34,0.25,50.74,0.52,22.07,0.67,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,3.91,0.21,9.93,0.32,16.02,0.36,23.97,0.49,46.17,0.99,18.90,1.19,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3.33,0.08,8.92,0.11,14.70,0.12,22.85,0.18,50.20,0.37,22.34,0.46,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,3.34,0.10,8.59,0.16,14.46,0.19,22.86,0.27,50.75,0.55,22.42,0.71,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2.98,0.03,8.20,0.04,14.20,0.06,22.72,0.08,51.91,0.17,23.08,0.21,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3.55,0.08,9.23,0.10,14.98,0.12,23.01,0.18,49.23,0.38,21.67,0.50,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3.08,0.08,8.20,0.13,13.84,0.18,22.01,0.25,52.87,0.52,25.04,0.62,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,2.88,0.20,8.59,0.32,14.65,0.42,22.69,0.53,51.19,1.23,23.30,1.57,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,1.72,0.18,7.01,0.33,13.72,0.43,22.61,0.54,54.94,1.17,24.65,1.36,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3.24,0.05,8.50,0.07,13.98,0.10,22.04,0.12,52.24,0.29,24.37,0.35,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,3.12,0.05,8.44,0.08,14.27,0.10,22.49,0.15,51.69,0.26,23.57,0.35,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,3.29,0.18,9.47,0.23,15.75,0.29,23.60,0.38,47.89,0.77,20.19,0.93,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,3.83,0.16,9.51,0.24,15.13,0.31,22.84,0.47,48.69,0.99,21.82,1.34,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3.02,0.05,8.44,0.07,14.43,0.10,22.71,0.13,51.41,0.27,23.25,0.35,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3.55,0.08,9.26,0.11,15.24,0.17,23.39,0.19,48.55,0.44,20.79,0.52,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3.85,0.09,9.59,0.15,15.50,0.18,23.50,0.23,47.56,0.52,20.52,0.62,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,3.67,0.11,9.24,0.15,14.95,0.21,22.97,0.28,49.18,0.62,21.76,0.73,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3.06,0.07,8.40,0.13,14.46,0.17,23.20,0.23,50.88,0.50,22.67,0.60,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2.74,0.07,7.73,0.12,14.04,0.17,23.45,0.23,52.05,0.47,22.53,0.61,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,3.55,0.12,9.13,0.25,15.28,0.32,23.25,0.43,48.79,0.94,21.41,1.17,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3.42,0.07,9.15,0.11,15.28,0.14,23.36,0.18,48.79,0.37,20.80,0.44,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2.74,0.05,8.10,0.10,14.60,0.15,23.26,0.18,51.30,0.38,22.51,0.47,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3.38,0.05,8.85,0.07,14.63,0.09,22.91,0.14,50.23,0.28,22.37,0.34,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3.70,0.07,9.34,0.09,15.09,0.10,22.83,0.15,49.04,0.32,21.79,0.41,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2.95,0.10,8.20,0.17,14.61,0.24,23.51,0.30,50.73,0.65,22.11,0.88,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3.54,0.07,8.97,0.11,14.79,0.14,22.84,0.17,49.86,0.39,22.20,0.48,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3.67,0.17,9.04,0.24,15.08,0.34,23.21,0.41,49.01,0.96,21.45,1.19,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,3.89,0.11,9.68,0.17,15.44,0.21,23.12,0.29,47.87,0.63,20.90,0.75,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,3.56,0.13,9.24,0.18,14.83,0.23,22.58,0.35,49.79,0.73,22.95,1.01,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,3.74,0.15,9.48,0.22,15.57,0.26,23.60,0.31,47.62,0.71,19.79,0.75,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2.97,0.06,8.37,0.08,14.57,0.12,22.99,0.16,51.10,0.33,22.46,0.38,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2.93,0.14,8.42,0.18,14.46,0.27,23.46,0.32,50.72,0.65,21.75,0.78,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2.53,0.05,7.49,0.08,13.45,0.10,22.10,0.14,54.42,0.30,25.87,0.40,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3.27,0.05,8.58,0.08,14.36,0.11,22.62,0.17,51.16,0.33,22.94,0.39,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3.43,0.18,9.14,0.31,15.40,0.37,23.18,0.50,48.85,1.03,21.79,1.17,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3.35,0.05,8.87,0.08,14.83,0.10,23.12,0.13,49.83,0.30,22.04,0.38,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3.44,0.07,8.76,0.11,14.69,0.14,23.06,0.22,50.05,0.40,22.10,0.51,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3.37,0.10,9.04,0.16,15.02,0.19,23.11,0.22,49.46,0.54,21.45,0.64,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3.03,0.04,8.51,0.06,14.63,0.09,22.88,0.12,50.96,0.25,22.77,0.30,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
