GEO_ID,B27009_001E,B27009_001M,B27009_002E,B27009_002M,B27009_003E,B27009_003M,B27009_004E,B27009_004M,B27009_005E,B27009_005M,B27009_006E,B27009_006M,B27009_007E,B27009_007M,B27009_008E,B27009_008M,B27009_009E,B27009_009M,B27009_010E,B27009_010M,B27009_011E,B27009_011M,B27009_012E,B27009_012M,B27009_013E,B27009_013M,B27009_014E,B27009_014M,B27009_015E,B27009_015M,B27009_016E,B27009_016M,B27009_017E,B27009_017M,B27009_018E,B27009_018M,B27009_019E,B27009_019M,B27009_020E,B27009_020M,B27009_021E,B27009_021M,B27009_022E,B27009_022M,B27009_023E,B27009_023M,B27009_024E,B27009_024M,B27009_025E,B27009_025M,B27009_026E,B27009_026M,B27009_027E,B27009_027M,B27009_028E,B27009_028M,B27009_029E,B27009_029M,B27009_030E,B27009_030M,B27009_031E,B27009_031M,B27009_032E,B27009_032M,B27009_033E,B27009_033M,B27009_034E,B27009_034M,B27009_035E,B27009_035M,B27009_036E,B27009_036M,B27009_037E,B27009_037M,B27009_038E,B27009_038M,B27009_039E,B27009_039M,B27009_040E,B27009_040M,B27009_041E,B27009_041M,B27009_042E,B27009_042M,B27009_043E,B27009_043M,B27009_044E,B27009_044M,B27009_045E,B27009_045M,B27009_046E,B27009_046M,B27009_047E,B27009_047M,B27009_048E,B27009_048M,B27009_049E,B27009_049M,B27009_050E,B27009_050M,B27009_051E,B27009_051M,B27009_052E,B27009_052M,B27009_053E,B27009_053M,B27009_054E,B27009_054M,B27009_055E,B27009_055M,B27009_056E,B27009_056M,B27009_057E,B27009_057M,NAME,B27009_001EA,B27009_001MA,B27009_002EA,B27009_002MA,B27009_003MA,B27009_003EA,B27009_004MA,B27009_004EA,B27009_005MA,B27009_005EA,B27009_006EA,B27009_006MA,B27009_007EA,B27009_007MA,B27009_008MA,B27009_008EA,B27009_009MA,B27009_009EA,B27009_010MA,B27009_010EA,B27009_011EA,B27009_011MA,B27009_012EA,B27009_012MA,B27009_013EA,B27009_013MA,B27009_014MA,B27009_014EA,B27009_015MA,B27009_015EA,B27009_016MA,B27009_016EA,B27009_017EA,B27009_017MA,B27009_018EA,B27009_018MA,B27009_019MA,B27009_019EA,B27009_020MA,B27009_020EA,B27009_021MA,B27009_021EA,B27009_022EA,B27009_022MA,B27009_023EA,B27009_023MA,B27009_024EA,B27009_024MA,B27009_025MA,B27009_025EA,B27009_026MA,B27009_026EA,B27009_027MA,B27009_027EA,B27009_028EA,B27009_028MA,B27009_029EA,B27009_029MA,B27009_030MA,B27009_030EA,B27009_031MA,B27009_031EA,B27009_032MA,B27009_032EA,B27009_033EA,B27009_033MA,B27009_034EA,B27009_034MA,B27009_035EA,B27009_035MA,B27009_036MA,B27009_036EA,B27009_037MA,B27009_037EA,B27009_038MA,B27009_038EA,B27009_039EA,B27009_039MA,B27009_040EA,B27009_040MA,B27009_041MA,B27009_041EA,B27009_042MA,B27009_042EA,B27009_043MA,B27009_043EA,B27009_044MA,B27009_044EA,B27009_045EA,B27009_045MA,B27009_046EA,B27009_046MA,B27009_047MA,B27009_047EA,B27009_048MA,B27009_048EA,B27009_049EA,B27009_049MA,B27009_050EA,B27009_050MA,B27009_051EA,B27009_051MA,B27009_052MA,B27009_052EA,B27009_053MA,B27009_053EA,B27009_054EA,B27009_054MA,B27009_055MA,B27009_055EA,B27009_056EA,B27009_056MA,B27009_057EA,B27009_057MA,state
0400000US01,4793512,2005,2300832,5674,176424,4569,683,779,175741,4388,420448,6434,1056,743,419392,6321,226085,5035,1508,769,224577,5095,256087,5088,6643,1788,249444,5336,277336,3717,7735,1678,269601,3767,299187,3191,15100,2008,284087,3854,304159,2250,23375,2442,280784,3391,218704,2414,37567,2961,181137,3575,122402,1564,24367,2302,98035,2850,2492680,5724,167763,4244,61,114,167702,4246,404854,5054,832,446,404022,5036,230344,6195,938,534,229406,6144,282462,5515,1631,823,280831,5565,301709,3327,3205,1040,298504,3522,323118,3004,3488,1023,319630,3125,340620,2018,4480,1158,336140,2176,256376,2450,5406,1312,250970,2638,185434,2029,3553,746,181881,2141,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,31547,1881,54,68,31493,1893,68413,2358,53,81,68360,2370,33050,2664,193,223,32857,2644,51570,1973,2610,1032,48960,2087,46738,1845,3316,1173,43422,1938,45308,1380,4027,941,41281,1644,48526,910,5276,1007,43250,1340,29319,854,8031,1115,21288,1315,11643,556,2761,607,8882,774,350064,2412,32900,1868,0,153,32900,1868,61523,1903,155,170,61368,1933,32603,1550,265,184,32338,1579,48438,2003,1093,681,47345,2148,46398,2018,696,446,45702,2068,42337,1726,764,437,41573,1736,45315,791,959,658,44356,1012,27107,802,808,469,26299,938,13443,590,216,171,13227,595,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,262085,3245,275,367,261810,3266,618452,4976,763,443,617689,5091,333965,5668,1522,619,332443,5755,417137,4682,14194,1969,402943,5200,412301,2964,12479,1683,399822,3385,407134,2009,16654,2278,390480,2972,398325,1489,24898,2419,373427,2501,325812,1317,58059,2931,267753,3068,222016,1374,42859,2631,179157,2859,3510894,3887,251768,3734,181,228,251587,3723,597135,5137,920,657,596215,5151,324755,4964,664,472,324091,5018,403384,4178,1799,593,401585,4188,422700,2322,2998,1026,419702,2409,428500,2092,3805,1159,424695,2316,441458,1059,6310,1226,435148,1749,370320,1497,5984,1103,364336,1951,270874,1364,3907,932,266967,1683,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,116149,3242,59,73,116090,3254,271815,4346,177,206,271638,4319,141415,3978,1107,684,140308,4042,163784,4511,5596,1479,158188,4036,173771,3114,6336,1362,167435,3558,180348,2786,8897,1270,171451,2968,179447,1792,15910,1691,163537,2475,134649,2156,30147,2091,104502,3146,81043,1222,20897,1861,60146,2310,1506884,4657,110061,3585,0,201,110061,3585,253769,4632,541,399,253228,4743,137389,3437,391,262,136998,3434,166863,3786,844,562,166019,3845,186810,3003,1700,797,185110,3150,189031,2346,2548,798,186483,2287,198334,1857,2918,940,195416,2080,153140,1870,3720,986,149420,2079,111487,1662,3297,888,108190,1850,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,1501241,8231,803,617,1500438,8189,3379612,12332,2729,1037,3376883,12385,1946447,12636,9002,1669,1937445,12615,2666750,11785,48920,4570,2617830,11541,2560912,5580,42235,3198,2518677,6119,2526206,4303,47606,3323,2478600,5102,2282316,3576,80109,4668,2202207,6061,1468783,2641,161581,6103,1307202,6437,935552,2759,129206,4626,806346,5025,19779016,6604,1430930,7691,1400,623,1429530,7713,3255690,10386,1951,743,3253739,10467,1883513,12504,3779,951,1879734,12515,2584388,11218,10577,1939,2573811,11413,2591862,3513,9856,1797,2582006,4031,2584512,3253,8889,1507,2575623,3477,2442378,2947,14765,1766,2427613,3544,1699022,3522,13196,1842,1685826,3989,1306721,3392,14158,1551,1292563,4062,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,205935,3814,367,329,205568,3874,478965,4933,582,358,478383,4971,263630,5590,2631,909,260999,5625,384020,4969,12106,1898,371914,4946,376335,3554,10794,1678,365541,3841,353019,2914,14685,2149,338334,2731,338474,1785,16440,1912,322034,2448,227526,1732,36709,2566,190817,2998,120384,1522,23331,1576,97053,2174,2765782,3756,193747,3759,76,94,193671,3760,455588,4322,401,299,455187,4309,252631,4755,1072,525,251559,4806,372453,4538,2340,860,370113,4691,366941,2443,3277,1049,363664,2629,353088,2143,2380,785,350708,2353,360473,1421,3556,704,356917,1575,249596,1977,3980,863,245616,2067,161265,1927,2983,961,158282,1970,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,109796,2270,0,207,109796,2270,297096,2941,0,207,297096,2941,168094,3738,467,247,167627,3771,196907,3260,3708,1137,193199,3260,200678,1534,2574,843,198104,1883,246338,1763,3672,888,242666,1942,245194,1312,4594,1054,240600,1614,156934,1003,16483,1747,140451,1909,95942,1109,16997,1634,78945,1760,1819543,2573,105700,2643,0,207,105700,2643,280289,3335,0,207,280289,3335,168672,3590,141,201,168531,3607,195917,2461,726,368,195191,2487,214032,1455,407,337,213625,1529,264687,1508,176,184,264511,1514,263636,1173,642,371,262994,1149,179212,1333,1323,405,177889,1379,147398,1444,1414,572,145984,1493,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,32667,1268,0,198,32667,1268,79124,1860,69,116,79055,1862,39026,2163,1080,886,37946,2475,55393,2069,1811,1214,53582,2137,51959,1580,1176,558,50783,1713,58492,1199,1759,695,56733,1338,62174,740,2073,814,60101,1123,47492,714,6351,1094,41141,1262,28134,688,4573,886,23561,1123,492798,1502,31871,1458,270,342,31601,1526,74811,1891,0,198,74811,1891,42357,1944,122,201,42235,1956,58307,1991,241,313,58066,1944,56533,1002,346,241,56187,1028,64561,914,211,192,64350,945,70853,523,529,315,70324,635,55971,477,640,304,55331,576,37534,650,596,368,36938,723,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,26147,819,81,133,26066,819,39950,1365,0,208,39950,1365,37247,1846,0,208,37247,1846,66299,1657,526,357,65773,1629,49005,630,332,336,48673,726,37234,644,1039,545,36195,819,32414,426,1896,785,30518,852,19989,540,1732,570,18257,734,12650,484,2484,855,10166,880,362873,800,25689,1060,0,208,25689,1060,41849,1884,0,208,41849,1884,45369,1865,39,91,45330,1882,75314,1715,113,143,75201,1744,51380,395,766,513,50614,604,37764,225,30,50,37734,227,36663,143,428,263,36235,309,27099,384,235,226,26864,397,21746,523,167,206,21579,588,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,686873,7826,733,781,686140,7968,1580087,7926,1921,1164,1578166,8339,893939,9738,6229,1799,887710,9921,1148101,9222,31689,3576,1116412,9810,1213805,6189,32248,3274,1181557,7298,1322190,5431,53046,3786,1269144,6733,1308553,3989,78797,4956,1229756,6165,1072077,3869,176262,5603,895815,6174,800526,3282,154175,6213,646351,7096,10652553,6437,653841,6523,273,361,653568,6570,1529642,8700,2095,851,1527547,8675,868340,9975,1567,1134,866773,10033,1187170,9165,6582,1420,1180588,9482,1268760,5219,9057,2010,1259703,5255,1401479,4660,16536,3032,1384943,5899,1469181,3298,17224,2025,1451957,3893,1254343,3374,20603,2437,1233740,4146,1019797,3470,19435,2433,1000362,3993,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10241594,3158,4921118,8847,402109,6904,644,614,401465,6768,953059,8818,1731,654,951328,8925,480924,8165,2166,829,478758,8098,585478,8406,12143,1943,573335,8243,639401,6259,13280,2376,626121,6424,672391,5576,26242,3040,646149,6725,591409,3064,39340,2685,552069,3966,389353,3693,62194,3995,327159,4086,206994,3225,36529,3229,170465,4323,5320476,8017,380627,7492,335,478,380292,7428,935082,7863,1029,660,934053,7759,488404,6884,1754,776,486650,6990,640563,6881,6429,1891,634134,7080,710016,5326,6584,1565,703432,5591,724904,4711,7137,1544,717767,4945,665091,3333,10786,2193,654305,4110,470275,3336,8496,1466,461779,3606,305514,2955,4397,952,301117,3243,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1373202,2427,671429,2782,55225,1569,253,242,54972,1636,110051,1899,196,202,109855,1889,53933,2128,322,305,53611,2120,82709,2168,1947,748,80762,2171,83980,2098,2612,969,81368,2210,83264,1166,3827,919,79437,1398,89261,717,4834,1113,84427,1365,69404,747,10964,1362,58440,1396,43602,822,6303,907,37299,1216,701773,1666,53768,1601,62,89,53706,1605,101905,2091,222,200,101683,2078,54907,2050,261,183,54646,2049,88096,1990,768,427,87328,2123,87822,1265,1004,456,86818,1329,86714,1033,332,246,86382,1069,92140,596,793,366,91347,662,74428,669,788,435,73640,761,61993,804,1089,583,60904,984,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
