GEO_ID,B16010_001E,B16010_001M,B16010_002E,B16010_002M,B16010_003E,B16010_003M,B16010_004E,B16010_004M,B16010_005E,B16010_005M,B16010_006E,B16010_006M,B16010_007E,B16010_007M,B16010_008E,B16010_008M,B16010_009E,B16010_009M,B16010_010E,B16010_010M,B16010_011E,B16010_011M,B16010_012E,B16010_012M,B16010_013E,B16010_013M,B16010_014E,B16010_014M,B16010_015E,B16010_015M,B16010_016E,B16010_016M,B16010_017E,B16010_017M,B16010_018E,B16010_018M,B16010_019E,B16010_019M,B16010_020E,B16010_020M,B16010_021E,B16010_021M,B16010_022E,B16010_022M,B16010_023E,B16010_023M,B16010_024E,B16010_024M,B16010_025E,B16010_025M,B16010_026E,B16010_026M,B16010_027E,B16010_027M,B16010_028E,B16010_028M,B16010_029E,B16010_029M,B16010_030E,B16010_030M,B16010_031E,B16010_031M,B16010_032E,B16010_032M,B16010_033E,B16010_033M,B16010_034E,B16010_034M,B16010_035E,B16010_035M,B16010_036E,B16010_036M,B16010_037E,B16010_037M,B16010_038E,B16010_038M,B16010_039E,B16010_039M,B16010_040E,B16010_040M,B16010_041E,B16010_041M,B16010_042E,B16010_042M,B16010_043E,B16010_043M,B16010_044E,B16010_044M,B16010_045E,B16010_045M,B16010_046E,B16010_046M,B16010_047E,B16010_047M,B16010_048E,B16010_048M,B16010_049E,B16010_049M,B16010_050E,B16010_050M,B16010_051E,B16010_051M,B16010_052E,B16010_052M,B16010_053E,B16010_053M,NAME,B16010_001MA,B16010_001EA,B16010_002EA,B16010_002MA,B16010_003EA,B16010_003MA,B16010_004EA,B16010_004MA,B16010_005EA,B16010_005MA,B16010_006MA,B16010_006EA,B16010_007EA,B16010_007MA,B16010_008EA,B16010_008MA,B16010_009EA,B16010_009MA,B16010_010EA,B16010_010MA,B16010_011MA,B16010_011EA,B16010_012MA,B16010_012EA,B16010_013EA,B16010_013MA,B16010_014EA,B16010_014MA,B16010_015EA,B16010_015MA,B16010_016EA,B16010_016MA,B16010_017MA,B16010_017EA,B16010_018EA,B16010_018MA,B16010_019EA,B16010_019MA,B16010_020EA,B16010_020MA,B16010_021EA,B16010_021MA,B16010_022MA,B16010_022EA,B16010_023MA,B16010_023EA,B16010_024EA,B16010_024MA,B16010_025EA,B16010_025MA,B16010_026EA,B16010_026MA,B16010_027EA,B16010_027MA,B16010_028MA,B16010_028EA,B16010_029EA,B16010_029MA,B16010_030EA,B16010_030MA,B16010_031EA,B16010_031MA,B16010_032EA,B16010_032MA,B16010_033MA,B16010_033EA,B16010_034MA,B16010_034EA,B16010_035EA,B16010_035MA,B16010_036EA,B16010_036MA,B16010_037EA,B16010_037MA,B16010_038MA,B16010_038EA,B16010_039MA,B16010_039EA,B16010_040EA,B16010_040MA,B16010_041EA,B16010_041MA,B16010_042EA,B16010_042MA,B16010_043MA,B16010_043EA,B16010_044MA,B16010_044EA,B16010_045MA,B16010_045EA,B16010_046EA,B16010_046MA,B16010_047EA,B16010_047MA,B16010_048MA,B16010_048EA,B16010_049MA,B16010_049EA,B16010_050MA,B16010_050EA,B16010_051EA,B16010_051MA,B16010_052EA,B16010_052MA,B16010_053MA,B16010_053EA,state
0400000US01,3309607,5907,446943,10716,153469,7297,130809,6708,18884,2567,966,454,2150,967,660,428,293474,9904,276041,9697,12294,1870,2297,1055,2588,1063,254,211,1029982,16141,517552,13635,497183,13091,12757,2393,2768,868,4542,1530,302,436,512430,11766,500717,11445,6213,1398,3103,980,1855,716,542,321,987978,13566,617169,12002,597751,11783,9569,1845,3905,1026,3995,1080,1949,1014,370809,9446,360107,9752,5891,1691,1748,562,2087,740,976,497,844704,13082,596864,10643,561643,10925,11238,2173,11540,2180,9890,1605,2553,963,247840,7437,235890,7422,3622,1260,4033,1003,3530,977,765,515,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,481561,2194,40036,2946,18678,2462,11495,2061,1229,620,483,253,3407,1070,2064,639,21358,1905,13397,1568,679,360,615,485,2962,1101,3705,699,133132,5152,85899,4177,70306,4009,2996,957,852,472,5843,1213,5902,997,47233,3330,40939,3182,286,183,808,350,1947,731,3253,438,169709,5313,121119,4209,103079,4200,5206,1347,2073,807,6731,1239,4030,824,48590,3274,42311,3314,654,394,1085,583,2698,1017,1842,516,138684,5762,103937,5026,90964,4429,2196,815,3221,871,5859,1382,1697,576,34747,2779,30791,2444,1315,578,1231,598,1204,557,206,160,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4711362,2707,604898,13931,289226,9275,90959,5379,182982,7618,1474,683,6465,1537,7346,1344,315672,9355,139890,6208,140867,5605,6384,1254,7431,1477,21100,1807,1136493,15865,611211,12688,409946,10678,165700,7340,6141,1397,9503,1739,19921,2375,525282,9482,411618,8459,81448,4864,8704,1592,5575,1191,17937,1868,1586879,18647,983003,15289,767364,13601,159647,6570,15443,2203,15628,2245,24921,2737,603876,11693,510044,11481,63996,4153,7841,1378,7011,1427,14984,1728,1383092,18160,933323,15383,757996,13757,85805,5428,37946,3077,37222,3290,14354,2411,449769,9696,386404,9152,23506,2280,19479,2262,14278,2134,6102,1422,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2008398,4671,267542,7996,105470,5445,70574,4645,28450,3269,1197,652,5249,1767,0,201,162072,5725,147506,5453,11974,1743,903,411,1616,738,73,85,683285,11877,360669,9310,338170,9179,18673,2564,863,484,2895,930,68,115,322616,8176,313747,7990,4843,1157,1292,692,1684,587,1050,763,587457,11564,369557,8889,353989,8779,11654,1959,1636,670,1782,977,496,741,217900,7476,209405,7501,4081,1049,1508,658,1976,876,930,524,470114,11180,333241,8907,314116,8634,6931,1617,5822,1372,5150,1148,1222,695,136873,5571,129404,5380,2472,803,1937,971,2531,883,529,425,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26679273,5961,4449302,35163,2280150,26375,368967,12034,1694371,23855,39927,3986,160962,7374,15923,2555,2169152,23783,608150,12896,1168804,19228,92500,5908,278022,8354,21676,3307,5541182,36178,3391921,33071,1646000,22658,1333481,21056,110161,7158,273772,9409,28507,3315,2149261,26020,1326759,19864,473743,12108,112828,7536,213568,7907,22363,3181,7712542,40490,5105071,39165,3235579,25884,1220443,21372,177940,8122,424500,11445,46609,4528,2607471,22978,1897626,19888,363430,9731,104226,6025,219388,8123,22801,2450,8976247,47144,6671329,41700,4264517,35526,702446,15575,547986,14161,1066606,13672,89774,6558,2304918,25891,1542648,18596,152533,6372,185342,7099,396845,12193,27550,3315,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3822068,3950,319636,10562,171247,7397,69879,4925,87538,5377,3640,1262,7932,1775,2258,804,148389,6420,83836,5059,51262,3979,4598,1283,5951,1271,2742,1015,815595,14267,500749,12122,397768,10139,81171,6484,8039,1670,8182,1614,5589,1571,314846,8569,270627,7698,32465,3327,5011,961,3649,921,3094,1279,1112140,14640,767336,13225,678838,12277,58553,4351,12913,2165,9813,1449,7219,1513,344804,9642,310857,8659,22012,2345,5396,1196,4422,1198,2117,662,1574697,14828,1183612,13025,1057769,12215,47683,3962,38528,3457,28482,2886,11150,1863,391085,10028,351873,9116,12623,1569,15203,1893,8380,1409,3006,990,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2493854,1813,239289,8960,105289,6400,43115,3656,44792,4431,11088,2219,4489,1247,1805,943,134000,6470,70973,5217,41684,3683,16612,2445,2915,915,1816,842,676911,14998,405201,11727,301182,10428,66335,5007,24545,3176,7160,1697,5979,1731,271710,7692,223630,6937,24733,3064,17227,2191,3891,1131,2229,786,613047,12994,428341,11205,339800,9662,51112,4355,27173,3126,4552,968,5704,1496,184706,7234,156930,6710,12945,1995,11210,1797,1087,442,2534,977,964607,12471,730556,11306,602760,10955,35087,3158,53095,4161,30584,3066,9030,1829,234051,6927,196482,6462,8800,1525,16793,2339,9796,1702,2180,733,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,673686,1263,63551,5133,26533,3336,14456,1791,9971,2460,1509,924,483,404,114,140,37018,3801,27459,2930,6478,1789,1393,623,1478,1192,210,132,218309,7652,110842,6188,96921,5785,9138,1839,2536,1029,1294,584,953,599,107467,4576,97776,4460,4962,978,1944,860,2175,794,610,530,179743,5855,119372,4566,108174,4583,4726,1385,3228,1381,1045,377,2199,1129,60371,4070,55605,3882,2472,1073,1418,733,602,333,274,246,212083,6756,150922,5707,129026,5308,3267,814,7702,1280,8503,1385,2424,1141,61161,3440,54525,3229,905,447,2481,793,3033,993,217,194,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,494614,192,48331,4147,23819,3208,10255,2191,11912,2223,434,360,286,272,932,743,24512,2700,20192,2428,3180,981,77,127,553,405,510,375,85033,5097,46030,4325,37087,3508,3912,1029,836,506,617,475,3578,1696,39003,3065,36999,2996,1236,658,593,403,37,64,138,162,77731,4684,52589,4263,44506,3863,4077,1197,1059,460,941,544,2006,1030,25142,2958,23446,2748,552,356,299,233,491,457,354,306,283519,5856,243066,5466,201246,5433,16951,2319,16582,2480,5229,1034,3058,1057,40453,3257,34214,2890,1484,731,2854,783,1138,435,763,529,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15020177,8023,1745933,28467,736263,18136,325591,12169,329832,12395,54590,4620,21007,2817,5243,1199,1009670,19222,584810,14177,322213,10050,73584,5477,21671,2817,7392,1443,4330040,38469,2330496,28637,1554262,25507,606269,16933,129177,8840,28153,4020,12635,2518,1999544,24260,1566948,17291,316610,12205,86416,5767,19614,2986,9956,1903,4489712,31639,2815185,26334,1994358,25362,617855,15714,151471,9472,34117,3559,17384,2123,1674527,20403,1348822,17645,229656,9910,70447,4684,15319,2211,10283,1989,4454492,36789,2944532,27348,2052990,24266,590365,14916,181777,9025,90738,5511,28662,3913,1509960,22383,1170133,17742,200265,11003,90566,5976,35673,3445,13323,2274,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
