GEO_ID,B17015_001E,B17015_001M,B17015_002E,B17015_002M,B17015_003E,B17015_003M,B17015_004E,B17015_004M,B17015_005E,B17015_005M,B17015_006E,B17015_006M,B17015_007E,B17015_007M,B17015_008E,B17015_008M,B17015_009E,B17015_009M,B17015_010E,B17015_010M,B17015_011E,B17015_011M,B17015_012E,B17015_012M,B17015_013E,B17015_013M,B17015_014E,B17015_014M,B17015_015E,B17015_015M,B17015_016E,B17015_016M,B17015_017E,B17015_017M,B17015_018E,B17015_018M,B17015_019E,B17015_019M,B17015_020E,B17015_020M,B17015_021E,B17015_021M,B17015_022E,B17015_022M,B17015_023E,B17015_023M,B17015_024E,B17015_024M,B17015_025E,B17015_025M,B17015_026E,B17015_026M,B17015_027E,B17015_027M,B17015_028E,B17015_028M,B17015_029E,B17015_029M,B17015_030E,B17015_030M,B17015_031E,B17015_031M,B17015_032E,B17015_032M,B17015_033E,B17015_033M,B17015_034E,B17015_034M,B17015_035E,B17015_035M,B17015_036E,B17015_036M,B17015_037E,B17015_037M,B17015_038E,B17015_038M,B17015_039E,B17015_039M,B17015_040E,B17015_040M,B17015_041E,B17015_041M,B17015_042E,B17015_042M,B17015_043E,B17015_043M,B17015_044E,B17015_044M,B17015_045E,B17015_045M,B17015_046E,B17015_046M,B17015_047E,B17015_047M,NAME,B17015_001MA,B17015_001EA,B17015_002MA,B17015_002EA,B17015_003MA,B17015_003EA,B17015_004MA,B17015_004EA,B17015_005EA,B17015_005MA,B17015_006EA,B17015_006MA,B17015_007EA,B17015_007MA,B17015_008MA,B17015_008EA,B17015_009MA,B17015_009EA,B17015_010MA,B17015_010EA,B17015_011EA,B17015_011MA,B17015_012EA,B17015_012MA,B17015_013MA,B17015_013EA,B17015_014MA,B17015_014EA,B17015_015MA,B17015_015EA,B17015_016EA,B17015_016MA,B17015_017EA,B17015_017MA,B17015_018EA,B17015_018MA,B17015_019MA,B17015_019EA,B17015_020MA,B17015_020EA,B17015_021EA,B17015_021MA,B17015_022EA,B17015_022MA,B17015_023EA,B17015_023MA,B17015_024MA,B17015_024EA,B17015_025MA,B17015_025EA,B17015_026EA,B17015_026MA,B17015_027EA,B17015_027MA,B17015_028EA,B17015_028MA,B17015_029MA,B17015_029EA,B17015_030MA,B17015_030EA,B17015_031EA,B17015_031MA,B17015_032EA,B17015_032MA,B17015_033EA,B17015_033MA,B17015_034MA,B17015_034EA,B17015_035MA,B17015_035EA,B17015_036MA,B17015_036EA,B17015_037MA,B17015_037EA,B17015_038EA,B17015_038MA,B17015_039MA,B17015_039EA,B17015_040MA,B17015_040EA,B17015_041MA,B17015_041EA,B17015_042MA,B17015_042EA,B17015_043MA,B17015_043EA,B17015_044MA,B17015_044EA,B17015_045MA,B17015_045EA,B17015_046MA,B17015_046EA,B17015_047MA,B17015_047EA,state
0400000US01,1203689,13513,154370,6386,46628,2879,15680,1896,2340,665,13340,1745,30948,2839,4452,1168,26496,2673,107742,5689,12997,1904,3148,952,648,383,2500,851,9849,1733,2890,872,6959,1652,94745,5195,18134,2190,4424,1049,13710,2049,76611,5047,14327,2330,62284,4162,1049319,13531,810346,11402,287766,5680,19598,2268,268168,5580,522580,10935,18575,1941,504005,10771,238973,8210,64559,3977,19917,2211,3657,1095,16260,1936,44642,3247,3277,940,41365,3144,174414,6972,63931,3273,12095,1551,51836,2990,110483,5806,10646,1992,99837,5514,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,12388,1464,5212,876,1100,384,303,166,797,359,4112,908,1283,559,2829,758,7176,1230,2056,670,131,70,48,40,83,54,1925,665,167,84,1758,664,5120,1123,610,275,268,190,342,184,4510,1072,765,336,3745,1039,155013,3917,118613,4050,25845,1683,2732,903,23113,1630,92768,3805,3442,892,89326,3670,36400,2549,12946,1688,3332,884,799,348,2533,775,9614,1320,695,449,8919,1338,23454,2079,5148,989,1204,343,3944,958,18306,2108,2528,987,15778,1912,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,176062,6641,74404,4198,18029,1658,2218,608,15811,1506,56375,3926,5486,1030,50889,3730,101658,5296,21609,2410,4100,1063,1271,558,2829,824,17509,2219,2196,930,15313,2153,80049,4515,9800,1648,1889,735,7911,1447,70249,4220,9044,1555,61205,4059,1476263,14537,1132114,14104,404372,7307,22862,2111,381510,6804,727742,12260,22227,2478,705515,12468,344149,9644,116465,6113,30102,3048,4376,1074,25726,2963,86363,5481,3635,994,82728,5412,227684,7610,64288,3838,11013,1705,53275,3410,163396,6739,10125,1581,153271,6555,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,87890,4894,31694,2922,8901,1336,1006,513,7895,1314,22793,2736,3903,1036,18890,2556,56196,3862,8966,1471,1860,653,375,304,1485,557,7106,1365,1308,546,5798,1347,47230,3488,9624,1672,2730,767,6894,1529,37606,3396,7904,1759,29702,2906,666809,11484,521158,9536,183770,4925,11202,1720,172568,4539,337388,8030,13209,1781,324179,8122,145651,6741,44835,3793,12549,1975,1868,656,10681,1775,32286,3156,2470,737,29816,3248,100816,5019,32612,2971,7512,1521,25100,2774,68204,4122,6091,1579,62113,3883,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,858067,15922,373259,9802,74498,4118,13302,1637,61196,4005,298761,9086,46731,4003,252030,8716,484808,12165,98151,5701,15857,2172,4576,1067,11281,1567,82294,4921,12665,1923,69629,4831,386657,9764,45356,4200,14013,2006,31343,3319,341301,9166,95325,5388,245976,7182,8052550,26039,6073706,28866,1602596,14356,154001,5029,1448595,13667,4471110,25888,208420,7161,4262690,24532,1978844,20951,675061,15412,156736,6404,30353,3094,126383,5462,518325,13513,37115,3342,481210,12503,1303783,17677,367758,8769,78268,3950,289490,7873,936025,15582,106956,5615,829069,14912,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,91960,4848,38461,3259,7729,1321,1000,438,6729,1222,30732,3157,3500,953,27232,2931,53499,4065,9483,1794,1903,774,254,299,1649,678,7580,1550,948,465,6632,1430,44016,3823,5291,1182,1208,490,4083,1081,38725,3537,7616,1406,31109,3090,1274847,10110,1023853,11173,259748,5435,15913,1561,243835,5425,764105,9550,19104,2198,745001,9953,250994,6370,91058,4575,15493,2138,1661,464,13832,2134,75565,4081,2542,682,73023,4029,159936,5822,39970,2960,5849,1194,34121,2778,119966,5222,8358,1470,111608,4965,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,55756,4613,17623,1988,4006,1036,609,334,3397,975,13617,1826,1612,539,12005,1748,38133,3858,5613,1375,922,496,341,309,581,377,4691,1252,679,547,4012,1142,32520,3518,5009,1325,1344,550,3665,1133,27511,3141,6872,1473,20639,2640,821537,8644,631938,8173,184510,4659,12999,1616,171511,4441,447428,8338,13205,1995,434223,8119,189599,7241,55704,3805,15905,2278,3055,1039,12850,2029,39799,3456,1915,752,37884,3350,133895,5727,37191,3108,7060,1546,30131,2579,96704,4726,9758,1714,86946,4696,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,21665,2390,9611,1790,2601,838,261,331,2340,760,7010,1634,367,287,6643,1575,12054,1765,2402,945,419,433,0,198,419,433,1983,746,205,255,1778,713,9652,1519,1435,697,202,180,1233,649,8217,1389,1324,629,6893,1458,214130,5465,167336,5179,61225,2693,3142,769,58083,2602,106111,4334,4521,1006,101590,4478,46794,3453,14114,1743,3286,792,127,116,3159,776,10828,1624,432,265,10396,1602,32680,3052,10616,1804,1186,503,9430,1692,22064,2541,2151,792,19913,2371,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,15929,1763,2406,868,289,229,180,181,109,135,2117,815,623,412,1494,720,13523,1678,1628,658,559,440,107,129,452,432,1069,489,585,444,484,283,11895,1619,2702,878,528,336,2174,809,9193,1474,4208,1073,4985,1057,103428,3668,68170,3209,13841,1506,1643,605,12198,1431,54329,2905,1950,660,52379,2829,35258,2731,8363,1370,1330,511,282,215,1048,438,7033,1275,509,343,6524,1240,26895,2298,8486,1372,2174,844,6312,1233,18409,1799,2331,655,16078,1863,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,499029,11818,213722,7908,63920,4232,8811,1724,55109,3773,149802,6679,13945,2080,135857,6253,285307,9019,50716,3727,11178,2027,2357,885,8821,1794,39538,3279,4609,1118,34929,3151,234591,8437,34969,3489,8226,1735,26743,2994,199622,7974,32031,3265,167591,7380,4444477,28838,3374573,27825,1295307,13080,82814,4704,1212493,13098,2079266,23029,75018,5371,2004248,22115,1069904,19401,326912,10597,88953,5680,16104,2493,72849,5076,237959,8661,10991,1982,226968,8620,742992,15642,239495,7312,44639,3344,194856,6604,503497,14092,42420,3357,461077,13541,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
