GEO_ID,B16007_001E,B16007_001M,B16007_002E,B16007_002M,B16007_003E,B16007_003M,B16007_004E,B16007_004M,B16007_005E,B16007_005M,B16007_006E,B16007_006M,B16007_007E,B16007_007M,B16007_008E,B16007_008M,B16007_009E,B16007_009M,B16007_010E,B16007_010M,B16007_011E,B16007_011M,B16007_012E,B16007_012M,B16007_013E,B16007_013M,B16007_014E,B16007_014M,B16007_015E,B16007_015M,B16007_016E,B16007_016M,B16007_017E,B16007_017M,B16007_018E,B16007_018M,B16007_019E,B16007_019M,NAME,B16007_001MA,B16007_001EA,B16007_002EA,B16007_002MA,B16007_003EA,B16007_003MA,B16007_004EA,B16007_004MA,B16007_005EA,B16007_005MA,B16007_006MA,B16007_006EA,B16007_007EA,B16007_007MA,B16007_008EA,B16007_008MA,B16007_009EA,B16007_009MA,B16007_010EA,B16007_010MA,B16007_011MA,B16007_011EA,B16007_012MA,B16007_012EA,B16007_013EA,B16007_013MA,B16007_014EA,B16007_014MA,B16007_015EA,B16007_015MA,B16007_016EA,B16007_016MA,B16007_017MA,B16007_017EA,B16007_018EA,B16007_018MA,B16007_019EA,B16007_019MA,state
0400000US01,4585850,2856,805164,2907,749304,4421,42032,3122,5193,1385,6443,1656,2192,1029,2977470,3175,2816484,7606,92947,4935,26602,3392,31620,3004,9817,2640,803216,2822,785663,2524,6637,1655,6487,1471,4077,1071,352,191,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,686876,844,132262,851,114169,2828,2956,881,2695,809,6470,1936,5972,1615,471573,1078,392691,4486,15403,2172,10840,2279,30113,2382,22526,2586,83041,1041,70562,1589,1533,644,2294,761,4161,771,4491,553,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6581229,1331,1197687,1702,846238,10143,299616,9844,13250,2387,14661,2135,23922,3759,4182692,1751,2928881,17560,947380,14543,83844,4960,102871,5419,119716,7331,1200850,1541,1003173,5214,128371,3593,28869,2967,16280,1438,24157,1628,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2817639,2636,521793,2863,470611,4258,41701,3771,2741,1134,5916,1502,824,893,1798822,2572,1653077,5931,103451,3971,14122,2848,23472,3056,4700,1817,497024,2463,483960,2079,7480,1670,2714,857,2523,875,347,266,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37076228,3179,6596961,4022,3690770,27264,2266229,23614,202618,9984,378474,9652,58870,6526,24974450,3912,13364683,40543,7517602,38034,1193861,23364,2625918,20766,272386,15198,5504817,3250,3541121,15616,914306,9279,305435,9785,700710,7893,43245,3655,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5274561,2114,929766,2406,739797,6958,144828,6533,15437,2709,16541,2182,13163,2762,3571096,2585,2956560,13370,415062,12676,82836,5395,77119,4865,39519,4788,773699,2159,687337,3965,50054,2617,21266,2513,11150,1462,3892,1029,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405990,1224,560084,1205,437489,6406,79523,4330,25983,3795,11348,2027,5741,1814,2244812,1475,1696780,9183,302499,5296,147192,8978,67415,4303,30926,4628,601094,1271,507284,3983,32641,1561,49433,3612,7443,1102,4293,1059,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907032,341,149406,450,124055,2750,18042,1852,3763,1790,2826,888,720,503,584409,843,495253,4827,44693,2745,19914,2811,17488,2584,7061,2199,173217,766,161516,1308,3492,733,4203,1025,3240,914,766,539,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,648907,115,79533,173,63676,1858,11601,1294,2178,1046,681,450,1397,744,485382,358,394920,4540,46066,2271,22899,2879,10273,1530,11224,2704,83992,302,76173,1044,3337,603,1834,694,1244,379,1404,584,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19855078,4120,3071458,4585,2162181,15361,694813,12525,159861,9555,38162,3633,16441,3237,12568388,5463,8467055,30052,3031956,19483,730482,20715,243378,9411,95517,6937,4215232,4692,3337640,11519,599517,5979,204640,9439,51930,3584,21505,3077,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
