GEO_ID,B19113D_001E,B19113D_001M,NAME,B19113D_001EA,B19113D_001MA,state
0400000US01,87500,10705,Alabama,null,null,01
0400000US02,68883,8118,Alaska,null,null,02
0400000US04,91482,5227,Arizona,null,null,04
0400000US05,73626,7177,Arkansas,null,null,05
0400000US06,103470,1911,California,null,null,06
0400000US08,89414,6082,Colorado,null,null,08
0400000US09,95648,6756,Connecticut,null,null,09
0400000US10,124321,15699,Delaware,null,null,10
0400000US11,130510,45959,District of Columbia,null,null,11
0400000US12,79002,6219,Florida,null,null,12
0400000US13,84909,4969,Georgia,null,null,13
0400000US15,102365,4184,Hawaii,null,null,15
0400000US16,90907,26980,Idaho,null,null,16
0400000US17,100433,2206,Illinois,null,null,17
0400000US18,91029,9707,Indiana,null,null,18
0400000US19,79335,13127,Iowa,null,null,19
0400000US20,82836,4384,Kansas,null,null,20
0400000US21,61309,6856,Kentucky,null,null,21
0400000US22,68714,7607,Louisiana,null,null,22
0400000US23,59768,18033,Maine,null,null,23
0400000US24,113973,6181,Maryland,null,null,24
0400000US25,106924,6388,Massachusetts,null,null,25
0400000US26,95099,4131,Michigan,null,null,26
0400000US27,81227,3563,Minnesota,null,null,27
0400000US28,60769,6519,Mississippi,null,null,28
0400000US29,84407,7053,Missouri,null,null,29
0400000US30,98704,40089,Montana,null,null,30
0400000US31,72370,12017,Nebraska,null,null,31
0400000US32,72806,4798,Nevada,null,null,32
0400000US33,90691,11661,New Hampshire,null,null,33
0400000US34,126928,4004,New Jersey,null,null,34
0400000US35,80855,16232,New Mexico,null,null,35
0400000US36,76126,2766,New York,null,null,36
0400000US37,90557,6283,North Carolina,null,null,37
0400000US38,81834,10180,North Dakota,null,null,38
0400000US39,89449,8444,Ohio,null,null,39
0400000US40,68409,3614,Oklahoma,null,null,40
0400000US41,89833,5969,Oregon,null,null,41
0400000US42,90961,4008,Pennsylvania,null,null,42
0400000US44,77796,10908,Rhode Island,null,null,44
0400000US45,71191,8916,South Carolina,null,null,45
0400000US46,56699,34313,South Dakota,null,null,46
0400000US47,79932,8766,Tennessee,null,null,47
0400000US48,96144,3016,Texas,null,null,48
0400000US49,81611,7956,Utah,null,null,49
0400000US50,78289,36086,Vermont,null,null,50
0400000US51,120145,3879,Virginia,null,null,51
0400000US53,101303,2177,Washington,null,null,53
0400000US54,51917,23011,West Virginia,null,null,54
0400000US55,80188,7326,Wisconsin,null,null,55
0400000US56,67031,45835,Wyoming,null,null,56
0400000US72,45628,37568,Puerto Rico,null,null,72
