GEO_ID,C17014_001E,C17014_001M,C17014_002E,C17014_002M,C17014_003E,C17014_003M,C17014_004E,C17014_004M,C17014_005E,C17014_005M,C17014_006E,C17014_006M,C17014_007E,C17014_007M,C17014_008E,C17014_008M,C17014_009E,C17014_009M,C17014_010E,C17014_010M,C17014_011E,C17014_011M,NAME,C17014_001EA,C17014_001MA,C17014_002EA,C17014_002MA,C17014_003MA,C17014_003EA,C17014_004EA,C17014_004MA,C17014_005MA,C17014_005EA,C17014_006EA,C17014_006MA,C17014_007EA,C17014_007MA,C17014_008EA,C17014_008MA,C17014_009MA,C17014_009EA,C17014_010EA,C17014_010MA,C17014_011EA,C17014_011MA,state
0400000US13,2525783,17938,279748,11291,96158,6469,146993,7674,31794,3430,4803,1189,2246035,17534,263786,7145,716756,13389,1018904,15357,246589,9022,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,320336,5022,23547,2448,11208,1712,10427,1700,1506,534,406,228,296789,5140,33539,2409,85137,4473,125128,4571,52985,3180,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,419774,7037,36225,3347,9560,1578,18392,2308,7206,1599,1067,744,383549,7091,54987,3092,110492,5591,173956,5880,44114,3446,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3083543,17333,277866,10016,90452,5256,147800,7228,34591,2979,5023,1025,2805677,18153,325234,5588,828254,13015,1262652,14490,389537,8681,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1660102,12057,153371,6313,54163,4544,80485,4872,16986,1815,1737,487,1506731,12719,196254,5220,453543,9027,688882,9430,168052,5339,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,794614,8064,53223,3390,15965,1954,28906,2603,7718,1178,634,354,741391,7660,89924,2806,192296,5591,380645,7138,78526,3469,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,733649,7787,58235,3251,17031,1592,31309,2766,8817,1419,1078,421,675414,7801,75420,3074,192659,6235,328699,7481,78636,3733,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1129828,12032,145997,5304,60886,3604,68625,3762,14991,2127,1495,590,983831,12470,145000,4575,306867,7718,429345,8769,102619,4612,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,163281,7082,63654,4394,81112,4976,16349,2368,2166,779,943964,13522,131566,4606,327118,9616,394097,9951,91183,4603,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,20919,2229,9206,1465,9734,1487,1658,460,321,294,309187,6042,46127,2736,85031,4283,144077,4629,33952,2845,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,91780,3816,33481,2605,45095,3536,11128,1524,2076,735,1378050,13235,131174,3946,392409,9238,646680,11062,207787,6395,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1652214,13374,119694,5175,51437,3746,53930,4262,12430,1921,1897,754,1532520,14082,157766,5557,413622,9230,726971,13496,234161,6684,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2518003,14120,244660,6889,88220,4468,124261,5757,27730,2538,4449,884,2273343,14494,339395,6841,687174,10500,969646,13003,277128,7620,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1388742,11141,80450,4362,23115,2214,44483,3270,10868,1879,1984,561,1308292,10634,147578,3494,329353,8024,657746,9296,173615,5333,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,716451,10880,106921,5365,44192,3100,53439,3828,8531,1632,759,361,609530,9658,87340,4453,206984,6372,264131,7645,51075,3285,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1527260,14698,140934,6046,49363,3377,73066,4724,17000,2067,1505,506,1386326,14329,195123,4901,409529,10103,626181,12146,155493,5438,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,262726,5181,20328,2505,5722,1175,10165,1771,3927,1099,514,346,242398,5204,37967,2239,65502,2820,115333,4496,23596,2433,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484989,6677,35128,3384,9907,1668,19731,2389,5198,919,292,263,449861,6887,43584,2018,116946,4407,234558,5353,54773,3198,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,700449,9375,63517,3984,22179,2629,32268,2940,7930,1647,1140,467,636932,10213,86956,4035,209436,6237,261489,6577,79051,4772,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,346213,5110,16962,2241,6229,1398,9079,1466,1372,544,282,283,329251,5091,38219,2332,86680,4516,155680,4739,48672,3206,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2235231,15874,163127,6809,61508,4503,78312,4527,19917,2453,3390,1161,2072104,16546,214740,7051,597155,11468,927196,13751,333013,8917,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,479092,8736,72629,3999,30146,2926,34640,2404,6963,1257,880,402,406463,8204,67851,3647,144026,5550,157369,5938,37217,2728,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4620008,22062,481948,10308,187398,7650,229802,8222,56193,3870,8555,1754,4138060,21829,450554,7289,1257375,15982,1834819,17837,595312,8996,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2590180,17902,275466,8835,98339,5618,142597,6294,30584,2496,3946,1260,2314714,18204,321812,7683,726700,11029,1034511,13425,231691,7997,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,190217,4208,11644,1393,3719,730,6431,1167,1390,675,104,107,178573,4250,17503,1432,43161,2588,98568,3099,19341,1757,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2951170,15802,289955,8347,95833,4245,156972,6112,33705,2928,3445,885,2661215,14383,363854,7001,807204,12938,1179278,14465,310879,7410,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,964144,7994,111543,4691,41844,2563,53831,3519,14564,1513,1304,439,852601,8054,113452,3310,278979,5716,382331,6197,77839,3864,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1010975,11385,89471,5572,32767,3355,44514,3939,9945,1768,2245,1194,921504,11352,138037,5159,274539,8349,404713,8139,104215,4931,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3177289,15474,255788,8649,101076,5213,121176,5880,28769,2931,4767,1206,2921501,13989,391955,7819,842598,12823,1303390,13123,383558,8361,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,251811,6010,19788,2832,7366,1721,10075,2096,2115,784,232,256,232023,5765,24288,1961,63636,3783,107361,4838,36738,2955,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1253260,14383,141086,5864,51800,3467,72903,5162,13841,1679,2542,1036,1112174,13649,177369,5781,358211,9529,473253,10438,103341,4448,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,213402,3931,17910,1813,6631,1106,8725,1455,2278,697,276,251,195492,3969,22718,1798,48673,2242,99185,3297,24916,1995,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1707488,14892,186917,6304,67682,4277,95347,4644,21284,2683,2604,968,1520571,15258,219103,5335,481526,10757,657334,13523,162608,5766,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6696061,22045,758203,13848,233372,8738,410029,10660,99416,6026,15386,2049,5937858,23931,565178,10056,1952499,22109,2679228,24175,740953,16361,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,723175,7738,48446,3547,11524,1505,25201,2294,10515,1481,1206,372,674729,7721,63802,2683,185797,5981,308631,6908,116499,4607,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,153648,3466,10822,1610,3633,887,5202,1023,1594,643,393,325,142826,3435,17686,1427,39391,2599,71132,3251,14617,1579,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2091237,14871,149002,7059,54376,4418,74039,4790,17326,2236,3261,1044,1942235,14619,223030,6026,577766,11526,907521,13228,233918,6409,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1833793,15146,130438,5965,43592,3589,69126,4515,15175,2244,2545,933,1703355,15636,218397,5580,508617,11679,778974,12246,197367,6843,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,461542,6702,65092,4086,31531,2816,27723,2963,5437,1223,401,352,396450,6881,83229,3606,127653,5648,151595,5201,33973,2585,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1478375,11053,104945,5258,34136,2720,55137,3834,13527,1539,2145,644,1373430,10305,183098,4460,375909,8487,646470,10465,167953,5278,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,145719,3619,11003,1819,3688,1094,4637,1057,2436,867,242,201,134716,3730,15962,1716,40017,2850,64901,3434,13836,1617,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,805573,12009,329568,7906,188996,7455,119910,5699,18745,2584,1917,807,476005,11944,121731,6287,172758,8018,149805,6390,31711,3524,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
