GEO_ID,B13002_001E,B13002_001M,B13002_002E,B13002_002M,B13002_003E,B13002_003M,B13002_004E,B13002_004M,B13002_005E,B13002_005M,B13002_006E,B13002_006M,B13002_007E,B13002_007M,B13002_008E,B13002_008M,B13002_009E,B13002_009M,B13002_010E,B13002_010M,B13002_011E,B13002_011M,B13002_012E,B13002_012M,B13002_013E,B13002_013M,B13002_014E,B13002_014M,B13002_015E,B13002_015M,B13002_016E,B13002_016M,B13002_017E,B13002_017M,B13002_018E,B13002_018M,B13002_019E,B13002_019M,NAME,B13002_001MA,B13002_001EA,B13002_002MA,B13002_002EA,B13002_003MA,B13002_003EA,B13002_004EA,B13002_004MA,B13002_005EA,B13002_005MA,B13002_006MA,B13002_006EA,B13002_007EA,B13002_007MA,B13002_008MA,B13002_008EA,B13002_009EA,B13002_009MA,B13002_010EA,B13002_010MA,B13002_011MA,B13002_011EA,B13002_012MA,B13002_012EA,B13002_013MA,B13002_013EA,B13002_014EA,B13002_014MA,B13002_015EA,B13002_015MA,B13002_016EA,B13002_016MA,B13002_017MA,B13002_017EA,B13002_018EA,B13002_018MA,B13002_019EA,B13002_019MA,state
0400000US01,1145988,4391,59028,3589,33729,3048,210,238,25766,2643,7753,1624,25299,2919,1971,820,20450,2513,2878,1264,1086960,5179,449802,8591,1980,702,145269,5342,302553,6939,637158,9150,164169,4476,291433,5957,181556,6673,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,171451,2009,9961,1681,7877,1630,78,118,5501,1339,2298,827,2084,578,163,136,1446,465,475,346,161490,2492,75594,3500,317,338,28502,2262,46775,2805,85896,3598,21096,1414,43121,2494,21679,2230,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1604017,4106,88721,4401,56007,3425,322,312,40363,2831,15322,2077,32714,3184,3183,1030,24600,2775,4931,1323,1515296,5823,617691,11586,2668,907,196483,6410,418540,8915,897605,10668,227805,2947,424321,6827,245479,8581,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,686960,3783,41016,3623,25275,2851,141,173,20012,2294,5122,1247,15741,2320,2162,930,12028,2094,1551,830,645944,4920,297973,7178,1954,848,104676,5210,191343,5313,347971,8349,96857,3374,148930,5590,102184,5003,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,9686735,9041,468957,11405,318341,8345,1609,641,205698,6855,111034,4575,150616,7666,9431,1627,114402,7168,26783,2690,9217778,16145,3853343,28690,16879,2296,1175342,16024,2661122,21883,5364435,26971,1225593,5948,2754783,17848,1384059,20200,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1356158,4236,70949,3869,52458,3438,857,771,34315,3034,17286,2071,18491,2377,1197,530,14247,2044,3047,846,1285209,5420,582818,8786,1654,640,198220,5959,382944,6509,702391,9155,171140,2940,349152,5837,182099,6546,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,827282,2752,33995,3315,23763,2377,0,207,15274,2097,8489,1245,10232,2029,791,477,7714,1744,1727,849,793287,4223,302950,6553,1021,609,78507,4061,223422,5231,490337,6495,117598,1844,238701,4837,134038,4836,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,218233,1553,9580,1613,6113,1293,0,198,4327,1109,1786,685,3467,1027,66,84,3026,932,375,392,208653,2055,78497,3540,104,125,24216,2088,54177,3139,130156,3784,29518,1129,63387,2430,37251,3055,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,209245,1099,9007,1357,5198,1055,0,208,2716,696,2482,754,3809,1150,254,290,2694,1013,861,436,200238,1776,50529,3033,115,152,19010,1956,31404,2217,149709,3193,18594,1336,91196,2504,39919,2310,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4660956,9532,231116,8894,139974,6819,182,224,92067,5207,47725,4013,91142,6996,6400,1523,69286,6158,15456,3108,4429840,13364,1773877,22823,7098,1222,518879,13149,1247900,17248,2655963,21648,588340,5729,1275713,14248,791910,13953,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2596009,7657,141334,8179,85236,5174,427,434,59444,4239,25365,2846,56098,5927,4365,1308,43658,5138,8075,1867,2454675,10996,1023462,16593,4454,1231,305877,8137,713131,12243,1431213,17833,361116,6411,656532,11034,413565,11792,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,318332,1807,19672,1962,14515,1888,268,308,9329,1604,4918,926,5157,1247,102,110,3885,1126,1170,501,298660,2588,133749,4088,638,437,45794,2736,87317,3160,164911,3653,34900,1221,81523,3057,48488,2659,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,390629,2839,24723,2550,18635,2141,40,78,15705,2068,2890,857,6088,1305,1066,916,4385,1123,637,480,365906,3872,180768,5264,1765,792,64075,3361,114928,4243,185138,5482,58247,2174,77239,3807,49652,3983,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3036571,5530,153400,6254,99720,4540,387,324,67635,3855,31698,2541,53680,3923,3740,1121,41384,3661,8556,1672,2883171,8318,1186902,12845,4656,1089,347219,7634,835027,10852,1696269,12886,401794,4065,839776,7098,454699,9889,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1554098,5450,77269,4446,48296,3585,282,300,37480,3132,10534,1501,28973,2645,2320,902,23720,2550,2933,906,1476829,7767,646035,9565,2585,783,211826,6578,431624,6753,830794,11333,217984,4214,388834,8266,223976,6733,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,703390,3115,41142,3077,30204,2600,222,223,23534,2148,6448,1290,10938,1827,1137,519,8266,1638,1535,618,662248,4564,298691,5990,742,378,98330,4003,199619,4911,363557,6260,102721,2756,170682,3788,90154,4304,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,658164,3752,38940,2826,28900,2540,451,322,22291,2162,6158,1336,10040,1835,807,389,7703,1752,1530,644,619224,4600,294915,6507,946,341,105164,4400,188805,4763,324309,7085,94392,2860,150785,4801,79132,4452,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1024808,4597,53444,3431,34937,2812,947,525,26262,2487,7728,1401,18507,2491,1565,523,15618,2332,1324,635,971364,5784,443760,7784,2349,794,146921,5507,294490,5091,527604,8304,140114,3563,236485,5407,151005,5479,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1114054,4435,58623,5103,31221,3087,421,477,23986,2619,6814,1514,27402,3743,3457,1144,20308,3256,3637,1143,1055431,7444,401417,8706,1840,766,131876,6038,267701,6428,654014,9702,150687,4747,311301,7278,192026,6096,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,284247,1896,14945,1807,10430,1652,0,175,7070,1263,3360,930,4515,1114,153,141,3747,1096,615,380,269302,2583,114009,3907,678,594,31949,2476,81382,3002,155293,4212,39771,1590,70933,3128,44589,2963,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1445888,4101,74868,4386,50533,3556,0,203,33279,3045,17254,2000,24335,2779,2284,915,18040,2258,4011,1155,1371020,6515,558385,9545,2625,781,163062,5303,392698,7468,812635,10118,182532,3044,395511,5660,234592,7865,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1669962,3565,76690,5348,50305,3935,0,210,29619,2836,20686,2477,26385,3332,562,376,20565,3098,5258,1333,1593272,6419,618835,9863,2258,826,167435,5752,449142,7833,974437,10283,225533,2652,513017,6919,235887,7184,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2265857,4934,117528,5227,75681,3970,250,186,57044,3518,18387,1741,41847,3309,2630,659,33384,3122,5833,1155,2148329,7513,871226,10761,1980,548,261034,6269,608212,7997,1277103,10872,321290,3199,610172,7249,345641,7501,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1272536,3660,70957,3841,54090,3304,106,173,39083,3082,14901,1555,16867,1601,1219,449,12869,1451,2779,883,1201579,5710,536201,8084,1405,517,165411,4862,369385,5900,665378,9354,173941,2853,326908,6747,164529,5653,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,707332,5197,38333,4124,18634,2625,340,409,14168,2180,4126,1279,19699,2889,1835,901,15695,2570,2169,1163,668999,6799,267666,7010,609,402,83929,4049,183128,6012,401333,8032,102365,4559,175276,5527,123692,5534,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1393765,4905,80273,3905,50434,3159,864,364,38699,2904,10871,1638,29839,2497,3280,750,22588,2548,3971,938,1313492,6266,566867,10109,2629,862,190307,6680,373931,6545,746625,11157,187507,4080,353433,7960,205685,6602,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,227365,2033,13055,1876,9693,1724,153,166,7128,1473,2412,791,3362,930,548,451,2500,810,314,246,214310,2654,97442,4176,220,212,32580,2577,64642,2703,116868,4284,32697,1758,54846,3045,29325,2334,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,432721,2448,29620,2592,21619,2073,314,231,16613,1917,4692,1049,8001,1247,860,445,6280,1184,861,465,403101,3779,189670,4484,362,228,67049,3045,122259,3060,213431,5087,61391,1986,102467,3231,49573,2812,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,707423,2163,37802,3381,23410,2746,83,98,15742,2362,7585,1357,14392,2038,1282,558,11331,1829,1779,734,669621,3914,281973,7103,629,301,92768,4091,188576,5348,387648,7050,85463,1746,183354,4381,118831,5136,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,298149,2813,13862,1735,9093,1458,0,192,6625,1279,2468,679,4769,1200,13,28,4133,1157,623,579,284287,3315,119947,3553,241,229,32994,2172,86712,2789,164340,4065,42271,1722,79384,2927,42685,2977,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2100680,3804,98578,5606,72466,4487,48,79,43914,3024,28504,2974,26112,3277,1794,786,19288,2944,5030,1509,2002102,6839,863097,12329,2640,723,228766,7346,631691,8216,1139005,12989,273618,3157,559130,8330,306257,8016,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,470244,3404,28338,3140,14804,1935,171,138,10427,1699,4206,1316,13534,2483,1745,988,10702,2167,1087,625,441906,5254,166405,4534,1395,903,55508,3395,109502,3879,275501,6425,68805,2918,127370,4589,79326,3981,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4799180,7760,219214,7747,151709,6728,1033,609,97125,4991,53551,4225,67505,5115,2568,862,51566,4506,13371,1940,4579966,11400,1758933,17613,5518,1113,510453,11819,1242962,14706,2821033,18268,597019,3952,1475366,12395,748648,14272,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2457927,6631,127760,5742,81674,4321,790,469,57442,3447,23442,2508,46086,4312,4475,1324,36229,3737,5382,1482,2330167,9294,1019622,13809,4921,1163,315432,9575,699269,9610,1310545,15576,331301,5796,603241,10264,376003,10605,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,168998,1960,10777,1395,7757,1173,67,147,6322,1060,1368,476,3020,832,414,277,2218,759,388,310,158221,2369,74126,3107,114,129,28059,2372,45953,1876,84095,3729,21555,1208,44681,2576,17859,1991,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2657129,5900,151068,6588,95618,5244,347,264,69980,4311,25291,2410,55450,4079,4739,1005,44601,3665,6110,1475,2506061,8378,1034269,11950,3439,854,325908,7409,704922,8994,1471792,12276,368725,4297,692534,8804,410533,8858,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
