GEO_ID,B10058_001E,B10058_001M,B10058_002E,B10058_002M,B10058_003E,B10058_003M,B10058_004E,B10058_004M,B10058_005E,B10058_005M,B10058_006E,B10058_006M,B10058_007E,B10058_007M,B10058_008E,B10058_008M,B10058_009E,B10058_009M,B10058_010E,B10058_010M,B10058_011E,B10058_011M,NAME,B10058_001EA,B10058_001MA,B10058_002EA,B10058_002MA,B10058_003MA,B10058_003EA,B10058_004MA,B10058_004EA,B10058_005EA,B10058_005MA,B10058_006EA,B10058_006MA,B10058_007EA,B10058_007MA,B10058_008MA,B10058_008EA,B10058_009MA,B10058_009EA,B10058_010EA,B10058_010MA,B10058_011MA,B10058_011EA,state
0400000US01,117353,6332,49710,3965,29993,3253,20674,2933,9319,1491,19717,2287,67643,4479,30498,3068,10989,1718,19509,2485,37145,3290,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,16621,1949,8625,1643,3819,955,2352,840,1467,426,4806,1244,7996,1195,2469,649,680,394,1789,524,5527,1079,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,171855,7768,81869,5141,33568,3108,26061,3053,7507,1380,48301,4093,89986,5366,26212,3071,9154,1873,17058,2385,63774,4416,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,67675,5900,31892,3595,17811,2487,14032,2238,3779,886,14081,2659,35783,4037,15865,2808,7161,1981,8704,1744,19918,2644,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1145240,21255,494886,14394,133835,7675,91368,6442,42467,4045,361051,11998,650354,15490,111218,6570,35458,3609,75760,4899,539136,14051,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,99909,6449,49138,4812,18663,2756,13550,2483,5113,1203,30475,3465,50771,4171,14056,1774,4718,925,9338,1423,36715,3751,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,67363,5014,31303,3341,9549,1627,6907,1484,2642,684,21754,2731,36060,3773,8322,1800,3002,1062,5320,1552,27738,3717,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,22933,3243,9917,1692,4364,1167,3279,1051,1085,515,5553,1257,13016,2399,3952,1176,1591,785,2361,803,9064,2266,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,9481,1928,4221,1218,1650,753,1119,580,531,496,2571,867,5260,1180,1746,695,480,458,1266,533,3514,1017,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,503382,14735,224047,10789,86794,6364,60002,5303,26792,3251,137253,9170,279335,11456,62347,5587,19654,2927,42693,4475,216988,11424,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,252880,11088,123864,7697,55524,4701,41491,4175,14033,2073,68340,5885,129016,7868,41481,4444,14880,2396,26601,3412,87535,6006,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,57545,4246,27802,2813,5473,1187,3612,898,1861,699,22329,2823,29743,2847,4831,1096,783,357,4048,1030,24912,2519,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,29879,3330,15428,2314,5978,1486,4803,1558,1175,488,9450,2139,14451,2068,4938,1394,1668,746,3270,1062,9513,1581,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,260192,11008,121386,6765,39917,4114,28434,3207,11483,1861,81469,5461,138806,7777,32496,3324,10958,1925,21538,2367,106310,7397,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,119824,8293,60529,5400,30405,3418,22192,2844,8213,1501,30124,3237,59295,5687,21508,2739,8342,1532,13166,2095,37787,5007,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,34226,3446,20141,2486,8348,1404,6173,1203,2175,557,11793,1955,14085,1889,4034,909,1338,430,2696,769,10051,1565,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,43678,3733,22878,2456,9895,1480,6716,1267,3179,888,12983,2176,20800,2385,7537,1336,2588,797,4949,1010,13263,2002,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,109663,6478,50727,4712,24816,3254,19283,2909,5533,1200,25911,3140,58936,4357,27057,2977,12632,1944,14425,1950,31879,2777,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,111451,7403,52018,4446,26304,2923,19074,2625,7230,1316,25714,3109,59433,5440,24643,3361,9403,1867,15240,2317,34790,3723,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19812,2588,9651,1752,3097,851,1889,666,1208,531,6554,1469,10161,1679,2061,603,901,404,1160,412,8100,1537,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,149727,8759,78813,5925,29065,3765,20769,3468,8296,1604,49748,4259,70914,5135,20163,2792,6614,1050,13549,2600,50751,3844,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,124335,7790,60218,4955,18251,2660,11145,2128,7106,1469,41967,4325,64117,5302,13306,2368,4941,1397,8365,1813,50811,4970,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,172905,6790,79511,5136,33919,3253,24902,2898,9017,1541,45592,3216,93394,4177,27032,2327,10469,1588,16563,1792,66362,3476,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67203,4754,32444,3266,11582,1750,7719,1353,3863,772,20862,2726,34759,3229,9367,1429,2875,742,6492,1180,25392,2977,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,77051,4589,35084,3593,18408,2424,11630,1931,6778,1519,16676,2757,41967,3721,17821,2535,7880,1989,9941,1676,24146,3027,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,116474,7404,59073,4073,29348,3093,21581,2904,7767,1465,29725,2787,57401,4793,24452,3064,10528,1613,13924,2473,32949,3541,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16160,2199,8804,1755,5284,1447,3175,1152,2109,843,3520,881,7356,1253,3195,744,913,332,2282,658,4161,1179,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26369,2654,15489,1762,5342,1070,3930,925,1412,466,10147,1471,10880,1746,4177,1069,1233,484,2944,939,6703,1405,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,76563,4685,38264,3032,13993,2618,9051,1959,4942,1413,24271,2787,38299,3424,8899,1775,3214,1032,5685,1322,29400,3000,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25368,3510,12940,2236,5393,1243,3766,1030,1627,504,7547,1697,12428,2078,2874,956,1469,634,1405,581,9554,1768,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,204358,9010,89857,6124,28307,3540,20007,3095,8300,1605,61550,4719,114501,6689,25092,3600,7464,1744,17628,3140,89409,5871,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,58002,5633,27789,3832,15571,2894,10958,2618,4613,1146,12218,2247,30213,3293,11743,2158,4436,1120,7307,1670,18470,2812,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,445242,13099,186074,8295,56379,4821,38322,3780,18057,2381,129695,6572,259168,9522,55267,4064,18922,2619,36345,3346,203901,8937,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,219800,9608,101804,6156,51050,4471,37384,3886,13666,1800,50754,4353,117996,6895,44886,3753,15094,2080,29792,3401,73110,5520,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7394,1392,5111,1209,2659,862,1986,793,673,361,2452,872,2283,654,862,288,367,224,495,204,1421,597,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,211168,9312,101288,5985,50252,4373,35764,3824,14488,2076,51036,3611,109880,6439,42929,3805,16712,2237,26217,2718,66951,4284,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,88620,4507,42108,3013,21752,2077,14017,1697,7735,1221,20356,2251,46512,2976,19102,2182,7953,1268,11149,1512,27410,2248,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,76578,5676,37953,3800,13294,2302,8705,1740,4589,1203,24659,2780,38625,3933,10497,1825,3067,990,7430,1500,28128,3256,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,228411,8841,110476,5421,41348,3221,28315,2727,13033,1777,69128,4570,117935,6586,34657,3183,13227,2032,21430,2572,83278,5361,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20569,3107,10958,2373,2765,948,1412,619,1353,693,8193,2017,9611,2082,2370,945,1089,712,1281,593,7241,1874,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119531,6500,54689,4315,27695,3295,19180,2541,8515,1617,26994,3099,64842,4356,27854,2602,11515,1801,16339,2110,36988,3698,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10984,1419,6099,1276,3471,985,2276,889,1195,373,2628,821,4885,938,2177,477,908,275,1269,393,2708,854,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,158449,8662,79913,5350,38665,3193,26218,2830,12447,1861,41248,3931,78536,5387,36127,3564,14962,2325,21165,2333,42409,4006,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760803,19182,378679,12552,161841,8482,117230,7102,44611,4583,216838,8902,382124,13474,109977,5174,42645,3586,67332,4160,272147,12071,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,65598,5092,37901,4094,11771,2242,8078,1857,3693,1040,26130,2837,27697,2514,5967,1139,1907,820,4060,743,21730,2295,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7312,1536,4099,1118,1769,753,1020,541,749,457,2330,753,3213,753,965,421,655,368,310,212,2248,659,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,183894,9109,93246,6084,35661,4023,23463,2890,12198,2258,57585,4398,90648,5967,26288,3304,10242,2002,16046,2376,64360,4974,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,143401,7103,69053,5303,26815,2800,17272,2433,9543,1783,42238,4275,74348,4326,19706,2521,8106,1856,11600,1751,54642,3492,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44341,4604,16740,2445,8020,1503,5706,1299,2314,707,8720,1831,27601,3624,12502,2149,5340,1211,7162,1688,15099,2351,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69450,4192,36714,2310,16171,1710,12103,1646,4068,703,20543,1724,32736,3177,9471,1721,3767,1211,5704,1214,23265,2354,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8381,1767,4445,1414,2748,1109,1304,609,1444,880,1697,747,3936,1056,1426,667,271,178,1155,613,2510,1003,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,81464,6842,25554,3649,11091,2466,8816,2291,2275,873,14463,2626,55910,5123,17218,2814,6881,1825,10337,1772,38692,4500,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
