GEO_ID,C24050_001E,C24050_001M,C24050_002E,C24050_002M,C24050_003E,C24050_003M,C24050_004E,C24050_004M,C24050_005E,C24050_005M,C24050_006E,C24050_006M,C24050_007E,C24050_007M,C24050_008E,C24050_008M,C24050_009E,C24050_009M,C24050_010E,C24050_010M,C24050_011E,C24050_011M,C24050_012E,C24050_012M,C24050_013E,C24050_013M,C24050_014E,C24050_014M,C24050_015E,C24050_015M,C24050_016E,C24050_016M,C24050_017E,C24050_017M,C24050_018E,C24050_018M,C24050_019E,C24050_019M,C24050_020E,C24050_020M,C24050_021E,C24050_021M,C24050_022E,C24050_022M,C24050_023E,C24050_023M,C24050_024E,C24050_024M,C24050_025E,C24050_025M,C24050_026E,C24050_026M,C24050_027E,C24050_027M,C24050_028E,C24050_028M,C24050_029E,C24050_029M,C24050_030E,C24050_030M,C24050_031E,C24050_031M,C24050_032E,C24050_032M,C24050_033E,C24050_033M,C24050_034E,C24050_034M,C24050_035E,C24050_035M,C24050_036E,C24050_036M,C24050_037E,C24050_037M,C24050_038E,C24050_038M,C24050_039E,C24050_039M,C24050_040E,C24050_040M,C24050_041E,C24050_041M,C24050_042E,C24050_042M,C24050_043E,C24050_043M,C24050_044E,C24050_044M,C24050_045E,C24050_045M,C24050_046E,C24050_046M,C24050_047E,C24050_047M,C24050_048E,C24050_048M,C24050_049E,C24050_049M,C24050_050E,C24050_050M,C24050_051E,C24050_051M,C24050_052E,C24050_052M,C24050_053E,C24050_053M,C24050_054E,C24050_054M,C24050_055E,C24050_055M,C24050_056E,C24050_056M,C24050_057E,C24050_057M,C24050_058E,C24050_058M,C24050_059E,C24050_059M,C24050_060E,C24050_060M,C24050_061E,C24050_061M,C24050_062E,C24050_062M,C24050_063E,C24050_063M,C24050_064E,C24050_064M,C24050_065E,C24050_065M,C24050_066E,C24050_066M,C24050_067E,C24050_067M,C24050_068E,C24050_068M,C24050_069E,C24050_069M,C24050_070E,C24050_070M,C24050_071E,C24050_071M,C24050_072E,C24050_072M,C24050_073E,C24050_073M,C24050_074E,C24050_074M,C24050_075E,C24050_075M,C24050_076E,C24050_076M,C24050_077E,C24050_077M,C24050_078E,C24050_078M,C24050_079E,C24050_079M,C24050_080E,C24050_080M,C24050_081E,C24050_081M,C24050_082E,C24050_082M,C24050_083E,C24050_083M,C24050_084E,C24050_084M,NAME,C24050_001MA,C24050_001EA,C24050_002EA,C24050_002MA,C24050_003EA,C24050_003MA,C24050_004EA,C24050_004MA,C24050_005MA,C24050_005EA,C24050_006MA,C24050_006EA,C24050_007EA,C24050_007MA,C24050_008MA,C24050_008EA,C24050_009EA,C24050_009MA,C24050_010EA,C24050_010MA,C24050_011MA,C24050_011EA,C24050_012MA,C24050_012EA,C24050_013EA,C24050_013MA,C24050_014EA,C24050_014MA,C24050_015EA,C24050_015MA,C24050_016MA,C24050_016EA,C24050_017MA,C24050_017EA,C24050_018MA,C24050_018EA,C24050_019MA,C24050_019EA,C24050_020EA,C24050_020MA,C24050_021MA,C24050_021EA,C24050_022MA,C24050_022EA,C24050_023MA,C24050_023EA,C24050_024MA,C24050_024EA,C24050_025EA,C24050_025MA,C24050_026EA,C24050_026MA,C24050_027MA,C24050_027EA,C24050_028MA,C24050_028EA,C24050_029MA,C24050_029EA,C24050_030EA,C24050_030MA,C24050_031EA,C24050_031MA,C24050_032EA,C24050_032MA,C24050_033MA,C24050_033EA,C24050_034MA,C24050_034EA,C24050_035MA,C24050_035EA,C24050_036EA,C24050_036MA,C24050_037EA,C24050_037MA,C24050_038EA,C24050_038MA,C24050_039EA,C24050_039MA,C24050_040MA,C24050_040EA,C24050_041MA,C24050_041EA,C24050_042EA,C24050_042MA,C24050_043EA,C24050_043MA,C24050_044EA,C24050_044MA,C24050_045MA,C24050_045EA,C24050_046MA,C24050_046EA,C24050_047EA,C24050_047MA,C24050_048EA,C24050_048MA,C24050_049EA,C24050_049MA,C24050_050MA,C24050_050EA,C24050_051MA,C24050_051EA,C24050_052MA,C24050_052EA,C24050_053EA,C24050_053MA,C24050_054EA,C24050_054MA,C24050_055MA,C24050_055EA,C24050_056MA,C24050_056EA,C24050_057EA,C24050_057MA,C24050_058EA,C24050_058MA,C24050_059EA,C24050_059MA,C24050_060MA,C24050_060EA,C24050_061MA,C24050_061EA,C24050_062EA,C24050_062MA,C24050_063MA,C24050_063EA,C24050_064EA,C24050_064MA,C24050_065EA,C24050_065MA,C24050_066MA,C24050_066EA,C24050_067MA,C24050_067EA,C24050_068EA,C24050_068MA,C24050_069EA,C24050_069MA,C24050_070EA,C24050_070MA,C24050_071MA,C24050_071EA,C24050_072MA,C24050_072EA,C24050_073EA,C24050_073MA,C24050_074MA,C24050_074EA,C24050_075EA,C24050_075MA,C24050_076EA,C24050_076MA,C24050_077MA,C24050_077EA,C24050_078MA,C24050_078EA,C24050_079EA,C24050_079MA,C24050_080EA,C24050_080MA,C24050_081EA,C24050_081MA,C24050_082MA,C24050_082EA,C24050_083MA,C24050_083EA,C24050_084EA,C24050_084MA,state
0400000US01,2065885,17766,29037,2714,140589,7617,295953,10160,50137,4423,245109,7554,112404,6251,29757,3181,113970,5465,194128,8304,461800,12946,179960,7297,103654,6494,109387,5768,718943,13801,8602,1571,27526,3185,59086,3967,8321,1744,26060,3076,17749,2508,16411,2363,49350,3589,100385,6127,301716,11031,28412,3515,26790,3083,48535,3827,345383,9694,814,446,837,521,7464,1355,1544,942,10064,2023,2573,824,852,575,3374,1006,45057,4111,93514,6199,114827,5223,35548,3707,28915,3027,481396,10746,1510,476,9368,1524,27174,2508,27342,3149,174582,6367,22245,2670,8570,1723,56167,4131,32340,2736,51711,3966,31294,3296,16631,2499,22462,2450,193792,6582,13815,2202,93673,5861,24273,2754,2956,918,9867,1765,12816,1943,3433,952,3654,1120,5322,1227,3598,872,935,651,15194,2106,4256,1153,326371,11813,4296,854,9185,1703,177956,8574,9974,1971,24536,2859,57021,4557,491,325,1425,675,11024,1945,11261,1773,4492,986,9491,1939,5219,1387,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,344982,5496,15248,1784,25180,2525,12344,2100,5922,1492,40381,3881,28841,3071,7449,1246,11111,1873,26392,2680,85599,4176,32032,3394,15083,2081,39400,3555,128922,5582,4807,1073,4613,1324,2056,586,1463,657,3725,1055,5126,1313,4308,990,4343,1045,14479,1842,54986,3859,6395,1530,4720,1177,17901,2080,59915,3879,796,461,201,205,407,240,120,134,1589,568,1526,744,297,338,693,471,4977,1457,18084,2394,18817,2505,4033,1227,8375,1628,80166,4243,698,418,2187,850,1212,474,2343,654,28654,3376,6657,1255,1904,805,5296,1121,4375,991,10901,1785,4206,1330,2509,919,9224,1691,38802,3295,7495,1201,16669,1846,1495,579,703,623,1472,824,2749,794,940,435,187,143,1092,549,754,468,553,384,2369,835,2324,758,37177,3324,1452,552,1510,641,7174,1721,1293,750,4941,1321,12783,2090,0,153,592,411,1469,681,874,453,2061,970,1452,695,1576,593,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3125954,17075,39506,3209,221086,9491,212861,9139,72615,5530,385144,11578,168903,7115,54483,4470,262663,7145,387971,12379,679673,13712,340537,12554,150311,8075,150201,7203,1129565,17792,8953,1544,40663,3984,87782,5382,14274,2020,45930,3997,24692,2778,27653,3078,120319,6022,179382,6348,431501,11677,66865,4543,26501,2496,55050,4264,601147,11652,2067,922,940,535,4165,1494,765,462,17749,2374,3206,841,2706,993,10264,1996,91459,6748,145347,6302,207470,9486,62174,5650,52835,4120,815061,15892,1844,651,17465,2467,29259,2675,38874,3946,258931,9613,47027,4121,18681,2975,124868,4940,87599,5496,86118,4562,50867,3924,21642,2567,31886,3138,279197,11141,21004,2500,152934,8638,12384,2021,3112,1008,16217,2259,14475,2063,3897,1226,3782,949,12064,2519,4854,1457,4512,1256,23269,3309,6693,1630,300984,10920,5638,1395,9084,1912,79271,5620,15590,2088,46317,4321,79503,4703,1546,592,3430,883,17467,2035,11853,1789,10823,1954,16725,2190,3737,1118,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1296881,12974,35284,3265,84895,5244,172010,6985,32260,3194,172832,6691,76039,4672,20036,2997,67862,5181,98750,5063,317707,9305,102968,5870,57824,4510,58414,4359,440727,10322,12853,1680,12847,1883,28766,2850,4506,1284,25393,2423,11990,2155,8225,1671,26164,3286,47005,4200,204608,8272,19625,2402,14177,2275,24568,3377,220112,8277,742,430,730,413,4737,1129,755,488,8622,1780,1190,615,337,333,3263,1223,22805,2750,71055,4575,66695,4642,22107,2572,17074,1878,296139,9367,1262,508,4734,1164,17032,2284,15851,2114,113283,5706,18390,2524,7088,2197,35691,3552,19542,2704,31269,2915,11769,1912,7608,1339,12620,1873,130184,5858,15839,2096,60297,4515,13169,2016,2802,1028,6931,1473,7507,1344,3308,1052,2024,1050,2060,722,3131,946,976,390,10339,1869,1801,630,209719,7154,4588,1125,6287,1371,108306,5471,8346,1576,18603,2392,36962,3171,1078,509,720,520,7338,1599,7644,1405,3903,1081,3593,950,2351,922,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,18757501,47615,408357,13540,1195959,18316,1710620,21990,514769,13834,1969125,25456,1018201,14693,543758,12917,1143776,18661,2536841,27649,3952876,32333,1957515,27234,997560,18356,808144,16102,7267883,43002,61993,3979,225145,8032,650895,15187,106289,6046,236534,8960,142071,6556,360383,9920,553411,12245,1476265,19145,2538821,27264,385499,11605,199574,8151,331003,8950,3492353,32915,13395,2273,7687,1566,32804,3020,7590,1676,87295,5094,21993,2791,16166,1954,39166,3642,484502,13225,873955,18456,1198832,19111,429001,11971,279967,8545,4220459,34139,18288,2565,73421,4628,231226,7888,256515,10320,1355059,24662,244242,8221,115955,5340,507386,11095,401509,10159,458502,10386,289696,10804,114375,6930,154285,5746,1704929,21558,282442,12119,846060,16453,86429,4248,25236,2527,69917,4662,61568,5201,35369,3491,22500,2920,56914,4771,29431,2786,18965,2312,143394,6624,26704,2561,2071877,24910,32239,3069,43646,4551,709266,12927,119139,6280,220320,8112,548327,10849,15885,1940,21313,2538,117651,5879,52167,4464,64523,4806,111216,5418,16185,2261,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2899926,17053,65098,4667,242542,8570,199492,7942,65418,4295,304279,9275,135787,5616,77039,4235,209252,8448,402444,9347,601818,11349,315629,9915,140002,6028,141126,5422,1216391,14744,25536,2950,50207,3982,82859,4865,15450,1897,41119,3918,23149,2690,49419,3356,103519,5177,253946,7875,403819,10338,67605,4078,33396,3197,66367,4588,492327,12265,2354,802,912,487,3110,1006,712,552,13247,1999,1860,687,2021,711,5705,1515,60722,4391,112577,6293,195963,8171,53805,4113,39339,2764,649479,13849,4507,1025,19192,2448,27170,2556,32787,2900,202109,7342,30064,2745,19128,1925,94000,5154,65864,3628,72196,3943,34931,3392,21480,2411,26051,2837,273143,8332,27143,3023,162430,6366,10688,2006,3346,811,12937,1838,9395,1530,5178,1255,2816,816,7360,1672,3809,891,3375,1030,18354,2529,6312,1625,268586,10109,5558,1473,9801,1651,75665,5396,13123,2184,34867,3733,71319,4742,1293,525,3212,924,14552,2486,9417,1407,13755,2325,12967,2317,3057,903,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1805023,15003,6968,1359,108949,5755,189837,6618,39793,3770,191446,8069,76972,5044,41444,3923,156621,6788,205663,7775,479383,10484,155082,7811,86870,5067,65995,4362,787111,13579,2830,871,21133,2914,81398,4614,9463,1828,23687,2935,13154,2011,27096,3101,93053,4952,121344,6019,314548,9170,29620,3216,21049,2253,28736,2968,327199,12201,378,291,411,285,2200,755,362,256,12259,2156,2535,874,789,423,3650,887,42479,4096,106338,5597,96461,6261,37195,3631,22142,2041,393387,10576,1033,665,6916,1345,27533,2800,19941,2468,126153,6205,18726,2626,9765,1791,56506,3941,30749,3050,49161,3704,23656,2978,11034,1846,12214,1541,132982,6848,2193,797,76965,5912,10930,1837,2469,800,8751,1852,5874,1318,3048,829,1966,1182,4045,949,3383,949,837,478,10651,1711,1870,698,164344,7326,534,321,3524,1092,67776,4324,7558,1685,20596,2482,36683,4009,746,422,1446,552,7046,1379,5953,1653,4508,1335,6941,1526,1033,489,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,436376,6831,4963,1402,30719,3160,33965,3340,9872,1575,52153,4043,25648,2775,6912,1556,44951,3438,41203,3292,103422,5008,38861,3145,17863,2130,25844,3022,177418,6347,1656,645,5135,1414,14026,1854,1830,772,5711,1357,3723,1060,3314,1154,25960,2181,23752,2261,67609,3928,8397,1992,4439,1284,11866,2268,69096,4671,148,152,73,89,708,395,0,198,2225,831,299,267,53,64,1950,864,6997,1366,21680,2843,22499,2256,5884,1214,6580,1578,102606,5429,302,226,1610,749,3563,798,5066,1068,35914,3454,4373,1199,2650,979,15994,1853,7750,1471,11340,1671,5873,1528,2349,706,5822,1404,36868,3341,2685,1111,22726,2867,1464,652,569,448,1292,558,2453,887,748,452,740,440,815,431,313,220,115,140,2511,756,437,242,50388,3685,172,168,1175,651,14204,2719,2407,786,7011,1602,14800,2087,147,148,307,369,1889,672,2480,773,1977,779,2680,1344,1139,829,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,378780,6053,487,468,9731,2063,4852,1277,2284,672,16601,2000,11496,2037,12077,1796,26793,3080,88451,4386,65052,4522,35880,3510,37359,3359,67717,3652,239891,5944,337,400,1872,717,2240,969,357,276,2379,643,2307,772,10260,1679,17192,2146,71700,3554,45863,3705,9657,1520,25167,2462,50560,3445,54442,3931,0,208,204,210,30,49,0,208,558,373,674,503,73,86,1519,732,8671,2291,9989,1821,21223,2876,6621,1601,4880,1282,60355,4052,150,216,259,220,1155,454,1716,609,11479,1795,2789,1102,1634,572,6977,1609,7682,1465,7653,1586,4597,1293,4237,880,10027,1413,10127,2231,0,208,6870,1928,0,208,23,39,288,254,41,68,66,80,466,416,0,208,69,83,111,134,436,304,1757,1003,13965,2251,0,208,526,346,1427,626,188,170,1897,816,5685,1419,44,74,639,564,398,273,1478,1006,292,290,898,513,493,300,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,9488742,34438,92625,7156,727365,17025,475908,11840,244607,10928,1216508,20088,529541,14471,165355,8353,729591,15082,1242171,20505,1987542,25954,1178037,22714,508999,15956,390493,13843,3344713,31148,20091,2924,139171,6878,159922,6230,49405,3930,126128,7163,76509,5296,84804,5225,305192,9254,621206,14396,1288293,21915,216200,9337,100104,6350,157688,8382,1903911,30524,7661,1532,3062,1208,6383,1311,3190,1317,52381,4765,12852,1998,3554,1262,33651,3011,291767,11470,398857,15518,736685,18434,218991,10151,134877,7240,2457048,26843,5189,1219,51735,4263,77593,4990,132848,7628,861001,19609,130009,7369,56741,4982,357954,10845,241248,8824,247120,8213,157458,7833,63223,4258,74929,5382,893173,18420,54305,5748,508164,15331,37149,3658,9953,1813,43133,3828,43223,4883,15883,2545,16476,2202,39918,4541,17128,2891,21718,3569,70701,5141,15422,2373,889897,18141,5379,1241,25233,3363,194861,7895,49211,4737,133865,7590,266948,9052,4373,1207,16318,2778,48032,4541,36144,4030,45976,4403,55980,5361,7577,1618,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
