GEO_ID,B29001_001E,B29001_001M,B29001_002E,B29001_002M,B29001_003E,B29001_003M,B29001_004E,B29001_004M,B29001_005E,B29001_005M,NAME,B29001_001EA,B29001_001MA,B29001_002EA,B29001_002MA,B29001_003EA,B29001_003MA,B29001_004MA,B29001_004EA,B29001_005EA,B29001_005MA,state
0400000US01,3688249,5643,771482,5452,859001,5624,1260686,5748,797080,2899,Alabama,null,null,null,null,null,null,null,null,null,null,01
0400000US02,531653,3005,130346,2366,143427,2549,177019,2684,80861,1212,Alaska,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4895706,14005,1067740,7532,1133448,8665,1544874,6620,1149644,4679,Arizona,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2207894,4945,463969,3653,515699,5030,736006,4025,492220,2232,Arkansas,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25650455,39934,6059901,21020,6253003,21382,8296127,22419,5041424,11786,California,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4057437,9372,893000,4756,1069980,7035,1339310,5582,755147,3193,Colorado,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2611667,9339,521117,4528,552179,6061,956672,4763,581699,2793,Connecticut,null,null,null,null,null,null,null,null,null,null,09
0400000US10,709999,4015,141024,2224,149325,2472,248770,2134,170880,1098,Delaware,null,null,null,null,null,null,null,null,null,null,10
0400000US11,510514,4960,142877,2674,153101,3147,133231,2389,81305,860,District of Columbia,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15014950,31938,2834898,14840,3230159,16065,4960653,17749,3989240,12051,Florida,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7362615,15328,1626370,10207,1822299,13137,2542345,11042,1371601,4455,Georgia,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1025548,7912,212732,2817,250088,3697,323234,3933,239494,2425,Hawaii,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1219481,4819,262705,3118,302786,3657,395120,3430,258870,1943,Idaho,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9055927,16897,1929120,7567,2158404,10569,3094624,9417,1873779,5597,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4899251,8820,1043652,5264,1160228,5797,1679759,5399,1015612,3379,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2325355,5220,490390,3365,531754,3815,782193,3931,521018,1534,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2091261,5682,464390,4201,492678,4079,691272,3831,442921,2092,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3350956,6339,694326,4736,792195,4483,1159000,3802,705435,2442,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3469016,7138,756656,5044,865139,6621,1155734,5631,691487,2815,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1064497,2550,185480,1995,223843,1964,390899,1949,264275,1313,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4310864,13483,871222,6144,1015979,8235,1549478,6616,874185,2989,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4993001,15115,1067164,7490,1113103,9713,1746639,6966,1066095,3847,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7481928,10585,1556537,5554,1632889,6422,2653213,6307,1639289,3086,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4079652,8062,821292,5150,993587,5600,1418159,4120,846614,2199,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2234722,4641,489327,4020,537540,6107,744143,5827,463712,2693,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4606843,7507,958226,4321,1079299,5466,1567395,5372,1001923,2733,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,810760,1990,161862,1734,187346,2477,272370,1973,189182,1418,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1368000,4623,296847,2424,330487,2620,449990,3142,290676,1413,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2031213,9801,421348,4464,494724,5198,678710,5173,436431,2628,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1048883,3621,200800,2192,219542,2377,395691,2441,232850,1212,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6199409,19163,1204348,8971,1374208,10616,2273444,8821,1347409,4714,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1493318,7504,324209,4376,348711,5999,480328,5631,340070,2701,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,13866648,25883,3012070,10860,3181438,14878,4701756,14573,2971384,7959,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7509879,14198,1576345,7121,1734880,10448,2590609,9617,1608045,4116,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,564475,2695,139846,2185,136826,1964,175498,2060,112305,903,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8830185,11095,1801486,6049,2018484,7125,3084651,5057,1925564,3316,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2835451,6224,618434,4093,696776,4999,926782,4383,593459,2006,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3060328,9788,609579,4519,746253,6286,1010146,5718,694350,3360,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9764119,12718,1944387,6498,2156514,7814,3418193,7494,2245025,4441,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,792337,5553,175395,3502,170789,3245,274360,2705,171793,1806,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3799298,6431,792807,4728,866585,6271,1281172,5795,858734,2553,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,641666,2362,135536,2192,151061,2012,213580,1839,141489,1084,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5016103,9364,1045612,5610,1181407,6044,1726133,5493,1062951,3355,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18174345,36778,4292119,17817,4746164,25528,5889232,16436,3246830,9027,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2028176,6796,549078,4220,576154,4642,574857,4168,328087,1976,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,494550,1901,100951,1602,101703,1027,175626,1414,116270,872,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6145893,15649,1297922,9283,1489845,8406,2118564,8351,1239562,5087,Virginia,null,null,null,null,null,null,null,null,null,null,51
