GEO_ID,B21001I_001E,B21001I_001M,B21001I_002E,B21001I_002M,B21001I_003E,B21001I_003M,B21001I_004E,B21001I_004M,B21001I_005E,B21001I_005M,B21001I_006E,B21001I_006M,B21001I_007E,B21001I_007M,B21001I_008E,B21001I_008M,B21001I_009E,B21001I_009M,B21001I_010E,B21001I_010M,B21001I_011E,B21001I_011M,B21001I_012E,B21001I_012M,B21001I_013E,B21001I_013M,B21001I_014E,B21001I_014M,B21001I_015E,B21001I_015M,B21001I_016E,B21001I_016M,B21001I_017E,B21001I_017M,B21001I_018E,B21001I_018M,B21001I_019E,B21001I_019M,B21001I_020E,B21001I_020M,B21001I_021E,B21001I_021M,B21001I_022E,B21001I_022M,B21001I_023E,B21001I_023M,B21001I_024E,B21001I_024M,B21001I_025E,B21001I_025M,B21001I_026E,B21001I_026M,B21001I_027E,B21001I_027M,B21001I_028E,B21001I_028M,B21001I_029E,B21001I_029M,B21001I_030E,B21001I_030M,B21001I_031E,B21001I_031M,B21001I_032E,B21001I_032M,B21001I_033E,B21001I_033M,NAME,B21001I_001EA,B21001I_001MA,B21001I_002MA,B21001I_002EA,B21001I_003MA,B21001I_003EA,B21001I_004EA,B21001I_004MA,B21001I_005EA,B21001I_005MA,B21001I_006EA,B21001I_006MA,B21001I_007EA,B21001I_007MA,B21001I_008EA,B21001I_008MA,B21001I_009MA,B21001I_009EA,B21001I_010EA,B21001I_010MA,B21001I_011EA,B21001I_011MA,B21001I_012EA,B21001I_012MA,B21001I_013EA,B21001I_013MA,B21001I_014MA,B21001I_014EA,B21001I_015EA,B21001I_015MA,B21001I_016EA,B21001I_016MA,B21001I_017EA,B21001I_017MA,B21001I_018MA,B21001I_018EA,B21001I_019EA,B21001I_019MA,B21001I_020EA,B21001I_020MA,B21001I_021EA,B21001I_021MA,B21001I_022EA,B21001I_022MA,B21001I_023MA,B21001I_023EA,B21001I_024EA,B21001I_024MA,B21001I_025EA,B21001I_025MA,B21001I_026EA,B21001I_026MA,B21001I_027EA,B21001I_027MA,B21001I_028EA,B21001I_028MA,B21001I_029MA,B21001I_029EA,B21001I_030EA,B21001I_030MA,B21001I_031EA,B21001I_031MA,B21001I_032EA,B21001I_032MA,B21001I_033EA,B21001I_033MA,state
0400000US01,119839,1739,63727,1939,29277,2344,1748,932,27529,2181,25552,2395,1707,696,23845,2456,4923,934,1206,591,3717,931,3177,1110,544,321,2633,1097,798,407,222,217,576,340,56112,2120,27695,2334,636,689,27059,2400,19604,2139,513,506,19091,2148,4610,1035,173,177,4437,1031,2446,823,250,309,2196,794,1757,696,15,26,1742,697,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,31447,1108,15278,1010,7115,1065,1290,651,5825,908,5818,948,803,460,5015,877,1251,499,335,239,916,482,1004,460,262,245,742,460,90,88,42,65,48,60,16169,620,7477,942,161,198,7316,988,5971,825,292,269,5679,851,1196,359,0,153,1196,359,1097,463,163,186,934,480,428,237,0,153,428,237,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1474979,1266,736906,799,319912,1741,8596,1549,311316,2432,269304,1655,17967,2281,251337,2842,81215,483,9107,1508,72108,1583,43521,637,10631,1590,32890,1646,22954,615,7959,1214,14995,1227,738073,979,295738,1393,1558,691,294180,1590,271264,1344,2289,938,268975,1530,88446,523,1045,456,87401,711,50564,799,672,412,49892,840,32061,628,327,300,31734,724,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,134980,1105,70044,1693,32985,1567,1711,878,31274,1491,27536,1541,1561,1137,25975,1492,5487,916,663,339,4824,862,3319,1113,373,209,2946,1108,717,398,230,270,487,275,64936,1473,28603,1605,297,450,28306,1540,26077,1754,185,183,25892,1764,5846,1018,156,251,5690,989,3366,832,112,125,3254,834,1044,486,0,201,1044,486,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,10735330,3483,5361984,3139,2222567,3248,45287,4019,2177280,5096,2039096,1585,69057,5132,1970039,5295,624098,1274,36219,2714,587879,3068,303630,1269,51896,3314,251734,3504,172593,1006,36032,2399,136561,2497,5373346,1561,2095118,1772,9071,1790,2086047,2297,1992454,1562,8689,1510,1983765,2060,661086,914,3632,985,657454,1452,364709,1068,993,376,363716,1202,259979,775,923,474,259056,832,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,807545,1235,407145,1647,172935,2227,5016,1418,167919,2674,154989,1767,10726,1634,144263,2157,43487,999,6107,1147,37380,1475,23333,841,7469,1037,15864,1015,12401,899,4956,881,7445,977,400400,1106,161937,1057,1423,765,160514,1416,146881,1039,2478,992,144403,1423,46853,877,358,209,46495,893,27552,1125,249,206,27303,1148,17177,859,326,271,16851,902,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,399388,439,196954,735,83340,1093,2284,1131,81056,1543,77175,962,3195,771,73980,1234,21082,630,985,451,20097,797,10375,525,812,435,9563,581,4982,583,1243,530,3739,542,202434,551,78404,767,588,459,77816,924,79884,559,578,570,79306,744,23575,525,422,370,23153,508,12687,574,0,207,12687,574,7884,321,62,112,7822,300,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,57295,107,29578,107,12007,808,338,409,11669,738,12680,799,276,215,12404,838,2865,453,612,517,2253,711,1665,526,639,449,1026,526,361,338,131,212,230,272,27717,8,12012,442,41,75,11971,458,10698,442,44,90,10654,470,2696,298,57,72,2639,286,1535,268,0,198,1535,268,776,215,0,198,776,215,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,54940,376,27584,351,12052,153,285,238,11767,294,11141,313,548,468,10593,568,2665,4,25,43,2640,43,1144,331,184,179,960,362,582,331,76,133,506,307,27356,154,12079,99,81,131,11998,163,9702,72,142,141,9560,147,2865,3,0,208,2865,3,1639,-555555555,0,208,1639,4,1071,-555555555,0,208,1071,4,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,*****,null,null,null,null,11
0400000US12,4052626,2177,1975180,2584,670830,3114,15736,2552,655094,4116,782758,2729,36899,3581,745859,4473,256975,1665,22744,2684,234231,2969,153633,1935,21507,2850,132126,2737,110984,1917,12655,1850,98329,2220,2077446,1849,627962,2604,3717,1230,624245,2785,783227,2731,6060,1747,777167,2809,291256,1594,3141,1205,288115,1876,198334,1942,649,400,197685,1998,176667,2048,671,443,175996,2070,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,628119,3171,328290,3171,138828,3270,2990,1089,135838,3378,142971,3389,6625,1557,136346,3580,30321,1837,3987,1126,26334,1647,10779,1467,1797,639,8982,1579,5391,1127,1183,659,4208,1103,299829,3300,121797,2782,1700,949,120097,2755,128914,2711,2495,832,126419,2491,29135,2100,529,413,28606,2100,12892,1577,159,212,12733,1583,7091,1301,0,224,7091,1301,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,86182,1243,41437,1190,18407,998,2971,1018,15436,1344,14800,753,1623,558,13177,909,4800,367,1390,505,3410,669,2182,369,1163,396,1019,367,1248,311,437,259,811,297,44745,474,19848,636,1143,693,18705,894,15353,542,796,485,14557,742,5290,163,183,227,5107,279,2849,282,0,187,2849,282,1405,286,0,187,1405,286,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,131617,859,68419,1190,31544,1389,1027,781,30517,1714,25445,1408,1260,750,24185,1334,7294,1269,602,439,6692,1272,3250,796,408,277,2842,775,886,408,202,254,684,352,63198,1198,27987,1203,283,296,27704,1203,23409,1089,106,190,23303,1127,7447,899,159,172,7288,933,3350,729,0,201,3350,729,1005,701,0,201,1005,701,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1490317,1804,764232,2088,308947,2411,6034,1267,302913,2520,309450,1741,9055,1805,300395,2467,84613,1115,4460,1026,80153,1364,41505,1076,5820,1190,35685,1490,19717,928,2634,790,17083,1069,726085,1866,288265,1982,767,386,287498,2004,283488,1823,1211,529,282277,1900,80860,1477,587,423,80273,1568,45361,1187,244,200,45117,1198,28111,879,88,123,28023,880,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,287836,1863,147394,2085,63444,1914,2033,851,61411,1996,60554,1742,3620,1308,56934,1953,13763,1300,1990,824,11773,1401,6347,1133,1154,590,5193,1012,3286,620,1209,467,2077,535,140442,1815,60704,2044,244,232,60460,2096,56698,1925,1377,702,55321,1882,12635,1096,75,103,12560,1090,6821,1042,0,197,6821,1042,3584,514,0,197,3584,514,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,114341,1779,59005,1631,26746,1523,558,378,26188,1448,23882,1789,735,321,23147,1764,6250,977,309,236,5941,896,1605,609,303,199,1302,543,522,301,135,145,387,254,55336,1395,25798,1267,216,259,25582,1335,20462,1443,111,141,20351,1426,5731,1084,0,163,5731,1084,2041,639,0,163,2041,639,1304,523,0,163,1304,523,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,212301,1353,109006,1682,50067,1945,2923,999,47144,1834,40855,1653,1890,729,38965,1773,11212,959,1500,586,9712,925,4834,712,1232,374,3602,664,2038,511,906,387,1132,424,103295,1328,45171,1650,247,273,44924,1672,39772,1599,94,113,39678,1611,10218,925,40,70,10178,915,5322,845,0,177,5322,845,2812,510,0,177,2812,510,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,92751,2275,51545,2133,22934,1931,547,291,22387,1981,21157,1295,1945,749,19212,1393,4930,1009,479,218,4451,994,1767,396,436,310,1331,357,757,375,342,354,415,216,41206,1895,19197,1578,340,240,18857,1551,15490,1210,500,399,14990,1130,3881,946,150,252,3731,918,1845,486,0,195,1845,486,793,483,50,85,743,466,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,169100,2141,90296,2390,38181,1950,772,420,37409,1992,35205,2043,2323,1009,32882,2020,9746,1414,1132,763,8614,1193,3862,506,906,416,2956,555,3302,614,951,388,2351,514,78804,2036,32563,1918,767,487,31796,1908,27953,1594,176,190,27777,1611,8470,1087,49,48,8421,1082,4990,740,50,91,4940,735,4828,708,78,107,4750,702,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14006,926,7093,923,3679,804,66,138,3613,806,2144,655,263,215,1881,677,123,97,0,175,123,97,644,312,414,280,230,166,503,426,107,179,396,338,6913,613,2400,577,0,175,2400,577,3079,567,0,175,3079,567,561,400,22,43,539,398,523,286,0,175,523,286,350,216,0,175,350,216,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,404039,1408,209127,1565,83435,1779,2754,946,80681,1949,93719,1404,5894,1197,87825,1597,20407,807,1382,503,19025,821,8067,690,1026,464,7041,757,3499,461,1258,523,2241,533,194912,1031,75143,1241,625,493,74518,1335,80782,1176,1579,608,79203,1330,21854,782,340,306,21514,815,10465,747,0,203,10465,747,6668,637,80,95,6588,644,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,558969,614,274089,740,126907,1396,2526,961,124381,1519,100108,1230,4514,1247,95594,1584,26736,525,1079,544,25657,644,13366,559,901,585,12465,762,6972,518,947,461,6025,662,284880,320,117153,970,463,439,116690,1082,107231,1043,567,491,106664,1140,31584,424,99,119,31485,444,18176,688,47,91,18129,701,10736,692,122,149,10614,688,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,322660,1177,164189,1335,70553,1654,1383,601,69170,1634,62863,1705,2930,759,59933,1715,17616,925,2029,658,15587,1001,8735,812,2124,600,6611,784,4422,688,2056,671,2366,562,158471,1372,67018,1336,680,498,66338,1354,59336,1470,320,171,59016,1473,16757,937,64,73,16693,916,8466,936,252,235,8214,940,6894,880,75,94,6819,866,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,182930,1384,97230,1688,43749,1561,741,432,43008,1646,40152,1445,1413,529,38739,1457,8901,861,1268,611,7633,939,2681,726,495,278,2186,725,1747,555,582,346,1165,485,85700,1406,38163,1582,30,43,38133,1576,34361,1440,321,278,34040,1444,7752,881,126,142,7626,857,3510,670,0,153,3510,670,1914,657,13,37,1901,653,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,54703,2758,30054,2446,13608,1662,735,623,12873,1679,11658,2041,704,453,10954,2010,2629,797,292,280,2337,742,1429,802,651,525,778,630,730,340,244,229,486,326,24649,1380,11649,1859,490,537,11159,1781,8777,1498,236,221,8541,1495,1813,664,103,177,1710,671,1538,622,38,66,1500,625,872,508,31,49,841,503,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,159000,3086,80169,2726,37467,2437,1339,902,36128,2221,28812,1734,2141,816,26671,1760,7413,1057,1230,634,6183,905,3934,873,1089,528,2845,712,2543,717,1171,501,1372,603,78831,2278,35136,1910,474,327,34662,1852,26399,1641,413,404,25986,1599,9347,1317,64,90,9283,1319,4880,907,80,137,4800,885,3069,603,71,88,2998,599,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24045,885,12214,942,5145,921,702,439,4443,844,4640,851,198,207,4442,848,1339,701,176,306,1163,612,773,416,155,144,618,391,317,243,288,239,29,51,11831,922,5499,911,0,174,5499,911,4262,860,286,286,3976,808,1203,510,0,174,1203,510,486,290,0,174,486,290,381,312,36,95,345,294,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,127075,698,67819,1032,30484,1374,712,425,29772,1473,26330,1371,863,464,25467,1412,6612,814,528,371,6084,883,3305,802,764,313,2541,817,1088,452,217,164,871,423,59256,1122,27814,1529,272,260,27542,1500,21603,1385,236,162,21367,1388,5830,815,23,39,5807,809,2841,594,0,163,2841,594,1168,308,46,78,1122,284,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
