GEO_ID,C15002G_001E,C15002G_001M,C15002G_002E,C15002G_002M,C15002G_003E,C15002G_003M,C15002G_004E,C15002G_004M,C15002G_005E,C15002G_005M,C15002G_006E,C15002G_006M,C15002G_007E,C15002G_007M,C15002G_008E,C15002G_008M,C15002G_009E,C15002G_009M,C15002G_010E,C15002G_010M,C15002G_011E,C15002G_011M,NAME,C15002G_001EA,C15002G_001MA,C15002G_002MA,C15002G_002EA,C15002G_003EA,C15002G_003MA,C15002G_004EA,C15002G_004MA,C15002G_005EA,C15002G_005MA,C15002G_006EA,C15002G_006MA,C15002G_007MA,C15002G_007EA,C15002G_008MA,C15002G_008EA,C15002G_009EA,C15002G_009MA,C15002G_010EA,C15002G_010MA,C15002G_011EA,C15002G_011MA,state
0400000US01,37570,3566,16785,2073,2587,770,4481,1003,4984,1362,4733,985,20785,2236,2661,931,4514,1203,8010,1447,5600,1164,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,26693,2828,13916,1812,1500,735,3899,975,6042,1068,2475,822,12777,1701,731,373,3317,894,5130,1264,3599,1075,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,109772,5895,54555,3897,7086,1473,13333,2129,19420,2632,14716,2231,55217,3981,6731,1179,12051,1807,20593,2585,15842,1846,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,37583,3215,19168,2173,2857,873,6541,1403,6648,1114,3122,969,18415,1958,2044,596,5579,1230,6940,1193,3852,1079,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,881679,18190,440328,12127,48410,3937,90832,5765,157589,7367,143497,5987,441351,10634,46253,3305,74888,4791,158639,5640,161571,6815,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,89192,5543,43793,3726,4525,1547,8590,1462,15203,2525,15475,1893,45399,3437,4085,1045,6399,1203,17643,2026,17272,1781,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,45285,4072,21974,2562,2864,846,7966,1909,5727,1322,5417,1286,23311,2587,3121,933,5181,1174,8098,1614,6911,1433,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,10662,1943,6299,1503,457,308,2148,1053,2419,980,1275,595,4363,1084,441,299,1598,733,1401,642,923,456,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,11613,2501,5353,1470,535,531,734,559,1017,540,3067,947,6260,1642,484,496,263,218,453,311,5060,1407,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,249957,13212,121011,7963,17436,3095,31066,3658,36146,3840,36363,3881,128946,7947,16256,2512,26574,2916,42335,4421,43781,3791,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,110660,6694,50987,3955,6061,1247,13633,2364,14789,2225,16504,2352,59673,4799,6909,1415,10570,1955,19326,2522,22868,2790,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,172029,7469,86614,4199,4397,1113,34036,2757,29970,2474,18211,2154,85415,4610,5385,1261,30125,3456,28434,2316,21471,2071,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20537,2786,10959,1974,1170,572,2741,825,4538,1408,2510,1003,9578,1686,573,437,1447,542,4212,1019,3346,967,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,133585,7337,64652,4969,8286,1564,13169,1832,21149,2581,22048,2699,68933,4582,7592,1496,13755,1973,21751,2500,25835,2619,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,61666,4030,28912,2418,3257,930,7628,1086,11033,1677,6994,1367,32754,2940,3651,965,7563,1423,11771,1801,9769,1818,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,20625,2405,8881,1348,1016,478,2582,821,3433,845,1850,593,11744,1848,1069,468,2168,808,5259,1333,3248,906,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,37263,3154,19473,2135,2327,696,5688,1234,6254,1295,5204,1126,17790,2360,1611,593,4265,923,7421,1672,4493,1019,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,34300,3534,16672,2253,2399,755,3927,1007,6124,1350,4222,865,17628,2408,1747,683,3814,925,6870,1569,5197,1197,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,32342,3880,15225,2435,2138,755,4510,1432,4898,1248,3679,1167,17117,2180,1447,473,3873,1308,6684,1545,5113,1203,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,12904,1446,6383,1030,576,310,1655,488,2604,797,1548,588,6521,1099,703,463,1362,534,2594,727,1862,564,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,84022,5764,38140,3202,3742,919,7716,1505,10431,1586,16251,2300,45882,4320,3648,975,6326,1330,14728,2287,21180,2366,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,90320,6541,44352,4457,8343,2142,10014,2098,9944,1846,16051,2302,45968,3894,7398,1582,10105,1940,12668,1914,15797,2053,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,111620,5263,52208,3261,6556,1163,14348,1744,16569,2015,14735,1826,59412,3740,5645,1129,13628,1975,22072,1868,18067,2213,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,55418,3750,27911,2510,2821,883,7642,1298,9053,1525,8395,1309,27507,2513,2463,755,4678,1141,11524,1826,8842,1200,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,16183,2498,7294,1365,968,558,1511,632,2535,905,2280,806,8889,2000,676,561,1733,683,3251,1140,3229,1319,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,60240,4459,32475,3236,3418,1007,9312,1705,10631,2006,9114,1920,27765,2580,2733,749,5849,994,10403,1687,8780,1589,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,14618,1838,7209,1256,193,205,2321,789,3000,821,1695,641,7409,1446,583,409,1499,747,3076,873,2251,809,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17598,2208,8606,1364,1295,532,2437,732,2721,743,2153,676,8992,1356,778,357,1563,551,4285,931,2366,668,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,62909,4713,30823,3012,2769,734,9235,1922,12608,2134,6211,1123,32086,2711,3099,1242,7624,1356,12507,1611,8856,1795,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,12388,1734,6367,1277,634,363,1488,538,2208,886,2037,782,6021,1328,271,210,1618,659,2298,1030,1834,500,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,103100,7041,50953,4050,5785,1304,12183,2011,14273,2282,18712,2485,52147,4160,5674,1206,10008,1784,15630,1910,20835,2473,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,31332,3148,15801,2219,1566,604,4088,1311,5573,1335,4574,1358,15531,1823,1132,676,3471,988,5520,1194,5408,1259,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,286854,11783,132657,7901,22613,3313,31027,3438,37847,3828,41170,3618,154197,6609,23612,2499,34081,4012,40314,3345,56190,3772,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
