GEO_ID,C15002G_001E,C15002G_001M,C15002G_002E,C15002G_002M,C15002G_003E,C15002G_003M,C15002G_004E,C15002G_004M,C15002G_005E,C15002G_005M,C15002G_006E,C15002G_006M,C15002G_007E,C15002G_007M,C15002G_008E,C15002G_008M,C15002G_009E,C15002G_009M,C15002G_010E,C15002G_010M,C15002G_011E,C15002G_011M,NAME,C15002G_001EA,C15002G_001MA,C15002G_002MA,C15002G_002EA,C15002G_003EA,C15002G_003MA,C15002G_004EA,C15002G_004MA,C15002G_005EA,C15002G_005MA,C15002G_006EA,C15002G_006MA,C15002G_007MA,C15002G_007EA,C15002G_008MA,C15002G_008EA,C15002G_009EA,C15002G_009MA,C15002G_010EA,C15002G_010MA,C15002G_011EA,C15002G_011MA,state
0400000US37,96693,6226,45813,3724,6593,1413,10853,1699,15169,2092,13198,1925,50880,4145,4271,912,8039,1573,19815,2775,18755,2561,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5365,1160,2897,842,283,240,821,423,1164,534,629,487,2468,703,80,70,478,301,779,371,1131,528,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,120848,6604,59407,4119,6719,1569,19563,2594,19068,2336,14057,1869,61441,4404,6842,1450,14726,1972,24309,2587,15564,2070,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,137886,4841,64490,3021,8706,1210,21598,1668,20563,2012,13623,1310,73396,2999,5943,939,20337,2006,28792,2221,18324,1765,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,92589,5451,47047,3657,7097,1957,11862,1790,17217,2301,10871,1562,45542,3604,4049,952,8285,1617,19642,2209,13566,1816,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,118073,6423,54985,4386,7808,2073,15728,2636,16943,2136,14506,1737,63088,4162,7796,1659,15011,2237,19511,2430,20770,2226,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,13615,2358,5989,1569,502,265,2898,1165,1125,544,1464,615,7626,1530,931,512,1669,861,2788,916,2238,740,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,40824,4677,19379,3001,2835,1208,5401,1465,5786,1447,5357,1539,21445,2827,2035,740,4679,1259,9053,1872,5678,1220,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9026,1750,4263,1039,224,277,1498,583,1773,686,768,476,4763,1301,414,455,1210,615,2283,842,856,478,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,50630,4130,23326,2830,2064,734,6289,1525,8412,1571,6561,1287,27304,2842,2887,845,6885,1776,9090,1583,8442,1943,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,315430,11900,151811,7551,18223,2684,38968,5128,48565,4027,46055,3908,163619,7189,19863,3232,28946,3156,62756,4284,52054,3894,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30967,3125,14396,2447,1374,680,3496,934,5613,1618,3913,1095,16571,2041,1443,594,2832,1023,5358,1258,6938,1457,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5735,1069,2739,663,202,207,683,328,932,372,922,402,2996,770,148,145,279,203,769,480,1800,560,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,131619,7547,64670,4975,7330,1844,13419,2058,21194,3124,22727,2576,66949,4612,6480,1562,9706,1715,23069,2680,27694,2692,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,184546,8181,91549,5156,7213,1322,20256,2932,35700,3321,28380,2609,92997,5244,6262,1224,17855,2265,37459,3351,31421,3128,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,8905,1663,4095,1003,571,330,1519,647,760,340,1245,581,4810,1229,572,481,1316,621,1742,660,1180,498,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,51014,3552,26878,2443,2605,684,8351,1659,8889,1546,7033,1199,24136,2217,1570,568,5268,1013,9245,1428,8053,1249,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5869,1181,3015,878,112,135,1005,500,1190,610,708,445,2854,723,160,180,715,390,1020,388,959,496,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,120687,7888,58361,4831,13330,2162,19820,2833,14110,2527,11101,2194,62326,4615,12924,2011,16087,2124,13943,2625,19372,2923,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
