GEO_ID,B14003_001E,B14003_001M,B14003_002E,B14003_002M,B14003_003E,B14003_003M,B14003_004E,B14003_004M,B14003_005E,B14003_005M,B14003_006E,B14003_006M,B14003_007E,B14003_007M,B14003_008E,B14003_008M,B14003_009E,B14003_009M,B14003_010E,B14003_010M,B14003_011E,B14003_011M,B14003_012E,B14003_012M,B14003_013E,B14003_013M,B14003_014E,B14003_014M,B14003_015E,B14003_015M,B14003_016E,B14003_016M,B14003_017E,B14003_017M,B14003_018E,B14003_018M,B14003_019E,B14003_019M,B14003_020E,B14003_020M,B14003_021E,B14003_021M,B14003_022E,B14003_022M,B14003_023E,B14003_023M,B14003_024E,B14003_024M,B14003_025E,B14003_025M,B14003_026E,B14003_026M,B14003_027E,B14003_027M,B14003_028E,B14003_028M,B14003_029E,B14003_029M,B14003_030E,B14003_030M,B14003_031E,B14003_031M,B14003_032E,B14003_032M,B14003_033E,B14003_033M,B14003_034E,B14003_034M,B14003_035E,B14003_035M,B14003_036E,B14003_036M,B14003_037E,B14003_037M,B14003_038E,B14003_038M,B14003_039E,B14003_039M,B14003_040E,B14003_040M,B14003_041E,B14003_041M,B14003_042E,B14003_042M,B14003_043E,B14003_043M,B14003_044E,B14003_044M,B14003_045E,B14003_045M,B14003_046E,B14003_046M,B14003_047E,B14003_047M,B14003_048E,B14003_048M,B14003_049E,B14003_049M,B14003_050E,B14003_050M,B14003_051E,B14003_051M,B14003_052E,B14003_052M,B14003_053E,B14003_053M,B14003_054E,B14003_054M,B14003_055E,B14003_055M,B14003_056E,B14003_056M,B14003_057E,B14003_057M,NAME,B14003_001MA,B14003_001EA,B14003_002MA,B14003_002EA,B14003_003MA,B14003_003EA,B14003_004MA,B14003_004EA,B14003_005EA,B14003_005MA,B14003_006EA,B14003_006MA,B14003_007MA,B14003_007EA,B14003_008MA,B14003_008EA,B14003_009MA,B14003_009EA,B14003_010EA,B14003_010MA,B14003_011EA,B14003_011MA,B14003_012MA,B14003_012EA,B14003_013MA,B14003_013EA,B14003_014MA,B14003_014EA,B14003_015MA,B14003_015EA,B14003_016EA,B14003_016MA,B14003_017EA,B14003_017MA,B14003_018MA,B14003_018EA,B14003_019EA,B14003_019MA,B14003_020MA,B14003_020EA,B14003_021EA,B14003_021MA,B14003_022EA,B14003_022MA,B14003_023MA,B14003_023EA,B14003_024MA,B14003_024EA,B14003_025MA,B14003_025EA,B14003_026MA,B14003_026EA,B14003_027EA,B14003_027MA,B14003_028EA,B14003_028MA,B14003_029MA,B14003_029EA,B14003_030EA,B14003_030MA,B14003_031MA,B14003_031EA,B14003_032EA,B14003_032MA,B14003_033EA,B14003_033MA,B14003_034MA,B14003_034EA,B14003_035MA,B14003_035EA,B14003_036MA,B14003_036EA,B14003_037EA,B14003_037MA,B14003_038EA,B14003_038MA,B14003_039EA,B14003_039MA,B14003_040MA,B14003_040EA,B14003_041MA,B14003_041EA,B14003_042EA,B14003_042MA,B14003_043MA,B14003_043EA,B14003_044EA,B14003_044MA,B14003_045MA,B14003_045EA,B14003_046MA,B14003_046EA,B14003_047EA,B14003_047MA,B14003_048EA,B14003_048MA,B14003_049EA,B14003_049MA,B14003_050EA,B14003_050MA,B14003_051MA,B14003_051EA,B14003_052MA,B14003_052EA,B14003_053MA,B14003_053EA,B14003_054EA,B14003_054MA,B14003_055EA,B14003_055MA,B14003_056EA,B14003_056MA,B14003_057MA,B14003_057EA,state
0400000US01,4705034,4688,2274000,6117,508695,9330,15836,1905,130641,5650,142757,4982,83902,2826,44503,2912,47241,3923,28136,3103,15679,2598,72915,5158,9877,1564,15878,2285,16966,1980,9659,1718,4577,1065,5951,1471,4052,988,5955,1415,1692390,7712,35776,3070,7423,1665,3032,795,2351,875,22854,2371,109532,4482,277389,4582,1234033,4478,2431034,5597,521231,9190,12918,1914,119600,5743,132452,5810,81703,2985,50742,3022,66352,5291,32135,2993,25329,2657,85173,5090,12399,1944,18151,2117,16069,2380,10903,1873,5205,1414,9807,1952,6349,1404,6290,1387,1824630,7644,32378,2721,7424,1733,3333,1006,2920,928,16857,2516,87458,4833,280817,4204,1393443,4952,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,707412,1887,369819,2204,83662,3140,2410,749,22313,1728,22942,1591,13657,1360,5949,1360,7470,1819,4074,1030,4847,1247,10703,1971,1200,546,3263,1002,1852,622,1321,523,486,302,781,625,490,322,1310,579,275454,2719,6497,1078,1814,686,440,260,395,239,4296,879,22128,1925,58956,1937,180928,2211,337593,2408,80955,3210,2968,888,21641,1624,21630,1857,11754,1284,4100,753,7267,1430,5440,1115,6155,1223,11141,1619,952,406,3261,1265,1513,622,1530,526,648,391,637,343,742,342,1858,616,245497,2937,6509,1339,2199,983,369,222,368,240,3254,810,16037,1500,48447,2227,168314,1649,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6765158,5521,3361248,4949,779384,8384,23654,2739,192954,5365,220331,6060,127163,2646,62285,3324,74836,4707,45853,3339,32308,2742,98695,6514,14969,2099,20064,2723,19135,2564,6960,1454,4831,1366,12185,2737,10618,1786,9933,1579,2483169,8261,56942,4582,11089,2017,4450,1102,8141,1575,33056,2877,161852,4291,437668,4683,1769971,4054,3403910,5369,780712,10149,23186,3113,183557,5809,210887,7088,125333,2202,68906,3467,78902,4469,45723,3500,44218,2965,98753,5231,11220,1572,17354,2598,18340,2886,7878,1471,4491,1131,10221,1781,12471,1762,16778,1849,2524445,10542,53958,3559,14144,2277,5696,1460,4211,1450,23159,2606,137456,4592,400994,4140,1884827,3971,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2893428,4025,1421746,5079,329226,6810,14376,2039,85622,4854,94201,4151,58080,2350,24483,2013,28069,3116,14594,2324,9801,1598,42340,3758,4497,1143,8835,1686,7969,1240,5292,1073,4911,1047,5210,1725,3020,876,2606,813,1050180,5899,20147,2124,5140,1350,1946,958,1633,795,13912,1885,69010,3930,177463,4077,760929,3495,1471682,4700,329905,7721,11079,1754,88042,4917,86066,4156,51664,2599,28917,2233,28304,2773,17588,2154,18245,2451,42225,4263,4408,1109,7341,1443,7645,1741,3966,921,4261,1266,7757,1852,3303,1103,3544,1005,1099552,6110,21282,2286,4950,1461,1833,864,1568,729,10738,2026,61876,2953,166818,4147,830487,4039,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38099421,11005,18913127,9268,4502359,25341,145871,7087,1099274,13818,1193674,14741,702645,5763,348181,5355,527968,10704,305581,10366,179165,5988,694055,13946,113989,5519,115684,5989,102735,5266,60783,3987,40092,3227,89897,5964,94021,5990,76854,4728,13716713,23915,262459,7007,53683,3650,23149,2682,21620,3073,142654,4970,810660,12709,2700970,11782,9701518,7927,19186294,9136,4490240,23171,143177,7547,1040463,14822,1142707,15045,665325,5008,354702,6166,568606,10738,338510,10258,236750,7473,769261,13988,107195,4972,110968,5295,116157,5935,59944,3604,55429,3151,107735,5750,112980,6523,98853,5031,13926793,20986,250502,9212,48436,4059,19441,2456,20273,2514,97839,4755,656231,10837,2466163,10944,10367908,9905,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5408451,4511,2716427,4399,624404,8690,19797,2388,154493,4800,174187,5126,99540,2326,49509,3247,64769,3815,38546,3478,23563,2430,80489,4781,12299,1807,15931,2143,12537,1833,6635,1210,4900,1318,10451,2071,8086,1439,9650,1291,2011534,7716,34400,2810,7651,1404,3177,855,3183,990,22965,2395,121206,4325,403105,4590,1415847,3370,2692024,4171,607707,8052,21406,2124,146259,5228,163679,5134,93758,2174,48952,2540,63543,3816,37751,3211,32359,2891,81963,4792,12707,1737,14518,2015,12300,1637,7133,1351,4974,1091,10616,1863,9978,1608,9737,1705,2002354,8445,33281,2151,7413,1354,3841,1008,3531,1008,16500,2263,104342,4375,369704,4900,1463742,3993,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3481238,2850,1697876,3165,360441,6106,18280,2094,87086,3659,100391,3626,61583,1837,29791,2305,37265,2870,14845,2326,11200,1570,84126,4713,9595,1494,8321,1449,11718,1919,9261,1485,10015,1547,19098,2473,9288,1784,6830,1472,1253309,6606,13814,1885,3246,851,2921,813,1249,709,12948,1883,70619,3511,201556,2883,946956,2986,1783362,2855,358425,5476,11905,1812,81935,3878,95891,3710,60165,1655,27929,2162,42074,3021,19055,2964,19471,2320,95617,4734,9099,1376,10224,1528,10643,1726,7495,1116,15046,1738,20950,2253,10488,1540,11672,1902,1329320,6045,12555,1648,4259,1348,2518,1058,1178,559,7597,1396,58720,3481,188909,3325,1053584,3492,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,929575,2315,448261,1794,93752,3893,2667,880,23810,2320,25290,2026,15234,1185,8624,1235,9904,1174,5859,1691,2364,849,17822,2139,2578,825,3627,977,3355,939,2157,653,955,441,1604,588,1423,596,2123,644,336687,3055,5577,1314,2046,799,158,166,335,326,2933,886,18022,1542,58080,2042,249536,1683,481314,2102,102842,3685,3567,949,23173,2030,25323,2028,14257,1191,9289,1022,13760,1696,8307,1857,5166,1193,18630,2471,2671,875,3237,816,3236,945,2742,807,1070,479,1793,766,1529,576,2352,699,359842,3460,5483,1277,1031,518,235,241,160,167,2170,607,13816,1690,55751,2231,281196,1861,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,666887,1941,315144,1621,48234,2394,4362,1191,16605,1538,9642,1297,6197,839,2497,725,2896,939,3529,807,2506,858,28765,3340,2034,697,2019,633,2758,776,1350,412,4813,1142,7817,1335,5626,1764,2348,932,238145,3642,2465,1015,504,352,422,356,514,640,1919,727,14167,1635,66997,1916,151157,1245,351743,1654,49181,2993,5250,1371,13993,1753,10979,1621,5459,869,1846,687,3698,986,4713,1191,3243,789,41469,3039,1518,612,2573,818,2708,861,1903,870,8642,1330,12616,1945,8042,1548,3467,832,261093,3182,2351,1257,1214,625,329,350,364,466,749,496,13100,1678,73447,1746,169539,1198,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20313711,9981,9917636,8655,1946790,19466,67845,5182,472664,9705,526913,11046,314182,5398,154467,5280,212302,9753,122372,6685,76045,5316,411329,11770,57539,5216,81180,5404,79253,4714,41475,3299,26782,2526,46210,4434,40690,4144,38200,3256,7559517,17737,113992,6674,24593,3455,10670,2021,13108,2384,76043,4720,394415,9446,1201847,9462,5724849,8652,10396075,8784,1970732,17390,58715,4611,457903,11464,497623,10705,311781,5099,160397,6322,229085,7794,145943,7933,109285,5726,441745,13680,50225,4035,79385,5057,75358,4761,38202,3377,27073,2655,59937,6112,52899,4682,58666,3959,7983598,15010,110317,6605,24792,3134,10546,1950,11830,2070,52737,4030,323995,8455,1144086,9441,6305295,9205,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
