GEO_ID,B28009H_001E,B28009H_001M,B28009H_002E,B28009H_002M,B28009H_003E,B28009H_003M,B28009H_004E,B28009H_004M,B28009H_005E,B28009H_005M,B28009H_006E,B28009H_006M,NAME,B28009H_001EA,B28009H_001MA,B28009H_002EA,B28009H_002MA,B28009H_003EA,B28009H_003MA,B28009H_004MA,B28009H_004EA,B28009H_005MA,B28009H_005EA,B28009H_006MA,B28009H_006EA,state
0400000US01,3127735,3478,2880868,11832,11503,3213,2668000,17174,201365,11620,246867,11138,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,433413,2231,421122,3152,800,313,394299,5649,26023,4522,12291,2159,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3761629,5343,3618123,9620,11179,2121,3439454,14440,167490,11203,143506,8454,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2115660,2970,1949720,8739,6482,2263,1677516,15571,265722,14585,165940,8561,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14296986,9890,13798923,17546,34392,4174,13218821,26398,545710,19170,498063,16385,California,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3746530,3729,3631547,6918,13034,2614,3469189,10542,149324,8838,114983,5914,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2317448,3842,2203988,8381,7425,1831,2107924,11993,88639,9170,113460,7704,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,585259,1221,557053,4145,1145,494,534549,5204,21359,3570,28206,4180,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,237004,2508,235129,2629,0,208,230197,2917,4932,1236,1875,687,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11076051,9136,10544823,19536,25682,3999,9810140,31246,709001,24840,531228,17950,Florida,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5378583,5505,5088332,12617,10728,2038,4735808,22526,341796,18172,290251,11360,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,295531,1803,285434,2388,854,524,267902,4139,16678,3615,10097,1789,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1383740,1777,1321270,6010,6714,2266,1225272,11486,89284,10408,62470,5537,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7667935,5938,7242681,12886,22757,2732,6861181,17765,358743,13268,425254,11851,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5143081,3449,4780425,13116,20006,3352,4412161,19521,348258,16188,362656,12927,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2619083,2545,2449473,7982,10738,1701,2283600,11523,155135,9376,169610,7201,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2157337,1820,2042086,6116,6345,1501,1903646,10659,132095,8712,115251,5595,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3666686,2991,3326465,13414,9546,2632,3048807,19257,268112,14460,340221,13070,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2680477,3969,2497640,10650,6185,1864,2291692,17270,199763,14826,182837,9395,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1216807,1265,1143638,4828,8288,1681,1056370,8208,78980,6886,73169,4599,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3001747,4358,2868261,9609,5673,1324,2762580,11331,100008,7959,133486,8569,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4739701,8916,4509289,12345,8205,1540,4354468,15373,146616,9224,230412,9407,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7331644,4140,6902262,13562,24500,3306,6484846,18255,392916,15571,429382,12706,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4356178,2026,4150069,7727,17241,2278,3937377,13336,195451,10335,206109,6997,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1645780,2669,1517207,8417,5875,2123,1359929,13470,151403,12095,128573,7929,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4729578,4475,4427580,12551,13486,2481,4054384,20224,359710,15731,301998,11845,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,882162,1235,818439,5252,5319,1862,757420,8616,55700,7017,63723,5201,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1477782,1638,1403654,4477,5870,1344,1335223,6230,62561,5312,74128,4062,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1446065,2983,1382272,5981,3419,923,1286714,9045,92139,7178,63793,5470,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1178039,1630,1133687,3897,3400,910,1079646,6685,50641,6177,44352,3532,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4849350,4246,4641501,9216,14118,2326,4448534,14480,178849,13240,207849,8276,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
