GEO_ID,B28009H_001E,B28009H_001M,B28009H_002E,B28009H_002M,B28009H_003E,B28009H_003M,B28009H_004E,B28009H_004M,B28009H_005E,B28009H_005M,B28009H_006E,B28009H_006M,NAME,B28009H_001EA,B28009H_001MA,B28009H_002EA,B28009H_002MA,B28009H_003EA,B28009H_003MA,B28009H_004MA,B28009H_004EA,B28009H_005MA,B28009H_005EA,B28009H_006MA,B28009H_006EA,state
0400000US35,764109,1641,725168,4176,5109,2070,668060,6662,51999,5052,38941,3673,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10641585,6746,9924267,20688,26610,3661,9369221,29450,528436,22026,717318,21018,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6322664,4977,5948992,13797,20134,3110,5551661,24041,377197,17889,373672,12283,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,616153,1532,581311,3568,1388,405,536790,5075,43133,3650,34842,3277,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8979850,4795,8383672,15382,25670,3326,7897273,24538,460729,17327,596178,15329,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2514412,2681,2341639,7440,6692,1711,2132815,10942,202132,9568,172773,6629,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3070527,3277,2945271,8056,6507,1351,2786000,16117,152764,11775,125256,7814,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9497645,5304,8746600,15084,44386,3319,8234061,24018,468153,19304,751045,15765,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,733202,2011,687353,4989,1332,597,659967,7424,26054,5131,45849,4999,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3127432,3629,2948667,9899,6639,1527,2734121,12993,207907,11024,178765,9124,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,690005,1398,649064,2857,1439,504,606795,5665,40830,4549,40941,2567,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4861941,3592,4483735,13926,11321,2952,4125816,23328,346598,18027,378206,13005,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11588236,9012,11151293,17821,26795,3518,10512587,28389,611911,22804,436943,15101,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2394368,3227,2345463,4910,4500,1216,2206284,11653,134679,10522,48905,3993,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,557794,800,521861,3208,2335,611,476039,5486,43487,4905,35933,3255,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5094081,4354,4831677,11846,12556,2220,4555206,19226,263915,14855,262404,11180,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4989027,3832,4815313,9499,15049,2125,4607560,14154,192704,10649,173714,8653,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1635552,3517,1469619,10755,3533,1170,1334277,14373,131809,9193,165933,9966,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4599481,4262,4311008,8415,23507,2267,4072710,14526,214791,11531,288473,7063,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,476062,827,454924,3456,1139,624,424790,4785,28995,4232,21138,3376,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22728,4246,20444,4227,1152,784,16478,3813,2814,1339,2284,987,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
