GEO_ID,B17010A_001E,B17010A_001M,B17010A_002E,B17010A_002M,B17010A_003E,B17010A_003M,B17010A_004E,B17010A_004M,B17010A_005E,B17010A_005M,B17010A_006E,B17010A_006M,B17010A_007E,B17010A_007M,B17010A_008E,B17010A_008M,B17010A_009E,B17010A_009M,B17010A_010E,B17010A_010M,B17010A_011E,B17010A_011M,B17010A_012E,B17010A_012M,B17010A_013E,B17010A_013M,B17010A_014E,B17010A_014M,B17010A_015E,B17010A_015M,B17010A_016E,B17010A_016M,B17010A_017E,B17010A_017M,B17010A_018E,B17010A_018M,B17010A_019E,B17010A_019M,B17010A_020E,B17010A_020M,B17010A_021E,B17010A_021M,B17010A_022E,B17010A_022M,B17010A_023E,B17010A_023M,B17010A_024E,B17010A_024M,B17010A_025E,B17010A_025M,B17010A_026E,B17010A_026M,B17010A_027E,B17010A_027M,B17010A_028E,B17010A_028M,B17010A_029E,B17010A_029M,B17010A_030E,B17010A_030M,B17010A_031E,B17010A_031M,B17010A_032E,B17010A_032M,B17010A_033E,B17010A_033M,B17010A_034E,B17010A_034M,B17010A_035E,B17010A_035M,B17010A_036E,B17010A_036M,B17010A_037E,B17010A_037M,B17010A_038E,B17010A_038M,B17010A_039E,B17010A_039M,B17010A_040E,B17010A_040M,B17010A_041E,B17010A_041M,NAME,B17010A_001MA,B17010A_001EA,B17010A_002MA,B17010A_002EA,B17010A_003EA,B17010A_003MA,B17010A_004MA,B17010A_004EA,B17010A_005MA,B17010A_005EA,B17010A_006EA,B17010A_006MA,B17010A_007EA,B17010A_007MA,B17010A_008MA,B17010A_008EA,B17010A_009MA,B17010A_009EA,B17010A_010MA,B17010A_010EA,B17010A_011EA,B17010A_011MA,B17010A_012EA,B17010A_012MA,B17010A_013EA,B17010A_013MA,B17010A_014MA,B17010A_014EA,B17010A_015MA,B17010A_015EA,B17010A_016MA,B17010A_016EA,B17010A_017EA,B17010A_017MA,B17010A_018EA,B17010A_018MA,B17010A_019MA,B17010A_019EA,B17010A_020MA,B17010A_020EA,B17010A_021MA,B17010A_021EA,B17010A_022EA,B17010A_022MA,B17010A_023EA,B17010A_023MA,B17010A_024EA,B17010A_024MA,B17010A_025MA,B17010A_025EA,B17010A_026EA,B17010A_026MA,B17010A_027MA,B17010A_027EA,B17010A_028MA,B17010A_028EA,B17010A_029EA,B17010A_029MA,B17010A_030MA,B17010A_030EA,B17010A_031EA,B17010A_031MA,B17010A_032EA,B17010A_032MA,B17010A_033MA,B17010A_033EA,B17010A_034EA,B17010A_034MA,B17010A_035EA,B17010A_035MA,B17010A_036EA,B17010A_036MA,B17010A_037EA,B17010A_037MA,B17010A_038MA,B17010A_038EA,B17010A_039EA,B17010A_039MA,B17010A_040EA,B17010A_040MA,B17010A_041EA,B17010A_041MA,state
0400000US01,862419,9523,72175,4020,31376,2187,16865,1913,2949,802,5100,1110,8816,1473,14511,1703,40799,3251,5153,1039,3136,835,437,283,1079,624,1620,509,2017,633,35646,2985,28798,2843,4785,899,5343,1302,18670,2498,6848,1283,790244,9538,664147,9696,235789,6237,41373,2988,41975,3244,152441,5555,428358,8361,126097,5836,42716,3239,19908,2230,4083,1186,1479,663,14346,2075,22808,2372,83381,4479,43526,3566,5846,1231,4665,1290,33015,3279,39855,3361,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,119524,3372,5464,1001,2788,635,1374,538,318,275,555,335,501,387,1414,400,2676,756,937,610,915,608,311,384,108,103,496,499,22,29,1739,538,1669,527,279,211,320,257,1070,449,70,57,114060,3488,93512,3614,40497,2552,7509,1396,10409,1715,22579,1803,53015,2543,20548,2228,7890,1513,4579,1128,546,367,393,264,3640,988,3311,1004,12658,1621,7796,1440,1009,685,679,350,6108,1225,4862,949,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1348074,13234,120588,5435,55359,3346,28813,2478,3653,1011,9696,1818,15464,1999,26546,2273,65229,4444,12920,1873,10055,1670,2281,924,2534,1014,5240,1301,2865,904,52309,3888,44581,3654,7124,1540,12356,1965,25101,2588,7728,1294,1227486,12894,970644,13121,342389,8617,60120,3495,65669,4191,216600,7382,628255,9869,256842,8310,87865,5079,47152,4398,9437,1832,6254,1140,31461,3449,40713,2897,168977,6573,92388,5886,14530,2065,14648,2121,63210,5153,76589,4600,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,601843,9278,55025,3865,24163,2628,14215,2031,2061,698,4717,1243,7437,1507,9948,1405,30862,2922,6168,1344,4540,1177,1132,567,790,482,2618,933,1628,605,24694,2498,21329,2428,3950,1106,5281,1481,12098,1775,3365,773,546818,9461,449293,9158,169755,6745,30953,3012,34423,3192,104379,5053,279538,6243,97525,5114,32075,3058,18326,2340,4694,1303,2394,1038,11238,1580,13749,2001,65450,4177,34717,3114,4556,1210,5364,1194,24797,2574,30733,3126,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5527640,20576,455009,10858,208317,7745,127226,5819,13149,2113,47870,4293,66207,4403,81091,4815,246692,6977,48767,3355,34607,2616,5212,1133,9237,1650,20158,1975,14160,2145,197925,5649,166412,5641,25041,2382,49999,3728,91372,4280,31513,2896,5072631,23445,3961845,24559,1632918,20926,296495,7640,309472,8011,1026951,17701,2328927,20254,1110786,15672,379014,10634,197123,8607,37889,3650,30879,3144,128355,7311,181891,6638,731772,12810,364938,10195,48348,3882,47481,4457,269109,8380,366834,8502,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1186550,10088,70980,4538,31097,3172,17469,2499,3071,1094,5158,1386,9240,1822,13628,1493,39883,3519,7449,1512,5426,1392,681,411,1206,703,3539,1158,2023,835,32434,3401,26574,3178,5227,1260,7679,1647,13668,2313,5860,1261,1115570,10320,912294,10725,369974,7481,71404,4446,73379,4082,225191,5931,542320,8628,203276,5726,71204,3846,40543,3249,7098,1453,4233,1120,29212,2778,30661,3041,132072,5273,73723,4104,8910,1816,6948,1584,57865,3866,58349,3268,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,698136,7365,31669,3235,12069,1694,5670,1284,1370,731,1741,807,2559,803,6399,1301,19600,2560,3245,1001,2296,852,449,438,384,443,1463,613,949,445,16355,2275,13359,1926,1716,692,2938,957,8705,1622,2996,1006,666467,7444,534579,8396,196619,5527,36423,2653,29819,2759,130377,4746,337960,6280,131888,5980,42862,3368,19949,2465,3752,1095,2411,845,13786,1824,22913,2604,89026,4829,43706,3352,6802,1362,3967,1056,32937,2816,45320,3213,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,173469,4536,11736,1695,6156,1262,2557,798,310,226,1020,584,1227,530,3599,922,5580,1150,1222,615,774,438,200,246,32,58,542,341,448,433,4358,1096,3906,1091,1004,558,930,565,1972,844,452,294,161733,4451,133651,4278,43503,3152,7549,1434,7344,1119,28610,2785,90148,3138,28082,2673,9938,1479,5551,1144,767,585,914,519,3870,985,4387,975,18144,2145,10048,1629,1402,584,955,591,7691,1468,8096,1313,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,48707,2099,708,363,429,293,245,221,64,110,0,208,181,200,184,183,279,222,42,74,42,74,0,208,0,208,42,74,0,208,237,210,237,210,0,208,18,32,219,209,0,208,47999,2146,43033,2108,17379,1633,7290,1104,3118,814,6971,1111,25654,1648,4966,1048,1724,586,1165,461,164,163,195,168,806,402,559,331,3242,874,1834,572,475,298,196,164,1163,466,1408,599,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3905118,22953,330942,9822,162857,7907,73587,5333,9756,1689,25487,3330,38344,4056,89270,5378,168085,6735,32296,2929,22890,2749,4090,1314,5515,1537,13285,2349,9406,1674,135789,6361,111147,6028,17769,2753,25241,3178,68137,4567,24642,2689,3574176,24180,2834638,21702,898049,14624,168852,6475,158656,8011,570541,11692,1936589,16424,739538,15822,243804,8274,116241,6723,24559,3287,12528,2268,79154,5374,127563,6342,495734,11740,242321,8600,37777,2787,27099,3051,177445,7404,253413,8741,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1590594,12473,120503,5991,58932,4740,33153,3573,4970,1405,10408,2085,17775,2499,25779,2391,61571,3910,11961,1884,8964,1648,1437,654,1718,867,5809,1253,2997,878,49610,3766,40319,3586,7740,1413,11974,2078,20605,2584,9291,1396,1470091,13061,1224902,13222,487978,10117,93486,4889,91864,5383,302628,8193,736924,11332,245189,8055,83426,5284,40828,4309,6834,1305,5138,1577,28856,3739,42598,3653,161763,6425,85345,5324,11314,1877,9707,1934,64324,4429,76418,4470,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
