GEO_ID,B15001_001E,B15001_001M,B15001_002E,B15001_002M,B15001_003E,B15001_003M,B15001_004E,B15001_004M,B15001_005E,B15001_005M,B15001_006E,B15001_006M,B15001_007E,B15001_007M,B15001_008E,B15001_008M,B15001_009E,B15001_009M,B15001_010E,B15001_010M,B15001_011E,B15001_011M,B15001_012E,B15001_012M,B15001_013E,B15001_013M,B15001_014E,B15001_014M,B15001_015E,B15001_015M,B15001_016E,B15001_016M,B15001_017E,B15001_017M,B15001_018E,B15001_018M,B15001_019E,B15001_019M,B15001_020E,B15001_020M,B15001_021E,B15001_021M,B15001_022E,B15001_022M,B15001_023E,B15001_023M,B15001_024E,B15001_024M,B15001_025E,B15001_025M,B15001_026E,B15001_026M,B15001_027E,B15001_027M,B15001_028E,B15001_028M,B15001_029E,B15001_029M,B15001_030E,B15001_030M,B15001_031E,B15001_031M,B15001_032E,B15001_032M,B15001_033E,B15001_033M,B15001_034E,B15001_034M,B15001_035E,B15001_035M,B15001_036E,B15001_036M,B15001_037E,B15001_037M,B15001_038E,B15001_038M,B15001_039E,B15001_039M,B15001_040E,B15001_040M,B15001_041E,B15001_041M,B15001_042E,B15001_042M,B15001_043E,B15001_043M,B15001_044E,B15001_044M,B15001_045E,B15001_045M,B15001_046E,B15001_046M,B15001_047E,B15001_047M,B15001_048E,B15001_048M,B15001_049E,B15001_049M,B15001_050E,B15001_050M,B15001_051E,B15001_051M,B15001_052E,B15001_052M,B15001_053E,B15001_053M,B15001_054E,B15001_054M,B15001_055E,B15001_055M,B15001_056E,B15001_056M,B15001_057E,B15001_057M,B15001_058E,B15001_058M,B15001_059E,B15001_059M,B15001_060E,B15001_060M,B15001_061E,B15001_061M,B15001_062E,B15001_062M,B15001_063E,B15001_063M,B15001_064E,B15001_064M,B15001_065E,B15001_065M,B15001_066E,B15001_066M,B15001_067E,B15001_067M,B15001_068E,B15001_068M,B15001_069E,B15001_069M,B15001_070E,B15001_070M,B15001_071E,B15001_071M,B15001_072E,B15001_072M,B15001_073E,B15001_073M,B15001_074E,B15001_074M,B15001_075E,B15001_075M,B15001_076E,B15001_076M,B15001_077E,B15001_077M,B15001_078E,B15001_078M,B15001_079E,B15001_079M,B15001_080E,B15001_080M,B15001_081E,B15001_081M,B15001_082E,B15001_082M,B15001_083E,B15001_083M,NAME,B15001_001MA,B15001_001EA,B15001_002MA,B15001_002EA,B15001_003EA,B15001_003MA,B15001_004EA,B15001_004MA,B15001_005EA,B15001_005MA,B15001_006EA,B15001_006MA,B15001_007MA,B15001_007EA,B15001_008MA,B15001_008EA,B15001_009EA,B15001_009MA,B15001_010EA,B15001_010MA,B15001_011EA,B15001_011MA,B15001_012MA,B15001_012EA,B15001_013MA,B15001_013EA,B15001_014EA,B15001_014MA,B15001_015EA,B15001_015MA,B15001_016EA,B15001_016MA,B15001_017MA,B15001_017EA,B15001_018MA,B15001_018EA,B15001_019EA,B15001_019MA,B15001_020EA,B15001_020MA,B15001_021EA,B15001_021MA,B15001_022EA,B15001_022MA,B15001_023MA,B15001_023EA,B15001_024MA,B15001_024EA,B15001_025MA,B15001_025EA,B15001_026MA,B15001_026EA,B15001_027EA,B15001_027MA,B15001_028EA,B15001_028MA,B15001_029MA,B15001_029EA,B15001_030MA,B15001_030EA,B15001_031MA,B15001_031EA,B15001_032EA,B15001_032MA,B15001_033EA,B15001_033MA,B15001_034MA,B15001_034EA,B15001_035MA,B15001_035EA,B15001_036MA,B15001_036EA,B15001_037EA,B15001_037MA,B15001_038EA,B15001_038MA,B15001_039MA,B15001_039EA,B15001_040MA,B15001_040EA,B15001_041MA,B15001_041EA,B15001_042EA,B15001_042MA,B15001_043EA,B15001_043MA,B15001_044MA,B15001_044EA,B15001_045MA,B15001_045EA,B15001_046MA,B15001_046EA,B15001_047EA,B15001_047MA,B15001_048EA,B15001_048MA,B15001_049MA,B15001_049EA,B15001_050MA,B15001_050EA,B15001_051MA,B15001_051EA,B15001_052EA,B15001_052MA,B15001_053EA,B15001_053MA,B15001_054EA,B15001_054MA,B15001_055EA,B15001_055MA,B15001_056MA,B15001_056EA,B15001_057MA,B15001_057EA,B15001_058EA,B15001_058MA,B15001_059EA,B15001_059MA,B15001_060EA,B15001_060MA,B15001_061EA,B15001_061MA,B15001_062MA,B15001_062EA,B15001_063MA,B15001_063EA,B15001_064EA,B15001_064MA,B15001_065EA,B15001_065MA,B15001_066EA,B15001_066MA,B15001_067MA,B15001_067EA,B15001_068MA,B15001_068EA,B15001_069EA,B15001_069MA,B15001_070EA,B15001_070MA,B15001_071EA,B15001_071MA,B15001_072EA,B15001_072MA,B15001_073MA,B15001_073EA,B15001_074MA,B15001_074EA,B15001_075MA,B15001_075EA,B15001_076MA,B15001_076EA,B15001_077EA,B15001_077MA,B15001_078MA,B15001_078EA,B15001_079MA,B15001_079EA,B15001_080MA,B15001_080EA,B15001_081MA,B15001_081EA,B15001_082EA,B15001_082MA,B15001_083EA,B15001_083MA,state
0400000US01,3780686,1656,1799902,2714,234658,3611,3842,930,33243,3193,90367,4298,85986,5169,9188,1489,11509,1877,523,368,309577,3906,8166,1616,33043,3824,92048,5083,73853,4863,27889,2656,55678,4070,18900,2257,291614,3542,13233,2201,28047,2471,93912,4952,65431,3950,22265,2421,44339,3452,24387,2391,615206,3812,21663,2339,58159,3929,220514,6551,122001,5157,44147,2682,91475,4457,57247,3823,348847,2173,28686,2426,35988,2863,103337,4349,66516,4224,17484,1570,51090,2654,45746,2882,1980784,2660,236421,4089,3067,1505,23658,3182,70944,4495,106008,4288,13569,2299,18343,2479,832,389,319301,4118,5629,1398,26636,3059,82245,4723,78397,4220,33124,3117,64862,3346,28408,2301,304392,3343,7670,1400,21265,2610,71769,3838,68968,4032,37082,3222,60320,3978,37318,3392,666301,3583,20626,2089,50880,3354,196065,6331,145086,5770,69350,4466,115011,5048,69283,4135,454369,1926,31713,2608,55539,3474,170092,4803,88848,4000,27537,2469,45244,3127,35396,2830,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,554614,156,291715,933,41110,1635,185,127,6236,1286,17448,2009,12842,1816,1993,806,2406,896,0,153,63520,1742,835,473,6397,1421,22293,2424,16756,1937,5512,1330,8485,1534,3242,854,50217,1767,868,443,2255,608,16983,1966,13099,1558,3961,1365,8592,1202,4459,958,95329,1544,2396,613,4065,937,30842,2245,24670,1701,7980,1285,15083,1636,10293,1506,41539,690,1932,506,1930,542,10553,1480,11040,1389,2854,660,6930,1033,6300,993,262899,911,31943,1303,462,536,3533,875,10444,1280,13873,1694,1258,602,2191,698,182,175,54629,1780,725,366,3206,866,11931,1315,15504,2138,6892,1410,11120,1670,5251,1050,46907,1889,820,591,1565,662,9132,1490,12474,1743,4946,1074,11242,1670,6728,1285,87918,1704,2884,785,3744,926,21607,1683,22975,2160,7892,1495,17693,1815,11123,1457,41502,753,3786,869,2628,726,9791,1263,10467,1289,2687,632,7299,1042,4844,992,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5383542,1374,2655396,1668,349045,1678,5526,1264,56859,3679,121360,5111,129331,6091,13365,2181,21091,2837,1513,735,494139,2774,16710,2301,45596,3695,135477,5611,127905,6129,41098,3329,94904,4462,32449,3096,433985,2127,27623,3142,40585,3375,103217,5313,100354,5070,38839,3360,77701,4630,45666,3268,824671,2042,54642,3929,66347,3824,202546,6190,198236,7524,67977,4189,143868,6142,91055,4174,553556,1200,33408,2519,29779,2444,123109,4857,134073,4505,37788,2822,105041,3806,90358,4551,2728146,1323,323135,1895,3582,1143,43767,3821,104771,4811,124008,5285,18449,2943,26016,2823,2542,865,459188,2128,10832,2109,34433,3655,100451,4791,119787,5426,45839,3782,106200,4754,41646,3070,425472,2135,19146,2182,33136,3193,85225,4857,100708,5215,41107,4405,93346,4630,52804,3316,873057,2245,49842,3305,59746,4135,196877,6525,226531,7208,89633,4997,153462,6781,96966,4786,647294,1143,42497,2887,40576,3126,189591,5680,171215,5366,45789,3012,88540,4052,69086,3853,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2295846,1834,1114008,2521,145595,3303,1790,667,19969,2213,53799,3573,55932,3871,5206,1217,8308,1560,591,379,195077,3503,4530,1316,16235,2497,72454,3783,44299,2632,13265,1827,32389,2958,11905,1962,183196,3074,7940,1546,17753,2810,62312,3992,38622,3250,12189,1672,29445,2491,14935,2174,368816,3015,17796,2252,37111,3211,145250,5023,73692,3644,20691,2131,48547,3648,25729,2799,221324,1880,18990,1973,19663,2039,74394,3601,45986,3115,8141,1261,31512,2281,22638,1783,1181838,2412,141853,2512,1191,609,15340,1941,44810,3362,59286,3638,7544,1653,12489,1985,1193,752,187709,3337,3737,1252,11694,2445,49590,3344,44485,3172,20482,2303,38666,3061,19055,1834,187800,3058,6604,1703,12033,1936,49062,3595,44106,3160,19736,2605,34936,2616,21323,2160,388776,2752,14410,1874,29471,2779,125761,5155,91219,4914,35882,3088,57148,3835,34885,2401,275700,1955,18728,2150,30847,2207,104462,4157,61526,3394,13136,1884,28651,2553,18350,1755,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,30479267,2378,15017561,3185,1959452,3805,30558,3488,211644,8339,658875,12441,804660,15236,82899,4857,158991,6606,11825,2020,3100572,4379,121237,6045,245138,8921,742824,13116,751410,14405,225749,8465,730435,15237,283779,8164,2632867,4135,227300,8105,239246,8992,583043,11209,505510,12736,181876,7436,551990,10937,343902,9259,4881243,4565,515380,9544,410612,9971,1049396,15872,1026171,17306,336606,9165,930440,15654,612638,12332,2443427,2651,286368,8340,149732,6295,429405,10592,483307,9513,185308,7236,480166,8425,429141,7356,15461706,2521,1840542,3113,14688,2270,142665,6212,515217,12016,828410,11809,107350,6266,217370,7030,14842,2300,2917653,4173,94446,5726,167204,6837,560087,12284,677851,13907,250344,8573,810562,13509,357159,8802,2600010,3265,213759,7079,195518,7100,477879,11900,491027,11051,207783,7655,609460,11495,404584,7320,5042111,3846,557230,11557,361428,10335,999730,15557,1053539,13975,453375,10348,1007824,15415,608985,10675,3061390,3085,444273,9134,220431,7026,698818,11122,653066,10967,229620,6540,495572,9622,319610,7235,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4344795,1586,2172597,2229,273800,2314,2439,923,32060,2878,95244,4537,108719,4337,8375,1410,25749,2611,1214,516,449737,3283,9196,1837,26262,3463,106065,5732,106332,4965,31994,3281,127109,5191,42779,3374,392771,3001,15822,2391,26861,3129,82571,4936,78957,4742,30801,3024,103762,4468,53997,3360,703081,3392,26648,2915,32191,2862,167060,6349,140576,5895,56900,3652,170756,5958,108950,4204,353208,1457,15086,1836,14189,1606,69333,3105,70556,3345,20528,1618,82687,3817,80829,4066,2172198,1885,248927,2668,2527,932,21995,2376,73750,4509,98423,4938,14021,1938,35440,3248,2771,872,417433,2991,7209,1363,20376,2347,73701,3819,82750,4362,36335,3085,139934,4412,57128,3440,369385,2357,13834,1821,19053,2401,57305,3488,64909,3759,34673,3120,111637,3508,67974,3134,715962,2376,22188,2170,30234,3071,143499,5648,154510,4750,72655,4130,180584,5886,112292,4257,420491,1414,19368,1972,21119,2145,116061,4214,100241,3933,29423,2784,78425,3560,55854,3215,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2845906,860,1370411,1724,179736,1266,3078,1063,20040,2011,56466,3576,68431,3950,6584,1390,23095,2483,2042,744,225689,1929,7935,1723,13718,2081,60754,4116,41685,3028,15071,2273,59871,3414,26655,2650,207086,1309,9290,2271,10764,1969,60541,4095,31441,2825,14791,2419,46377,3085,33882,2672,496715,1735,17880,2319,29256,2952,149973,5715,81667,4224,35318,2971,101643,4017,80978,3635,261185,805,17537,1652,18191,2037,69449,3762,37270,2339,16843,1802,45260,2575,56635,2870,1475495,1487,172316,1418,1856,797,12272,1917,42696,4228,72589,3880,7962,1595,32307,3149,2634,686,218452,1690,4044,1242,10052,1977,41858,3434,42551,3795,17896,1987,60297,3461,41754,3101,214294,1440,5366,1419,7966,1383,40403,3511,34274,3791,21238,2439,53970,3340,51077,2974,530524,1988,16353,2319,23499,2578,135138,5885,86838,4069,56669,4082,120144,5102,91883,3549,339909,944,23659,2665,23779,2736,118795,3991,56128,3421,23367,2794,46229,2988,47952,2573,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,757626,386,361427,688,42042,834,459,299,5417,1172,14783,1618,15654,1573,2226,921,3132,859,371,289,65362,1570,1684,1194,5288,1250,23957,2496,13179,1972,3937,1115,11692,1819,5625,1128,54174,1481,3495,913,4003,1287,16434,2003,10424,1578,3682,1183,10047,1444,6089,1031,122835,1322,4269,1111,7725,1331,43407,3164,21679,1882,7148,1233,23724,1945,14883,1668,77014,493,2906,863,5972,1105,23831,1717,13953,1508,3748,813,12566,1287,14038,1439,396199,565,41898,902,126,113,4010,965,13523,1772,17916,1739,2239,760,3635,1043,449,278,65587,1475,1423,914,2346,889,16648,2073,14398,2028,7685,1586,13090,2062,9997,1803,56894,985,3057,1120,2423,731,15326,1808,10875,1546,4795,1043,11120,1505,9298,1414,135617,1042,2601,860,5561,1017,42117,2911,26054,2208,12877,1716,26852,2154,19555,1959,96203,550,4025,1137,6773,1190,36589,2407,17404,1972,7905,1307,12351,1397,11156,1335,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,569374,181,266272,305,34109,169,677,453,4646,1084,8905,1509,11931,1947,1139,741,6244,1281,567,328,76152,137,1261,671,2578,1044,9165,1802,7806,1494,1982,882,26052,2573,27308,2214,50457,235,3454,1205,1906,722,7480,1805,3924,989,1830,1073,10918,1633,20945,1585,71353,197,3548,815,4846,1449,17391,1843,11815,1858,2318,831,13306,1589,18129,1868,34201,114,2856,774,3388,765,5482,1057,3733,908,642,379,5655,1014,12445,1246,303102,234,40651,134,125,155,1897,538,8103,1763,19263,2141,845,523,9357,1846,1061,609,86202,213,1656,671,1449,712,9322,1754,8168,1675,1633,673,32155,2461,31819,2209,51671,260,2573,741,2222,884,7598,1399,5496,1164,1959,773,9400,1368,22423,1529,74787,150,2700,890,5301,1206,15933,1746,12789,1507,3661,1027,13655,1833,20748,1844,49791,238,3071,846,5522,1038,12662,1569,8278,1305,1697,772,7031,1064,11530,1421,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16783620,3126,8114222,4102,910219,5464,21896,3315,135427,5999,312989,9591,295965,10403,75824,6037,63468,4788,4650,1241,1364909,6379,51373,4719,102111,6645,420294,12262,297800,10713,149873,7223,252703,8996,90755,4934,1259894,5758,59184,4722,101273,7452,364327,10893,240510,8894,124263,6641,243004,7768,127333,6511,2681058,7047,117267,6697,203022,9024,836722,14729,517287,10537,237679,7833,484594,10421,284487,8274,1898142,3382,128575,5853,122868,6409,496457,9594,368792,8500,128293,5934,354857,9420,298300,6810,8669398,3990,853224,4338,13944,2150,97555,5284,234787,8318,320238,9963,91859,5751,88525,5456,6316,1650,1342928,5232,33551,3772,73874,5915,305425,9596,279503,10219,182562,8482,338267,11461,129746,6248,1275873,4987,41774,3787,73438,5616,304816,8948,241104,9427,160122,7600,292349,9331,162270,6640,2880283,5086,106812,6824,180040,8189,811018,15779,583106,13202,352965,8891,551005,12262,295337,9558,2317090,3221,172355,7551,178416,7744,790981,11785,454176,10053,171677,6525,322721,8645,226764,7440,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
