GEO_ID,C18103_001E,C18103_001M,C18103_002E,C18103_002M,C18103_003E,C18103_003M,C18103_004E,C18103_004M,C18103_005E,C18103_005M,C18103_006E,C18103_006M,C18103_007E,C18103_007M,C18103_008E,C18103_008M,C18103_009E,C18103_009M,C18103_010E,C18103_010M,C18103_011E,C18103_011M,C18103_012E,C18103_012M,C18103_013E,C18103_013M,C18103_014E,C18103_014M,C18103_015E,C18103_015M,C18103_016E,C18103_016M,C18103_017E,C18103_017M,C18103_018E,C18103_018M,C18103_019E,C18103_019M,C18103_020E,C18103_020M,C18103_021E,C18103_021M,NAME,C18103_001EA,C18103_001MA,C18103_002EA,C18103_002MA,C18103_003MA,C18103_003EA,C18103_004EA,C18103_004MA,C18103_005MA,C18103_005EA,C18103_006EA,C18103_006MA,C18103_007EA,C18103_007MA,C18103_008EA,C18103_008MA,C18103_009MA,C18103_009EA,C18103_010EA,C18103_010MA,C18103_011EA,C18103_011MA,C18103_012EA,C18103_012MA,C18103_013EA,C18103_013MA,C18103_014MA,C18103_014EA,C18103_015MA,C18103_015EA,C18103_016MA,C18103_016EA,C18103_017EA,C18103_017MA,C18103_018EA,C18103_018MA,C18103_019EA,C18103_019MA,C18103_020MA,C18103_020EA,C18103_021MA,C18103_021EA,state
0400000US01,4793512,2005,2300832,5674,558829,4702,5172,1266,553657,5126,1400897,3646,37190,3100,1363707,4658,341106,2341,24301,2436,316805,3082,2492680,5724,533616,4680,4164,1350,529452,4641,1517254,3550,42161,2918,1475093,4621,441810,2129,35273,3287,406537,3964,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,93768,1872,936,407,92832,1864,231384,2410,5433,1343,225951,2774,40962,697,2508,515,38454,740,350064,2412,91054,1923,611,346,90443,1961,218460,1359,5969,1428,212491,1881,40550,840,3551,872,36999,1211,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,830010,2721,7192,1587,822818,3356,2019389,3071,39121,3475,1980268,4839,547828,1407,34102,3053,513726,3188,3510894,3887,800081,2782,5385,1158,794696,3137,2069619,2208,41052,4035,2028567,4792,641194,1474,41741,2784,599453,3255,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,364666,3708,4546,1173,360120,3791,862063,2979,27346,3209,834717,4506,215692,2050,17207,2116,198485,2823,1506884,4657,341824,3567,3657,1462,338167,3540,900433,2801,31152,3393,869281,4481,264627,2089,21088,1995,243539,2716,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,4620286,4385,29393,3283,4590893,5642,12243198,6481,184761,6091,12058437,8981,2404335,3306,144392,5946,2259943,6412,19779016,6604,4422319,4065,26725,2797,4395594,4946,12350954,4913,199126,8889,12151828,10092,3005743,4174,201668,6827,2804075,6887,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,645744,3078,5396,1183,640348,3209,1754634,3743,27591,2542,1727043,4911,347910,1649,17884,1704,330026,2426,2765782,3756,614334,2980,3496,929,610838,3081,1740587,2619,31903,2899,1708684,3815,410861,1605,23182,2090,387679,2482,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,379150,1806,2523,859,376627,1924,1084953,2317,16110,2073,1068843,3186,252876,1105,9619,1286,243257,1508,1819543,2573,361779,1793,1921,800,359858,1969,1131154,1793,16635,2281,1114519,2917,326610,1546,17001,2050,309609,2458,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,103775,1200,254,284,103521,1225,275060,1171,4084,1036,270976,1365,75626,668,3070,783,72556,982,492798,1502,100133,1246,200,179,99933,1282,299160,897,6523,1496,292637,1718,93505,702,4759,1071,88746,1294,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,62669,488,1044,657,61625,760,225627,730,7542,1987,218085,2101,32639,367,3192,928,29447,955,362873,800,61703,647,1221,885,60482,1034,252325,583,9930,2193,242395,2248,48845,453,4628,1133,44217,1248,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,2133342,5191,18606,2647,2114736,6255,6020206,6023,122808,7192,5897398,8161,1872603,3983,102174,5962,1770429,7203,10652553,6437,2057872,4947,17479,2470,2040393,5899,6320541,4332,127416,7051,6193125,7706,2274140,3678,151804,7521,2122336,8129,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10241594,3158,4921118,8847,1277468,6729,8118,1585,1269350,7031,3047303,5841,64144,5048,2983159,7914,596347,2766,38382,2951,557965,3918,5320476,8017,1234576,6785,10267,2284,1224309,6983,3310111,4786,72626,5158,3237485,6704,775789,3089,58806,4216,716983,5704,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1373202,2427,671429,2782,157243,1084,585,308,156658,1146,401180,2569,6356,1410,394824,3090,113006,690,5010,977,107996,1155,701773,1666,148408,1083,1488,887,146920,1477,416944,1262,6271,1569,410673,2252,136421,856,6887,1177,129534,1414,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1695273,1260,846431,2702,227466,1852,1599,643,225867,1987,496596,2786,12870,2688,483726,3906,122369,1302,7306,1228,115063,1752,848842,2797,215290,1689,1382,644,213908,1741,497383,2500,12717,2107,484666,3122,136169,1474,9038,1636,127131,2080,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12620126,1888,6173024,4831,1476640,2812,8795,1624,1467845,3224,3871297,4492,66577,4534,3804720,6942,825087,2607,44527,3313,780560,3940,6447102,4671,1414616,2966,7577,1447,1407039,3584,3976099,3752,64739,4943,3911360,5912,1056387,2578,64978,3795,991409,4431,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6568434,898,3223272,5239,808343,4055,7108,1951,801235,4538,1976813,3916,44910,4069,1931903,6050,438116,2424,26420,2312,411696,3104,3345162,5188,761855,3581,6208,1184,755647,3877,2033760,4063,43916,3598,1989844,4980,549547,2637,39002,2288,510545,2796,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3102179,690,1537348,3690,371518,3215,1673,514,369845,3247,940668,3041,11947,1281,928721,3360,225162,1423,9323,1251,215839,1783,1564831,3550,356621,3232,2371,823,354250,3318,932889,2477,13414,1769,919475,3049,275321,1553,12253,1473,263068,1926,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2855454,1638,1411724,4183,364462,3071,3190,1174,361272,3251,853560,3684,16936,2049,836624,3987,193702,1334,11261,1366,182441,1860,1443730,3964,346440,3240,3007,909,343433,3224,862800,2895,18015,1909,844785,3630,234490,1893,15395,1579,219095,2432,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4370940,1538,2138621,4275,521372,3921,7267,1552,514105,4231,1311614,3322,42073,3286,1269541,5009,305635,1937,22229,1981,283406,2865,2232319,3960,491205,3819,6110,1270,485095,4024,1361815,3602,44057,3590,1317758,4535,379299,1758,34096,2509,345203,2971,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4580258,1767,2209005,5998,568613,4908,4830,1180,563783,5108,1343795,3669,38954,3091,1304841,4396,296597,2327,22420,2533,274177,3183,2371253,5656,539177,4943,7076,1897,532101,5344,1453576,3336,44504,3551,1409072,4901,378500,2099,33519,3032,344981,3845,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1321649,577,646260,1882,129841,1512,1238,599,128603,1563,397120,1517,7710,1864,389410,2354,119299,1188,4790,916,114509,1471,675389,1856,123685,1256,543,440,123142,1342,411111,1299,7314,1138,403797,1781,140593,896,7896,1350,132697,1625,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5957871,2105,2866331,4274,687592,2937,3091,765,684501,3133,1797383,3187,25567,2932,1771816,4004,381356,1675,16717,1766,364639,2517,3091540,3956,657394,2754,4434,1146,652960,3131,1937048,2199,30617,2820,1906431,3642,497098,1761,28385,2444,468713,3232,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6785622,1021,3288881,3288,700474,1957,3865,1177,696609,2365,2121391,2063,28922,3110,2092469,3938,467016,1694,21832,2035,445184,2650,3496741,3066,666751,1987,4053,1092,662698,2246,2225588,1763,32720,3209,2192868,3659,604402,1885,36331,3123,568071,3599,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9853156,970,4830752,4066,1111275,3627,8043,1428,1103232,4039,2988842,2617,56563,4200,2932279,5054,730635,2007,34999,2456,695636,3210,5022404,4066,1061039,3080,8385,1499,1052654,3324,3065396,2504,60540,3589,3004856,4486,895969,2200,52771,2888,843198,3690,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5519199,675,2746565,3827,662560,3099,3776,1029,658784,3180,1706216,2632,22644,2232,1683572,3422,377789,1679,18657,1756,359132,2165,2772634,3819,632967,2934,1915,578,631052,3031,1688310,2410,22554,2200,1665756,3455,451357,1784,23251,1946,428106,2642,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2920808,1463,1398217,5846,364948,4317,3955,1106,360993,4465,837725,3450,29123,3445,808602,4755,195544,2168,17201,1990,178343,2844,1522591,5669,346532,4421,5044,1248,341488,4304,920116,2992,32448,3186,887668,3957,255943,1882,24627,2129,231316,2876,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6000326,1538,2926378,5137,709079,4851,6236,1467,702843,5205,1785117,4044,36050,3299,1749067,5412,432182,2221,27815,2899,404367,3618,3073948,5070,672850,4761,7216,1684,665634,4633,1859245,3715,39155,3096,1820090,4619,541853,2520,38414,2782,503439,2930,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1036245,559,516864,2153,115754,1494,737,363,115017,1536,311654,1807,5060,1110,306594,2142,89456,1122,5146,1046,84310,1384,519381,2172,113074,1675,579,282,112495,1680,310784,1659,5404,826,305380,1938,95523,1008,5578,1035,89945,1441,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1891453,931,942886,2799,243140,2415,1438,636,241702,2379,570444,1779,10059,1486,560385,2145,129302,1086,9609,1323,119693,1490,948567,2827,230244,2468,1693,548,228551,2576,565328,1764,9163,1323,556165,2166,152995,1240,8970,1181,144025,1638,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2962236,1424,1477770,2694,350986,1815,2253,1051,348733,2124,911326,2132,20660,2720,890666,3106,215458,1238,15382,2253,200076,2267,1484466,2711,332148,1719,4096,1185,328052,2135,913292,1846,22462,2736,890830,3098,239026,989,16928,1974,222098,2241,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1325016,952,654960,2444,133185,1475,1248,629,131937,1545,416844,2049,6391,1472,410453,2197,104931,982,4815,1089,100116,1413,670056,2278,124588,1351,923,627,123665,1472,423020,1582,5024,1056,417996,1918,122448,1156,6965,1313,115483,1820,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
