GEO_ID,B24032_001E,B24032_001M,B24032_002E,B24032_002M,B24032_003E,B24032_003M,B24032_004E,B24032_004M,B24032_005E,B24032_005M,B24032_006E,B24032_006M,B24032_007E,B24032_007M,B24032_008E,B24032_008M,B24032_009E,B24032_009M,B24032_010E,B24032_010M,B24032_011E,B24032_011M,B24032_012E,B24032_012M,B24032_013E,B24032_013M,B24032_014E,B24032_014M,B24032_015E,B24032_015M,B24032_016E,B24032_016M,B24032_017E,B24032_017M,B24032_018E,B24032_018M,B24032_019E,B24032_019M,B24032_020E,B24032_020M,B24032_021E,B24032_021M,B24032_022E,B24032_022M,B24032_023E,B24032_023M,B24032_024E,B24032_024M,B24032_025E,B24032_025M,B24032_026E,B24032_026M,B24032_027E,B24032_027M,B24032_028E,B24032_028M,B24032_029E,B24032_029M,B24032_030E,B24032_030M,B24032_031E,B24032_031M,B24032_032E,B24032_032M,B24032_033E,B24032_033M,B24032_034E,B24032_034M,B24032_035E,B24032_035M,B24032_036E,B24032_036M,B24032_037E,B24032_037M,B24032_038E,B24032_038M,B24032_039E,B24032_039M,B24032_040E,B24032_040M,B24032_041E,B24032_041M,B24032_042E,B24032_042M,B24032_043E,B24032_043M,B24032_044E,B24032_044M,B24032_045E,B24032_045M,B24032_046E,B24032_046M,B24032_047E,B24032_047M,B24032_048E,B24032_048M,B24032_049E,B24032_049M,B24032_050E,B24032_050M,B24032_051E,B24032_051M,B24032_052E,B24032_052M,B24032_053E,B24032_053M,B24032_054E,B24032_054M,NAME,B24032_001EA,B24032_001MA,B24032_002MA,B24032_002EA,B24032_003MA,B24032_003EA,B24032_004MA,B24032_004EA,B24032_005EA,B24032_005MA,B24032_006EA,B24032_006MA,B24032_007MA,B24032_007EA,B24032_008MA,B24032_008EA,B24032_009MA,B24032_009EA,B24032_010MA,B24032_010EA,B24032_011EA,B24032_011MA,B24032_012EA,B24032_012MA,B24032_013MA,B24032_013EA,B24032_014MA,B24032_014EA,B24032_015MA,B24032_015EA,B24032_016MA,B24032_016EA,B24032_017EA,B24032_017MA,B24032_018EA,B24032_018MA,B24032_019EA,B24032_019MA,B24032_020MA,B24032_020EA,B24032_021MA,B24032_021EA,B24032_022EA,B24032_022MA,B24032_023EA,B24032_023MA,B24032_024EA,B24032_024MA,B24032_025MA,B24032_025EA,B24032_026MA,B24032_026EA,B24032_027EA,B24032_027MA,B24032_028EA,B24032_028MA,B24032_029EA,B24032_029MA,B24032_030MA,B24032_030EA,B24032_031MA,B24032_031EA,B24032_032EA,B24032_032MA,B24032_033EA,B24032_033MA,B24032_034EA,B24032_034MA,B24032_035MA,B24032_035EA,B24032_036MA,B24032_036EA,B24032_037EA,B24032_037MA,B24032_038EA,B24032_038MA,B24032_039EA,B24032_039MA,B24032_040MA,B24032_040EA,B24032_041MA,B24032_041EA,B24032_042EA,B24032_042MA,B24032_043EA,B24032_043MA,B24032_044EA,B24032_044MA,B24032_045EA,B24032_045MA,B24032_046MA,B24032_046EA,B24032_047MA,B24032_047EA,B24032_048MA,B24032_048EA,B24032_049MA,B24032_049EA,B24032_050EA,B24032_050MA,B24032_051EA,B24032_051MA,B24032_052MA,B24032_052EA,B24032_053MA,B24032_053EA,B24032_054MA,B24032_054EA,state
0400000US01,40547,451,42006,1931,36261,5554,58024,5608,35002,2534,43338,2030,45676,3465,26110,921,51292,1129,46763,2691,75177,8723,53987,3645,52152,4153,61380,4744,35157,10122,49669,3550,77857,4709,67765,53153,26717,2129,45715,1510,42572,2545,50333,2198,16434,1157,22151,3273,15373,1265,36017,2172,57206,4679,26849,424,19177,4792,17147,4641,61833,29561,35474,4374,29768,1843,34510,3510,17338,1171,33294,3505,30439,3087,39314,8417,33681,5699,36644,1519,37306,2286,31985,4477,30795,1665,40445,3029,52642,17205,18753,1768,31375,640,38189,1532,29589,1048,12019,747,11060,1990,12109,785,19157,1961,41645,3053,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,50098,1749,86596,9186,42701,16067,101888,5441,51221,3394,40627,7278,56719,16675,30599,5532,54493,7044,51422,6365,85806,7259,61444,19847,59265,15905,66589,9787,45563,6266,61879,4964,81696,5912,7269,104104,36112,9063,54418,5945,50162,10097,65396,11197,21612,3037,20068,10470,23758,5281,40658,6293,66605,2433,35402,1003,58021,37414,31011,17739,90148,26200,49306,17283,23596,6216,29122,14179,21925,956,38703,6412,37219,6235,90304,30162,56331,10249,37445,8921,36413,6779,45136,13172,45701,7474,51533,9095,75956,56371,22336,5169,38754,3688,40866,5694,37757,3638,20123,4530,15258,5282,20560,3179,26805,3800,51363,4231,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,38552,758,37090,3174,30400,2502,61518,6009,36320,801,52704,2860,49074,2276,27079,920,45504,3738,40422,1670,74175,9407,45244,6716,55099,3236,61686,4410,42449,5866,41369,1139,70740,2316,70350,24740,26300,965,40320,1266,37657,1876,44063,4067,18839,1408,25102,2141,16976,828,31296,1382,56645,2889,30837,273,21791,5751,17772,4721,50825,10149,33856,4579,38648,2661,36347,1569,21857,581,32259,2432,31602,1372,44825,12554,35562,6158,42850,2030,45145,1719,36814,3344,34325,1734,45618,2479,42151,18899,24514,1474,34209,1276,33242,1871,34828,1302,17210,845,23009,3731,16535,823,20355,958,41223,840,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,36910,519,36426,4638,31689,1948,57107,7198,33267,2597,38778,1877,41202,2417,29240,2411,50428,2329,47327,2844,62120,5188,46818,4707,50411,6142,65638,8130,36047,4197,46609,5466,65189,5797,99110,36355,25343,2294,42035,2268,42562,3299,41168,4561,16179,1297,20757,4632,15677,1618,31666,3848,44622,2486,26969,480,20324,6249,18689,7391,29583,5203,28015,3651,29060,2341,36584,6248,20960,566,37640,4231,36756,3076,41709,10338,26728,2829,33476,2435,36210,1947,22189,2564,28960,2161,34706,2849,80757,16293,20578,2536,30900,961,34071,1912,29296,1897,13239,1156,14273,2104,13022,1314,19966,3175,36070,1840,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,42362,133,26498,602,25518,600,68560,5421,40834,371,51918,411,46658,1176,29485,932,42921,1540,39165,1377,85890,4896,75666,2472,70543,1805,82791,3702,50035,2543,60469,492,91330,831,109050,6105,29778,1077,50217,642,49673,1212,50567,832,22248,262,28071,1831,21301,286,31056,519,75541,1364,32334,138,17694,712,17431,669,74543,24747,41916,899,37791,1128,37426,1976,21435,307,35900,921,31883,805,78042,3856,60717,1006,50341,507,53389,2641,40933,767,44521,1451,57844,2110,52056,9515,24895,1092,37427,410,39791,1155,36956,356,18028,554,22579,1316,16922,339,20150,439,51724,757,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,46642,527,49548,5852,31983,1759,75235,3256,42131,801,56313,2445,51048,1296,30085,1577,52577,2660,50291,2083,73436,7780,65682,3484,65894,4559,77003,4492,50858,2490,66017,2710,86246,1844,94875,19534,31429,1115,46694,1309,43860,3218,50906,1410,21811,501,25592,2093,21057,604,36860,1303,66382,2259,34161,712,32675,6852,21584,1660,66790,6081,37295,2272,42081,3611,42242,3044,21483,811,41447,1890,37040,3013,62987,4332,46505,3306,46606,1636,48539,2138,41533,2273,40716,904,51444,1277,60075,14915,24137,2194,36248,523,36553,823,36084,670,17445,972,19643,2637,17123,917,22644,1494,51814,1407,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,51936,478,46378,7940,43702,11660,121880,173293,47263,2205,67237,2651,55628,4055,29947,3078,50510,1869,43813,3183,86964,6727,62053,4935,100803,2482,118418,8587,51648,3400,62433,5320,84271,3614,101638,8446,30847,1564,52403,2751,52346,3490,52475,4504,25645,2777,30603,2877,22757,2812,40556,3832,75929,4070,37044,560,20347,12941,14565,9555,41494,14299,42204,4713,50192,2358,52725,4014,22164,1508,32019,3340,28977,3576,61318,1153,50222,7042,61461,1572,65977,5541,43125,6411,42768,2858,53132,3759,48861,25214,26200,3094,41143,861,48684,3324,38811,2071,14222,1483,17072,5821,13395,1691,26389,1306,60094,3456,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,45431,2202,29053,9700,28506,9701,41198,19099,42679,4043,60842,6760,47403,10961,27150,2730,52659,7329,49533,4788,85706,21929,45894,9524,67229,7038,75157,8564,37480,6532,56694,7440,81727,10112,-666666666,-222222222,32138,6470,50605,5037,47383,9387,53329,7739,21526,3742,26052,10099,21066,3619,31256,4688,56567,3733,35580,1396,41850,7152,41850,7152,-666666666,-222222222,30737,19340,50290,3530,31810,6846,20483,1662,32660,6401,31400,2972,73494,16346,25198,11807,52872,5244,55580,4628,32380,11153,36118,6394,49173,8822,-666666666,-222222222,22914,5723,42090,2181,48865,4015,40054,2709,12273,3012,16788,7136,12048,1670,22026,2058,41340,1587,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,63991,3183,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,40068,6474,44342,30092,45180,19460,27036,4649,40891,6413,40346,7330,120870,22377,75822,13692,72195,12322,84874,27944,61676,18396,81317,2684,90535,7615,-666666666,-222222222,41613,15209,57269,5823,56815,9477,59440,7581,31041,1566,35190,16024,30297,3390,56193,8033,93161,7417,55626,1469,6691,18302,-666666666,-222222222,-666666666,-222222222,80650,8544,60130,14948,60865,39288,20548,3857,52536,28959,31663,40218,68750,19899,82444,12878,65680,4718,80894,17636,49310,13440,66043,2233,75957,7092,-666666666,-222222222,26742,3824,43174,4371,46787,5804,40809,2649,26009,5857,25643,19543,26082,6379,52094,3029,80692,8341,District of Columbia,null,null,**,-,**,-,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,**,-,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-,**,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,36039,265,24733,2201,23287,2257,62016,12523,32487,961,45710,1087,42218,1277,26048,405,40139,1249,36825,997,60123,3958,50584,1558,50692,997,62038,2304,37319,1264,41516,734,66113,1433,67367,4135,26846,670,43170,1771,40558,811,48574,2964,22763,709,26407,1107,21826,392,27574,1446,55108,1810,28373,427,16870,2454,16347,2271,41373,11472,33767,2948,30621,1057,37232,3537,20528,372,34861,2312,32315,1784,49416,6787,34933,3002,41220,583,45085,1128,32276,967,30775,527,40632,810,50278,11182,21597,588,33098,800,35559,648,32267,356,18029,503,21286,766,17234,320,19114,901,40597,720,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
