GEO_ID,B01002F_001E,B01002F_001M,B01002F_002E,B01002F_002M,B01002F_003E,B01002F_003M,NAME,B01002F_001EA,B01002F_001MA,B01002F_002MA,B01002F_002EA,B01002F_003EA,B01002F_003MA,state
0400000US01,23.6,2.7,23.5,3.5,23.8,3.9,Alabama,null,null,null,null,null,null,01
0400000US02,35.2,7.0,39.0,8.1,34.2,5.0,Alaska,null,null,null,null,null,null,02
0400000US04,29.4,0.9,29.2,1.0,29.8,1.4,Arizona,null,null,null,null,null,null,04
0400000US05,24.4,1.5,24.2,3.0,24.5,1.5,Arkansas,null,null,null,null,null,null,05
0400000US06,30.0,0.2,29.7,0.3,30.4,0.3,California,null,null,null,null,null,null,06
0400000US08,30.6,1.2,30.1,1.7,30.9,1.4,Colorado,null,null,null,null,null,null,08
0400000US09,30.3,0.8,29.7,0.9,31.3,1.4,Connecticut,null,null,null,null,null,null,09
0400000US10,26.9,4.3,26.8,5.0,27.1,6.6,Delaware,null,null,null,null,null,null,10
0400000US11,30.0,1.0,29.6,0.8,30.7,1.7,District of Columbia,null,null,null,null,null,null,11
0400000US12,32.9,0.8,32.2,0.7,34.1,1.2,Florida,null,null,null,null,null,null,12
0400000US13,26.8,1.1,26.6,1.4,27.1,2.1,Georgia,null,null,null,null,null,null,13
0400000US15,28.8,3.9,28.7,4.2,29.0,5.9,Hawaii,null,null,null,null,null,null,15
0400000US16,27.3,2.6,27.2,3.8,27.4,4.5,Idaho,null,null,null,null,null,null,16
0400000US17,29.2,0.6,29.5,0.7,28.8,0.8,Illinois,null,null,null,null,null,null,17
0400000US18,28.3,1.5,28.4,1.1,28.1,3.5,Indiana,null,null,null,null,null,null,18
0400000US19,27.4,4.4,30.5,5.0,23.2,3.3,Iowa,null,null,null,null,null,null,19
0400000US20,29.1,1.8,28.4,1.4,30.6,2.8,Kansas,null,null,null,null,null,null,20
0400000US21,25.4,1.4,28.5,2.3,19.6,3.4,Kentucky,null,null,null,null,null,null,21
0400000US22,27.9,1.8,28.1,2.0,27.4,2.5,Louisiana,null,null,null,null,null,null,22
0400000US23,32.4,8.8,24.5,7.7,40.3,7.8,Maine,null,null,null,null,null,null,23
0400000US24,27.9,0.8,28.0,0.9,27.7,1.5,Maryland,null,null,null,null,null,null,24
0400000US25,30.2,0.6,29.5,1.0,31.0,1.3,Massachusetts,null,null,null,null,null,null,25
0400000US26,28.4,1.1,28.1,1.1,29.1,2.1,Michigan,null,null,null,null,null,null,26
0400000US27,28.0,1.3,29.7,1.9,26.3,1.6,Minnesota,null,null,null,null,null,null,27
0400000US28,22.8,5.3,29.7,2.7,19.7,1.4,Mississippi,null,null,null,null,null,null,28
0400000US29,25.2,1.8,25.9,1.6,24.0,2.2,Missouri,null,null,null,null,null,null,29
0400000US30,25.4,4.3,24.5,5.8,29.8,8.5,Montana,null,null,null,null,null,null,30
0400000US31,23.5,1.7,23.8,2.4,23.0,2.5,Nebraska,null,null,null,null,null,null,31
0400000US32,30.3,0.7,29.8,0.8,31.1,1.0,Nevada,null,null,null,null,null,null,32
0400000US33,32.0,7.7,31.7,10.3,36.1,10.2,New Hampshire,null,null,null,null,null,null,33
0400000US34,31.9,0.7,31.2,1.0,32.5,0.8,New Jersey,null,null,null,null,null,null,34
0400000US35,35.7,1.9,34.1,2.2,37.3,2.3,New Mexico,null,null,null,null,null,null,35
0400000US36,31.9,0.4,30.5,0.4,33.7,0.5,New York,null,null,null,null,null,null,36
0400000US37,24.7,0.6,24.8,1.3,24.6,0.9,North Carolina,null,null,null,null,null,null,37
0400000US38,27.9,3.0,30.1,2.7,27.3,2.8,North Dakota,null,null,null,null,null,null,38
0400000US39,27.9,1.1,27.9,1.5,28.0,1.6,Ohio,null,null,null,null,null,null,39
0400000US40,27.8,1.7,28.9,2.0,26.6,2.1,Oklahoma,null,null,null,null,null,null,40
0400000US41,25.9,1.3,25.9,1.3,25.9,2.9,Oregon,null,null,null,null,null,null,41
0400000US42,28.7,1.3,27.7,1.6,29.9,1.3,Pennsylvania,null,null,null,null,null,null,42
0400000US44,28.7,1.3,27.7,2.4,30.3,4.4,Rhode Island,null,null,null,null,null,null,44
0400000US45,28.0,2.0,26.9,1.7,29.1,2.5,South Carolina,null,null,null,null,null,null,45
0400000US46,31.1,9.1,38.2,11.8,21.8,10.3,South Dakota,null,null,null,null,null,null,46
0400000US47,26.2,2.3,29.2,2.2,23.0,2.2,Tennessee,null,null,null,null,null,null,47
0400000US48,30.4,0.4,30.2,0.5,30.7,0.6,Texas,null,null,null,null,null,null,48
0400000US49,26.4,1.0,26.1,1.6,26.7,1.7,Utah,null,null,null,null,null,null,49
0400000US50,30.9,5.1,30.2,6.7,31.2,6.8,Vermont,null,null,null,null,null,null,50
0400000US51,29.1,1.3,29.5,1.4,28.6,2.1,Virginia,null,null,null,null,null,null,51
0400000US53,27.0,1.0,28.1,1.1,25.4,1.2,Washington,null,null,null,null,null,null,53
0400000US54,19.9,4.5,18.8,5.4,21.9,8.9,West Virginia,null,null,null,null,null,null,54
0400000US55,28.8,1.4,30.2,1.5,26.9,1.7,Wisconsin,null,null,null,null,null,null,55
0400000US56,30.0,10.1,28.7,12.2,35.2,10.9,Wyoming,null,null,null,null,null,null,56
0400000US72,38.2,1.3,37.1,1.3,39.4,1.2,Puerto Rico,null,null,null,null,null,null,72
