GEO_ID,B23026_001E,B23026_001M,B23026_002E,B23026_002M,B23026_003E,B23026_003M,B23026_004E,B23026_004M,B23026_005E,B23026_005M,B23026_006E,B23026_006M,B23026_007E,B23026_007M,B23026_008E,B23026_008M,B23026_009E,B23026_009M,B23026_010E,B23026_010M,B23026_011E,B23026_011M,B23026_012E,B23026_012M,B23026_013E,B23026_013M,B23026_014E,B23026_014M,B23026_015E,B23026_015M,B23026_016E,B23026_016M,B23026_017E,B23026_017M,B23026_018E,B23026_018M,B23026_019E,B23026_019M,B23026_020E,B23026_020M,B23026_021E,B23026_021M,B23026_022E,B23026_022M,B23026_023E,B23026_023M,B23026_024E,B23026_024M,B23026_025E,B23026_025M,B23026_026E,B23026_026M,B23026_027E,B23026_027M,B23026_028E,B23026_028M,B23026_029E,B23026_029M,B23026_030E,B23026_030M,B23026_031E,B23026_031M,B23026_032E,B23026_032M,B23026_033E,B23026_033M,B23026_034E,B23026_034M,B23026_035E,B23026_035M,B23026_036E,B23026_036M,B23026_037E,B23026_037M,B23026_038E,B23026_038M,B23026_039E,B23026_039M,B23026_040E,B23026_040M,B23026_041E,B23026_041M,B23026_042E,B23026_042M,B23026_043E,B23026_043M,B23026_044E,B23026_044M,B23026_045E,B23026_045M,B23026_046E,B23026_046M,B23026_047E,B23026_047M,B23026_048E,B23026_048M,B23026_049E,B23026_049M,NAME,B23026_001EA,B23026_001MA,B23026_002MA,B23026_002EA,B23026_003MA,B23026_003EA,B23026_004MA,B23026_004EA,B23026_005EA,B23026_005MA,B23026_006EA,B23026_006MA,B23026_007MA,B23026_007EA,B23026_008MA,B23026_008EA,B23026_009MA,B23026_009EA,B23026_010MA,B23026_010EA,B23026_011EA,B23026_011MA,B23026_012MA,B23026_012EA,B23026_013MA,B23026_013EA,B23026_014MA,B23026_014EA,B23026_015MA,B23026_015EA,B23026_016EA,B23026_016MA,B23026_017EA,B23026_017MA,B23026_018MA,B23026_018EA,B23026_019EA,B23026_019MA,B23026_020EA,B23026_020MA,B23026_021MA,B23026_021EA,B23026_022EA,B23026_022MA,B23026_023EA,B23026_023MA,B23026_024EA,B23026_024MA,B23026_025EA,B23026_025MA,B23026_026MA,B23026_026EA,B23026_027EA,B23026_027MA,B23026_028EA,B23026_028MA,B23026_029EA,B23026_029MA,B23026_030EA,B23026_030MA,B23026_031EA,B23026_031MA,B23026_032MA,B23026_032EA,B23026_033EA,B23026_033MA,B23026_034EA,B23026_034MA,B23026_035EA,B23026_035MA,B23026_036EA,B23026_036MA,B23026_037MA,B23026_037EA,B23026_038EA,B23026_038MA,B23026_039MA,B23026_039EA,B23026_040EA,B23026_040MA,B23026_041EA,B23026_041MA,B23026_042MA,B23026_042EA,B23026_043MA,B23026_043EA,B23026_044MA,B23026_044EA,B23026_045EA,B23026_045MA,B23026_046EA,B23026_046MA,B23026_047MA,B23026_047EA,B23026_048MA,B23026_048EA,B23026_049EA,B23026_049MA,state
0400000US01,803216,2822,348847,2173,75617,3877,43820,2977,35585,2770,1073,399,1813,573,1138,520,2530,680,1681,500,23308,1750,12613,1367,1015,415,3185,768,2569,779,1817,593,2109,604,8489,1463,2178,701,426,266,632,310,484,219,1340,516,3429,846,273230,4514,454369,1926,60696,2721,29598,1933,23979,1810,454,268,1392,462,728,392,1560,657,1485,585,20069,1753,10504,1303,785,368,2508,999,1914,621,1734,534,2624,695,11029,1483,3347,891,259,166,1494,551,1172,497,1197,471,3560,758,393673,3341,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,83041,1041,41539,690,12839,1503,9512,1343,5973,1130,354,219,554,279,1019,475,937,368,675,333,2094,642,929,394,256,211,49,81,183,195,268,196,409,252,1233,380,327,225,0,153,142,148,112,174,265,201,387,203,28700,1621,41502,753,9425,1256,5673,994,3651,899,118,133,751,450,472,228,541,276,140,105,2875,707,1406,420,63,93,204,121,623,342,198,139,381,244,877,340,210,224,0,153,145,121,146,146,80,78,296,201,32077,1262,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1200850,1541,553556,1200,120900,4299,67706,3144,50821,2852,876,377,3939,1495,3552,895,3589,985,4929,996,38299,2823,19437,2203,953,376,3794,836,5023,1172,5280,1126,3812,658,14895,1638,4179,1034,308,223,1164,400,2152,607,2508,840,4584,858,432656,4520,647294,1143,99395,4204,48169,2821,33940,2573,1745,529,2071,582,4067,920,2571,647,3775,1042,34127,2773,16501,1877,1325,458,3745,811,4223,1016,3607,1103,4726,1152,17099,1789,4045,864,624,311,2485,797,1355,478,1984,576,6606,1327,547899,4239,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,497024,2463,221324,1880,51316,3068,30733,2478,23132,2036,739,362,943,436,2522,725,1416,714,1981,619,15600,1809,8199,1443,495,271,2091,597,2080,666,1090,427,1645,467,4983,916,1863,561,51,91,307,271,474,309,211,178,2077,581,170008,3389,275700,1955,40651,3226,19474,1997,14497,1742,1296,557,1269,538,738,398,553,417,1121,457,13797,1935,6548,1152,276,188,1527,575,2104,752,1525,629,1817,635,7380,1378,2230,540,256,205,353,241,984,477,996,429,2561,848,235049,3436,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5504817,3250,2443427,2651,649040,11383,402108,9213,322307,8782,9332,1551,19005,1879,18368,2410,14880,1939,18216,1960,172550,5675,89609,4945,7908,1158,22300,1810,17279,1996,14488,1691,20966,1908,74382,4363,20692,2376,3010,872,7010,1340,8169,1331,8517,1179,26984,2820,1794387,11776,3061390,3085,510549,10878,251740,8239,195797,7900,7701,1262,11627,1413,10459,1347,12096,1468,14060,1620,172038,5423,96286,4396,8674,1398,19756,1876,17091,1557,12288,1665,17943,1686,86771,4750,28508,3346,3192,753,9141,1332,10152,1414,9253,1230,26525,2513,2550841,10880,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,773699,2159,353208,1457,109867,3994,61970,3091,46474,2620,1479,592,3546,811,3065,754,3249,792,4157,853,33335,2425,15269,1620,1130,387,4123,885,4316,944,4168,1300,4329,774,14562,1929,4045,1077,206,169,500,256,1653,562,1996,668,6162,1012,243341,4137,420491,1414,83135,3967,35266,2920,27281,2702,618,301,1576,549,1889,533,1661,474,2241,679,30470,2633,16696,1866,1290,465,2963,633,4076,1052,1776,581,3669,912,17399,1701,5086,933,618,266,1495,559,2564,706,2231,665,5405,942,337356,4022,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,601094,1271,261185,805,80278,3946,47766,2942,37579,2731,1121,490,1911,574,3172,853,1607,562,2376,609,22498,2144,11051,1589,516,314,2553,648,3016,797,3154,830,2208,650,10014,1363,2259,595,443,268,1070,523,1459,455,996,467,3787,810,180907,3913,339909,944,69664,3472,29970,2441,24853,2503,435,235,1309,589,1062,353,1473,511,838,472,25040,1875,12724,1591,1015,338,2296,598,3405,735,2453,818,3147,745,14654,1703,5230,1294,747,348,1613,435,1718,539,1162,490,4184,782,270245,3545,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,173217,766,77014,493,19162,1354,10717,1183,8693,1133,64,76,402,277,378,238,524,250,656,313,6248,882,2948,680,414,235,1005,358,1059,411,325,171,497,248,2197,653,698,392,84,90,402,260,189,116,170,157,654,276,57852,1344,96203,550,17207,1799,5909,822,4108,811,183,208,338,244,420,370,522,288,338,266,8620,1583,5089,1110,371,293,715,335,1225,944,609,340,611,282,2678,717,969,502,24,29,335,208,175,138,373,209,802,337,78996,1827,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,83992,302,34201,114,11984,1540,6604,1106,5693,1052,0,208,326,272,399,306,0,208,186,153,3903,1142,1177,555,610,765,734,409,789,402,402,348,191,214,1477,468,308,182,52,86,142,187,127,125,181,190,667,339,22217,1534,49791,238,13437,1449,8423,1317,7133,1206,137,220,648,426,258,240,168,198,79,128,3631,808,2054,589,327,274,782,360,219,208,70,120,179,179,1383,500,444,285,0,208,99,165,320,233,155,196,365,214,36354,1460,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4215232,4692,1898142,3382,410092,8844,235490,6602,183229,6474,6628,1425,10004,1495,13512,1656,9324,1572,12793,1677,125390,5624,58099,3452,5608,1100,13998,1597,16341,2058,14227,2035,17117,1904,49212,2612,13337,1725,1639,576,4199,1019,4675,1033,5851,933,19511,2011,1488050,8880,2317090,3221,333200,7744,156356,6757,120835,6248,3514,849,7706,1557,7768,1505,8824,1665,7709,1254,121641,4881,62012,3837,5935,1390,13622,2130,15259,2012,12275,1860,12538,1763,55203,3856,15044,2099,2669,827,5240,1106,5721,1091,6476,1183,20053,2231,1983890,8058,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
