GEO_ID,C17022_001E,C17022_001M,C17022_002E,C17022_002M,C17022_003E,C17022_003M,C17022_004E,C17022_004M,C17022_005E,C17022_005M,C17022_006E,C17022_006M,C17022_007E,C17022_007M,C17022_008E,C17022_008M,C17022_009E,C17022_009M,C17022_010E,C17022_010M,C17022_011E,C17022_011M,C17022_012E,C17022_012M,C17022_013E,C17022_013M,C17022_014E,C17022_014M,C17022_015E,C17022_015M,C17022_016E,C17022_016M,C17022_017E,C17022_017M,C17022_018E,C17022_018M,C17022_019E,C17022_019M,C17022_020E,C17022_020M,C17022_021E,C17022_021M,NAME,C17022_001EA,C17022_001MA,C17022_002EA,C17022_002MA,C17022_003EA,C17022_003MA,C17022_004MA,C17022_004EA,C17022_005MA,C17022_005EA,C17022_006EA,C17022_006MA,C17022_007EA,C17022_007MA,C17022_008EA,C17022_008MA,C17022_009MA,C17022_009EA,C17022_010MA,C17022_010EA,C17022_011EA,C17022_011MA,C17022_012EA,C17022_012MA,C17022_013EA,C17022_013MA,C17022_014EA,C17022_014MA,C17022_015MA,C17022_015EA,C17022_016EA,C17022_016MA,C17022_017MA,C17022_017EA,C17022_018EA,C17022_018MA,C17022_019EA,C17022_019MA,C17022_020EA,C17022_020MA,C17022_021MA,C17022_021EA,state
0400000US01,1203689,13513,214954,7453,73460,4173,141494,6219,20113,2297,121381,5843,37403,3460,19702,2479,17701,2470,3125,979,14576,2389,78540,5202,48700,3943,29840,3556,6361,1434,23479,3076,872792,12261,715112,10977,157680,6721,47957,3811,109723,5743,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,167401,3753,17596,1852,7819,1286,9777,1381,2993,792,6784,1282,4388,1107,2478,875,1910,678,300,128,1610,675,8921,1513,4655,1020,4266,1148,770,393,3496,1130,136496,4119,108873,4011,27623,2136,10939,1563,16684,1649,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1652325,14123,256428,8211,116922,5097,139506,6333,30916,3013,108590,5234,53819,4244,30375,2862,23444,3055,7050,1463,16394,2348,98618,6124,60055,4337,38563,3661,12102,2230,26461,2833,1243460,12809,999166,12242,244294,8453,88006,5138,156288,6850,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,754699,11377,130058,5954,56098,4068,73960,4566,12847,1721,61113,4021,30069,2753,17359,1870,12710,2113,2586,883,10124,1755,58077,4157,34860,3226,23217,2559,6657,1452,16560,2445,536495,10795,444535,9335,91960,5078,31711,3098,60249,3997,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8910617,24114,1279340,17392,618007,11564,661333,13321,146929,6919,514404,10633,272052,9046,159090,7108,112962,6145,34313,3355,78649,5166,481265,11168,289727,8114,191538,7348,55665,4289,135873,6058,6877960,25468,5380141,26961,1497819,18449,536305,13164,961514,14329,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1366807,9822,136184,5672,63722,4189,72462,4606,15536,2365,56926,4014,30745,2951,18440,2252,12305,2235,3516,934,8789,1841,64493,4612,41331,3595,23162,2784,6105,1418,17057,2424,1135385,9946,938821,10650,196564,5893,75384,4287,121180,4950,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,877293,8542,81108,4958,27720,2659,53388,4017,9091,1710,44297,3817,20250,2701,9455,1804,10795,1868,1256,561,9539,1815,35644,3136,16848,2049,18796,2725,5183,1442,13613,2120,740291,8837,595538,8047,144753,6749,45787,3464,98966,5161,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235795,5755,32279,2590,14584,2161,17695,2142,3394,1118,14301,1868,4360,1332,2584,1173,1776,670,749,487,1027,451,11115,1883,5542,1307,5573,1341,1110,562,4463,1190,188041,5316,154237,5176,33804,2929,11263,1830,22541,2497,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,119357,4070,20674,1942,3870,1116,16804,1743,2007,738,14797,1703,2098,702,631,407,1467,604,443,338,1024,535,4199,1220,1259,630,2940,1064,201,158,2739,1070,92386,3454,64816,3219,27570,2410,7340,1317,20230,1980,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4943506,27730,746563,14479,344245,9891,402318,11533,77343,4753,324975,10328,167946,6672,93504,5292,74442,5410,19863,2848,54579,4377,321040,9042,192473,7244,128567,5983,32554,3580,96013,5942,3707957,25577,2958073,23435,749884,15926,247868,9502,502016,11886,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
