GEO_ID,B18101_001E,B18101_001M,B18101_002E,B18101_002M,B18101_003E,B18101_003M,B18101_004E,B18101_004M,B18101_005E,B18101_005M,B18101_006E,B18101_006M,B18101_007E,B18101_007M,B18101_008E,B18101_008M,B18101_009E,B18101_009M,B18101_010E,B18101_010M,B18101_011E,B18101_011M,B18101_012E,B18101_012M,B18101_013E,B18101_013M,B18101_014E,B18101_014M,B18101_015E,B18101_015M,B18101_016E,B18101_016M,B18101_017E,B18101_017M,B18101_018E,B18101_018M,B18101_019E,B18101_019M,B18101_020E,B18101_020M,B18101_021E,B18101_021M,B18101_022E,B18101_022M,B18101_023E,B18101_023M,B18101_024E,B18101_024M,B18101_025E,B18101_025M,B18101_026E,B18101_026M,B18101_027E,B18101_027M,B18101_028E,B18101_028M,B18101_029E,B18101_029M,B18101_030E,B18101_030M,B18101_031E,B18101_031M,B18101_032E,B18101_032M,B18101_033E,B18101_033M,B18101_034E,B18101_034M,B18101_035E,B18101_035M,B18101_036E,B18101_036M,B18101_037E,B18101_037M,B18101_038E,B18101_038M,B18101_039E,B18101_039M,NAME,B18101_001MA,B18101_001EA,B18101_002EA,B18101_002MA,B18101_003EA,B18101_003MA,B18101_004EA,B18101_004MA,B18101_005MA,B18101_005EA,B18101_006MA,B18101_006EA,B18101_007MA,B18101_007EA,B18101_008MA,B18101_008EA,B18101_009EA,B18101_009MA,B18101_010EA,B18101_010MA,B18101_011MA,B18101_011EA,B18101_012MA,B18101_012EA,B18101_013MA,B18101_013EA,B18101_014MA,B18101_014EA,B18101_015EA,B18101_015MA,B18101_016MA,B18101_016EA,B18101_017MA,B18101_017EA,B18101_018MA,B18101_018EA,B18101_019MA,B18101_019EA,B18101_020EA,B18101_020MA,B18101_021EA,B18101_021MA,B18101_022MA,B18101_022EA,B18101_023MA,B18101_023EA,B18101_024MA,B18101_024EA,B18101_025MA,B18101_025EA,B18101_026EA,B18101_026MA,B18101_027MA,B18101_027EA,B18101_028MA,B18101_028EA,B18101_029MA,B18101_029EA,B18101_030EA,B18101_030MA,B18101_031EA,B18101_031MA,B18101_032EA,B18101_032MA,B18101_033MA,B18101_033EA,B18101_034MA,B18101_034EA,B18101_035EA,B18101_035MA,B18101_036MA,B18101_036EA,B18101_037EA,B18101_037MA,B18101_038MA,B18101_038EA,B18101_039MA,B18101_039EA,state
0400000US01,4793512,2005,2300832,5674,147385,3027,1050,504,146335,2978,411444,4217,31906,3238,379538,5324,520215,3663,43943,4226,476272,5842,880682,3743,163532,7081,717150,7753,218704,2414,76125,3552,142579,3216,122402,1564,63836,3104,58566,3151,2492680,5724,141512,2877,848,747,140664,2959,392104,3455,15056,2394,377048,3879,551807,4093,42520,4077,509287,5322,965447,4483,168434,6578,797013,7737,256376,2450,77908,3352,178468,3549,185434,2029,104157,3058,81277,3040,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,26064,1147,166,129,25898,1142,67704,1506,3828,973,63876,1705,90812,2297,8206,1642,82606,2448,140572,1986,21645,2095,118927,2738,29319,854,9458,1316,19861,1352,11643,556,6684,800,4959,794,350064,2412,26853,1277,334,307,26519,1268,64201,1491,1427,695,62774,1649,84410,1463,5671,1272,78739,1548,134050,1486,17565,2397,116485,2868,27107,802,7985,1063,19122,1193,13443,590,7429,922,6014,830,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,222039,1311,2774,1137,219265,2018,607971,2408,39047,4090,568924,4557,801629,3267,58766,4939,742863,5005,1217760,3046,155279,5926,1062481,6863,325812,1317,90988,3762,234824,3721,222016,1374,104326,3500,117690,3426,3510894,3887,212901,1538,828,552,212073,1644,587180,2122,22082,2835,565098,3397,776961,2401,45081,3929,731880,4781,1292658,2213,169072,7040,1123586,7426,370320,1497,82477,4065,287843,4214,270874,1364,129097,4223,141777,4155,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,96928,2555,1145,631,95783,2608,267738,3343,25157,2890,242581,3984,328497,3191,35478,3076,293019,4404,533566,3046,105928,4954,427638,5320,134649,2156,48008,2783,86641,3122,81043,1222,42143,1967,38900,2226,1506884,4657,89684,2435,322,239,89362,2390,252140,3183,17326,2558,234814,3380,326258,3131,26943,2700,299315,3922,574175,3255,116674,6242,457501,6294,153140,1870,49236,2964,103904,3110,111487,1662,62280,2636,49207,2607,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,1258969,3004,8132,1533,1250837,3227,3361317,3959,179468,8150,3181849,9383,4873764,6552,273313,9976,4600451,12283,7369434,5871,730045,14236,6639389,16055,1468783,2641,354187,8039,1114596,8757,935552,2759,446999,9376,488553,9068,19779016,6604,1201133,3391,7897,1563,1193236,3622,3221186,3661,100006,4982,3121180,5893,4732202,3883,225165,7788,4507037,8656,7618752,4575,752154,13964,6866598,14410,1699022,3522,397826,8361,1301196,8332,1306721,3392,675852,7361,630869,7625,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,170238,1930,1777,668,168461,1954,475506,2746,26804,2837,448702,4044,686806,3519,42132,3752,644674,5065,1067828,3179,115615,5754,952213,6140,227526,1732,57362,3034,170164,3463,120384,1522,57260,3158,63124,2860,2765782,3756,162355,2094,701,290,161654,2120,451979,1973,17666,2343,434313,3081,660085,2798,38702,3418,621383,3767,1080502,2392,115000,5432,965502,5956,249596,1977,52699,2845,196897,3381,161265,1927,77886,2829,83379,2833,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,94460,1388,575,589,93885,1506,284690,1612,17951,1993,266739,2303,392743,2384,24900,2839,367843,3729,692210,2364,69512,4243,622698,4928,156934,1003,30502,1901,126432,2070,95942,1109,40747,2365,55195,2338,1819543,2573,87734,1211,1057,601,86677,1386,274045,1267,11094,1781,262951,2054,388799,1681,22482,3091,366317,3260,742355,1820,72525,4304,669830,4389,179212,1333,35215,2286,143997,2518,147398,1444,65302,3213,82096,2966,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,28071,798,20,37,28051,802,75704,950,3176,841,72528,1337,102435,1419,4994,1386,97441,1817,172625,1520,18818,2317,153807,2535,47492,714,8742,1162,38750,1382,28134,688,11227,1079,16907,1125,492798,1502,26836,823,0,198,26836,823,73297,940,2991,915,70306,1237,107213,1070,7573,1493,99640,1545,191947,1212,21562,1801,170385,2078,55971,477,10578,1293,45393,1310,37534,650,18082,1631,19452,1673,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,22795,4,271,260,22524,260,39874,488,2493,939,37381,985,106974,777,7545,1769,99429,1865,118653,816,16041,2001,102612,2165,19989,540,6170,1240,13819,1227,12650,484,5656,914,6994,924,362873,800,22270,114,52,87,22218,145,39433,646,2622,1065,36811,1181,126518,291,10489,2293,116029,2288,125807,493,19741,2436,106066,2479,27099,384,8673,1026,18426,1122,21746,523,11634,1045,10112,972,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,576007,3848,3914,1288,572093,4166,1557335,4728,114271,6430,1443064,7305,2175658,6071,152518,7558,2023140,8053,3844548,6580,487626,11625,3356922,12797,1072077,3869,264280,7245,807797,7553,800526,3282,347874,8631,452652,8160,10652553,6437,553315,3303,2649,1069,550666,3291,1504557,4753,67118,4909,1437439,6837,2181121,4995,115136,7317,2065985,8063,4139420,5790,503081,14272,3636339,15577,1254343,3374,268493,6664,985850,6872,1019797,3470,484518,8605,535279,8929,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
