GEO_ID,C01001H_001E,C01001H_001M,C01001H_002E,C01001H_002M,C01001H_003E,C01001H_003M,C01001H_004E,C01001H_004M,C01001H_005E,C01001H_005M,C01001H_006E,C01001H_006M,C01001H_007E,C01001H_007M,C01001H_008E,C01001H_008M,C01001H_009E,C01001H_009M,NAME,C01001H_001MA,C01001H_001EA,C01001H_002EA,C01001H_002MA,C01001H_003MA,C01001H_003EA,C01001H_004MA,C01001H_004EA,C01001H_005MA,C01001H_005EA,C01001H_006EA,C01001H_006MA,C01001H_007MA,C01001H_007EA,C01001H_008EA,C01001H_008MA,C01001H_009MA,C01001H_009EA,state
0400000US01,3191450,2158,1557907,2037,322052,1703,959870,692,275985,660,1633543,2098,310928,1837,974953,960,347662,582,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,448081,1095,238719,797,47209,683,159895,455,31615,155,209362,626,43158,385,136352,329,29852,178,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,3836639,4499,1897192,2673,326196,2103,1122199,1375,448797,279,1939447,2446,311208,1343,1115268,2057,512971,220,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2173307,2415,1070331,2320,231574,2055,646969,836,191788,437,1102976,2355,213032,2012,653117,759,236827,239,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,14616636,7788,7309260,4310,1186357,3002,4694046,2909,1428857,1141,7307376,6191,1125967,2725,4466264,4680,1715145,1209,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3822055,2897,1917920,2351,365171,1394,1256359,1528,296390,339,1904135,1778,344797,1379,1211809,1074,347529,340,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2393694,3077,1167350,1681,209428,843,735822,1059,222100,182,1226344,1625,198070,841,743360,1144,284914,147,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,597917,735,289350,393,51281,108,175447,225,62622,271,308567,449,49355,123,183374,249,75838,316,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,253416,1470,126534,753,13688,459,99255,354,13591,208,126882,805,13481,425,98532,453,14869,125,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,11288419,8183,5536784,4717,897233,2659,3206487,3013,1433064,1433,5751635,5449,853702,3094,3231386,3242,1666547,1069,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,5487048,4003,2700651,3942,564641,3163,1692680,1770,443330,252,2786397,3472,534311,3037,1703562,1660,548524,445,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,310584,971,168403,913,21771,821,111928,329,34704,27,142181,1022,20281,847,89006,569,32894,190,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1407302,1540,703211,1520,171029,1146,415991,595,116191,521,704091,1315,161253,1058,412826,808,130012,252,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,7834272,4560,3851196,2810,761082,1526,2435435,2221,654679,339,3983076,2837,722614,1699,2426632,1595,833830,332,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5278785,2647,2598481,2377,575683,1831,1615458,1000,407340,409,2680304,1955,543480,1691,1621570,1068,515254,242,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2701250,1762,1335237,1376,292822,1222,817503,1074,224912,412,1366013,1548,278449,1260,807242,672,280322,180,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2210739,1447,1093235,1791,243432,1499,668810,732,180993,156,1117504,1613,230550,1505,663812,551,223142,201,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3769995,2657,1851255,3125,409830,2346,1150546,1543,290879,232,1918740,2575,383869,2344,1170083,832,364788,257,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2739086,3010,1350814,2115,289777,1905,841153,800,219884,218,1388272,2645,272890,1954,843277,1381,272105,486,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1247090,798,609680,693,114934,425,376664,511,118082,31,637410,549,108995,451,386835,340,141580,38,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3066146,3413,1502973,2341,289724,1430,947309,1377,265940,356,1563173,1801,274279,1166,958037,1134,330857,276,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4906564,8048,2376883,4012,429298,1913,1530706,3006,416879,512,2529681,4934,406221,2185,1581642,3273,541818,951,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7476534,2419,3696168,1420,746425,1107,2308503,698,641240,198,3780366,1798,710250,1110,2291090,1129,779026,237,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4455056,1687,2211489,1058,461482,604,1384665,761,365342,111,2243567,1048,437451,768,1365627,687,440489,200,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1688447,1580,828551,2661,179440,2437,503405,761,145706,517,859896,2553,169859,2468,505853,770,184184,646,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4854821,3376,2391157,2948,517221,2647,1476447,1288,397489,162,2463664,2411,485298,2247,1483361,913,495005,338,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,906221,1147,456769,1110,91896,956,278273,483,86600,137,449452,1199,87313,959,269268,495,92871,407,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1517634,920,752339,1193,168555,999,460856,555,122928,55,765295,1125,159462,1064,454229,427,151604,53,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1462301,2767,745661,2029,122905,1627,463288,902,159468,436,716640,2029,115320,1419,434087,1067,167233,358,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1212790,1395,598915,1159,113269,587,381515,885,104131,126,613875,781,106703,658,383522,319,123650,108,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4939479,3396,2408758,2123,468460,1078,1496608,1492,443690,347,2530721,2044,445318,969,1506494,1389,578909,298,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,780688,1081,385987,1861,60074,1718,230256,1166,95657,592,394701,1866,57484,1716,227167,685,110050,409,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10936578,5673,5354641,3391,1013034,1518,3383324,2728,958283,720,5581937,3032,963614,1061,3395300,2548,1223023,847,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6472902,2943,3163051,3739,614282,3199,1982058,1245,566711,558,3309851,3481,583286,3078,2017259,1169,709306,342,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,637291,1322,325283,981,68190,802,207403,322,49690,41,312008,1084,65474,864,187742,491,58792,45,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9204374,3074,4516816,2779,953576,2316,2809910,1442,753330,427,4687558,2416,905988,1892,2828742,1069,952828,399,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2576937,2060,1269147,1692,263026,1262,782295,767,223826,153,1307790,1437,248035,1166,783732,798,276023,175,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3132752,1902,1543829,1436,284622,1079,964159,748,295048,286,1588923,1435,269946,1099,970931,685,348046,231,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
