GEO_ID,C01001H_001E,C01001H_001M,C01001H_002E,C01001H_002M,C01001H_003E,C01001H_003M,C01001H_004E,C01001H_004M,C01001H_005E,C01001H_005M,C01001H_006E,C01001H_006M,C01001H_007E,C01001H_007M,C01001H_008E,C01001H_008M,C01001H_009E,C01001H_009M,NAME,C01001H_001MA,C01001H_001EA,C01001H_002EA,C01001H_002MA,C01001H_003MA,C01001H_003EA,C01001H_004MA,C01001H_004EA,C01001H_005MA,C01001H_005EA,C01001H_006EA,C01001H_006MA,C01001H_007MA,C01001H_007EA,C01001H_008EA,C01001H_008MA,C01001H_009MA,C01001H_009EA,state
0400000US42,9780941,3315,4787588,1969,912672,1043,2990714,1254,884202,286,4993353,1862,867908,1206,2998682,1096,1126763,257,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,763670,1641,368382,885,61234,553,238865,583,68283,103,395288,1235,58743,583,246682,839,89863,243,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3197812,2438,1562867,2266,307589,2163,954451,453,300827,209,1634945,2663,293748,2426,980549,528,360648,70,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,715927,1042,360115,1373,80237,1174,217988,459,61890,114,355812,1337,74358,1258,209644,233,71810,30,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4962226,1952,2422881,2848,502778,2767,1506653,1057,413450,240,2539345,3122,481720,2952,1545876,835,511749,216,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11855092,6976,5874396,5564,1189146,4169,3690610,3877,994640,1156,5980696,5999,1130035,4333,3651333,2952,1199328,1204,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2428495,2857,1219536,1167,352334,769,725875,814,141327,149,1208959,2069,330286,1166,716789,1077,161884,120,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,578706,253,285525,450,53854,367,179510,211,52161,4,293181,366,50328,347,181428,60,61425,21,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5226540,2732,2582251,3226,508430,2966,1638550,1016,435271,537,2644289,3581,486012,3078,1628459,1077,529818,457,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5077103,2972,2532085,2263,475756,1475,1618874,1524,437455,398,2545018,1782,452856,1469,1577728,1004,514434,463,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1670509,3639,821874,3403,167910,2586,501191,1596,152773,183,848635,2676,159321,2153,505652,1116,183662,561,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4706315,3596,2337855,1868,465048,967,1467561,1205,405246,306,2368460,2019,440060,1089,1443788,1234,484612,259,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,486586,609,246526,1253,53461,1204,152463,293,40602,6,240060,1070,51683,1107,144248,199,44129,94,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23379,4264,12268,2465,2166,1056,7960,1988,2142,861,11111,2778,2820,1799,6460,1856,1831,573,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
