GEO_ID,B25102_001E,B25102_001M,B25102_002E,B25102_002M,B25102_003E,B25102_003M,B25102_004E,B25102_004M,B25102_005E,B25102_005M,B25102_006E,B25102_006M,B25102_007E,B25102_007M,B25102_008E,B25102_008M,B25102_009E,B25102_009M,B25102_010E,B25102_010M,B25102_011E,B25102_011M,B25102_012E,B25102_012M,B25102_013E,B25102_013M,B25102_014E,B25102_014M,B25102_015E,B25102_015M,NAME,B25102_001MA,B25102_001EA,B25102_002EA,B25102_002MA,B25102_003MA,B25102_003EA,B25102_004MA,B25102_004EA,B25102_005EA,B25102_005MA,B25102_006MA,B25102_006EA,B25102_007MA,B25102_007EA,B25102_008MA,B25102_008EA,B25102_009MA,B25102_009EA,B25102_010MA,B25102_010EA,B25102_011EA,B25102_011MA,B25102_012MA,B25102_012EA,B25102_013EA,B25102_013MA,B25102_014EA,B25102_014MA,B25102_015MA,B25102_015EA,state
0400000US19,900362,9741,554182,8106,39580,2515,102598,3599,70312,3194,122464,4314,211426,5883,7802,1260,346180,7299,55850,3384,70530,3099,45065,2313,68925,3126,96648,3960,9162,1349,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,743508,8948,438620,8776,29636,2184,92416,4385,63702,3127,112153,4616,135319,4271,5394,1061,304888,6701,55411,2805,66554,3452,44714,2963,64312,3015,66967,3162,6930,1176,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1146668,12735,667936,11058,150332,5001,213648,6984,103293,4141,98583,4796,83218,4286,18862,1943,478732,9559,200961,5190,109419,4502,39964,2791,42713,3061,32247,2217,53428,3002,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1132229,12824,596545,11143,205708,6742,121080,6081,57594,3800,58735,4041,63778,4524,89650,4846,535684,8994,216458,7168,68673,4082,26687,2524,27577,3047,27763,2324,168526,5282,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,395809,5987,243301,5727,9788,1124,35939,2074,29247,2250,64842,3554,102491,4814,994,390,152508,4340,19967,1665,26589,1867,18633,1578,33697,2447,49951,3036,3671,727,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1472500,10315,1073033,11268,26741,2206,71623,3739,87172,5034,248705,7298,621556,8812,17236,1907,399467,7518,18605,2063,35377,2660,34131,2828,95262,3738,196148,5750,19944,1929,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1623515,11340,1135557,12226,15384,1934,45282,3720,43997,3162,148885,6650,873220,11784,8789,1351,487958,9103,7915,1577,16780,2155,15572,1901,61782,3596,368930,7914,16979,1704,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2803372,15813,1688608,13609,76135,3709,294901,5568,222032,5417,415274,8846,631343,8975,48923,3270,1114764,11369,104391,4078,246512,6354,156319,5142,235459,5887,284716,6628,87367,3653,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1547594,10546,1038893,8908,65286,2767,161636,4736,141620,4982,269800,6115,388297,6465,12254,1467,508701,7224,70697,2842,85271,2961,63076,3183,121658,3861,156044,4813,11955,1312,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,748055,10139,367369,8559,111327,4681,98821,4838,43898,3815,39776,3139,28719,2415,44828,3530,380686,8803,149273,5975,65881,3900,20160,2253,19876,2176,15805,1951,109691,4484,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1596870,15553,988869,13629,172754,5969,272703,8505,143544,4992,184190,7040,201476,5663,14202,1827,608001,8964,180401,5976,159926,5142,72961,4210,90835,4026,83262,3536,20616,2381,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,292585,4359,167138,4205,13264,1308,38996,2829,29900,2775,45851,3096,36306,2657,2821,899,125447,4303,24116,2114,30126,1952,16953,1802,25186,2100,20771,1918,8295,914,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,500086,6928,304828,5909,13101,1444,41562,2505,30643,2254,76357,3884,137900,4314,5265,846,195258,4259,30010,1949,31118,1703,19644,1789,40608,2336,61312,2917,12566,1263,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,619309,7889,427386,8032,68721,4075,129290,5324,65653,3889,83651,3972,70286,4518,9785,1260,191923,5278,52186,3324,49658,2830,23859,2187,30197,2586,25833,2108,10190,1312,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,369037,5901,242670,6055,2247,867,4350,919,3907,1015,15244,1793,215636,5510,1286,479,126367,4254,6245,1065,6250,1095,3940,899,10180,1302,96598,3863,3154,860,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2053929,12820,1375400,14148,6320,1053,10842,1711,9139,1562,31839,2606,1303567,13768,13693,2029,678529,9304,7566,1336,9696,1512,7470,1391,24918,2439,598441,9277,30438,2115,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,521450,7322,279646,7017,49988,3818,72279,4091,43532,3348,53335,3531,43238,2601,17274,2051,241804,5299,86980,4024,49084,3357,23737,1971,26922,2275,18128,1910,36953,2513,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3930033,20800,2394424,20242,51321,2980,108848,5204,92593,4143,237797,5855,1809325,18553,94540,4928,1535609,16031,65691,3364,114564,5198,83587,3449,169324,5949,957710,14041,144733,6625,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2586616,16311,1631800,14221,249043,7692,494826,10370,267712,7573,292969,8115,306359,7533,20891,2276,954816,12748,311482,8752,274787,8169,107241,4328,118302,5231,107425,4591,35579,2931,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,200554,4137,109310,3979,12283,1479,21004,2165,17329,1787,28854,2258,26849,2498,2991,965,91244,2950,23550,1499,17450,1336,12852,1374,18389,1419,10774,1320,8229,892,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,3070181,16573,1927336,15922,152034,5745,389765,7597,235415,6143,392803,8975,735159,8370,22160,2421,1142845,13661,199042,5914,254904,6640,146643,4760,204077,7279,305317,8929,32862,2365,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,962483,6980,526995,6176,120287,3915,143191,5498,76569,3179,88316,3654,77132,3511,21500,1837,435488,5710,192614,4751,94857,3467,42086,2933,43568,2643,35057,1778,27306,2012,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1007015,9420,672491,9812,18053,1862,62316,3262,70045,4412,169404,6145,345038,7869,7635,1339,334524,7454,40766,3386,37697,3088,30911,2921,67322,3908,141270,5321,16558,1881,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3421017,18098,2063564,14201,131975,5990,279714,6815,183773,5651,367103,8907,1083441,11389,17558,1996,1357453,12895,200587,6157,245268,6609,130467,4445,237640,6766,517390,8787,26101,2272,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,248723,5299,172375,5652,1802,745,4992,964,4116,1083,23752,2252,136047,5154,1666,739,76348,3698,1189,493,3298,880,3324,933,12803,1479,53825,3293,1909,765,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1309670,12305,754533,12807,257753,7264,257544,7338,89914,4695,72029,3999,56122,2982,21171,2474,555137,10297,302949,7856,123046,5477,29963,2220,33026,2971,26169,2002,39984,2807,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,233092,4186,129049,3887,10018,1256,24643,1871,18128,1800,33039,2691,41889,2575,1332,436,104043,3298,18720,1559,21685,1698,12593,1340,20621,1803,23037,1980,7387,1089,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1693790,16621,997085,15499,261622,8136,332525,8666,126745,6448,124709,4824,128291,6234,23193,2315,696705,11845,262772,7004,201594,6982,66652,3650,68823,3959,64810,3602,32054,2488,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5964183,30479,3439280,28551,195937,7196,348209,9955,240273,8094,512619,14016,2052112,23365,90130,5445,2524903,24079,562418,11169,430354,9964,217194,7542,335791,8330,821751,13152,157395,5539,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,681563,7026,484330,6914,30194,2834,158263,5148,115159,5123,110117,5090,62793,3304,7804,1295,197233,4618,24627,2537,58077,3129,40687,2459,38217,2517,28130,2261,7495,1230,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,178405,3788,110296,3854,1347,460,3364,679,3661,699,16671,1605,84725,3912,528,233,68109,2841,4642,1154,4436,710,3589,542,8163,1057,46138,2251,1141,518,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2077417,16923,1431413,16182,152934,5515,270948,7726,162440,6008,254494,7499,561547,8274,29050,2534,646004,11227,150016,6227,134383,5374,69479,3448,91201,4866,166946,6087,33979,2706,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1783549,14805,1227493,14419,48253,3607,114688,5261,100861,5842,266644,7040,676463,10635,20584,2084,556056,7822,68780,3970,56349,3079,38952,2842,99008,4230,263940,6280,29027,2605,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,518882,7414,238355,5958,109756,4345,69744,3303,25281,2569,17882,1682,7796,1204,7896,1469,280527,5949,164484,5908,52460,3269,9725,1362,8922,1273,5652,1220,39284,3394,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1565599,10504,1003815,10465,14753,1361,72960,3512,87796,3502,240354,5958,582966,8124,4986,776,561784,7901,29673,1905,45845,2126,50343,2351,137735,4977,280106,5999,18082,1670,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,159792,4280,92857,3929,14348,2153,39232,2462,17118,1938,13342,1803,6947,1180,1870,623,66935,3494,20241,2543,21210,2136,9037,1298,7041,1462,5127,1070,4279,705,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,802024,10541,312180,8596,31305,2976,11150,1815,3254,807,5458,1625,3030,1092,257983,8418,489844,7665,41261,3929,10839,1626,2620,822,2606,928,2278,769,430240,8968,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
