GEO_ID,B20017B_001E,B20017B_001M,B20017B_002E,B20017B_002M,B20017B_003E,B20017B_003M,B20017B_004E,B20017B_004M,B20017B_005E,B20017B_005M,B20017B_006E,B20017B_006M,B20017B_007E,B20017B_007M,NAME,B20017B_001MA,B20017B_001EA,B20017B_002EA,B20017B_002MA,B20017B_003EA,B20017B_003MA,B20017B_004EA,B20017B_004MA,B20017B_005EA,B20017B_005MA,B20017B_006MA,B20017B_006EA,B20017B_007MA,B20017B_007EA,state
0400000US01,22831,875,25645,945,35363,1819,8813,1217,21354,672,29997,770,9765,626,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,30860,4258,32100,7077,35855,7441,11950,12591,29588,4285,36131,8440,22367,25828,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,28396,2344,29927,3125,40078,2839,8299,1935,27558,2280,37698,2553,10808,930,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,24868,1312,25956,1757,35990,1695,9795,1803,23932,1784,30698,1190,9396,937,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,32074,458,33842,1821,46338,1442,12204,571,31228,530,45603,1321,11745,468,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,32221,3036,36202,1262,42294,4114,11308,1884,26950,3087,38591,4595,12001,2075,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,31366,902,32889,2278,45149,2303,10837,1102,30134,1608,42063,1878,11901,1024,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,30978,1165,30997,1538,42213,5992,10727,2252,30956,2338,42960,4786,9448,1289,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,35792,2016,37776,5184,50475,4434,11707,1384,34368,3310,53891,3059,12270,1864,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,25378,324,26800,416,34719,1095,11736,413,23842,568,30907,487,11098,418,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,27830,815,30667,540,39989,1194,10563,389,26337,490,35227,650,10089,461,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,33931,5511,38179,8859,45855,10102,11705,15533,24781,16134,40222,10046,11244,7256,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,18492,5842,20974,8130,29800,10492,7141,8887,10921,6355,20917,13645,7840,4532,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,27014,451,30391,914,41823,768,10207,536,25743,561,39611,1903,10984,445,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25702,713,28233,1888,40301,1653,8322,1473,23297,1268,31966,694,9398,1135,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21350,1062,22437,2591,33676,5032,7854,1789,18594,3361,29735,6419,8315,3591,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,24429,1555,26944,1576,37546,2730,10214,1664,21857,1329,31883,1635,10306,1552,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,25136,1508,26411,2127,35966,1130,8897,1577,24063,1650,34119,2973,11042,1275,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,21920,361,25564,860,35399,1420,9947,850,20437,551,27254,847,8172,660,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,17739,4126,17857,9307,38290,10292,8898,6615,17685,4252,40006,22267,13588,6362,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,37778,1159,39764,1757,51128,618,11151,671,36923,885,49618,1025,11695,718,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,31146,619,32313,1915,43951,3023,10690,1030,29613,1500,40530,1708,11109,994,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,25470,483,25847,726,38346,2331,8868,775,25159,736,35180,1014,10208,489,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,25230,1059,26509,1069,36996,2099,11118,967,22595,1979,36357,1051,10120,1139,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,22861,1004,26149,708,34434,2272,9743,1084,21194,657,28186,1073,9955,574,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25532,799,25443,1103,35340,1649,9007,1049,25611,1066,33177,1708,10121,908,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21672,11038,18594,5989,32035,14243,4528,12662,27352,4674,27396,4393,12174,57820,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26949,1720,28733,2879,37003,2038,6812,1769,25333,3245,33648,3569,11034,2307,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,27863,2607,29663,3051,37480,2917,11312,934,26816,2371,37240,2520,10477,1270,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,27496,5266,31453,16515,48710,5166,11707,4759,26170,4115,28824,3514,10452,21741,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,32216,505,34946,2145,46507,1495,11425,755,31441,657,41844,831,11636,707,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22066,4201,26786,6894,32290,10926,11482,3781,16534,3206,31818,2781,9588,1546,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,32050,361,33164,1480,44901,1514,11246,442,31367,438,41846,478,12159,383,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,25823,435,26800,576,36398,658,8842,528,24866,913,32690,1301,9799,518,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,31060,3709,32820,3549,35468,2050,7938,2284,28816,10613,31423,3341,5481,12342,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,23947,847,25389,568,36151,965,8417,822,22821,815,33154,901,9073,633,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,23844,1519,26290,1544,33849,3068,10315,2011,21276,1339,30573,1357,8627,933,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,30566,1647,30886,1423,40066,4378,10109,3253,30133,7648,36628,3783,11332,2071,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,27529,880,29114,1548,40807,618,9117,922,26733,732,37275,1049,10159,709,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,25090,5976,30975,2510,43413,15182,9500,2070,19686,3850,36463,6247,6975,1855,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,22757,776,25544,614,32455,1643,8473,948,21460,601,28167,1182,10088,576,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,23607,3433,25395,3859,29437,3543,4985,7577,16397,8227,23406,8861,4038,7867,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,26572,518,27109,842,34540,1739,10996,697,26182,630,33325,2282,10849,604,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,30529,305,31394,396,41508,605,10583,442,29308,1058,39050,1433,10853,433,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,26547,2992,28004,6846,41385,1539,12234,4910,22121,4961,32176,8691,8349,4726,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,22482,5575,23384,10360,41486,5814,10222,5920,21709,10568,31656,18762,5874,1751,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,30060,661,32198,1037,44580,2166,10014,796,27379,852,37861,1685,10437,512,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,30978,1055,35095,2416,46714,2981,11743,2583,26200,1159,40523,2513,13621,1955,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20669,3775,22680,5481,32890,4302,10704,731,19473,5161,31662,4657,8450,3497,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,24361,1097,25317,1689,35362,2605,9057,1719,23548,1125,30943,772,10666,887,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,23356,6140,20286,22137,22197,44301,4829,1951,30929,1875,31030,2396,2499,-333333333,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,***,"2,500-",56
0400000US72,16103,870,17420,1154,23460,2063,7132,1154,14765,1007,21347,1538,7664,786,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
