GEO_ID,C16005_001E,C16005_001M,C16005_002E,C16005_002M,C16005_003E,C16005_003M,C16005_004E,C16005_004M,C16005_005E,C16005_005M,C16005_006E,C16005_006M,C16005_007E,C16005_007M,C16005_008E,C16005_008M,C16005_009E,C16005_009M,C16005_010E,C16005_010M,C16005_011E,C16005_011M,C16005_012E,C16005_012M,C16005_013E,C16005_013M,C16005_014E,C16005_014M,C16005_015E,C16005_015M,C16005_016E,C16005_016M,C16005_017E,C16005_017M,C16005_018E,C16005_018M,C16005_019E,C16005_019M,C16005_020E,C16005_020M,C16005_021E,C16005_021M,C16005_022E,C16005_022M,C16005_023E,C16005_023M,C16005_024E,C16005_024M,C16005_025E,C16005_025M,C16005_026E,C16005_026M,C16005_027E,C16005_027M,C16005_028E,C16005_028M,C16005_029E,C16005_029M,NAME,C16005_001MA,C16005_001EA,C16005_002MA,C16005_002EA,C16005_003EA,C16005_003MA,C16005_004EA,C16005_004MA,C16005_005EA,C16005_005MA,C16005_006EA,C16005_006MA,C16005_007MA,C16005_007EA,C16005_008MA,C16005_008EA,C16005_009EA,C16005_009MA,C16005_010EA,C16005_010MA,C16005_011EA,C16005_011MA,C16005_012EA,C16005_012MA,C16005_013MA,C16005_013EA,C16005_014EA,C16005_014MA,C16005_015EA,C16005_015MA,C16005_016EA,C16005_016MA,C16005_017EA,C16005_017MA,C16005_018MA,C16005_018EA,C16005_019MA,C16005_019EA,C16005_020EA,C16005_020MA,C16005_021EA,C16005_021MA,C16005_022EA,C16005_022MA,C16005_023EA,C16005_023MA,C16005_024MA,C16005_024EA,C16005_025EA,C16005_025MA,C16005_026EA,C16005_026MA,C16005_027EA,C16005_027MA,C16005_028EA,C16005_028MA,C16005_029MA,C16005_029EA,state
0400000US01,4585850,2856,4418545,7335,4312917,9613,74461,4776,60878,4436,13583,2071,16015,2522,13732,2248,2283,1052,9882,1832,8060,1621,1822,890,5270,1968,4891,1925,379,380,167305,6920,38534,4486,67155,4501,21806,3034,45349,4362,22267,3665,16171,3060,6096,1553,32258,3088,15894,2290,16364,2495,7091,2101,5599,1848,1492,683,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,686876,844,629141,4568,565420,5810,14043,2165,12575,2058,1468,696,8660,2020,8142,2025,518,335,12464,2402,7851,2232,4613,1993,28554,2768,24934,2569,3620,756,57735,4421,12002,2632,5849,1616,2561,761,3288,1377,7169,1909,4802,1337,2367,1040,28280,2606,12505,1843,15775,2442,4435,2020,2699,1362,1736,1049,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6581229,1331,5663470,17986,4628844,23923,841734,16902,742195,16403,99539,6919,40537,3879,36909,3933,3628,830,27435,2808,24373,2701,3062,825,124920,6358,99378,5675,25542,2268,917759,18036,149448,5868,533633,14346,188430,8627,345203,11166,85426,6709,60483,4721,24943,3710,106377,5416,54229,4527,52148,4739,42875,6617,22077,3636,20798,4669,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2817639,2636,2678628,5520,2580685,7431,79482,5659,66338,5212,13144,2218,8618,2068,8188,2060,430,251,7631,1592,5825,1501,1806,1030,2212,1217,2086,1244,126,135,139011,5019,26963,3466,73150,4426,20446,2704,52704,4347,10959,2596,7890,2318,3069,1459,24280,3234,8179,1723,16101,2968,3659,1696,2657,1226,1002,731,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,37076228,3179,26477178,46190,19438072,62074,5692390,40444,4924882,40045,767508,20067,435616,13837,400495,13155,35121,3005,811000,16113,681556,15025,129444,7527,100100,8556,90901,8143,9199,1913,10599050,45818,1158502,18652,5005747,38637,1531965,22117,3473782,32200,1266298,25444,792096,20311,474202,16084,2894102,22039,1272628,19257,1621474,23147,274401,15109,164913,9826,109488,9323,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5274561,2114,4729441,12773,4280980,15720,355193,10400,308813,9859,46380,3857,47832,4358,41923,4036,5909,1238,27479,3057,22912,2604,4567,1214,17957,3183,15382,2695,2575,1080,545120,12442,102714,5493,254751,10911,101312,7147,153439,8284,71707,6228,49298,4515,22409,3263,77331,5119,34631,3708,42700,4022,38617,5648,25494,4174,13123,2772,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3405990,1224,2879065,11926,2513025,14358,263999,8876,191809,8332,72190,4722,74771,6459,68735,6241,6036,1105,16703,2443,14351,2356,2352,890,10567,2243,9277,1999,1290,836,526925,11868,128528,6961,150664,7981,48595,4582,102069,6789,147837,7933,79893,5231,67944,4861,69503,4810,36721,3426,32782,3332,30393,4483,20734,3398,9659,2263,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,907032,341,810018,6193,761337,7201,34916,3115,29325,2881,5591,1086,8120,1603,6658,1527,1462,622,3276,901,2947,893,329,202,2369,1312,2123,1262,246,189,97014,6157,19487,3103,31311,2991,14884,2630,16427,2656,19760,3632,12671,2519,7089,2081,20278,3153,12798,2374,7480,1482,6178,1950,5213,1850,965,450,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,648907,115,549011,5617,505990,6190,26131,2485,21072,2323,5059,1700,9694,1739,9082,1705,612,340,2829,897,2657,871,172,169,4367,1764,3227,1256,1140,926,99896,5604,28779,3286,34873,2547,13480,2171,21393,2868,17217,2584,14106,2284,3111,1101,9369,1818,4901,1008,4468,1318,9658,2454,4835,1292,4823,2036,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19855078,4120,15504075,36392,13137774,35485,1935064,30062,1594472,26612,340592,14944,319949,13945,293295,13071,26654,2824,72963,5354,64383,5409,8580,1671,38325,4141,33679,4047,4646,1344,4351003,36357,829102,20888,2391222,27416,856004,19348,1535218,24984,775034,23082,431854,15855,343180,14718,260507,9384,131405,7179,129102,8154,95138,7634,63028,6034,32110,4186,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9774156,5384,8714667,19290,8183028,20951,395839,12350,331465,12171,64374,5391,61706,5039,56891,5053,4815,1083,49653,4452,43012,3929,6641,1744,24441,5171,22178,4891,2263,853,1059489,18938,214910,12049,395679,9020,130978,6049,264701,9093,184349,11735,122539,8876,61810,5998,187792,8513,85313,6049,102479,6955,76759,9008,50183,6629,26576,5299,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1337965,223,1074401,10431,952562,13299,21446,3285,17977,2532,3469,1568,6520,1487,5972,1510,548,297,86895,5608,68003,4821,18892,2499,6978,1846,6693,1833,285,241,263564,10452,40523,3379,8822,2241,4710,1405,4112,1302,8412,1785,6391,1190,2021,1019,204567,9617,81550,5932,123017,8006,1240,789,966,647,274,226,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
