GEO_ID,B27001_001E,B27001_001M,B27001_002E,B27001_002M,B27001_003E,B27001_003M,B27001_004E,B27001_004M,B27001_005E,B27001_005M,B27001_006E,B27001_006M,B27001_007E,B27001_007M,B27001_008E,B27001_008M,B27001_009E,B27001_009M,B27001_010E,B27001_010M,B27001_011E,B27001_011M,B27001_012E,B27001_012M,B27001_013E,B27001_013M,B27001_014E,B27001_014M,B27001_015E,B27001_015M,B27001_016E,B27001_016M,B27001_017E,B27001_017M,B27001_018E,B27001_018M,B27001_019E,B27001_019M,B27001_020E,B27001_020M,B27001_021E,B27001_021M,B27001_022E,B27001_022M,B27001_023E,B27001_023M,B27001_024E,B27001_024M,B27001_025E,B27001_025M,B27001_026E,B27001_026M,B27001_027E,B27001_027M,B27001_028E,B27001_028M,B27001_029E,B27001_029M,B27001_030E,B27001_030M,B27001_031E,B27001_031M,B27001_032E,B27001_032M,B27001_033E,B27001_033M,B27001_034E,B27001_034M,B27001_035E,B27001_035M,B27001_036E,B27001_036M,B27001_037E,B27001_037M,B27001_038E,B27001_038M,B27001_039E,B27001_039M,B27001_040E,B27001_040M,B27001_041E,B27001_041M,B27001_042E,B27001_042M,B27001_043E,B27001_043M,B27001_044E,B27001_044M,B27001_045E,B27001_045M,B27001_046E,B27001_046M,B27001_047E,B27001_047M,B27001_048E,B27001_048M,B27001_049E,B27001_049M,B27001_050E,B27001_050M,B27001_051E,B27001_051M,B27001_052E,B27001_052M,B27001_053E,B27001_053M,B27001_054E,B27001_054M,B27001_055E,B27001_055M,B27001_056E,B27001_056M,B27001_057E,B27001_057M,NAME,B27001_001EA,B27001_001MA,B27001_002MA,B27001_002EA,B27001_003MA,B27001_003EA,B27001_004MA,B27001_004EA,B27001_005MA,B27001_005EA,B27001_006EA,B27001_006MA,B27001_007EA,B27001_007MA,B27001_008MA,B27001_008EA,B27001_009MA,B27001_009EA,B27001_010EA,B27001_010MA,B27001_011EA,B27001_011MA,B27001_012EA,B27001_012MA,B27001_013MA,B27001_013EA,B27001_014MA,B27001_014EA,B27001_015MA,B27001_015EA,B27001_016EA,B27001_016MA,B27001_017EA,B27001_017MA,B27001_018EA,B27001_018MA,B27001_019MA,B27001_019EA,B27001_020MA,B27001_020EA,B27001_021MA,B27001_021EA,B27001_022EA,B27001_022MA,B27001_023EA,B27001_023MA,B27001_024MA,B27001_024EA,B27001_025MA,B27001_025EA,B27001_026MA,B27001_026EA,B27001_027EA,B27001_027MA,B27001_028EA,B27001_028MA,B27001_029EA,B27001_029MA,B27001_030MA,B27001_030EA,B27001_031MA,B27001_031EA,B27001_032MA,B27001_032EA,B27001_033EA,B27001_033MA,B27001_034EA,B27001_034MA,B27001_035MA,B27001_035EA,B27001_036MA,B27001_036EA,B27001_037MA,B27001_037EA,B27001_038EA,B27001_038MA,B27001_039EA,B27001_039MA,B27001_040EA,B27001_040MA,B27001_041MA,B27001_041EA,B27001_042MA,B27001_042EA,B27001_043MA,B27001_043EA,B27001_044EA,B27001_044MA,B27001_045EA,B27001_045MA,B27001_046MA,B27001_046EA,B27001_047MA,B27001_047EA,B27001_048MA,B27001_048EA,B27001_049EA,B27001_049MA,B27001_050EA,B27001_050MA,B27001_051MA,B27001_051EA,B27001_052MA,B27001_052EA,B27001_053MA,B27001_053EA,B27001_054MA,B27001_054EA,B27001_055EA,B27001_055MA,B27001_056EA,B27001_056MA,B27001_057MA,B27001_057EA,state
0400000US01,4793512,2005,2300832,5674,176424,4569,171843,4407,4581,1292,420448,6434,405826,6711,14622,2526,226085,5035,175561,5146,50524,4078,256087,5088,198994,5614,57093,5150,277336,3717,227950,5060,49386,4020,299187,3191,261204,4210,37983,3613,304159,2250,278272,3256,25887,2629,218704,2414,217277,2339,1427,605,122402,1564,121809,1546,593,355,2492680,5724,167763,4244,163320,4111,4443,1268,404854,5054,392451,5234,12403,2169,230344,6195,191702,6924,38642,3479,282462,5515,239841,5496,42621,4114,301709,3327,261177,4026,40532,3185,323118,3004,285209,3694,37909,3105,340620,2018,311405,3197,29215,2501,256376,2450,255833,2468,543,323,185434,2029,184912,2042,522,340,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,716178,2175,366114,3066,31547,1881,29333,1887,2214,631,68413,2358,62463,2339,5950,1264,33050,2664,25044,2782,8006,1576,51570,1973,37785,2129,13785,1899,46738,1845,37468,2293,9270,1524,45308,1380,35716,1790,9592,1568,48526,910,42346,1212,6180,1005,29319,854,28987,839,332,189,11643,556,11577,561,66,91,350064,2412,32900,1868,29172,2012,3728,1685,61523,1903,54693,2132,6830,1273,32603,1550,25939,1754,6664,1246,48438,2003,40956,2073,7482,1211,46398,2018,39205,2279,7193,1491,42337,1726,36822,1818,5515,1075,45315,791,40910,1023,4405,711,27107,802,26575,838,532,352,13443,590,13391,576,52,51,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6908121,2138,3397227,4325,262085,3245,244798,4048,17287,2736,618452,4976,568536,6129,49916,4596,333965,5668,274359,6854,59606,4765,417137,4682,337797,6314,79340,4283,412301,2964,343011,4842,69290,4568,407134,2009,350842,3840,56292,3519,398325,1489,355370,3151,42955,2735,325812,1317,322780,1735,3032,995,222016,1374,220592,1507,1424,527,3510894,3887,251768,3734,236005,3921,15763,2239,597135,5137,546957,7134,50178,4288,324755,4964,275901,6186,48854,4332,403384,4178,353838,5279,49546,3506,422700,2322,367671,4070,55029,3579,428500,2092,378359,4748,50141,4402,441458,1059,400436,3477,41022,3453,370320,1497,366857,1746,3463,865,270874,1364,269222,1393,1652,847,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2949305,1321,1442421,4762,116149,3242,112500,3664,3649,979,271815,4346,256481,4847,15334,2699,141415,3978,118014,3708,23401,2752,163784,4511,134566,5167,29218,3157,173771,3114,146786,4123,26985,3373,180348,2786,160755,3169,19593,2499,179447,1792,166391,2149,13056,1749,134649,2156,134046,2039,603,395,81043,1222,81023,1222,20,34,1506884,4657,110061,3585,105957,3475,4104,1193,253769,4632,243456,4479,10313,1976,137389,3437,122452,3679,14937,2389,166863,3786,147716,4474,19147,2608,186810,3003,164051,3744,22759,3068,189031,2346,172826,2779,16205,2305,198334,1857,186480,2213,11854,1808,153140,1870,152748,1936,392,286,111487,1662,111255,1606,232,267,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39046835,5485,19267819,7163,1501241,8231,1461039,8688,40202,4504,3379612,12332,3263453,12616,116159,5973,1946447,12636,1702839,14936,243608,10834,2666750,11785,2273943,12975,392807,10678,2560912,5580,2214511,12455,346401,10958,2526206,4303,2261009,9362,265197,8762,2282316,3576,2117529,7761,164787,6496,1468783,2641,1450019,3749,18764,2366,935552,2759,928214,3238,7338,1594,19779016,6604,1430930,7691,1396581,8244,34349,4184,3255690,10386,3145768,11498,109922,5781,1883513,12504,1717955,14074,165558,8232,2584388,11218,2343511,13792,240877,8814,2591862,3513,2338468,8812,253394,8327,2584512,3253,2370432,8993,214080,8065,2442378,2947,2290704,7253,151674,6062,1699022,3522,1677977,4121,21045,2485,1306721,3392,1296294,3900,10427,1893,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5514070,3163,2748288,4762,205935,3814,198353,3612,7582,1579,478965,4933,455299,5929,23666,2773,263630,5590,233648,5658,29982,3211,384020,4969,322295,6284,61725,4663,376335,3554,326761,4689,49574,3913,353019,2914,318464,3440,34555,3257,338474,1785,313645,3335,24829,2686,227526,1732,225518,1952,2008,794,120384,1522,119508,1696,876,573,2765782,3756,193747,3759,188347,3820,5400,1183,455588,4322,434753,4657,20835,3081,252631,4755,227989,4863,24642,2789,372453,4538,331870,5737,40583,3605,366941,2443,332318,3437,34623,2556,353088,2143,325765,3061,27323,2672,360473,1421,337406,2606,23067,2378,249596,1977,247611,1841,1985,1049,161265,1927,160443,1914,822,510,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3536522,1187,1716979,2961,109796,2270,106729,2397,3067,950,297096,2941,287199,3749,9897,1931,168094,3738,151626,3907,16468,2557,196907,3260,169510,4019,27397,3370,200678,1534,176004,2938,24674,2852,246338,1763,226962,2978,19376,2436,245194,1312,233780,2287,11414,1984,156934,1003,155306,1358,1628,844,95942,1109,95764,1183,178,190,1819543,2573,105700,2643,102336,2800,3364,1058,280289,3335,272261,3972,8028,2068,168672,3590,158364,4040,10308,1779,195917,2461,180543,3546,15374,2142,214032,1455,198461,2892,15571,2431,264687,1508,249488,2812,15199,2455,263636,1173,254020,2011,9616,1688,179212,1333,177664,1382,1548,751,147398,1444,146709,1604,689,587,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,947259,967,454461,1627,32667,1268,30648,1479,2019,1133,79124,1860,76535,2102,2589,1022,39026,2163,35720,2040,3306,1133,55393,2069,49131,2521,6262,1490,51959,1580,44658,1799,7301,1498,58492,1199,53623,1360,4869,1235,62174,740,59488,980,2686,902,47492,714,47393,715,99,161,28134,688,27775,658,359,342,492798,1502,31871,1458,30266,1651,1605,935,74811,1891,73379,1824,1432,584,42357,1944,38363,2200,3994,1310,58307,1991,52901,2077,5406,1557,56533,1002,53201,1457,3332,1053,64561,914,61624,1213,2937,904,70853,523,68950,893,1903,706,55971,477,54993,741,978,635,37534,650,37368,625,166,229,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,683808,611,320935,868,26147,819,25600,934,547,510,39950,1365,39438,1510,512,454,37247,1846,34935,2008,2312,1138,66299,1657,61335,1986,4964,1298,49005,630,44248,1826,4757,1752,37234,644,35131,995,2103,809,32414,426,30604,811,1810,715,19989,540,19941,525,48,95,12650,484,12594,485,56,97,362873,800,25689,1060,25509,1042,180,223,41849,1884,41513,1945,336,344,45369,1865,44217,2000,1152,578,75314,1715,72548,1809,2766,935,51380,395,49221,864,2159,822,37764,225,37118,401,646,328,36663,143,35386,679,1277,684,27099,384,26814,500,285,334,21746,523,21645,525,101,122,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20678704,3256,10026151,6882,686873,7826,646681,8577,40192,4899,1580087,7926,1450420,10358,129667,7909,893939,9738,684746,11266,209193,9714,1148101,9222,827293,14380,320808,12309,1213805,6189,927819,12189,285986,11044,1322190,5431,1075321,10328,246869,9497,1308553,3989,1125329,9110,183224,8489,1072077,3869,1058750,4843,13327,2245,800526,3282,793630,3619,6896,1554,10652553,6437,653841,6523,616670,7258,37171,4057,1529642,8700,1411812,11091,117830,8423,868340,9975,698028,11957,170312,8524,1187170,9165,946518,11701,240652,9788,1268760,5219,1045530,10222,223230,9076,1401479,4660,1177555,10039,223924,8556,1469181,3298,1271420,8302,197761,7552,1254343,3374,1233888,4696,20455,3116,1019797,3470,1011147,3733,8650,1698,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
