GEO_ID,C15002A_001E,C15002A_001M,C15002A_002E,C15002A_002M,C15002A_003E,C15002A_003M,C15002A_004E,C15002A_004M,C15002A_005E,C15002A_005M,C15002A_006E,C15002A_006M,C15002A_007E,C15002A_007M,C15002A_008E,C15002A_008M,C15002A_009E,C15002A_009M,C15002A_010E,C15002A_010M,C15002A_011E,C15002A_011M,NAME,C15002A_001EA,C15002A_001MA,C15002A_002MA,C15002A_002EA,C15002A_003MA,C15002A_003EA,C15002A_004EA,C15002A_004MA,C15002A_005EA,C15002A_005MA,C15002A_006EA,C15002A_006MA,C15002A_007MA,C15002A_007EA,C15002A_008MA,C15002A_008EA,C15002A_009EA,C15002A_009MA,C15002A_010EA,C15002A_010MA,C15002A_011EA,C15002A_011MA,state
0400000US15,270276,2850,144098,1795,4099,904,28398,2383,49129,2852,62472,3062,126178,1736,4699,940,25324,2084,39408,2398,56747,2444,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1021668,4818,503267,3028,46178,4043,146493,4975,170532,5868,140064,6087,518401,2706,36330,3601,142858,5809,199658,6480,139555,5175,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6438389,15216,3133384,9044,286662,8549,835435,12917,887526,12083,1123761,11418,3305005,7935,257037,8002,874260,12124,962465,12948,1211243,13278,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3822117,5164,1850038,3842,209775,6665,633732,10912,516595,11189,489936,9327,1972079,3346,190323,7621,639197,9735,593884,9924,548675,10238,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1935933,3828,943428,2468,69935,3501,311753,5858,297735,5977,264005,5358,992505,2367,62503,3425,289246,6533,339561,6466,301195,6765,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1653177,4505,802896,2950,66715,3653,214861,5694,246282,6684,275038,5964,850281,2486,60704,3952,209492,5855,278231,6868,301854,6270,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2690118,4239,1295808,3104,195801,6118,455968,7895,345568,8716,298471,8288,1394310,2469,171637,6683,439977,8312,434284,8496,348412,7686,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2038970,4605,989212,3311,127462,4972,337979,6900,263886,6914,259885,7097,1049758,3015,106281,5223,347271,8647,289493,8207,306713,7750,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,932606,1145,448681,908,41168,3069,146468,4670,129760,4328,131285,4937,483925,787,27613,2283,144257,5664,142890,4443,169165,4784,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2403782,7063,1160834,4237,93214,5145,288013,8088,273385,6557,506222,8008,1242948,3816,88278,4110,283123,6112,318388,8003,553159,8818,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3884683,9052,1850025,5575,140810,6265,484486,9845,406190,10560,818539,10160,2034658,5328,144625,7083,462185,10708,501518,10433,926330,10895,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5525976,5396,2695312,3244,228785,6841,807960,10772,857384,10035,801183,9299,2830664,3334,207392,6275,808637,10637,958984,12336,855651,10171,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3263895,4107,1602754,2709,86446,3589,424653,7107,514848,7269,576807,7828,1661141,2541,66743,3747,400198,7201,555213,8218,638987,7865,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1211539,3974,581209,2952,82582,5487,174775,5824,182960,6851,140892,5890,630330,2481,71804,4507,176497,6952,216057,7025,165972,6897,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3511414,5299,1699988,3895,171570,6183,553037,11822,481069,10043,494312,9174,1811426,3038,160076,6638,537037,10008,555560,9367,558753,9132,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,658190,2281,328250,1334,23100,2026,98709,4062,101090,4500,105351,3851,329940,1422,18372,1849,86219,3888,110590,4279,114759,4078,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1131814,3145,555199,2103,43691,3079,153230,4005,185340,4684,172938,4951,576615,1873,39106,2669,144582,4843,197965,5196,194962,4902,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1395786,10243,709882,5821,76483,4981,204115,7532,238546,6367,190738,6406,685904,6054,71290,4432,196512,6694,239634,6047,178468,6198,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,902395,1748,439238,1469,32489,2641,135330,4721,117059,4474,154360,4757,463157,1139,27591,2405,120091,4070,139577,5062,175898,5247,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4360008,12862,2097621,7716,181768,7494,588298,10643,486353,8958,841202,11972,2262387,7360,189390,7339,640674,10849,527025,10702,905298,10982,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1087117,6564,527553,3740,68488,4294,146639,5869,164202,4993,148224,5305,559564,4410,66644,4421,137196,5790,185445,6356,170279,5828,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9034087,22784,4367739,12789,412861,11067,1151646,15766,1077263,14088,1725969,15200,4666348,13359,382307,10792,1181957,14504,1171238,14326,1930846,15497,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5024276,9451,2411069,6177,289196,9881,616543,11347,699174,12544,806156,11659,2613207,5495,232402,8607,625714,11308,850925,11534,904166,11934,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,441932,1753,224922,1444,14947,1631,64567,2952,81752,3592,63656,3360,217010,982,13118,1651,52820,2601,77388,3376,73684,2934,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6695975,5102,3229716,3370,299581,8486,1125428,11836,887461,12639,917246,11739,3466259,3273,289982,7803,1149402,14173,1015377,12355,1011498,12862,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1976555,4340,958431,2719,112471,4415,307234,6662,287410,5048,251316,5248,1018124,2498,101827,4203,304873,6382,326125,6255,285299,5065,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2526224,6879,1236156,4432,108091,5999,305848,7905,410645,8730,411572,6609,1290068,3694,91298,5597,290833,7786,463597,9049,444340,7971,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7482827,8137,3610683,4982,316519,7793,1293532,11631,845292,10956,1155340,10107,3872144,5180,302956,7111,1363208,12408,940258,12412,1265722,10627,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,627563,3704,298324,2292,31263,2851,95516,4445,71489,4481,100056,3953,329239,2346,34022,3251,89408,4308,88883,4238,116926,3857,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2423368,4986,1166021,3405,129135,5653,321769,9154,335848,8374,379269,8157,1257347,3330,114855,5647,340330,9207,390457,7956,411705,7791,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,507840,1444,252154,1073,17215,1719,83259,3576,78176,3288,73504,3119,255686,1124,15810,1981,72867,3533,88787,3457,78222,3771,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3682954,5377,1772988,3814,223294,7592,593890,10513,453079,9755,502725,10123,1909966,3352,204774,7520,608046,10448,559887,10370,537259,10068,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13642801,30768,6686123,18761,1115355,19324,1709327,22504,1888571,18642,1972870,19999,6956678,16418,1074021,16953,1707055,21530,2079266,21872,2096336,20745,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1600310,4924,790920,3278,48373,3851,162589,7153,272206,6462,307752,6883,809390,3068,43312,2761,185704,6020,311833,5771,268541,6257,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,419964,842,202711,565,18452,1835,67454,3080,46748,2695,70057,3135,217253,680,10435,1432,56112,2670,60007,2885,90699,3467,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4045095,9549,1970046,5658,180634,5715,485740,10206,492495,8895,811177,11398,2075049,5283,168003,7182,473775,9908,584865,10750,848406,9608,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4012319,7858,1981444,4433,139778,5338,461679,10556,669894,10498,710093,9408,2030875,5001,123526,5943,437996,9906,743654,11821,725699,11100,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1208741,2636,585181,1971,83824,4577,258311,6200,132801,5287,110245,5146,623560,1728,72847,5176,242353,5510,176122,6577,132238,4501,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3498535,5590,1719461,3161,123648,5217,550399,7529,530599,7651,514815,8592,1779074,3068,95555,4404,526613,8029,573465,8578,583441,7579,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,361360,2393,183340,1605,13188,1743,59989,3759,61596,3431,48567,2967,178020,1657,10369,1611,47857,2983,66811,3203,52983,2789,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1563207,16775,702936,9913,174606,5835,213323,8959,157461,8071,157546,7575,860271,10055,181499,6333,210749,7810,195904,7905,272119,8870,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
