GEO_ID,C17025_001E,C17025_001M,C17025_002E,C17025_002M,C17025_003E,C17025_003M,C17025_004E,C17025_004M,C17025_005E,C17025_005M,C17025_006E,C17025_006M,C17025_007E,C17025_007M,C17025_008E,C17025_008M,C17025_009E,C17025_009M,C17025_010E,C17025_010M,C17025_011E,C17025_011M,NAME,C17025_001EA,C17025_001MA,C17025_002EA,C17025_002MA,C17025_003EA,C17025_003MA,C17025_004MA,C17025_004EA,C17025_005EA,C17025_005MA,C17025_006MA,C17025_006EA,C17025_007EA,C17025_007MA,C17025_008EA,C17025_008MA,C17025_009MA,C17025_009EA,C17025_010EA,C17025_010MA,C17025_011MA,C17025_011EA,state
0400000US01,4752560,2493,802656,24897,764886,24427,37770,4930,6994,1606,30776,4865,3949904,24843,3821720,23968,128184,7645,59557,4923,68627,5671,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,720472,1555,80012,7303,72866,6069,7146,2826,1678,815,5468,2646,640460,7366,590003,7414,50457,4141,29223,2351,21234,3486,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6856067,3981,1018935,28419,849296,22797,169639,10031,47336,4285,122303,8923,5837132,28204,5096828,28367,740304,16280,350428,11229,389876,13847,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2916321,2511,478365,17030,455856,16051,22509,3362,5372,1836,17137,2958,2437956,17140,2322788,16767,115168,5401,38947,3825,76221,5428,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38793027,8845,5160208,71947,3629757,54919,1530451,30106,527184,15016,1003267,25382,33632819,72987,24603040,71797,9029779,48265,4939544,39196,4090235,40526,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5483104,3121,564312,17223,490653,15973,73659,7037,19890,2882,53769,6442,4918792,17310,4448093,21459,470699,13712,212421,8255,258278,10877,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3482584,1446,334128,18741,276145,16200,57983,5784,17130,2414,40853,5176,3148456,18868,2682881,20389,465575,12613,252260,10078,213315,10725,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,934947,1486,126986,9341,111323,8316,15663,3233,5282,1860,10381,2178,807961,9034,726634,9116,81327,5478,40361,3547,40966,4311,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660642,544,109920,7135,96411,6903,13509,2611,4689,1552,8820,1957,550722,7081,465467,8608,85255,5564,33060,2790,52195,5341,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20569920,5871,2889506,57828,2180172,48723,709334,22445,280891,12126,428443,18507,17680414,58572,14047243,53588,3633171,36266,2122045,26061,1511126,29162,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10154747,5504,1517702,49244,1354613,43226,163089,12062,41805,4296,121284,11274,8637045,50110,7752611,45550,884434,21066,418410,13624,466024,17763,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1388550,1566,132549,8537,108035,8296,24514,3162,11902,1992,12612,2416,1256001,8849,1019494,11149,236507,10320,147028,6776,89479,8647,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1686491,1808,216309,12513,196751,11821,19558,4651,5214,2163,14344,3382,1470182,12450,1389604,13307,80578,6536,34530,3933,46048,5214,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12503720,3612,1569753,35647,1326566,29626,243187,13046,81212,6469,161975,10422,10933967,35966,9362193,38766,1571774,19580,834194,17271,737580,14191,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6463636,3761,871247,27337,807269,25165,63978,7120,13158,2397,50820,6549,5592389,27299,5315209,27415,277180,11048,120486,6480,156694,8481,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3044685,1941,326636,11546,298170,11061,28466,3426,5747,1141,22719,3278,2718049,11516,2584487,11985,133562,6068,58635,4593,74927,4765,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2827376,2621,336487,14398,305105,12473,31382,4674,6275,1602,25107,4324,2490889,14577,2324758,14838,166131,6963,73929,4854,92202,5867,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4316917,3015,744239,20861,707818,20000,36421,5265,10804,2777,25617,3801,3572678,20783,3443065,21381,129613,7334,58390,4945,71223,5637,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4553037,2611,899039,27219,857251,25970,41788,5054,8636,2011,33152,4392,3653998,27455,3509494,28265,144504,8002,64902,4881,79602,6463,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1301216,1023,144012,7961,136615,7737,7397,1673,3882,1099,3515,1278,1157204,8039,1120938,7720,36266,2868,21838,2397,14428,2363,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5915309,2385,549171,21371,461241,19939,87930,7526,32102,4531,55828,5073,5366138,21752,4533556,22816,832582,17849,452052,12333,380530,16103,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6622444,3515,692201,22499,536670,16200,155531,11741,59873,5300,95658,8928,5930243,22390,4960981,24130,969262,19851,538763,12706,430499,16531,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9730205,4206,1377766,28586,1263648,26860,114118,9513,46379,4381,67739,8153,8352439,29207,7774311,28042,578128,15126,308230,9644,269898,10963,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5450582,2783,517476,15252,431666,13097,85810,7988,35151,4689,50659,6999,4933106,15199,4541125,15291,391981,10511,216768,9028,175213,8474,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2889851,1968,571219,15607,559732,15614,11487,2218,3362,1243,8125,2050,2318632,15544,2269937,15551,48695,3906,24065,3517,24630,3440,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5928516,4473,795732,21880,751605,22084,44127,5475,12696,2760,31431,4333,5132784,22309,4925019,20916,207765,9199,110136,6125,97629,6756,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1024513,1940,127777,8406,124517,8144,3260,1239,1045,833,2215,833,896736,8847,877894,9348,18842,2292,10959,1638,7883,1498,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1865038,1585,200909,11487,175644,9363,25265,4333,5048,1695,20217,4053,1664129,11938,1548517,10407,115612,7155,50661,4975,64951,5910,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2954279,2075,384120,18511,308619,16167,75501,6287,24719,2814,50782,5449,2570159,18396,2053385,17655,516774,13299,267660,8873,249114,10145,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1298898,1427,99966,7412,90355,6772,9611,2621,2767,941,6844,2480,1198932,7780,1127994,8394,70938,4946,40027,3813,30911,3434,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8831200,2566,882673,28071,630951,22053,251722,11780,98346,6938,153376,8833,7948527,28274,6162303,28089,1786224,26050,1030129,19488,756095,21004,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2044187,1832,401755,16280,359277,15138,42478,5568,11336,2232,31142,5181,1642432,16168,1493696,17591,148736,9704,69080,5513,79656,7491,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19337685,4757,2722257,47366,2009970,40451,712287,20360,307298,11802,404989,16320,16615428,47153,12849322,47118,3766106,38654,2226222,28919,1539884,28439,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10009042,3839,1471339,35219,1322653,31575,148686,10603,28889,3387,119797,9841,8537703,35686,7868323,35594,669380,16755,287296,11553,382084,12574,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,729355,1188,75279,5405,69784,4840,5495,1363,1133,605,4362,1283,654076,5419,629310,5822,24766,2922,10622,2153,14144,2423,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11330762,4496,1582931,31003,1496269,27834,86662,8715,27968,3582,58694,7667,9747831,31083,9315771,33812,432060,15522,238971,9669,193089,11899,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3814990,2186,603864,16323,566510,14953,37354,4307,7525,1448,29829,3906,3211126,16589,3031612,17285,179514,6890,70857,3813,108657,5764,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4064467,2475,537974,19115,474238,16462,63736,6252,20712,2827,43024,5294,3526493,18810,3187205,20647,339288,11539,163394,8771,175894,9764,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12398112,4585,1548720,31552,1407850,31111,140870,9185,55872,5296,84998,7919,10849392,31028,10117252,32431,732140,18344,408016,11385,324124,13713,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1018556,943,118367,9887,96638,8771,21729,4009,8969,2065,12760,3443,900189,10183,777602,10030,122587,6666,68862,5117,53725,5965,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4882720,2812,751907,19900,706502,19111,45405,4957,11553,2377,33852,4192,4130813,20049,3937044,21197,193769,9385,93675,6561,100094,6695,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,838991,1814,109099,6423,103239,5990,5860,2228,1273,673,4587,2093,729892,6807,707533,6274,22359,2959,10980,2337,11379,2665,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
