GEO_ID,C17025_001E,C17025_001M,C17025_002E,C17025_002M,C17025_003E,C17025_003M,C17025_004E,C17025_004M,C17025_005E,C17025_005M,C17025_006E,C17025_006M,C17025_007E,C17025_007M,C17025_008E,C17025_008M,C17025_009E,C17025_009M,C17025_010E,C17025_010M,C17025_011E,C17025_011M,NAME,C17025_001EA,C17025_001MA,C17025_002EA,C17025_002MA,C17025_003EA,C17025_003MA,C17025_004MA,C17025_004EA,C17025_005EA,C17025_005MA,C17025_006MA,C17025_006EA,C17025_007EA,C17025_007MA,C17025_008EA,C17025_008MA,C17025_009MA,C17025_009EA,C17025_010EA,C17025_010MA,C17025_011MA,C17025_011EA,state
0400000US47,6555389,3060,980284,25177,919890,24457,60394,6425,15279,2841,45115,5592,5575105,25910,5292456,25642,282649,11157,113309,7390,169340,9401,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27676343,7676,4076905,62508,3212749,51612,864156,26215,191208,9991,672948,24125,23599438,63828,19662535,67766,3936903,39175,1609315,27491,2327588,35040,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,3052633,2684,296557,16717,257362,14842,39195,5218,10128,2244,29067,4384,2756076,17415,2529826,17615,226250,6653,93980,5273,132270,6434,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,599862,654,67841,5946,63779,5696,4062,1738,1175,552,2887,1687,532021,5991,509431,6317,22590,2385,13599,1763,8991,1862,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8221024,3096,874483,27673,759113,24229,115370,9586,37460,4597,77910,7723,7346541,28006,6414535,28471,932006,15653,510993,12279,421013,15480,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7273713,3235,802159,24114,664155,22775,138004,9411,45358,5224,92646,7781,6471554,24350,5560200,27324,911354,15074,457639,11065,453715,14641,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1762467,2041,336301,14216,331409,13998,4892,1437,1024,468,3868,1364,1426166,14254,1402979,14691,23187,2908,14353,2569,8834,1675,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5645194,2570,639564,18029,597479,16539,42085,4425,13290,2163,28795,4033,5005630,17603,4765663,17404,239967,9681,118895,6457,121072,8253,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,565242,890,64054,6154,59436,5845,4618,1726,1050,702,3568,1478,501188,6108,485922,6112,15266,2316,6097,1382,9169,1809,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3306715,1129,1468798,31819,1432229,31604,36569,4233,14008,2255,22561,3341,1837917,31679,1783694,31930,54223,5838,31732,4283,22491,3083,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
