GEO_ID,B11001G_001E,B11001G_001M,B11001G_002E,B11001G_002M,B11001G_003E,B11001G_003M,B11001G_004E,B11001G_004M,B11001G_005E,B11001G_005M,B11001G_006E,B11001G_006M,B11001G_007E,B11001G_007M,B11001G_008E,B11001G_008M,B11001G_009E,B11001G_009M,NAME,B11001G_001EA,B11001G_001MA,B11001G_002MA,B11001G_002EA,B11001G_003MA,B11001G_003EA,B11001G_004EA,B11001G_004MA,B11001G_005MA,B11001G_005EA,B11001G_006EA,B11001G_006MA,B11001G_007EA,B11001G_007MA,B11001G_008MA,B11001G_008EA,B11001G_009MA,B11001G_009EA,state
0400000US01,23652,2477,14824,1930,9569,1611,5255,1134,1006,477,4249,994,8828,1513,6896,1336,1932,620,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,13787,1801,8759,1312,6359,1287,2400,711,924,364,1476,597,5028,1230,4122,1119,906,452,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,63376,3826,39737,3491,23606,2547,16131,2578,5970,1579,10161,1668,23639,2776,17516,2442,6123,1096,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,23514,2482,15681,1785,10287,1351,5394,1312,2172,783,3222,920,7833,1517,6291,1400,1542,573,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,431920,11431,285312,9252,191094,7067,94218,5547,29166,3151,65052,4235,146608,6242,98179,4806,48429,3307,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,52241,3702,31593,2989,22152,2541,9441,1607,3242,1041,6199,1379,20648,2172,13604,1724,7044,1449,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,26417,2531,16737,2407,10381,1706,6356,1727,1281,562,5075,1453,9680,1897,7182,1523,2498,1003,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,5175,1104,3780,968,2632,905,1148,478,229,156,919,480,1395,577,1018,505,377,280,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,7195,1631,2249,617,1536,522,713,305,289,202,424,253,4946,1489,3947,1333,999,544,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,134110,6460,84557,5432,55101,4526,29456,3200,7367,1414,22089,2819,49553,3169,35110,2784,14443,1819,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,65674,4439,43421,2936,27738,2412,15683,2309,3687,1131,11996,2118,22253,2854,16693,2393,5560,1258,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,72318,3831,52174,2876,33932,2263,18242,1751,5637,1092,12605,1521,20144,2360,15330,2131,4814,1070,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,13091,2007,7566,1544,5836,1462,1730,676,335,237,1395,613,5525,1535,3097,1089,2428,878,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,74626,3864,44982,3365,29086,2714,15896,2036,3652,1266,12244,1766,29644,2468,22569,2292,7075,1190,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37000,3175,22235,2355,12697,1646,9538,1764,2821,1012,6717,1478,14765,1960,11337,1822,3428,1050,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,13834,1912,8226,1368,4323,810,3903,1173,741,469,3162,1087,5608,1187,4292,921,1316,618,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,22732,2069,13310,1670,8701,1289,4609,1010,1155,615,3454,813,9422,1529,7448,1289,1974,723,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,20544,2582,12176,1753,7406,1260,4770,1121,1140,529,3630,1017,8368,1511,5865,1195,2503,976,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,20191,2500,11814,1946,6815,1318,4999,1432,1341,713,3658,1251,8377,1844,6448,1581,1929,670,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,7615,1161,3960,843,2390,682,1570,554,638,325,932,425,3655,882,2902,812,753,423,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,46428,3881,29679,3170,19771,2195,9908,1864,2066,782,7842,1688,16749,2313,11904,1940,4845,1152,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,50747,3893,33131,3349,18646,2169,14485,2420,3241,1047,11244,2018,17616,2299,12558,2057,5058,1141,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,66217,3798,40294,2977,24545,2361,15749,1866,4204,1027,11545,1675,25923,2472,19608,1971,6315,1434,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,32227,3072,18481,2031,11131,1536,7350,1431,1995,671,5355,1211,13746,2060,8916,1740,4830,1163,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,9637,1835,4766,1152,3930,1109,836,399,347,296,489,295,4871,1266,3974,1181,897,468,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,40828,3380,23687,2653,14845,1733,8842,1695,2882,1067,5960,1614,17141,2151,13096,1838,4045,1117,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,8512,1447,4631,949,3249,774,1382,520,504,297,878,449,3881,996,2995,836,886,424,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,11732,1786,6097,1228,3319,785,2778,947,662,399,2116,832,5635,1186,4043,928,1592,730,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34160,2823,20841,2532,14485,2047,6356,1320,1493,577,4863,1111,13319,2199,10154,1912,3165,881,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7210,1216,3793,821,2276,533,1517,631,776,367,741,499,3417,783,2510,776,907,535,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
